[248221] ['1/4', '2/5', '2/3', '1', '8/7'] -> (1 / ((1/4 / 2/5) - (2/3 / 8/7)))
[248449] ['1/9', '2/7', '3/4', '3/4', '2'] -> ((3/4 / 2) + (3/4 / (1/9 * 2/7)))
[248450] ['7/8', '8/9', '9/8', '3/2', '2'] -> ((3/2 * 2) / ((8/9 * 9/8) - 7/8))
[248451] ['4/9', '4/7', '9/4', '7/2', '7'] -> ((9/4 * (4/9 + 4/7)) * (7/2 + 7))
[248452] ['1/8', '7/9', '4/3', '5/2', '9'] -> (1/8 + (9 * (7/9 + (5/2 / 4/3))))
[248453] ['2/9', '3/7', '1', '4/3', '9/4'] -> (((1 / 3/7) + (4/3 * 9/4)) / 2/9)
[248454] ['2/9', '2/7', '5/4', '8/3', '6'] -> (6 * ((8/3 / (2/9 + 2/7)) - 5/4))
[248455] ['1/4', '2/5', '7/9', '1', '7/6'] -> (1 / ((7/9 / 7/6) - (1/4 / 2/5)))
[248456] ['1/6', '1/5', '1/3', '4/7', '1'] -> (((1 / (4/7 - 1/3)) - 1/5) / 1/6)
[248457] ['5/9', '3/5', '7/9', '6/7', '6'] -> (6/7 + (6 / (7/9 * (5/9 * 3/5))))
[248458] ['1/9', '2/7', '3/4', '7/9', '2'] -> ((2 / 3/4) / ((2/7 * 7/9) - 1/9))
[248459] ['2/9', '2/7', '5/4', '7/2', '6'] -> ((2/9 + 6) * (7/2 + (2/7 * 5/4)))
[248460] ['4/9', '4/7', '9/4', '9/2', '7'] -> ((9/4 + 9/2) * ((4/7 * 7) - 4/9))
[248461] ['7/4', '7/4', '9/5', '5/2', '5'] -> ((5 * (9/5 + (7/4 + 7/4))) - 5/2)
[248462] ['7/5', '3/2', '7/4', '5/2', '8'] -> ((8 * (7/5 * 3/2)) / (7/4 / 5/2))
[248463] ['1/8', '7/9', '4/3', '9/2', '9'] -> (9 * (((9/2 - 7/9) / 4/3) - 1/8))
[248464] ['7/8', '8/9', '9/8', '5/3', '2'] -> ((8/9 * 9/8) / (7/8 - (5/3 / 2)))
[248465] ['1/6', '1/5', '1/3', '5/7', '1'] -> (((1 / (1/3 * 5/7)) - 1/5) / 1/6)
[248466] ['7/4', '7/4', '9/5', '7/2', '5'] -> (5 * (9/5 + ((7/4 + 7/2) / 7/4)))
[248467] ['2/9', '3/7', '1', '4/3', '5/2'] -> (4/3 / ((2/9 - 5/2) + (1 / 3/7)))
[248468] ['2/7', '1/3', '5/4', '7/3', '3'] -> ((2/7 / 1/3) / ((3 / 7/3) - 5/4))
[248469] ['2/5', '2/3', '5/3', '7/4', '8'] -> (8 * ((5/3 / 2/5) - (2/3 * 7/4)))
[248470] ['1/8', '7/9', '7/5', '7/5', '9'] -> (7/5 / ((7/5 / 9) - (1/8 * 7/9)))
[248471] ['1/6', '7/9', '9/7', '9/2', '7'] -> (7 * ((1/6 / 7/9) - (9/7 - 9/2)))
[248472] ['7/8', '8/9', '9/8', '7/4', '2'] -> (2 / (7/4 - (8/9 + (7/8 / 9/8))))
[248473] ['7/4', '7/4', '9/4', '9/4', '5'] -> ((7/4 + 9/4) + (5 * (7/4 + 9/4)))
[248474] ['1/6', '1/5', '1/3', '6/7', '1'] -> (((1 / 1/5) - 1/3) / (1/6 / 6/7))
[248475] ['5/9', '3/5', '7/9', '9/8', '6'] -> ((3/5 + 6) / ((7/9 / 5/9) - 9/8))
[248476] ['1/4', '2/5', '7/9', '1', '4/3'] -> (1 / ((1/4 / 2/5) - (7/9 / 4/3)))
[248477] ['1/5', '2/3', '6/7', '7/5', '2'] -> ((2 + (6/7 * 7/5)) / (1/5 * 2/3))
[248478] ['1/6', '7/9', '4/3', '4/3', '7'] -> ((4/3 * 7) / (4/3 - (1/6 + 7/9)))
[248479] ['7/4', '7/4', '9/4', '7/3', '5'] -> (9/4 * ((7/3 * 5) - (7/4 / 7/4)))
[248480] ['4/9', '4/7', '5/2', '5/2', '7'] -> ((7 * (5/2 + (4/7 / 4/9))) - 5/2)
[248481] ['7/4', '7/4', '9/4', '8/3', '5'] -> ((9/4 * 8/3) * (5 - (7/4 / 7/4)))
[248482] ['7/5', '3/2', '7/4', '9/2', '8'] -> ((7/4 * 8) * ((9/2 / 7/5) - 3/2))
[248483] ['2/7', '1/3', '5/4', '3', '7/2'] -> (((7/2 / 2/7) - (5/4 + 3)) / 1/3)
[248484] ['2/5', '2/3', '5/3', '9/2', '8'] -> (8 / ((2/3 - 9/2) + (5/3 / 2/5)))
[248485] ['7/4', '7/4', '9/4', '7/2', '5'] -> (7/2 * ((7/4 + 9/4) + (5 / 7/4)))
[248486] ['4/9', '4/7', '5/2', '7/2', '7'] -> ((5/2 / 4/9) + ((7/2 + 7) / 4/7))
[248487] ['1/8', '7/9', '7/5', '5/3', '9'] -> ((9 / (1/8 / 7/9)) / (7/5 * 5/3))
[248488] ['7/5', '3/2', '9/4', '9/4', '8'] -> (8 * ((7/5 * (3/2 + 9/4)) - 9/4))
[248489] ['1/4', '2/5', '7/9', '1', '5/3'] -> ((2/5 * 5/3) / ((1/4 + 7/9) - 1))
[248490] ['1/5', '2/3', '6/7', '7/4', '2'] -> (((2 / 1/5) - 6/7) / (2/3 / 7/4))
[248491] ['4/9', '4/7', '5/2', '9/2', '7'] -> (7 * ((4/9 * 9/2) + (4/7 * 5/2)))
[248492] ['2/7', '1/3', '9/7', '7/5', '3'] -> ((9/7 / (2/7 - (1/3 / 7/5))) - 3)
[248493] ['1/9', '2/7', '3/4', '5/4', '2'] -> ((2/7 + 2) * ((5/4 / 1/9) - 3/4))
[248494] ['1/6', '7/9', '4/3', '9/4', '7'] -> (7 + ((9/4 + (7/9 / 4/3)) / 1/6))
[248495] ['7/4', '7/4', '7/3', '7/2', '5'] -> ((7/2 * 5) / ((7/4 * 7/4) - 7/3))
[248496] ['2/5', '2/3', '7/4', '7/2', '8'] -> (8 / ((7/2 / 7/4) - (2/3 / 2/5)))
[248497] ['1/5', '2/3', '6/7', '9/5', '2'] -> (((2/3 + 9/5) + (2 / 6/7)) / 1/5)
[248498] ['7/8', '8/9', '9/8', '2', '9/2'] -> ((2 + (8/9 * 9/2)) / (9/8 - 7/8))
[248499] ['2/7', '1/3', '9/7', '8/5', '3'] -> ((1/3 + 3) * (8/5 / (2/7 / 9/7)))
[248500] ['5/9', '3/5', '7/9', '4/3', '6'] -> (6 / ((7/9 / 4/3) - (5/9 * 3/5)))
[248501] ['2/9', '3/7', '1', '7/5', '8/5'] -> (((1 / 3/7) + (7/5 + 8/5)) / 2/9)
[248502] ['7/4', '7/4', '5/2', '5/2', '5'] -> ((5 * (5/2 + 5/2)) - (7/4 / 7/4))
[248503] ['2/5', '2/3', '7/4', '9/2', '8'] -> ((2/5 * 9/2) * ((7/4 * 8) - 2/3))
[248504] ['7/5', '3/2', '9/4', '7/2', '8'] -> ((7/5 * 8) * (3/2 + (9/4 / 7/2)))
[248505] ['2/9', '2/7', '4/3', '4/3', '6'] -> ((6 + (4/3 / (2/9 + 4/3))) / 2/7)
[248506] ['7/5', '3/2', '9/4', '9/2', '8'] -> (((7/5 * 3/2) * (9/2 + 8)) - 9/4)
[248507] ['7/8', '8/9', '8/7', '7/6', '2'] -> ((7/6 * 2) / (7/8 - (8/9 / 8/7)))
[248508] ['1/4', '2/5', '7/9', '1', '7/3'] -> (2/5 / (1/4 - (7/9 / (1 + 7/3))))
[248509] ['5/9', '3/5', '7/9', '3/2', '6'] -> (((7/9 + 3/2) / (5/9 / 6)) - 3/5)
[248510] ['1/5', '2/3', '6/7', '2', '7/3'] -> (2/3 + ((7/3 + (2 / 6/7)) / 1/5))
[248511] ['1/6', '7/9', '7/5', '7/5', '7'] -> (7/5 / ((7/5 / (7 - 7/9)) - 1/6))
[248512] ['7/4', '7/4', '8/3', '7/2', '5'] -> (((7/2 * 5) - 7/4) / (7/4 / 8/3))
[248513] ['2/5', '2/3', '9/4', '9/4', '8'] -> (9/4 + (9/4 * (8 + (2/3 / 2/5))))
[248514] ['2/9', '3/7', '1', '7/5', '9/5'] -> ((1 + (9/5 / 7/5)) / (2/9 * 3/7))
[248515] ['3/8', '1/2', '5/9', '3/4', '9'] -> (((1/2 / 3/8) + (9 / 3/4)) / 5/9)
[248516] ['4/9', '4/7', '9/2', '9/2', '7'] -> (7 * ((4/9 * (9/2 + 9/2)) - 4/7))
[248517] ['1/5', '2/3', '6/7', '2', '5/2'] -> (2 / (2/3 - (5/2 * (1/5 / 6/7))))
[248518] ['7/8', '8/9', '8/7', '5/4', '2'] -> ((2 / (7/8 * 8/9)) / (5/4 - 8/7))
[248519] ['1/4', '2/5', '7/9', '1', '8/3'] -> ((1 + 8/3) / (7/9 - (1/4 / 2/5)))
[248520] ['1/9', '2/7', '3/4', '5/3', '2'] -> ((5/3 / 1/9) / ((3/4 / 2/7) - 2))
[248521] ['2/5', '2/3', '9/4', '7/3', '8'] -> (8 / (2/5 * (7/3 - (2/3 * 9/4))))
[248522] ['7/4', '7/4', '7/2', '7/2', '5'] -> (7/4 + (7/2 * (7/2 + (5 / 7/4))))
[248523] ['4/9', '3/5', '3/5', '3/5', '7'] -> (((7 / 3/5) - (3/5 / 3/5)) / 4/9)
[248524] ['7/5', '3/2', '7/3', '9/2', '8'] -> (8 * ((3/2 / 7/5) + (9/2 / 7/3)))
[248525] ['5/9', '3/5', '7/9', '9/4', '6'] -> (6 / (9/4 - (3/5 + (7/9 / 5/9))))
[248526] ['2/7', '1/3', '4/3', '8/5', '3'] -> ((1/3 + (4/3 / 2/7)) * (8/5 * 3))
[248527] ['2/9', '3/7', '1', '7/5', '7/3'] -> ((7/5 + 7/3) / (2/9 / (3/7 + 1)))
[248528] ['7/8', '8/9', '8/7', '4/3', '2'] -> ((4/3 * 2) / ((7/8 * 8/7) - 8/9))
[248529] ['1/6', '7/9', '7/5', '7/4', '7'] -> (7/5 / ((7/4 / (7/9 + 7)) - 1/6))
[248530] ['1/8', '7/9', '3/2', '3/2', '9'] -> ((3/2 - (7/9 * 3/2)) / (1/8 / 9))
[248531] ['1/4', '2/5', '7/9', '1', '9/2'] -> (((7/9 * 9/2) + (1 / 2/5)) / 1/4)
[248532] ['2/7', '1/3', '4/3', '5/3', '3'] -> (((5/3 / (1/3 - 2/7)) - 3) / 4/3)
[248533] ['2/9', '2/7', '4/3', '5/2', '6'] -> ((4/3 / 2/7) / ((5/2 / 6) - 2/9))
[248534] ['7/4', '9/5', '9/5', '7/3', '5'] -> ((9/5 + 9/5) * (5 / (7/4 / 7/3)))
[248535] ['4/9', '3/5', '3/5', '5/7', '7'] -> (3/5 + ((3/5 + (7 / 5/7)) / 4/9))
[248536] ['3/8', '1/2', '5/9', '5/4', '9'] -> ((5/4 / (3/8 * 5/9)) + (9 / 1/2))
[248537] ['7/4', '9/5', '9/5', '5/2', '5'] -> ((5 * (9/5 + 9/5)) / (5/2 - 7/4))
[248538] ['2/7', '1/3', '4/3', '9/5', '3'] -> ((1/3 + (4/3 / 2/7)) * (9/5 + 3))
[248539] ['2/9', '2/7', '4/3', '8/3', '6'] -> ((6 * ((4/3 / 2/7) - 2/9)) - 8/3)
[248540] ['1/8', '7/9', '3/2', '7/4', '9'] -> ((7/4 / (1/8 * 7/9)) + (9 / 3/2))
[248541] ['1/6', '7/9', '7/5', '7/3', '7'] -> ((7/3 + 7) / ((7/9 / 7/5) - 1/6))
[248542] ['1/4', '2/5', '4/5', '7/8', '1'] -> (((4/5 / (1 - 7/8)) - 2/5) / 1/4)
[248543] ['1/6', '1/5', '3/8', '3/4', '1'] -> (1 / (1/5 * (3/4 - (1/6 + 3/8))))
[248544] ['2/5', '2/3', '7/2', '9/2', '8'] -> (((8 + (2/3 * 9/2)) / 2/5) - 7/2)
[248545] ['7/5', '3/2', '7/2', '9/2', '8'] -> ((3/2 * 8) * (9/2 - (7/2 / 7/5)))
[248546] ['1/5', '2/3', '7/8', '8/7', '2'] -> ((2 / (1/5 * 7/8)) / (8/7 - 2/3))
[248547] ['1/8', '7/9', '3/2', '9/5', '9'] -> (7/9 / (1/8 - ((3/2 / 9/5) / 9)))
[248548] ['7/4', '9/5', '9/4', '9/4', '5'] -> (5 * ((7/4 + 9/4) + (9/5 / 9/4)))
[248549] ['2/9', '3/7', '1', '3/2', '3/2'] -> (((1 / 3/7) + (3/2 + 3/2)) / 2/9)
[248550] ['1/6', '7/9', '7/5', '8/3', '7'] -> (((7 - 7/9) / (1/6 * 7/5)) - 8/3)
[248551] ['2/7', '1/3', '7/5', '3/2', '3'] -> (3/2 + (3 / (7/5 * (2/7 * 1/3))))
[248552] ['2/5', '5/7', '5/7', '3/4', '8'] -> (8 / (5/7 - ((2/5 * 5/7) / 3/4)))
[248553] ['1/8', '7/9', '3/2', '9/4', '9'] -> (9 / ((1/8 - 3/2) + (7/9 * 9/4)))
[248554] ['1/9', '2/7', '7/9', '7/9', '2'] -> ((2 - 2/7) / (1/9 / (7/9 + 7/9)))
[248555] ['1/4', '2/5', '4/5', '1', '9/8'] -> (((4/5 / (9/8 - 1)) - 2/5) / 1/4)
[248556] ['3/8', '1/2', '5/9', '7/4', '9'] -> (((9 / 1/2) - (7/4 / 3/8)) / 5/9)
[248557] ['4/9', '3/5', '3/5', '7/8', '7'] -> (7 / (7/8 * (3/5 - (4/9 * 3/5))))
[248558] ['1/6', '7/9', '3/2', '3/2', '7'] -> ((7 / (1/6 * 7/9)) / (3/2 * 3/2))
[248559] ['7/4', '9/5', '9/4', '8/3', '5'] -> ((9/4 * 8/3) / (5 * (9/5 - 7/4)))
[248560] ['2/9', '2/7', '7/5', '3/2', '6'] -> ((6 - 2/7) / (3/2 * (2/9 / 7/5)))
[248561] ['1/9', '2/7', '7/9', '4/5', '2'] -> (2 / ((2/7 * 7/9) - (1/9 / 4/5)))
[248562] ['2/7', '1/3', '7/5', '8/5', '3'] -> (3 + ((7/5 + (8/5 / 2/7)) / 1/3))
[248563] ['1/6', '7/9', '3/2', '8/5', '7'] -> ((7 * (1/6 + 3/2)) / (7/9 / 8/5))
[248564] ['2/5', '5/7', '5/7', '7/9', '8'] -> (8 / (7/9 * (5/7 - (2/5 * 5/7))))
[248565] ['1/8', '7/9', '3/2', '9/2', '9'] -> ((3/2 + 9) / (9/2 * (1/8 * 7/9)))
[248566] ['4/9', '3/5', '3/5', '9/8', '7'] -> ((3/5 / 9/8) * (7 / (3/5 - 4/9)))
[248567] ['5/9', '3/5', '4/5', '9/8', '6'] -> ((3/5 + 6) / (9/8 * (4/5 - 5/9)))
[248568] ['2/9', '2/7', '7/5', '5/3', '6'] -> ((6 - (5/3 * (2/7 * 7/5))) / 2/9)
[248569] ['7/4', '9/5', '7/3', '7/3', '5'] -> ((7/3 + 7/3) * (5 / (7/4 / 9/5)))
[248570] ['1/8', '7/9', '8/5', '8/5', '9'] -> ((8/5 / 1/8) + (9 * (7/9 * 8/5)))
[248571] ['4/9', '3/5', '3/5', '8/7', '7'] -> ((8/7 * 7) / (3/5 - (4/9 * 3/5)))
[248572] ['1/6', '1/5', '3/8', '1', '7/6'] -> (1 / ((1/6 / 1/5) + (3/8 - 7/6)))
[248573] ['1/6', '7/9', '3/2', '9/5', '7'] -> (9/5 * ((7 / (7/9 / 3/2)) - 1/6))
[248574] ['7/8', '8/9', '8/7', '2', '7/3'] -> (7/3 / (((2 - 8/9) / 8/7) - 7/8))
[248575] ['1/5', '2/3', '7/8', '3/2', '2'] -> ((2 / (1/5 * 2/3)) / (3/2 - 7/8))
[248576] ['7/5', '8/5', '5/3', '9/2', '8'] -> (9/2 * ((8 * (7/5 / 8/5)) - 5/3))
[248577] ['3/8', '1/2', '4/7', '5/8', '9'] -> (((9 / 4/7) - (3/8 / 1/2)) / 5/8)
[248578] ['2/9', '3/7', '1', '3/2', '9/4'] -> (((1 + 3/2) / (2/9 * 3/7)) - 9/4)
[248579] ['1/4', '2/5', '4/5', '1', '7/5'] -> ((1 + 7/5) / (1/4 * (4/5 - 2/5)))
[248580] ['1/5', '2/3', '7/8', '8/5', '2'] -> (2 / (7/8 - (2/3 + (1/5 / 8/5))))
[248581] ['2/5', '5/7', '5/7', '6/7', '8'] -> ((((8 - 6/7) / 2/5) - 5/7) / 5/7)
[248582] ['2/9', '3/7', '1', '3/2', '7/3'] -> ((1 - 3/2) + (7/3 / (2/9 * 3/7)))
[248583] ['1/6', '7/9', '8/5', '8/5', '7'] -> ((8/5 / 1/6) + (7 / (7/9 / 8/5)))
[248584] ['1/6', '1/5', '3/8', '1', '4/3'] -> (((4/3 / 1/5) - (1 / 3/8)) / 1/6)
[248585] ['2/5', '5/7', '5/7', '7/8', '8'] -> (((5/7 / 5/7) + (8 / 2/5)) / 7/8)
[248586] ['4/9', '3/5', '3/5', '5/4', '7'] -> ((((7 / 4/9) - 3/5) / 3/5) - 5/4)
[248587] ['1/9', '2/7', '7/9', '6/5', '2'] -> ((2 + (2/7 * 7/9)) / (1/9 / 6/5))
[248588] ['2/9', '3/7', '1', '3/2', '5/2'] -> (((1 - 3/2) + (5/2 / 3/7)) / 2/9)
[248589] ['1/5', '2/3', '7/8', '5/3', '2'] -> (1/5 / (((2 - 7/8) / 5/3) - 2/3))
[248590] ['5/9', '3/5', '4/5', '9/7', '6'] -> ((6 / 9/7) / ((3/5 / 4/5) - 5/9))
[248591] ['1/4', '2/5', '4/5', '1', '9/5'] -> ((9/5 + (4/5 + 1)) / (2/5 - 1/4))
[248592] ['1/6', '7/9', '8/5', '7/4', '7'] -> ((7 / (1/6 * 8/5)) - (7/4 / 7/9))
[248593] ['2/5', '5/7', '5/7', '8/9', '8'] -> (((8 / 2/5) - 5/7) / (5/7 / 8/9))
[248594] ['1/9', '2/7', '7/9', '9/7', '2'] -> ((2/7 - 9/7) + ((7/9 + 2) / 1/9))
[248595] ['2/9', '3/7', '1', '3/2', '7/2'] -> (3/2 + ((3/7 + 1) / (2/9 / 7/2)))
[248596] ['1/6', '1/5', '3/8', '1', '7/4'] -> (1 / ((1/6 + 7/4) - (3/8 / 1/5)))
[248597] ['1/5', '2/3', '7/8', '7/4', '2'] -> (7/8 + ((2 + (7/4 / 2/3)) / 1/5))
[248598] ['5/9', '3/5', '4/5', '7/5', '6'] -> ((7/5 / (3/5 - 5/9)) - (6 / 4/5))
[248599] ['2/7', '1/3', '7/5', '3', '7/2'] -> (((3 / 2/7) - (7/2 / 7/5)) / 1/3)
[248600] ['1/4', '2/5', '4/5', '1', '7/3'] -> (4/5 / ((2/5 * (1/4 + 7/3)) - 1))
[248601] ['1/5', '2/3', '7/8', '2', '9/4'] -> (((2 / 1/5) - 2/3) / (7/8 / 9/4))
[248602] ['7/5', '8/5', '9/4', '9/2', '8'] -> (8/5 + ((7/5 / 9/4) * (9/2 * 8)))
[248603] ['1/6', '1/5', '3/8', '1', '9/2'] -> (9/2 / (1/5 * (1 - (1/6 * 3/8))))
[248604] ['1/6', '7/9', '8/5', '7/3', '7'] -> (7/3 / (1/6 - ((7/9 / 8/5) / 7)))
[248605] ['2/5', '5/7', '5/7', '5/4', '8'] -> ((8 / (2/5 / 5/4)) - (5/7 / 5/7))
[248606] ['5/9', '3/5', '4/5', '9/4', '6'] -> ((6 / (5/9 * 9/4)) / (4/5 - 3/5))
[248607] ['1/9', '2/7', '7/9', '5/3', '2'] -> ((5/3 / 1/9) + (2 / (2/7 * 7/9)))
[248608] ['2/5', '5/7', '5/7', '9/7', '8'] -> ((9/7 * 8) / (5/7 - (2/5 * 5/7)))
[248609] ['2/7', '1/3', '3/2', '8/5', '3'] -> (8/5 * ((3/2 / 1/3) + (3 / 2/7)))
[248610] ['2/9', '3/7', '1', '8/5', '9/5'] -> (8/5 / (1 - (9/5 * (2/9 / 3/7))))
[248611] ['1/5', '2/3', '7/8', '2', '5/2'] -> (2 / ((2/3 * 7/8) - (1/5 * 5/2)))
[248612] ['4/9', '3/5', '3/5', '9/5', '7'] -> (((9/5 + 7) / (3/5 * 3/5)) - 4/9)
[248613] ['3/8', '1/2', '4/7', '7/5', '9'] -> ((4/7 + (1/2 / 3/8)) * (7/5 * 9))
[248614] ['1/4', '2/5', '5/6', '6/7', '1'] -> (1 / ((2/5 * 5/6) - (1/4 / 6/7)))
[248615] ['1/8', '7/9', '5/3', '7/4', '9'] -> (((9 / 7/4) - (5/3 / 7/9)) / 1/8)
[248616] ['5/9', '3/5', '4/5', '7/3', '6'] -> (6 * ((3/5 - 4/5) + (7/3 / 5/9)))
[248617] ['2/9', '2/7', '3/2', '5/3', '6'] -> ((6 / (2/7 / 3/2)) - (5/3 / 2/9))
[248618] ['7/5', '5/3', '5/3', '5/3', '8'] -> (8 * ((7/5 * (5/3 + 5/3)) - 5/3))
[248619] ['1/5', '2/3', '7/8', '2', '8/3'] -> (2/3 + ((2 * 8/3) / (1/5 / 7/8)))
[248620] ['7/4', '9/5', '7/2', '7/2', '5'] -> (5 * ((9/5 + 7/2) - (7/4 / 7/2)))
[248621] ['1/4', '2/5', '5/6', '7/8', '1'] -> (1 / ((7/8 * (2/5 * 5/6)) - 1/4))
[248622] ['1/6', '7/9', '8/5', '9/2', '7'] -> ((7 + (1/6 + 9/2)) / (7/9 / 8/5))
[248623] ['2/9', '2/7', '3/2', '7/4', '6'] -> ((6 / 2/9) - (3/2 / (2/7 * 7/4)))
[248624] ['1/6', '1/5', '2/5', '2/3', '1'] -> ((1 + (2/5 / (1/5 * 2/3))) / 1/6)
[248625] ['2/9', '3/7', '1', '8/5', '7/3'] -> ((3/7 + 1) * (7/3 / (2/9 / 8/5)))
[248626] ['1/8', '7/9', '5/3', '9/5', '9'] -> ((5/3 / 9/5) / (1/8 - (7/9 / 9)))
[248627] ['1/9', '2/7', '7/9', '2', '9/4'] -> (2 / (((7/9 - 1/9) / 2/7) - 9/4))
[248628] ['1/4', '2/5', '5/6', '8/9', '1'] -> ((2/5 / 1/4) / ((8/9 / 5/6) - 1))
[248629] ['4/9', '3/5', '3/5', '5/2', '7'] -> (3/5 / (7 - ((3/5 + 5/2) / 4/9)))
[248630] ['1/5', '2/3', '7/8', '2', '7/2'] -> (2 / (1/5 * (2/3 - (7/8 / 7/2))))
[248631] ['1/6', '1/5', '2/5', '5/7', '1'] -> ((1/5 + (1 / 5/7)) / (1/6 * 2/5))
[248632] ['7/4', '9/5', '9/2', '9/2', '5'] -> ((9/2 * 9/2) + ((7/4 + 5) / 9/5))
[248633] ['3/8', '1/2', '4/7', '7/4', '9'] -> (3/8 + (9 * (7/4 + (1/2 / 4/7))))
[248634] ['2/5', '5/7', '5/7', '9/5', '8'] -> ((9/5 * 8) / ((5/7 / 5/7) - 2/5))
[248635] ['1/9', '2/7', '7/9', '2', '5/2'] -> ((7/9 / (1/9 * 2/7)) + (2 - 5/2))
[248636] ['7/4', '9/4', '9/4', '9/4', '5'] -> ((7/4 + 9/4) * (5 + (9/4 / 9/4)))
[248637] ['2/7', '1/3', '8/5', '5/3', '3'] -> (3 / ((1/3 / 2/7) - (5/3 / 8/5)))
[248638] ['1/5', '2/3', '7/8', '2', '9/2'] -> ((2 / 2/3) / (9/2 - (7/8 / 1/5)))
[248639] ['2/5', '5/7', '5/7', '9/4', '8'] -> ((2/5 * 5/7) + (8 * (5/7 + 9/4)))
[248640] ['1/4', '2/5', '5/6', '1', '8/7'] -> (1 / (((2/5 * 5/6) / 8/7) - 1/4))
[248641] ['4/9', '3/5', '3/5', '9/2', '7'] -> (((3/5 + 7) / (4/9 * 3/5)) - 9/2)
[248642] ['1/6', '1/5', '2/5', '6/7', '1'] -> (((1 / 1/6) - 2/5) / (1/5 / 6/7))
[248643] ['1/9', '2/7', '7/9', '2', '9/2'] -> (9/2 * ((2 / (2/7 / 7/9)) - 1/9))
[248644] ['1/4', '2/5', '5/6', '1', '6/5'] -> ((6/5 + (1 / 5/6)) / (1/4 * 2/5))
[248645] ['1/8', '7/9', '7/4', '9/5', '9'] -> (9 / ((7/9 / 7/4) - (1/8 / 9/5)))
[248646] ['2/7', '1/3', '8/5', '7/4', '3'] -> (((7/4 / 2/7) + (3 / 8/5)) / 1/3)
[248647] ['1/9', '2/7', '4/5', '4/5', '2'] -> ((4/5 - 2) + (4/5 / (1/9 * 2/7)))
[248648] ['4/9', '3/5', '5/8', '5/8', '7'] -> (((7 / 3/5) - (5/8 / 5/8)) / 4/9)
[248649] ['7/4', '9/4', '7/3', '7/3', '5'] -> ((7/4 + 9/4) * (5 + (7/3 / 7/3)))
[248650] ['2/5', '5/7', '5/7', '5/2', '8'] -> ((5/2 - 2/5) * (8 * (5/7 + 5/7)))
[248651] ['1/6', '7/9', '7/4', '9/4', '7'] -> ((7/4 + (7 * (1/6 + 9/4))) / 7/9)
[248652] ['2/9', '3/7', '1', '5/3', '5/3'] -> (((5/3 + (5/3 / 3/7)) / 2/9) - 1)
[248653] ['2/5', '5/7', '5/7', '8/3', '8'] -> (8/3 * ((2/5 * 5/7) + (5/7 + 8)))
[248654] ['1/4', '2/5', '5/6', '1', '4/3'] -> ((1 / 5/6) / ((2/5 / 4/3) - 1/4))
[248655] ['1/6', '7/9', '7/4', '5/2', '7'] -> (7 / ((7/9 / 1/6) - (7/4 * 5/2)))
[248656] ['7/4', '9/4', '9/2', '9/2', '5'] -> ((7/4 + 9/4) * (5 + (9/2 / 9/2)))
[248657] ['5/9', '3/5', '5/6', '7/5', '6'] -> ((5/6 + (7/5 / 6)) / (3/5 - 5/9))
[248658] ['1/6', '1/5', '2/5', '1', '9/7'] -> (1/5 / ((2/5 / (1 + 9/7)) - 1/6))
[248659] ['1/4', '2/5', '5/6', '1', '7/4'] -> ((1 + (7/4 / 1/4)) / (2/5 * 5/6))
[248660] ['7/5', '5/3', '9/4', '9/4', '8'] -> (8 * ((9/4 * (7/5 * 5/3)) - 9/4))
[248661] ['1/5', '2/3', '8/9', '5/4', '2'] -> ((2/3 / 1/5) / ((8/9 + 5/4) - 2))
[248662] ['7/8', '8/9', '6/5', '7/5', '2'] -> (7/5 / (2 - (7/8 + (8/9 * 6/5))))
[248663] ['7/4', '7/3', '7/3', '7/3', '5'] -> ((7/3 + (7/3 * 5)) / (7/3 - 7/4))
[248664] ['1/6', '7/9', '9/5', '9/5', '7'] -> (((7 / 7/9) - 9/5) / (1/6 * 9/5))
[248665] ['1/9', '2/7', '4/5', '8/9', '2'] -> (4/5 * (2 + (8/9 / (1/9 * 2/7))))
[248666] ['5/9', '3/5', '5/6', '7/4', '6'] -> (6 / (5/6 - (7/4 * (5/9 * 3/5))))
[248667] ['2/5', '5/7', '3/4', '3/4', '8'] -> ((8 / (5/7 / 3/4)) / (3/4 - 2/5))
[248668] ['1/8', '7/9', '9/5', '7/3', '9'] -> ((9 / 9/5) / ((7/9 / 7/3) - 1/8))
[248669] ['1/6', '1/5', '2/5', '1', '9/4'] -> ((1 / 1/6) / (9/4 - (2/5 / 1/5)))
[248670] ['1/5', '2/3', '8/9', '4/3', '2'] -> ((2/3 + (2 / 1/5)) / (4/3 - 8/9))
[248671] ['7/4', '7/3', '7/3', '7/2', '5'] -> (7/3 + (5 * (7/3 + (7/2 / 7/4))))
[248672] ['7/5', '5/3', '9/4', '9/2', '8'] -> (8 / ((7/5 * 5/3) - (9/2 / 9/4)))
[248673] ['2/9', '2/7', '8/5', '8/3', '6'] -> (((8/3 / 2/7) - 6) / (2/9 / 8/5))
[248674] ['2/9', '3/7', '1', '5/3', '8/3'] -> ((((8/3 / 2/9) - 1) / 3/7) - 5/3)
[248675] ['1/9', '2/7', '4/5', '8/7', '2'] -> (8/7 + ((2/7 + (2 / 1/9)) / 4/5))
[248676] ['7/4', '7/3', '7/3', '9/2', '5'] -> (((7/3 * 5) - 7/3) / (7/4 / 9/2))
[248677] ['1/8', '7/9', '9/5', '8/3', '9'] -> (((9 / 9/5) - 8/3) / (1/8 * 7/9))
