[79786] ['1/7', '5/9', '3/2', '3/2', '5'] -> ((3/2 / 1/7) + (5 / (5/9 / 3/2)))
[80015] ['1/9', '4/5', '8/9', '7/5', '6'] -> (((8/9 * 7/5) - 4/5) / (1/9 / 6))
[80016] ['1/6', '8/7', '4/3', '5/2', '9'] -> (8/7 * ((5/2 * 9) - (1/6 + 4/3)))
[80017] ['1/9', '3/7', '4/5', '8/5', '7'] -> (8/5 / ((4/5 / 7) - (1/9 * 3/7)))
[80018] ['5/9', '6/5', '7/4', '4', '9/2'] -> (4 * ((9/2 / 5/9) - (6/5 * 7/4)))
[80019] ['1/7', '5/9', '7/3', '8/3', '5'] -> (8/3 + (7/3 * (1/7 + (5 / 5/9))))
[80020] ['3/7', '3/7', '2/3', '4/5', '4'] -> (4 / ((3/7 / 3/7) - (2/3 / 4/5)))
[80021] ['1/8', '1/7', '3/5', '8/9', '4'] -> ((4 / (3/5 * (1/8 + 1/7))) - 8/9)
[80022] ['3/5', '3/5', '7/8', '1', '4/3'] -> (1 / ((7/8 * (4/3 - 3/5)) - 3/5))
[80023] ['1/5', '6/7', '3/2', '7/2', '5'] -> ((1/5 + (6/7 * 7/2)) * (3/2 * 5))
[80024] ['3/7', '3/7', '2/3', '6/7', '4'] -> ((6/7 * 4) / (3/7 - (3/7 * 2/3)))
[80025] ['1/9', '3/7', '4/5', '5/3', '7'] -> (((7 - 4/5) / (3/7 / 5/3)) - 1/9)
[80026] ['5/9', '6/5', '9/5', '9/5', '4'] -> (4 / (5/9 * (9/5 - (9/5 / 6/5))))
[80027] ['1/9', '5/7', '9/4', '7/3', '5'] -> (7/3 * ((9/4 * (5 - 1/9)) - 5/7))
[80028] ['1/5', '1/2', '9/8', '5/4', '8'] -> ((9/8 / 5/4) * (8 / (1/2 - 1/5)))
[80029] ['1/3', '3/8', '5/9', '7/8', '2'] -> (2 / ((1/3 * 7/8) - (3/8 * 5/9)))
[80030] ['1/8', '2/7', '9/4', '5/2', '3'] -> (((9/4 / (1/8 * 2/7)) - 3) / 5/2)
[80031] ['1/9', '4/5', '8/9', '9/4', '6'] -> ((8/9 / (1/9 / 4/5)) * (6 - 9/4))
[80032] ['3/7', '3/7', '2/3', '6/5', '4'] -> (4 / (((3/7 / 3/7) / 6/5) - 2/3))
[80033] ['1/6', '8/7', '7/5', '7/5', '9'] -> (8/7 * ((7/5 / 1/6) + (7/5 * 9)))
[80034] ['5/9', '6/5', '9/5', '7/3', '4'] -> ((6/5 / 9/5) / ((7/3 / 4) - 5/9))
[80035] ['1/8', '1/4', '5/9', '7/5', '4'] -> ((5/9 / (1/4 - 1/8)) * (7/5 + 4))
[80036] ['3/5', '3/5', '7/8', '1', '5/3'] -> (3/5 / ((3/5 / (5/3 - 1)) - 7/8))
[80037] ['1/9', '4/5', '8/9', '7/3', '6'] -> ((8/9 / (1/9 * 4/5)) + (7/3 * 6))
[80038] ['1/3', '3/8', '5/9', '8/7', '2'] -> (2 / ((1/3 / 8/7) - (3/8 * 5/9)))
[80039] ['3/7', '3/7', '2/3', '3/2', '4'] -> (4 / ((3/7 / 3/7) + (2/3 - 3/2)))
[80040] ['1/9', '3/7', '4/5', '9/5', '7'] -> (((3/7 * 7) + (9/5 / 1/9)) / 4/5)
[80041] ['2/7', '2/5', '3/4', '8/7', '5'] -> (((8/7 / 2/7) - 2/5) / (3/4 / 5))
[80042] ['1/8', '2/7', '9/4', '8/3', '3'] -> ((1/8 + (9/4 / 2/7)) / (3 - 8/3))
[80043] ['3/5', '3/5', '7/8', '1', '7/4'] -> ((3/5 / 7/8) / (3/5 - (1 / 7/4)))
[80044] ['1/5', '6/7', '8/5', '7/4', '5'] -> (5 / (((7/4 - 1/5) / 6/7) - 8/5))
[80045] ['1/9', '5/7', '9/4', '7/2', '5'] -> (7/2 * (5 + (9/4 * (1/9 + 5/7))))
[80046] ['1/5', '1/2', '9/8', '5/3', '8'] -> ((1/5 + (8 / 1/2)) / (9/8 / 5/3))
[80047] ['1/7', '5/9', '5/2', '7/2', '5'] -> ((7/2 / 1/7) - (5 - (5/2 / 5/9)))
[80048] ['1/8', '1/4', '5/9', '8/5', '4'] -> ((8/5 - 1/4) * (4 / (1/8 / 5/9)))
[80049] ['3/7', '3/7', '2/3', '7/4', '4'] -> (4 / ((2/3 * 7/4) - (3/7 / 3/7)))
[80050] ['1/9', '4/5', '8/9', '7/2', '6'] -> (6 * (1/9 + (7/2 / (4/5 / 8/9))))
[80051] ['1/9', '3/7', '4/5', '9/4', '7'] -> ((9/4 / 1/9) + (7 * (3/7 / 4/5)))
[80052] ['1/6', '8/7', '7/5', '7/4', '9'] -> ((8/7 + (9 / (7/5 + 7/4))) / 1/6)
[80053] ['3/5', '3/5', '7/8', '1', '9/4'] -> (3/5 / ((9/4 * (1 - 3/5)) - 7/8))
[80054] ['5/9', '6/5', '9/5', '4', '9/2'] -> ((4 * ((9/2 / 5/9) - 9/5)) - 6/5)
[80055] ['3/7', '3/7', '2/3', '9/4', '4'] -> (3/7 / (((3/7 + 9/4) / 2/3) - 4))
[80056] ['1/9', '5/7', '7/3', '5/2', '5'] -> ((5 + (5/7 * 7/3)) / (1/9 * 5/2))
[80057] ['2/7', '2/5', '3/4', '5/4', '5'] -> (((2/5 * 5/4) + (5 / 2/7)) / 3/4)
[80058] ['1/7', '5/9', '8/3', '8/3', '5'] -> (((5 - 5/9) / 1/7) - (8/3 * 8/3))
[80059] ['1/5', '6/7', '8/5', '5/2', '5'] -> ((6/7 * 8/5) * (5 + (5/2 / 1/5)))
[80060] ['1/8', '1/7', '3/5', '3/2', '4'] -> (3/5 * ((3/2 / 1/8) + (4 / 1/7)))
[80061] ['1/3', '3/8', '5/9', '7/5', '2'] -> (1/3 / (((5/9 * 7/5) / 2) - 3/8))
[80062] ['1/8', '1/4', '5/9', '7/2', '4'] -> ((4 + (7/2 / (1/8 + 1/4))) / 5/9)
[80063] ['3/7', '3/7', '2/3', '7/3', '4'] -> ((7/3 - (3/7 - 2/3)) / (3/7 / 4))
[80064] ['5/9', '6/5', '9/4', '9/4', '4'] -> ((4 * (9/4 + (9/4 / 5/9))) - 6/5)
[80065] ['1/9', '5/7', '7/3', '8/3', '5'] -> ((7/3 * (5 + (5/7 / 1/9))) - 8/3)
[80066] ['2/7', '2/5', '3/4', '9/7', '5'] -> (5 * ((2/5 * 3/4) + (9/7 / 2/7)))
[80067] ['1/9', '4/5', '9/8', '7/6', '6'] -> (7/6 / ((9/8 / 6) - (1/9 / 4/5)))
[80068] ['1/5', '6/7', '8/5', '7/2', '5'] -> (5 * ((1/5 + 8/5) + (6/7 * 7/2)))
[80069] ['1/8', '1/7', '3/5', '5/3', '4'] -> (((5/3 / (1/7 / 3/5)) - 4) / 1/8)
[80070] ['1/9', '5/7', '7/3', '7/2', '5'] -> ((7/3 + (5 / 5/7)) / (1/9 * 7/2))
[80071] ['1/9', '3/7', '4/5', '8/3', '7'] -> (((7 + (8/3 / 4/5)) / 3/7) - 1/9)
[80072] ['1/8', '1/4', '4/7', '3/5', '4'] -> ((4 / 4/7) / ((1/4 / 3/5) - 1/8))
[80073] ['1/3', '3/8', '5/9', '7/4', '2'] -> (2 / ((5/9 * 7/4) - (1/3 / 3/8)))
[80074] ['1/8', '2/7', '8/3', '3', '9/2'] -> ((3 / 2/7) + (9/2 / (1/8 * 8/3)))
[80075] ['3/7', '3/7', '5/7', '5/7', '4'] -> ((((5/7 + 4) / 3/7) - 5/7) / 3/7)
[80076] ['1/5', '6/7', '8/5', '9/2', '5'] -> ((6/7 * 8/5) * ((9/2 / 1/5) - 5))
[80077] ['3/7', '4/9', '5/6', '4/3', '3'] -> ((3 / (3/7 / 4/3)) / (5/6 - 4/9))
[80078] ['1/8', '1/7', '3/5', '7/4', '4'] -> (4 / ((1/7 / 3/5) - (1/8 / 7/4)))
[80079] ['2/7', '2/5', '3/4', '7/5', '5'] -> (((5 + (7/5 / 2/7)) / 2/5) - 3/4)
[80080] ['1/7', '5/9', '9/2', '9/2', '5'] -> ((9/2 / 1/7) - (5 + (5/9 * 9/2)))
[80081] ['5/9', '6/5', '7/3', '7/3', '4'] -> (4 / ((5/9 - 7/3) + (7/3 / 6/5)))
[80082] ['1/8', '1/4', '4/7', '4/5', '4'] -> ((1/4 + (4 / 4/5)) / (1/8 / 4/7))
[80083] ['1/3', '3/8', '5/9', '2', '7/2'] -> (7/2 / (3/8 * (5/9 - (1/3 / 2))))
[80084] ['1/9', '4/5', '9/8', '7/5', '6'] -> (((7/5 / 9/8) - 4/5) / (1/9 / 6))
[80085] ['1/7', '4/7', '4/7', '3/5', '5'] -> ((4/7 + 4/7) * (5 / (1/7 / 3/5)))
[80086] ['1/8', '1/4', '4/7', '5/6', '4'] -> (1/4 / ((1/8 / 4/7) - (5/6 / 4)))
[80087] ['1/5', '1/2', '8/7', '5/3', '8'] -> ((1/5 + (8 / 8/7)) / (1/2 / 5/3))
[80088] ['1/6', '8/7', '3/2', '9/5', '9'] -> (((9 / 9/5) - 3/2) / (1/6 / 8/7))
[80089] ['1/8', '1/7', '3/5', '7/3', '4'] -> ((1/7 + (4 / (3/5 * 7/3))) / 1/8)
[80090] ['1/5', '6/7', '5/3', '9/5', '5'] -> (6/7 * ((5/3 * 9/5) + (5 / 1/5)))
[80091] ['2/7', '2/5', '3/4', '5/3', '5'] -> ((2/5 * 5/3) + (5 / (2/7 * 3/4)))
[80092] ['1/9', '4/5', '9/8', '3/2', '6'] -> ((9/8 + 6) + (3/2 / (1/9 * 4/5)))
[80093] ['5/9', '6/5', '7/3', '4', '9/2'] -> (5/9 * (6/5 + (9/2 * (7/3 * 4))))
[80094] ['1/9', '3/7', '5/6', '6/7', '7'] -> (((7 * (3/7 / 6/7)) - 5/6) / 1/9)
[80095] ['3/5', '3/5', '8/9', '1', '7/5'] -> (3/5 / ((3/5 + 1) - (7/5 / 8/9)))
[80096] ['3/7', '3/7', '5/7', '9/8', '4'] -> (3/7 / ((4 * (5/7 - 3/7)) - 9/8))
[80097] ['5/9', '6/5', '5/2', '4', '9/2'] -> ((6/5 * 4) * (5/2 + (5/9 * 9/2)))
[80098] ['1/9', '4/5', '9/8', '9/4', '6'] -> ((6 - 9/4) / (9/8 * (1/9 / 4/5)))
[80099] ['1/9', '5/7', '7/2', '9/2', '5'] -> ((5 / (5/7 / 7/2)) - (1/9 * 9/2))
[80100] ['3/7', '3/7', '5/7', '8/7', '4'] -> (8/7 / ((3/7 * 4) - (5/7 / 3/7)))
[80101] ['1/8', '1/7', '3/5', '4', '9/2'] -> ((9/2 / (3/5 * (1/8 + 1/7))) - 4)
[80102] ['5/9', '6/5', '7/2', '7/2', '4'] -> (7/2 * ((4 / 5/9) - (6/5 / 7/2)))
[80103] ['2/7', '2/5', '3/4', '7/3', '5'] -> ((2/5 * 5) / (3/4 - (2/7 * 7/3)))
[80104] ['3/5', '3/5', '8/9', '1', '7/4'] -> (3/5 / (7/4 - (3/5 + (1 / 8/9))))
[80105] ['1/7', '4/7', '4/7', '8/9', '5'] -> ((5 - (4/7 + 4/7)) / (1/7 / 8/9))
[80106] ['1/6', '8/7', '8/5', '5/3', '9'] -> (((9 / 5/3) - (8/5 / 8/7)) / 1/6)
[80107] ['1/8', '1/7', '5/8', '5/8', '4'] -> (((5/8 / (1/7 * 5/8)) - 4) / 1/8)
[80108] ['3/7', '4/9', '5/6', '7/3', '3'] -> ((7/3 + (3 / 3/7)) / (5/6 - 4/9))
[80109] ['1/8', '1/4', '4/7', '5/3', '4'] -> ((4 / 4/7) / ((1/4 * 5/3) - 1/8))
[80110] ['5/9', '6/5', '7/2', '4', '9/2'] -> ((4 / 5/9) / (9/2 - (6/5 * 7/2)))
[80111] ['1/9', '3/7', '5/6', '6/5', '7'] -> (7 * ((3/7 / (1/9 * 5/6)) - 6/5))
[80112] ['3/7', '3/7', '5/7', '9/7', '4'] -> ((4 * (3/7 + 9/7)) / (5/7 - 3/7))
[80113] ['1/5', '6/7', '7/4', '9/5', '5'] -> ((7/4 / (1/5 / 6/7)) * (5 - 9/5))
[80114] ['1/5', '1/2', '7/6', '3/2', '8'] -> ((8 / (1/2 - 1/5)) - (7/6 + 3/2))
[80115] ['1/8', '1/7', '5/8', '7/9', '4'] -> (4 / (7/9 * (1/8 + (1/7 * 5/8))))
[80116] ['3/7', '4/9', '5/6', '8/3', '3'] -> ((4/9 + (8/3 / 3/7)) / (5/6 / 3))
[80117] ['1/9', '4/5', '9/8', '7/2', '6'] -> (6 * (1/9 + (7/2 / (4/5 * 9/8))))
[80118] ['2/7', '2/5', '3/4', '9/2', '5'] -> ((9/2 - 3/4) * (5 + (2/5 / 2/7)))
[80119] ['1/8', '1/4', '4/7', '8/3', '4'] -> (8/3 * ((1/4 / 1/8) + (4 / 4/7)))
[80120] ['1/9', '3/4', '3/4', '8/9', '5'] -> (((3/4 * 5) - 3/4) / (1/9 / 8/9))
[80121] ['3/7', '4/9', '6/7', '6/7', '3'] -> ((6/7 * 3) / ((3/7 / 4/9) - 6/7))
[80122] ['3/7', '3/7', '5/7', '3/2', '4'] -> ((3/7 * 4) / (5/7 - (3/7 * 3/2)))
[80123] ['1/5', '6/7', '7/4', '5/2', '5'] -> ((5 / 1/5) - (5/2 - (6/7 * 7/4)))
[80124] ['1/9', '3/4', '3/4', '9/8', '5'] -> (((3/4 * 5) - 3/4) / (1/9 * 9/8))
[80125] ['1/7', '4/7', '4/7', '8/5', '5'] -> ((1/7 + 5) / (4/7 - (4/7 / 8/5)))
[80126] ['1/8', '1/7', '5/8', '8/9', '4'] -> (8/9 / ((5/8 / (4 - 1/7)) - 1/8))
[80127] ['1/3', '3/8', '4/7', '3/2', '2'] -> (((2 / (1/3 * 4/7)) - 3/2) / 3/8)
[80128] ['1/8', '1/4', '3/5', '7/9', '4'] -> (4 / (3/5 * (7/9 - (1/8 / 1/4))))
[80129] ['1/9', '4/5', '8/7', '6/5', '6'] -> ((6 + (6/5 / 1/9)) / (4/5 / 8/7))
[80130] ['2/7', '2/5', '7/9', '5/6', '5'] -> ((5 + (2/5 * 5/6)) / (2/7 * 7/9))
[80131] ['1/7', '4/7', '4/7', '5/3', '5'] -> ((4/7 + 4/7) * (5 / (1/7 * 5/3)))
[80132] ['1/5', '1/2', '6/5', '9/7', '8'] -> (8 * (9/7 + (6/5 / (1/5 + 1/2))))
[80133] ['3/5', '3/5', '1', '9/8', '6/5'] -> ((3/5 + 6/5) / (3/5 * (9/8 - 1)))
[80134] ['1/6', '8/7', '8/5', '9/2', '9'] -> (9 * ((9/2 / 8/5) - (1/6 / 8/7)))
[80135] ['1/8', '1/7', '5/8', '7/6', '4'] -> ((1/7 + (5/8 / 1/8)) * (7/6 * 4))
[80136] ['2/7', '2/5', '7/9', '6/7', '5'] -> ((6/7 + (2/5 / 7/9)) / (2/7 / 5))
[80137] ['3/7', '3/7', '5/7', '9/4', '4'] -> ((4 * (3/7 + 5/7)) / (3/7 / 9/4))
[80138] ['1/6', '8/7', '5/3', '5/3', '9'] -> (9 / ((1/6 + 5/3) - (5/3 / 8/7)))
[80139] ['1/9', '3/7', '5/6', '9/5', '7'] -> (5/6 * (9/5 + (7 / (1/9 / 3/7))))
[80140] ['5/9', '5/4', '5/4', '7/3', '4'] -> ((7/3 + (5/4 / 5/4)) / (5/9 / 4))
[80141] ['1/5', '6/7', '9/5', '5/2', '5'] -> (5 * ((1/5 + 5/2) + (9/5 / 6/7)))
[80142] ['1/8', '1/3', '3/8', '9/5', '3'] -> ((9/5 * (1/3 + 3)) / (3/8 - 1/8))
[80143] ['3/5', '3/5', '1', '9/8', '5/3'] -> ((5/3 / (3/5 - (3/5 / 9/8))) - 1)
[80144] ['5/9', '5/4', '5/4', '5/2', '4'] -> (4 * ((5/4 / 5/9) + (5/4 + 5/2)))
[80145] ['1/9', '4/5', '8/7', '5/3', '6'] -> ((5/3 / (1/9 * 4/5)) + (6 / 8/7))
[80146] ['1/9', '3/7', '5/6', '9/4', '7'] -> ((3/7 / 9/4) / ((5/6 / 7) - 1/9))
[80147] ['3/7', '3/7', '3/4', '5/6', '4'] -> (4 / ((3/7 / 3/4) + (3/7 - 5/6)))
[80148] ['1/5', '1/2', '5/4', '7/3', '8'] -> (8 / (7/3 - (1/2 / (1/5 * 5/4))))
[80149] ['1/7', '4/7', '4/7', '8/3', '5'] -> (8/3 * ((1/7 / 4/7) + (5 / 4/7)))
[80150] ['1/6', '8/7', '5/3', '7/3', '9'] -> ((5/3 + 9) / (7/3 * (1/6 * 8/7)))
[80151] ['1/3', '3/8', '3/5', '3/4', '2'] -> ((2 / 3/5) / ((1/3 / 3/8) - 3/4))
[80152] ['3/7', '4/9', '6/7', '7/3', '3'] -> ((6/7 / (3/7 * 4/9)) * (7/3 + 3))
[80153] ['1/7', '4/7', '4/7', '7/2', '5'] -> (7/2 * ((4/7 / 1/7) + (4/7 * 5)))
[80154] ['1/5', '1/2', '9/7', '9/7', '8'] -> (8 * ((9/7 / (1/2 - 1/5)) - 9/7))
[80155] ['1/3', '3/8', '3/5', '7/9', '2'] -> (2 / (3/8 * (7/9 - (1/3 / 3/5))))
[80156] ['5/9', '5/4', '5/4', '4', '9/2'] -> (4 / ((5/9 / 5/4) - (5/4 / 9/2)))
[80157] ['3/5', '3/5', '1', '9/8', '5/2'] -> ((5/2 * (3/5 + 3/5)) / (9/8 - 1))
[80158] ['3/7', '3/7', '3/4', '9/8', '4'] -> ((3/4 * 4) / (9/8 - (3/7 / 3/7)))
[80159] ['3/7', '4/9', '6/7', '5/2', '3'] -> ((5/2 + (3 / (3/7 * 6/7))) / 4/9)
[80160] ['1/9', '4/5', '8/7', '9/5', '6'] -> (8/7 * ((4/5 * 6) + (9/5 / 1/9)))
[80161] ['1/6', '8/7', '5/3', '8/3', '9'] -> ((9 - (8/3 / 8/7)) / (1/6 * 5/3))
[80162] ['1/5', '1/2', '9/7', '4/3', '8'] -> (9/7 * ((8 / (1/5 / 1/2)) - 4/3))
[80163] ['1/8', '1/4', '3/5', '8/3', '4'] -> (4 * (8/3 + (1/4 / (1/8 * 3/5))))
[80164] ['2/7', '2/5', '7/9', '6/5', '5'] -> ((5 + (2/5 / 6/5)) / (2/7 * 7/9))
[80165] ['3/5', '3/5', '1', '9/8', '7/2'] -> (3/5 / ((1 + 9/8) - (3/5 * 7/2)))
[80166] ['1/5', '6/7', '9/4', '7/3', '5'] -> (6/7 / ((1/5 * 5) - (9/4 / 7/3)))
[80167] ['1/6', '8/7', '5/3', '9/2', '9'] -> (8/7 * (9/2 + (9 * (1/6 + 5/3))))
[80168] ['1/9', '4/5', '8/7', '9/4', '6'] -> ((4/5 * 8/7) * (6 + (9/4 / 1/9)))
[80169] ['1/8', '1/4', '5/8', '5/7', '4'] -> (((5/8 / 5/7) / (1/8 * 1/4)) - 4)
[80170] ['3/7', '4/9', '6/7', '3', '9/2'] -> ((9/2 + (3 / (4/9 / 6/7))) / 3/7)
[80171] ['3/7', '3/7', '3/4', '5/4', '4'] -> ((3/7 * 4) / (5/4 - (3/7 + 3/4)))
[80172] ['1/8', '1/3', '2/5', '3/4', '3'] -> ((3/4 / (1/8 * 2/5)) + (3 / 1/3))
[80173] ['1/8', '1/7', '2/3', '4/5', '4'] -> ((4 / 4/5) / ((1/8 / 1/7) - 2/3))
[80174] ['1/5', '1/2', '9/7', '7/5', '8'] -> ((7/5 * (9/7 + (8 / 1/2))) - 1/5)
[80175] ['3/5', '3/5', '1', '8/7', '8/7'] -> (8/7 / (1 - (8/7 / (3/5 + 3/5))))
[80176] ['1/6', '8/7', '7/4', '7/4', '9'] -> ((9 - (8/7 * 7/4)) / (1/6 * 7/4))
[80177] ['1/5', '6/7', '9/4', '5/2', '5'] -> ((((5 / 1/5) - 5/2) / 6/7) - 9/4)
[80178] ['1/8', '1/4', '5/8', '7/9', '4'] -> (4 / ((7/9 * (5/8 - 1/4)) - 1/8))
[80179] ['1/8', '1/7', '2/3', '5/6', '4'] -> ((5/6 / (1/8 - (1/7 * 2/3))) - 4)
[80180] ['3/5', '3/5', '1', '8/7', '7/6'] -> (1 / (7/6 - (3/5 + (3/5 / 8/7))))
[80181] ['3/7', '4/9', '7/8', '9/8', '3'] -> (3 / ((4/9 * 9/8) - (3/7 * 7/8)))
[80182] ['1/5', '6/7', '9/4', '8/3', '5'] -> ((1/5 * 5) / (8/3 - (9/4 / 6/7)))
[80183] ['1/6', '8/7', '7/4', '9/5', '9'] -> ((8/7 + (9 / (7/4 * 9/5))) / 1/6)
[80184] ['1/5', '1/2', '9/7', '3/2', '8'] -> (8 / (1/5 * (1/2 + (3/2 / 9/7))))
[80185] ['1/9', '3/7', '6/7', '4/3', '7'] -> ((4/3 * 7) / ((3/7 / 6/7) - 1/9))
[80186] ['1/8', '1/7', '2/3', '7/8', '4'] -> (4 / (2/3 * (1/8 + (1/7 * 7/8))))
[80187] ['1/9', '3/4', '7/9', '9/7', '5'] -> (((9/7 / 1/9) + (5 / 7/9)) / 3/4)
[80188] ['1/3', '3/8', '3/5', '7/6', '2'] -> (3/5 / ((1/3 / (2 - 7/6)) - 3/8))
[80189] ['1/5', '6/7', '9/4', '7/2', '5'] -> (((5 + (7/2 / 1/5)) / 6/7) - 9/4)
[80190] ['1/7', '4/7', '3/5', '7/8', '5'] -> ((3/5 / 7/8) / (1/7 - (4/7 / 5)))
[80191] ['1/6', '8/7', '7/4', '8/3', '9'] -> (9 / (8/3 - (7/4 * (1/6 + 8/7))))
[80192] ['1/5', '1/2', '9/7', '8/5', '8'] -> (8/5 + (8 / (1/5 * (1/2 + 9/7))))
[80193] ['1/8', '1/4', '5/8', '9/7', '4'] -> (4 / (((5/8 - 1/4) / 9/7) - 1/8))
[80194] ['1/8', '1/7', '2/3', '8/9', '4'] -> ((8/9 + (2/3 / 1/8)) * (4 - 1/7))
[80195] ['5/9', '5/4', '9/7', '9/5', '4'] -> (((5/9 * 9/5) / (9/7 - 5/4)) - 4)
[80196] ['3/5', '3/5', '1', '8/7', '4/3'] -> (1 / (((4/3 - 3/5) / 8/7) - 3/5))
[80197] ['1/6', '8/7', '9/5', '9/5', '9'] -> (9/5 / ((9/5 / 8/7) - (1/6 * 9)))
[80198] ['1/8', '1/3', '2/5', '9/8', '3'] -> (9/8 + ((1/8 + (3 / 2/5)) / 1/3))
[80199] ['1/7', '4/7', '3/5', '9/8', '5'] -> (3/5 / ((1/7 / 4/7) - (9/8 / 5)))
[80200] ['1/5', '6/7', '7/3', '8/3', '5'] -> ((8/3 * 5) * ((6/7 * 7/3) - 1/5))
[80201] ['1/6', '8/7', '9/5', '9/4', '9'] -> ((9 / (9/5 * (1/6 * 8/7))) - 9/4)
[80202] ['3/5', '3/5', '1', '8/7', '7/5'] -> (3/5 / (((1 / 8/7) / 7/5) - 3/5))
[80203] ['3/7', '4/9', '7/8', '7/5', '3'] -> ((3 / 7/5) / ((3/7 / 4/9) - 7/8))
[80204] ['5/9', '5/4', '9/7', '7/3', '4'] -> (7/3 * (9/7 + (4 / (5/9 / 5/4))))
[80205] ['1/9', '3/7', '6/7', '7/4', '7'] -> (((7 / 1/9) - 3/7) / (6/7 + 7/4))
[80206] ['1/5', '1/2', '9/7', '9/5', '8'] -> (8 * (1/5 + (9/5 / (1/2 * 9/7))))
[80207] ['3/7', '3/7', '3/4', '5/2', '4'] -> (3/7 / (3/4 - ((3/7 + 5/2) / 4)))
[80208] ['1/8', '1/4', '2/3', '4/5', '4'] -> (1/4 / ((2/3 / 4) - (1/8 / 4/5)))
[80209] ['1/9', '4/5', '7/6', '7/5', '6'] -> (6 + ((4/5 + (7/5 / 7/6)) / 1/9))
[80210] ['1/9', '3/4', '7/9', '5/2', '5'] -> ((5 / 5/2) / ((1/9 + 3/4) - 7/9))
[80211] ['1/8', '1/7', '2/3', '7/5', '4'] -> (1/7 / (1/8 - ((2/3 / 7/5) / 4)))
[80212] ['1/7', '4/7', '3/5', '5/4', '5'] -> ((5 + (4/7 * 5/4)) / (1/7 / 3/5))
[80213] ['1/6', '8/7', '9/5', '5/2', '9'] -> ((8/7 * 9/5) * (9 + (1/6 + 5/2)))
[80214] ['1/8', '1/4', '2/3', '6/7', '4'] -> ((2/3 / 1/8) + (4 / (1/4 * 6/7)))
[80215] ['3/5', '3/5', '1', '8/7', '7/4'] -> ((3/5 * 8/7) / (3/5 - (1 / 7/4)))
[80216] ['1/5', '1/2', '9/7', '7/3', '8'] -> ((1/5 + (9/7 * 7/3)) * (8 - 1/2))
[80217] ['1/5', '6/7', '5/2', '8/3', '5'] -> ((5 / (1/5 * 6/7)) - (5/2 + 8/3))
[80218] ['1/3', '3/8', '3/5', '2', '7/2'] -> ((2 * 7/2) / ((3/8 / 3/5) - 1/3))
[80219] ['1/9', '4/5', '7/6', '8/5', '6'] -> ((8/5 / 4/5) / ((7/6 / 6) - 1/9))
[80220] ['1/9', '3/4', '4/5', '4/5', '5'] -> ((3/4 * 5) * ((4/5 / 1/9) - 4/5))
[80221] ['1/6', '8/7', '9/5', '8/3', '9'] -> (8/7 * ((8/3 / 1/6) + (9 / 9/5)))
[80222] ['1/9', '3/7', '6/7', '8/3', '7'] -> (7 * ((8/3 / 6/7) - (1/9 - 3/7)))
[80223] ['1/5', '6/7', '5/2', '9/2', '5'] -> (9/2 * ((5 / 6/7) - (1/5 * 5/2)))
[80224] ['3/7', '4/9', '7/8', '9/5', '3'] -> (3 / (9/5 * (4/9 - (3/7 * 7/8))))
[80225] ['2/7', '2/5', '7/9', '7/3', '5'] -> ((7/3 + (2/5 / 2/7)) / (7/9 / 5))
[80226] ['1/3', '3/8', '3/5', '2', '9/2'] -> (((2 + 9/2) / (3/5 - 1/3)) - 3/8)
[80227] ['1/9', '3/7', '6/7', '9/2', '7'] -> (9/2 * ((7 / (3/7 + 6/7)) - 1/9))
[80228] ['1/9', '3/4', '4/5', '6/7', '5'] -> ((4/5 / 6/7) / ((3/4 / 5) - 1/9))
[80229] ['5/9', '5/4', '4/3', '5/3', '4'] -> ((5/3 + (5/4 * 4/3)) / (5/9 / 4))
[80230] ['1/3', '3/8', '5/8', '5/7', '2'] -> (2 / (3/8 - ((1/3 * 5/8) / 5/7)))
[80231] ['3/7', '4/9', '7/8', '9/4', '3'] -> ((9/4 + (3 / 4/9)) / (3/7 * 7/8))
[80232] ['1/8', '1/7', '2/3', '5/2', '4'] -> ((5/2 / ((1/7 / 2/3) - 1/8)) - 4)
[80233] ['3/7', '3/7', '7/9', '7/8', '4'] -> (((4 / (3/7 * 3/7)) - 7/9) / 7/8)
[80234] ['1/7', '4/7', '3/5', '9/4', '5'] -> (((4/7 * 9/4) - 3/5) / (1/7 / 5))
[80235] ['1/6', '8/7', '9/4', '7/3', '9'] -> (9 / ((1/6 + 9/4) - (7/3 / 8/7)))
[80236] ['5/9', '5/4', '4/3', '7/4', '4'] -> ((4/3 + (4 * (5/4 + 7/4))) / 5/9)
[80237] ['1/9', '3/7', '7/8', '9/8', '7'] -> ((7 - (7/8 / 9/8)) / (1/9 / 3/7))
[80238] ['2/7', '2/5', '7/9', '8/3', '5'] -> ((5 / (2/7 / 2/5)) / (7/9 / 8/3))
[80239] ['1/7', '4/7', '3/5', '7/3', '5'] -> (((5 / 3/5) - 7/3) / (1/7 / 4/7))
[80240] ['3/7', '4/9', '7/8', '7/3', '3'] -> ((7/3 + (3 / 3/7)) / (4/9 * 7/8))
[80241] ['1/9', '4/5', '7/6', '7/3', '6'] -> (((7/6 + 7/3) / 1/9) - (6 / 4/5))
[80242] ['1/5', '1/2', '4/3', '7/4', '8'] -> ((8 / (1/5 * 4/3)) / (7/4 - 1/2))
[80243] ['1/9', '3/4', '4/5', '8/9', '5'] -> ((4/5 * 8/9) * (5 / (1/9 / 3/4)))
