[292546] ['4/9', '5/6', '6/5', '5/2', '8'] -> ((8 / 6/5) / ((4/9 * 5/2) - 5/6))
[292774] ['1/7', '1/4', '9/5', '2', '7/3'] -> (2 / (1/7 - ((1/4 / 9/5) / 7/3)))
[292775] ['1/9', '5/8', '7/6', '5/2', '8'] -> (((5/2 / (1/9 * 5/8)) - 8) / 7/6)
[292776] ['2/3', '1', '5/3', '9/5', '9/4'] -> (2/3 / (9/4 - (5/3 + (1 / 9/5))))
[292777] ['1/6', '7/9', '7/9', '9/4', '3'] -> (3 + ((7/9 + 7/9) / (1/6 / 9/4)))
[292778] ['1/9', '1/2', '8/9', '1', '8/5'] -> (8/5 * ((8/9 / (1/9 * 1/2)) - 1))
[292779] ['3/7', '4/7', '2/3', '6/5', '9'] -> ((2/3 + (4/7 / 6/5)) / (3/7 / 9))
[292780] ['1/4', '4/5', '4/3', '9/4', '6'] -> (6 * (1/4 + (9/4 / (4/5 / 4/3))))
[292781] ['1/2', '4/3', '7/2', '7/2', '7'] -> (7 + (4/3 * (1/2 + (7/2 * 7/2))))
[292782] ['7/9', '8/9', '8/3', '7/2', '7'] -> ((7/2 + 7) / (7/9 / (8/3 - 8/9)))
[292783] ['1/7', '1/3', '9/5', '7/2', '8'] -> ((9/5 * 7/2) * (8 * (1/7 + 1/3)))
[292784] ['1/6', '7/9', '7/9', '7/3', '3'] -> ((7/3 - (7/9 / 7/9)) / (1/6 / 3))
[292785] ['1/2', '5/6', '8/5', '2', '9/4'] -> (8/5 / ((9/4 / (1/2 + 2)) - 5/6))
[292786] ['1/8', '2/7', '7/4', '2', '8/3'] -> ((2 / 7/4) / ((1/8 * 8/3) - 2/7))
[292787] ['1/7', '1/4', '9/5', '2', '8/3'] -> (9/5 * ((2 / 1/7) - (1/4 * 8/3)))
[292788] ['1/4', '4/5', '4/3', '7/3', '6'] -> (6 * ((7/3 / 4/5) - (1/4 - 4/3)))
[292789] ['1/9', '1/2', '8/9', '1', '7/4'] -> (1 / ((1/2 * (1/9 + 7/4)) - 8/9))
[292790] ['1/7', '1/3', '9/5', '9/2', '8'] -> ((9/5 + 9/2) * (8 * (1/7 + 1/3)))
[292791] ['2/7', '4/7', '7/9', '1', '7/4'] -> (2/7 / ((7/9 * (7/4 - 1)) - 4/7))
[292792] ['1/2', '5/6', '8/5', '2', '7/3'] -> (1/2 / (2 - ((5/6 + 7/3) / 8/5)))
[292793] ['2/3', '1', '5/3', '9/5', '9/2'] -> (9/2 * (2/3 + (5/3 * (1 + 9/5))))
[292794] ['1/6', '7/9', '7/9', '5/2', '3'] -> (3 + ((5/2 + (7/9 / 7/9)) / 1/6))
[292795] ['3/7', '4/9', '1/2', '7/3', '5'] -> (1/2 + ((5 + (7/3 / 3/7)) / 4/9))
[292796] ['1/2', '7/5', '7/5', '7/4', '7'] -> (((7/5 + 7/5) * (7/4 + 7)) - 1/2)
[292797] ['2/7', '7/9', '7/5', '7/3', '9'] -> ((9 - (7/3 / (7/9 * 7/5))) / 2/7)
[292798] ['1/7', '1/4', '9/5', '2', '9/2'] -> ((2 / 1/7) + (9/2 / (1/4 * 9/5)))
[292799] ['1/6', '7/9', '7/9', '8/3', '3'] -> (8/3 * (3 + (7/9 / (1/6 * 7/9))))
[292800] ['1/7', '1/3', '9/4', '5/2', '8'] -> (8 * ((5/2 / (1/7 + 1/3)) - 9/4))
[292801] ['3/7', '4/9', '1/2', '5/2', '5'] -> ((1/2 / (4/9 - 3/7)) - (5/2 + 5))
[292802] ['1/4', '4/5', '7/5', '3/2', '6'] -> (6 / (((3/2 - 4/5) / 7/5) - 1/4))
[292803] ['1/9', '1/2', '8/9', '1', '9/4'] -> ((8/9 + (1 / 9/4)) / (1/9 * 1/2))
[292804] ['1/2', '7/5', '7/5', '9/5', '7'] -> (((7/5 * 7) / (9/5 - 7/5)) - 1/2)
[292805] ['4/9', '5/6', '5/2', '7/2', '8'] -> ((5/2 / 5/6) / (8 - (7/2 / 4/9)))
[292806] ['1/6', '7/9', '4/5', '4/5', '3'] -> (4/5 / ((1/6 / 3) + (7/9 - 4/5)))
[292807] ['1/2', '7/5', '7/5', '9/4', '7'] -> ((7/5 + 7) / (9/4 - (1/2 + 7/5)))
[292808] ['3/7', '4/9', '1/2', '8/3', '5'] -> ((8/3 / (3/7 * 4/9)) + (5 / 1/2))
[292809] ['1/9', '5/8', '6/5', '4/3', '8'] -> (8 + (4/3 / (6/5 * (1/9 * 5/8))))
[292810] ['1/2', '5/6', '5/3', '5/3', '2'] -> ((2 / 1/2) / ((5/3 / 5/3) - 5/6))
[292811] ['2/7', '4/7', '7/9', '1', '7/3'] -> (2/7 / ((7/9 / (7/3 - 1)) - 4/7))
[292812] ['1/6', '7/9', '4/5', '5/6', '3'] -> (((4/5 * 5/6) + (3 / 1/6)) / 7/9)
[292813] ['1/9', '5/8', '6/5', '7/5', '8'] -> ((6/5 / 1/9) / (5/8 - (7/5 / 8)))
[292814] ['1/7', '1/3', '7/3', '5/2', '8'] -> ((7/3 - (1/7 * 1/3)) * (5/2 + 8))
[292815] ['4/9', '6/7', '6/7', '6/7', '8'] -> (8 * (((6/7 + 6/7) / 4/9) - 6/7))
[292816] ['3/7', '4/9', '5/9', '5/9', '5'] -> (((5 / 3/7) - (5/9 / 5/9)) / 4/9)
[292817] ['1/2', '5/6', '5/3', '9/5', '2'] -> (2 / (1/2 * (5/3 - (5/6 * 9/5))))
[292818] ['1/2', '7/5', '3/2', '5/3', '7'] -> (((7/5 * 3/2) * (5/3 * 7)) - 1/2)
[292819] ['1/9', '5/8', '6/5', '3/2', '8'] -> (((8 * (5/8 / 6/5)) - 3/2) / 1/9)
[292820] ['4/9', '6/7', '6/7', '7/8', '8'] -> ((6/7 + 8) / (6/7 * (7/8 - 4/9)))
[292821] ['1/7', '1/4', '2', '9/4', '9/2'] -> ((2 + 9/2) + ((1/4 + 9/4) / 1/7))
[292822] ['3/7', '4/9', '5/9', '4/7', '5'] -> (((4/7 / 4/9) + (5 / 5/9)) / 3/7)
[292823] ['1/9', '1/2', '1', '9/8', '5/4'] -> ((1 / 1/9) / ((1/2 + 9/8) - 5/4))
[292824] ['3/7', '4/7', '5/7', '5/4', '9'] -> ((4/7 + (5/7 / 5/4)) / (3/7 / 9))
[292825] ['1/4', '4/5', '3/2', '7/4', '6'] -> (6 * (3/2 + ((1/4 + 7/4) / 4/5)))
[292826] ['1/7', '1/4', '2', '7/3', '7/3'] -> ((2 / 7/3) / (1/7 - (1/4 / 7/3)))
[292827] ['2/7', '4/7', '4/5', '4/5', '1'] -> ((4/7 + 4/5) / (2/7 * (1 - 4/5)))
[292828] ['1/6', '7/9', '4/5', '8/7', '3'] -> ((8/7 + (3 / 7/9)) / (1/6 / 4/5))
[292829] ['1/9', '5/8', '6/5', '5/3', '8'] -> (6/5 * ((5/8 * 8) + (5/3 / 1/9)))
[292830] ['1/2', '5/6', '5/3', '2', '9/2'] -> (9/2 * ((5/6 / 1/2) + (5/3 + 2)))
[292831] ['2/3', '1', '5/3', '5/2', '9/2'] -> ((1 + 5/3) / (2/3 - (5/2 / 9/2)))
[292832] ['1/2', '7/5', '3/2', '8/3', '7'] -> (8/3 * ((7/5 * (1/2 + 7)) - 3/2))
[292833] ['1/9', '1/2', '1', '9/8', '9/7'] -> ((1 / 1/9) / ((9/8 / 9/7) - 1/2))
[292834] ['2/7', '7/9', '3/2', '5/3', '9'] -> ((7/9 * (3/2 + (9 / 2/7))) - 5/3)
[292835] ['1/8', '2/7', '2', '9/4', '5/2'] -> (((5/2 / 2/7) - 2) / (1/8 * 9/4))
[292836] ['3/7', '4/9', '5/9', '5/8', '5'] -> (5 / ((5/8 / 3/7) - (5/9 / 4/9)))
[292837] ['1/4', '4/5', '3/2', '7/3', '6'] -> ((3/2 * 6) * ((7/3 / 4/5) - 1/4))
[292838] ['1/6', '7/9', '4/5', '7/6', '3'] -> ((7/6 / 7/9) + (3 / (1/6 * 4/5)))
[292839] ['1/7', '3/8', '3/8', '3/8', '8'] -> (3/8 + ((3/8 + (3/8 * 8)) / 1/7))
[292840] ['1/2', '7/5', '3/2', '7/2', '7'] -> (7/2 * (3/2 + ((1/2 + 7) / 7/5)))
[292841] ['4/9', '6/7', '6/7', '8/7', '8'] -> (((8/7 / 6/7) + (8 / 6/7)) / 4/9)
[292842] ['1/2', '5/6', '7/4', '9/5', '2'] -> ((2 * (1/2 / 5/6)) / (9/5 - 7/4))
[292843] ['1/7', '1/4', '2', '7/3', '9/2'] -> ((2 / (1/7 * 7/3)) + (9/2 / 1/4))
[292844] ['1/8', '2/7', '2', '9/4', '9/2'] -> (9/2 / ((1/8 / 2/7) + (2 - 9/4)))
[292845] ['3/7', '4/9', '5/9', '5/7', '5'] -> (((5/7 / 3/7) + (5 / 5/9)) / 4/9)
[292846] ['2/7', '7/9', '3/2', '9/5', '9'] -> (3/2 + (9 / (9/5 * (2/7 * 7/9))))
[292847] ['1/6', '7/9', '4/5', '6/5', '3'] -> (((4/5 / 6/5) + (3 / 1/6)) / 7/9)
[292848] ['1/2', '7/5', '8/5', '8/5', '7'] -> ((8/5 + (8/5 / 1/2)) / (7/5 / 7))
[292849] ['1/9', '5/8', '6/5', '9/5', '8'] -> (((5/8 * 8) - 9/5) / (1/9 * 6/5))
[292850] ['2/3', '1', '5/3', '7/2', '9/2'] -> ((1 + 5/3) / ((7/2 / 9/2) - 2/3))
[292851] ['1/4', '4/5', '8/5', '7/3', '6'] -> (((1/4 + 7/3) * (8/5 * 6)) - 4/5)
[292852] ['1/2', '5/6', '7/4', '2', '8/3'] -> ((7/4 + 2) * (8/3 / (1/2 * 5/6)))
[292853] ['3/7', '4/7', '5/7', '9/5', '9'] -> (((9 / 3/7) - 9/5) / (4/7 / 5/7))
[292854] ['1/8', '2/7', '2', '7/3', '9/2'] -> ((2 / 7/3) * (9/2 / (2/7 - 1/8)))
[292855] ['1/9', '1/2', '1', '9/8', '7/4'] -> (7/4 + ((1 + (9/8 / 1/9)) / 1/2))
[292856] ['3/7', '4/7', '5/7', '9/4', '9'] -> (((5/7 * 9) / (3/7 * 4/7)) - 9/4)
[292857] ['1/7', '1/4', '2', '8/3', '9/2'] -> (2 / (9/2 - (8/3 + (1/4 / 1/7))))
[292858] ['1/8', '2/7', '2', '5/2', '5/2'] -> ((1/8 + 2) + (5/2 / (2/7 / 5/2)))
[292859] ['1/2', '5/6', '9/5', '9/5', '2'] -> ((2 / 1/2) / ((9/5 / 9/5) - 5/6))
[292860] ['1/2', '7/5', '8/5', '9/4', '7'] -> (((7/5 + 7) + (8/5 * 9/4)) / 1/2)
[292861] ['1/9', '5/8', '6/5', '5/2', '8'] -> (((8 / 6/5) - (5/2 / 5/8)) / 1/9)
[292862] ['1/4', '4/5', '5/3', '7/4', '6'] -> (6 * ((5/3 * (4/5 + 7/4)) - 1/4))
[292863] ['3/7', '4/9', '5/9', '4/5', '5'] -> (4/5 * ((5/9 / (4/9 - 3/7)) - 5))
[292864] ['2/7', '7/9', '3/2', '8/3', '9'] -> ((3/2 * (7/9 + 9)) + (8/3 / 2/7))
[292865] ['2/7', '4/7', '4/5', '1', '7/6'] -> ((4/7 / 2/7) / ((1 / 4/5) - 7/6))
[292866] ['1/6', '7/9', '4/5', '4/3', '3'] -> (((7/9 * 3) + (4/3 / 4/5)) / 1/6)
[292867] ['1/4', '4/5', '5/3', '9/4', '6'] -> (6 * (9/4 + (5/3 * (1/4 + 4/5))))
[292868] ['1/7', '3/8', '3/8', '5/8', '8'] -> ((8 + (3/8 / (1/7 * 3/8))) / 5/8)
[292869] ['1/7', '1/4', '2', '9/2', '9/2'] -> ((2 + (1/4 / 1/7)) + (9/2 * 9/2))
[292870] ['4/9', '6/7', '6/7', '7/4', '8'] -> (8 / (4/9 * (7/4 - (6/7 / 6/7))))
[292871] ['1/6', '7/9', '4/5', '7/5', '3'] -> (((7/5 / 7/9) - (4/5 - 3)) / 1/6)
[292872] ['7/9', '9/8', '8/7', '7/6', '7'] -> ((7 + (8/7 * 7/6)) / (9/8 - 7/9))
[292873] ['2/7', '4/7', '4/5', '1', '9/7'] -> ((2/7 + 4/7) / (9/7 - (1 / 4/5)))
[292874] ['1/2', '7/5', '5/3', '5/3', '7'] -> ((5/3 * (7/5 + (7 / 1/2))) - 5/3)
[292875] ['1/8', '2/7', '2', '8/3', '8/3'] -> (2 * ((8/3 / 1/8) - (8/3 / 2/7)))
[292876] ['1/7', '3/8', '3/8', '5/7', '8'] -> ((3/8 * 8) / ((3/8 * 5/7) - 1/7))
[292877] ['4/9', '6/7', '6/7', '9/5', '8'] -> ((6/7 + (6/7 / 9/5)) / (4/9 / 8))
[292878] ['2/3', '1', '7/4', '7/4', '7/2'] -> (7/2 / (7/4 * (7/4 - (2/3 + 1))))
[292879] ['1/9', '1/2', '1', '8/7', '8/7'] -> (8/7 / (1/9 * (1 - (1/2 * 8/7))))
[292880] ['1/8', '2/7', '2', '8/3', '7/2'] -> ((2/7 + 2) * (7/2 / (1/8 * 8/3)))
[292881] ['3/7', '4/7', '3/4', '7/9', '9'] -> ((3/7 + 9) / ((3/4 / 7/9) - 4/7))
[292882] ['1/4', '4/5', '7/4', '7/3', '6'] -> (6 * (7/3 + (7/4 / (1/4 + 4/5))))
[292883] ['2/3', '1', '7/4', '7/4', '9/2'] -> ((9/2 + (7/4 + 7/4)) / (1 - 2/3))
[292884] ['1/8', '2/7', '2', '8/3', '9/2'] -> ((2/7 * 9/2) * (8/3 + (2 / 1/8)))
[292885] ['7/9', '9/8', '8/7', '5/4', '7'] -> ((8/7 * 7) / ((5/4 / 9/8) - 7/9))
[292886] ['1/4', '4/5', '7/4', '8/3', '6'] -> (8/3 * ((6 / 4/5) - (1/4 - 7/4)))
[292887] ['2/7', '4/7', '4/5', '1', '8/5'] -> (8/5 / (1 - (4/5 / (2/7 + 4/7))))
[292888] ['1/2', '5/6', '2', '7/3', '7/3'] -> ((2 / 1/2) / ((7/3 / 7/3) - 5/6))
[292889] ['2/7', '7/9', '8/5', '9/5', '9'] -> ((8/5 / 7/9) / (2/7 - (9/5 / 9)))
[292890] ['1/7', '2/7', '2/7', '5/8', '2'] -> (((2/7 / 2/7) + (2 / 1/7)) / 5/8)
[292891] ['1/4', '4/5', '7/4', '7/2', '6'] -> ((4/5 * 6) * (7/2 - (1/4 - 7/4)))
[292892] ['1/6', '7/9', '4/5', '9/4', '3'] -> ((9/4 / (1/6 / 4/5)) * (3 - 7/9))
[292893] ['1/8', '2/7', '2', '7/2', '9/2'] -> (((9/2 / 7/2) - (2/7 - 2)) / 1/8)
[292894] ['1/9', '1/2', '1', '8/7', '9/7'] -> (((1 + (9/7 / 1/9)) / 1/2) - 8/7)
[292895] ['3/7', '4/7', '3/4', '4/3', '9'] -> (9 * (4/3 + ((3/7 + 4/7) / 3/4)))
[292896] ['1/2', '5/6', '2', '7/3', '5/2'] -> ((2 + (7/3 / 5/6)) / (1/2 / 5/2))
[292897] ['2/3', '1', '7/4', '9/5', '7/3'] -> (2/3 / (7/3 - (7/4 + (1 / 9/5))))
[292898] ['1/7', '2/7', '2/7', '5/7', '2'] -> ((5/7 + (2/7 / 2/7)) / (1/7 / 2))
[292899] ['1/6', '7/9', '4/5', '7/3', '3'] -> (3 / ((7/9 / 7/3) - (1/6 / 4/5)))
[292900] ['4/9', '6/7', '7/8', '9/8', '8'] -> (6/7 + ((9/8 * 8) / (4/9 * 7/8)))
[292901] ['3/7', '4/7', '3/4', '8/5', '9'] -> ((3/7 + 9) / (3/4 - (4/7 / 8/5)))
[292902] ['1/2', '6/7', '6/7', '6/7', '2'] -> ((6/7 + 6/7) / (1/2 - (6/7 / 2)))
[292903] ['7/9', '9/8', '8/7', '8/5', '7'] -> ((9/8 * (7/9 + 7)) * (8/7 + 8/5))
[292904] ['1/9', '5/8', '5/4', '5/2', '8'] -> (8 / (1/9 * (5/2 + (5/8 / 5/4))))
[292905] ['1/6', '7/9', '4/5', '3', '7/2'] -> (4/5 * (3 + (7/2 / (1/6 * 7/9))))
[292906] ['1/9', '1/2', '1', '8/7', '5/3'] -> (((5/3 / 1/2) - 1) / (1/9 / 8/7))
[292907] ['2/7', '7/9', '8/5', '8/3', '9'] -> ((9 - (8/3 / (7/9 * 8/5))) / 2/7)
[292908] ['1/7', '2/7', '2/7', '7/8', '2'] -> ((2 + (2/7 / 2/7)) / (1/7 * 7/8))
[292909] ['1/2', '6/7', '6/7', '8/9', '2'] -> (6/7 / ((1/2 * 2) - (6/7 / 8/9)))
[292910] ['1/7', '3/8', '3/8', '7/5', '8'] -> ((3/8 * 8) / ((3/8 / 7/5) - 1/7))
[292911] ['7/9', '9/8', '8/7', '5/3', '7'] -> (7 * ((9/8 * 8/7) + (5/3 / 7/9)))
[292912] ['1/8', '1/3', '1/3', '3/5', '2'] -> ((3/5 / (1/8 * 1/3)) * (2 - 1/3))
[292913] ['1/9', '5/8', '5/4', '9/2', '8'] -> (8 / ((5/4 / (5/8 * 9/2)) - 1/9))
[292914] ['1/7', '3/8', '3/8', '3/2', '8'] -> (((3/8 / 1/7) - 3/2) / (3/8 / 8))
[292915] ['1/4', '4/5', '7/3', '9/2', '6'] -> (7/3 * (6 + (9/2 / (1/4 + 4/5))))
[292916] ['1/2', '6/7', '6/7', '7/6', '2'] -> (2 / (1/2 * (7/6 - (6/7 / 6/7))))
[292917] ['2/7', '4/7', '4/5', '1', '8/3'] -> (8/3 / ((4/7 / (4/5 - 2/7)) - 1))
[292918] ['1/2', '7/5', '9/5', '9/5', '7'] -> (((7/5 + 9/5) + (9/5 + 7)) / 1/2)
[292919] ['4/9', '6/7', '7/8', '9/7', '8'] -> (((4/9 * 9/7) / (7/8 - 6/7)) - 8)
[292920] ['1/7', '3/8', '3/8', '8/5', '8'] -> (8/5 * (8 + (3/8 / (1/7 * 3/8))))
[292921] ['7/9', '9/8', '8/7', '9/5', '7'] -> ((7/9 + 7) * (9/5 + (9/8 * 8/7)))
[292922] ['2/3', '1', '7/4', '9/4', '7/2'] -> ((1 / 7/4) / (2/3 - (9/4 / 7/2)))
[292923] ['1/2', '6/7', '6/7', '6/5', '2'] -> (2 / (1/2 - (6/7 / (6/7 + 6/5))))
[292924] ['2/7', '7/9', '5/3', '5/3', '9'] -> (9 + ((5/3 + 5/3) / (2/7 * 7/9)))
[292925] ['3/7', '4/9', '5/9', '9/5', '5'] -> (((5 / 3/7) - (5/9 * 9/5)) / 4/9)
[292926] ['7/9', '9/8', '8/7', '9/4', '7'] -> ((8/7 * (9/8 + 9/4)) * (7 - 7/9))
[292927] ['1/7', '2/7', '2/7', '6/5', '2'] -> ((2/7 + 2) / ((2/7 / 6/5) - 1/7))
[292928] ['2/7', '7/9', '5/3', '7/4', '9'] -> ((9 * (2/7 * 7/9)) / (7/4 - 5/3))
[292929] ['1/6', '7/9', '5/6', '7/6', '3'] -> (((5/6 * 3) + (7/6 / 7/9)) / 1/6)
[292930] ['1/8', '1/3', '1/3', '6/7', '2'] -> (((1/3 + 1/3) + (2 / 6/7)) / 1/8)
[292931] ['3/7', '4/9', '5/9', '9/4', '5'] -> (9/4 * ((5 / 3/7) - (4/9 + 5/9)))
[292932] ['1/9', '1/2', '1', '8/7', '5/2'] -> (8/7 * ((5/2 / 1/9) - (1/2 + 1)))
[292933] ['1/4', '4/5', '8/3', '9/2', '6'] -> ((4/5 * 9/2) * (6 + (1/4 * 8/3)))
[292934] ['2/7', '4/7', '5/6', '5/6', '1'] -> (4/7 / (((1 - 2/7) / 5/6) - 5/6))
[292935] ['1/6', '7/9', '5/6', '6/5', '3'] -> ((6/5 + (3 * (7/9 / 5/6))) / 1/6)
[292936] ['2/3', '1', '7/4', '7/3', '8/3'] -> (8/3 / (1 - (7/3 * (2/3 / 7/4))))
[292937] ['7/9', '9/8', '8/7', '5/2', '7'] -> ((8/7 * 7) * (7/9 + (5/2 / 9/8)))
[292938] ['1/7', '3/8', '3/8', '9/4', '8'] -> (8 * (((3/8 + 3/8) / 1/7) - 9/4))
[292939] ['1/9', '1/2', '1', '8/7', '7/2'] -> ((7/2 / (1/9 / 8/7)) / (1/2 + 1))
[292940] ['3/7', '4/9', '5/9', '7/3', '5'] -> ((5 * ((7/3 / 3/7) - 5/9)) - 4/9)
[292941] ['2/7', '7/9', '5/3', '9/4', '9'] -> ((2/7 * 9) / (9/4 - (5/3 / 7/9)))
[292942] ['4/9', '6/7', '7/8', '8/5', '8'] -> ((7/8 * 8/5) * ((8 / 4/9) - 6/7))
[292943] ['1/9', '5/8', '9/7', '8/5', '8'] -> ((8/5 / (1/9 * 9/7)) + (8 / 5/8))
[292944] ['1/2', '7/5', '9/4', '5/2', '7'] -> (((1/2 + 7) * (7/5 * 5/2)) - 9/4)
[292945] ['3/7', '4/7', '7/9', '8/7', '9'] -> ((3/7 + (9 / 7/9)) / (4/7 / 8/7))
[292946] ['1/7', '2/7', '2/7', '8/5', '2'] -> (8/5 * ((2/7 / 2/7) + (2 / 1/7)))
[292947] ['1/7', '3/8', '3/8', '5/2', '8'] -> ((3/8 * 8) / ((3/8 / 1/7) - 5/2))
[292948] ['1/2', '7/5', '9/4', '8/3', '7'] -> ((7 / (1/2 * 7/5)) / (8/3 - 9/4))
[292949] ['7/9', '9/8', '7/6', '7/6', '7'] -> (7 / (9/8 * (7/6 - (7/9 * 7/6))))
[292950] ['1/6', '7/9', '5/6', '7/5', '3'] -> ((3 + (7/5 / 7/9)) / (1/6 / 5/6))
[292951] ['1/7', '2/7', '2/7', '5/3', '2'] -> (2 / (((1/7 / 2/7) / 2/7) - 5/3))
[292952] ['4/9', '6/7', '7/8', '7/4', '8'] -> ((8 / (4/9 * 6/7)) / (7/4 - 7/8))
[292953] ['2/3', '1', '7/4', '5/2', '5/2'] -> ((7/4 + (5/2 * 5/2)) / (1 - 2/3))
[292954] ['2/7', '4/7', '5/6', '1', '9/8'] -> (1 / ((4/7 / 2/7) - (5/6 + 9/8)))
[292955] ['3/7', '4/9', '5/9', '8/3', '5'] -> (((8/3 / 3/7) - (5/9 - 5)) / 4/9)
[292956] ['1/7', '3/8', '3/8', '9/2', '8'] -> ((8 / 1/7) - (9/2 / (3/8 * 3/8)))
[292957] ['1/6', '7/9', '5/6', '8/5', '3'] -> ((5/6 * 8/5) + ((7/9 + 3) / 1/6))
[292958] ['7/9', '9/8', '7/6', '5/4', '7'] -> (7 / (9/8 - (5/4 * (7/9 / 7/6))))
[292959] ['1/7', '2/7', '2/7', '2', '9/4'] -> (((1/7 + 2) / (2/7 * 2/7)) - 9/4)
[292960] ['1/8', '1/3', '3/8', '2/5', '2'] -> (((3/8 / 1/8) + (2 / 2/5)) / 1/3)
[292961] ['2/3', '1', '7/4', '5/2', '7/2'] -> ((5/2 + 7/2) / (7/4 - (1 / 2/3)))
[292962] ['1/7', '2/7', '2/7', '2', '7/3'] -> ((2/7 + 2) / (7/3 * (1/7 * 2/7)))
[292963] ['3/7', '4/9', '5/9', '7/2', '5'] -> (((5/9 + (5 / 3/7)) / 4/9) - 7/2)
[292964] ['3/7', '4/7', '7/9', '5/4', '9'] -> (((5/4 / 3/7) + (9 / 4/7)) / 7/9)
[292965] ['1/2', '6/7', '6/7', '2', '9/2'] -> (((9/2 * (6/7 + 2)) - 6/7) / 1/2)
[292966] ['2/7', '4/7', '5/6', '1', '6/5'] -> (4/7 / ((6/5 * (1 - 2/7)) - 5/6))
[292967] ['4/9', '6/7', '7/8', '7/3', '8'] -> ((6/7 * 7/8) + ((7/3 + 8) / 4/9))
[292968] ['1/2', '7/5', '7/3', '5/2', '7'] -> ((7/3 * (7 + (7/5 * 5/2))) - 1/2)
[292969] ['1/7', '3/8', '2/5', '3/7', '8'] -> (8 * (1/7 + (3/7 / (3/8 * 2/5))))
[292970] ['7/9', '9/8', '7/6', '4/3', '7'] -> ((7/6 + (9/8 * 4/3)) / (7/9 / 7))
[292971] ['1/7', '2/7', '2/7', '2', '9/2'] -> ((2/7 + 2) * (9/2 / (1/7 + 2/7)))
[292972] ['1/9', '5/8', '9/7', '7/3', '8'] -> (((9/7 / 1/9) + (8 / 7/3)) / 5/8)
[292973] ['1/2', '6/7', '7/8', '7/8', '2'] -> (((7/8 / 2) / (7/8 - 6/7)) - 1/2)
[292974] ['4/9', '6/7', '7/8', '5/2', '8'] -> ((5/2 + (8 / (6/7 / 7/8))) / 4/9)
[292975] ['1/7', '2/7', '1/3', '2/5', '2'] -> ((2/7 * 2) / ((1/7 / 2/5) - 1/3))
[292976] ['3/7', '4/9', '4/7', '4/7', '5'] -> (((5 / 3/7) - (4/7 / 4/7)) / 4/9)
[292977] ['3/7', '4/7', '7/9', '3/2', '9'] -> ((7/9 + (3/7 + 4/7)) * (3/2 * 9))
[292978] ['4/9', '6/7', '7/8', '7/2', '8'] -> (((6/7 * 7/2) + (8 / 4/9)) / 7/8)
[292979] ['1/6', '7/9', '6/7', '6/7', '3'] -> ((6/7 + 6/7) * (3 / (1/6 / 7/9)))
[292980] ['1/9', '5/8', '9/7', '7/2', '8'] -> ((8 * (7/2 - (5/8 / 9/7))) - 1/9)
[292981] ['3/7', '4/7', '7/9', '8/5', '9'] -> (((7/9 * 9) - 4/7) / (3/7 / 8/5))
[292982] ['3/7', '4/9', '4/7', '5/8', '5'] -> ((4/7 / 5/8) * (5 / (3/7 * 4/9)))
[292983] ['1/2', '7/5', '5/2', '8/3', '7'] -> ((8/3 * 7) * ((5/2 / 7/5) - 1/2))
[292984] ['7/9', '9/8', '7/6', '9/5', '7'] -> (7 / (9/8 - (7/6 / (7/9 * 9/5))))
[292985] ['1/8', '1/3', '3/8', '8/7', '2'] -> (2 / (1/8 * (3/8 + (1/3 / 8/7))))
[292986] ['1/9', '1/2', '1', '6/5', '7/4'] -> (((7/4 / 1/2) - (1 / 6/5)) / 1/9)
[292987] ['1/9', '5/8', '9/7', '9/2', '8'] -> (((9/2 - 5/8) / (9/7 / 8)) - 1/9)
[292988] ['1/6', '7/9', '6/7', '9/8', '3'] -> ((3 / (1/6 * 7/9)) / (6/7 * 9/8))
[292989] ['1/7', '2/7', '1/3', '7/9', '2'] -> (((2/7 / 1/3) + (2 / 7/9)) / 1/7)
[292990] ['1/8', '1/3', '3/8', '6/5', '2'] -> (2 / (((1/8 + 3/8) / 6/5) - 1/3))
[292991] ['2/3', '1', '9/5', '9/5', '7/2'] -> (2/3 / (1 - (7/2 / (9/5 + 9/5))))
[292992] ['1/2', '7/5', '8/3', '9/2', '7'] -> (8/3 * ((7 / 7/5) - (1/2 - 9/2)))
[292993] ['4/9', '6/7', '8/9', '6/5', '8'] -> ((8 / ((6/7 * 8/9) - 4/9)) - 6/5)
[292994] ['1/6', '7/9', '6/7', '8/7', '3'] -> ((8/7 / 6/7) + ((7/9 + 3) / 1/6))
[292995] ['3/7', '4/7', '7/9', '9/4', '9'] -> (((9 / 7/9) - (4/7 * 9/4)) / 3/7)
[292996] ['3/7', '4/9', '4/7', '5/6', '5'] -> (4/7 / ((3/7 * 4/9) - (5/6 / 5)))
[292997] ['1/2', '6/7', '7/8', '3/2', '2'] -> (3/2 / (7/8 * (1/2 - (6/7 / 2))))
[292998] ['2/7', '4/7', '5/6', '1', '7/3'] -> (((7/3 / (1 - 5/6)) - 2/7) / 4/7)
[292999] ['1/6', '7/9', '6/7', '7/6', '3'] -> ((6/7 + 3) * ((7/6 / 1/6) - 7/9))
[293000] ['1/9', '5/8', '4/3', '7/4', '8'] -> (((5/8 * 8) - (4/3 * 7/4)) / 1/9)
[293001] ['7/9', '9/8', '6/5', '9/7', '7'] -> (7 / (9/8 - (9/7 * (7/9 / 6/5))))
[293002] ['1/4', '5/6', '6/7', '7/3', '6'] -> (6 / (6/7 - (1/4 + (5/6 / 7/3))))
