[203896] ['3/7', '9/8', '7/6', '7/3', '6'] -> ((7/6 * 6) / ((9/8 / 3/7) - 7/3))
[204125] ['5/6', '9/8', '5/3', '7/3', '5'] -> ((5 / (9/8 - 5/6)) / (5/3 / 7/3))
[204126] ['3/7', '9/8', '4/3', '3/2', '6'] -> (6 / (3/7 * (4/3 - (9/8 / 3/2))))
[204127] ['1/6', '5/8', '5/8', '9/7', '2'] -> ((5/8 + (9/7 * (5/8 + 2))) / 1/6)
[204128] ['5/8', '2/3', '9/5', '7/2', '8'] -> ((8 / 5/8) / ((2/3 * 7/2) - 9/5))
[204129] ['3/7', '1', '5/3', '7/4', '7/3'] -> ((1 + (3/7 * 7/3)) / (7/4 - 5/3))
[204130] ['1/7', '1/4', '3/4', '1', '9/7'] -> (((9/7 / 1/7) - 1) / (1/4 / 3/4))
[204131] ['5/8', '5/6', '6/7', '5/4', '6'] -> (6 / (5/6 - ((5/8 / 6/7) / 5/4)))
[204132] ['5/6', '9/8', '5/3', '7/2', '5'] -> ((7/2 * 5) / (5/3 - (5/6 * 9/8)))
[204133] ['1/9', '5/6', '9/7', '5/3', '9'] -> (((9/7 + 5/3) * (9 - 5/6)) - 1/9)
[204134] ['4/5', '7/8', '8/9', '7/5', '9'] -> (9 / ((4/5 / 8/9) + (7/8 - 7/5)))
[204135] ['2/5', '5/6', '5/4', '8/5', '7'] -> (7 / (2/5 * (5/4 - (5/6 / 8/5))))
[204136] ['1/6', '5/8', '5/8', '7/5', '2'] -> (2 / ((5/8 * 7/5) - (1/6 + 5/8)))
[204137] ['2/9', '7/9', '8/9', '5/2', '3'] -> ((8/9 / 2/9) / (5/2 - (7/9 * 3)))
[204138] ['3/8', '3/7', '4/7', '5/4', '6'] -> ((3/7 + 6) / (5/4 * (3/8 * 4/7)))
[204139] ['5/6', '9/8', '5/3', '9/2', '5'] -> ((5 / (9/8 / 9/2)) / (5/3 - 5/6))
[204140] ['3/7', '1', '5/3', '7/4', '8/3'] -> ((3/7 * 8/3) / (1 - (5/3 / 7/4)))
[204141] ['1/9', '5/6', '9/7', '7/4', '9'] -> ((7/4 / (5/6 / 9/7)) * (9 - 1/9))
[204142] ['1/7', '1/4', '3/4', '1', '3/2'] -> ((3/2 / (1/7 * 1/4)) / (3/4 + 1))
[204143] ['4/5', '7/8', '8/9', '3/2', '9'] -> ((9 * (8/9 + (3/2 / 4/5))) - 7/8)
[204144] ['5/8', '5/6', '6/7', '7/5', '6'] -> ((6 / (5/6 - 5/8)) / (6/7 * 7/5))
[204145] ['2/9', '7/9', '8/9', '3', '7/2'] -> (((8/9 * 7/2) - (7/9 - 3)) / 2/9)
[204146] ['3/8', '3/7', '4/7', '7/5', '6'] -> ((3/7 + (6 / 7/5)) / (4/7 - 3/8))
[204147] ['5/8', '2/3', '8/3', '9/2', '8'] -> ((8/3 / 2/3) + ((9/2 + 8) / 5/8))
[204148] ['5/8', '5/6', '6/7', '3/2', '6'] -> (6 / (3/2 - (6/7 * (5/8 + 5/6))))
[204149] ['1/6', '5/8', '5/8', '2', '9/4'] -> ((5/8 / (1/6 * 5/8)) / (9/4 - 2))
[204150] ['2/9', '7/9', '8/9', '3', '9/2'] -> (3 / ((2/9 * 9/2) - (7/9 / 8/9)))
[204151] ['2/5', '5/6', '9/7', '9/7', '7'] -> ((7 + (9/7 / 9/7)) / (2/5 * 5/6))
[204152] ['1/9', '5/6', '9/7', '9/4', '9'] -> ((5/6 / ((9/7 / 9) - 1/9)) - 9/4)
[204153] ['3/8', '3/7', '4/7', '9/5', '6'] -> ((6 - (3/7 + 4/7)) / (3/8 / 9/5))
[204154] ['5/8', '5/7', '5/7', '7/9', '8'] -> ((8 / 7/9) / ((5/7 / 5/8) - 5/7))
[204155] ['3/7', '9/8', '4/3', '9/4', '6'] -> (4/3 * (9/4 + (6 / (3/7 / 9/8))))
[204156] ['2/9', '7/9', '9/8', '9/8', '3'] -> ((7/9 + (9/8 / 9/8)) / (2/9 / 3))
[204157] ['5/6', '9/8', '7/4', '5/2', '5'] -> ((5 / (5/6 / 5/2)) / (7/4 - 9/8))
[204158] ['7/9', '6/7', '6/5', '5/3', '8'] -> ((6/5 * 5/3) * (8 / (7/9 * 6/7)))
[204159] ['5/8', '5/7', '5/7', '4/5', '8'] -> ((5/7 + (8 / 4/5)) / (5/8 * 5/7))
[204160] ['1/6', '5/8', '5/8', '2', '8/3'] -> (2 + ((8/3 + (5/8 / 5/8)) / 1/6))
[204161] ['5/8', '5/6', '6/7', '5/3', '6'] -> ((6/7 + 6) * (5/6 + (5/3 / 5/8)))
[204162] ['1/7', '1/4', '3/4', '1', '7/3'] -> (((3/4 / 1/4) + (1 / 7/3)) / 1/7)
[204163] ['3/7', '9/8', '4/3', '5/2', '6'] -> (((5/2 / 3/7) - 4/3) / (9/8 / 6))
[204164] ['2/9', '7/9', '9/8', '7/6', '3'] -> (7/9 / ((2/9 / 3) + (9/8 - 7/6)))
[204165] ['1/9', '5/6', '9/7', '8/3', '9'] -> ((1/9 + (5/6 * 8/3)) * (9/7 + 9))
[204166] ['5/6', '9/8', '7/4', '9/2', '5'] -> (9/2 * ((5/6 * 7/4) - (9/8 - 5)))
[204167] ['5/8', '5/6', '6/7', '7/4', '6'] -> (6 / (6/7 * (7/4 - (5/8 + 5/6))))
[204168] ['1/7', '5/7', '7/8', '8/5', '7'] -> (((8/5 / 1/7) + (7 / 5/7)) / 7/8)
[204169] ['3/4', '5/6', '5/6', '7/6', '2'] -> (2 / ((3/4 * (5/6 + 5/6)) - 7/6))
[204170] ['5/8', '5/7', '5/7', '7/8', '8'] -> ((7/8 + (5/7 / 5/7)) / (5/8 / 8))
[204171] ['3/7', '9/8', '4/3', '8/3', '6'] -> (9/8 * (8/3 + (6 / (3/7 / 4/3))))
[204172] ['5/6', '9/8', '9/5', '9/5', '5'] -> ((9/5 * 5) / ((5/6 * 9/5) - 9/8))
[204173] ['5/8', '5/6', '6/7', '9/5', '6'] -> ((6 / 6/7) / ((5/8 * 9/5) - 5/6))
[204174] ['1/7', '5/7', '7/8', '9/5', '7'] -> (9/5 / ((1/7 / 5/7) - (7/8 / 7)))
[204175] ['1/6', '5/8', '2/3', '7/9', '2'] -> ((2/3 / 2) / ((1/6 + 5/8) - 7/9))
[204176] ['5/8', '5/7', '5/7', '8/9', '8'] -> ((8 / 8/9) / ((5/7 / 5/7) - 5/8))
[204177] ['1/5', '4/9', '5/7', '1', '5/3'] -> (((5/3 / (1/5 * 5/7)) - 1) / 4/9)
[204178] ['4/5', '7/8', '8/9', '8/3', '9'] -> (((8/3 / (8/9 - 4/5)) - 9) / 7/8)
[204179] ['5/6', '9/8', '9/5', '7/3', '5'] -> ((9/5 * 5) / (7/3 - (5/6 + 9/8)))
[204180] ['1/7', '5/7', '7/8', '9/4', '7'] -> (7 * ((1/7 + 5/7) + (9/4 / 7/8)))
[204181] ['3/8', '3/7', '3/5', '4/5', '6'] -> ((3/5 + 4/5) / (3/8 / (3/7 + 6)))
[204182] ['3/7', '9/8', '7/5', '7/5', '6'] -> ((6 + (3/7 * 7/5)) / (7/5 - 9/8))
[204183] ['2/9', '7/9', '9/8', '3/2', '3'] -> ((2/9 * 3) / (7/9 - (9/8 / 3/2)))
[204184] ['1/9', '5/6', '4/3', '9/5', '9'] -> (4/3 / (((5/6 * 9/5) / 9) - 1/9))
[204185] ['1/6', '5/8', '2/3', '6/7', '2'] -> ((2/3 + 6/7) / (1/6 / (5/8 + 2)))
[204186] ['3/4', '5/6', '5/6', '5/3', '2'] -> (2 / ((3/4 - 5/3) + (5/6 / 5/6)))
[204187] ['7/9', '6/7', '6/5', '8/3', '8'] -> ((8/3 / (6/7 - 7/9)) - (6/5 * 8))
[204188] ['5/8', '5/6', '6/7', '5/2', '6'] -> (6 / (6/7 * (5/8 - (5/6 / 5/2))))
[204189] ['1/9', '5/6', '4/3', '9/4', '9'] -> (9 / ((5/6 / 4/3) - (1/9 * 9/4)))
[204190] ['3/7', '9/8', '7/5', '8/5', '6'] -> (6 / (9/8 - (8/5 / (3/7 + 7/5))))
[204191] ['1/7', '5/7', '7/8', '9/2', '7'] -> ((((9/2 / 7/8) - 5/7) / 1/7) - 7)
[204192] ['4/5', '7/8', '9/8', '9/8', '9'] -> (9 / ((9/8 / (4/5 * 9/8)) - 7/8))
[204193] ['5/8', '5/7', '5/7', '9/7', '8'] -> ((9/7 * 8) / ((5/7 / 5/8) - 5/7))
[204194] ['1/5', '4/9', '5/7', '1', '7/3'] -> ((1 + (5/7 / 1/5)) / (4/9 / 7/3))
[204195] ['2/9', '7/9', '9/8', '7/4', '3'] -> (((7/9 + 3) + (7/4 / 9/8)) / 2/9)
[204196] ['2/5', '5/6', '9/7', '5/2', '7'] -> (((7 / (2/5 / 9/7)) - 5/2) / 5/6)
[204197] ['1/6', '5/8', '2/3', '9/8', '2'] -> ((5/8 + (2 / (2/3 / 9/8))) / 1/6)
[204198] ['5/8', '5/6', '6/7', '8/3', '6'] -> ((5/8 / (6/7 - 5/6)) - (6 / 8/3))
[204199] ['7/9', '6/7', '6/5', '9/2', '8'] -> (7/9 * (6/7 + (8 / (6/5 / 9/2))))
[204200] ['3/8', '3/7', '3/5', '9/8', '6'] -> (6 * ((9/8 / (3/7 * 3/5)) - 3/8))
[204201] ['3/7', '1', '5/3', '9/4', '9/2'] -> ((9/2 / ((1 / 5/3) - 3/7)) - 9/4)
[204202] ['5/6', '9/8', '9/4', '8/3', '5'] -> (8/3 * (9/4 + (5 / (5/6 / 9/8))))
[204203] ['5/8', '5/7', '5/7', '7/5', '8'] -> (8 * (7/5 + (5/7 / (5/8 * 5/7))))
[204204] ['7/9', '6/7', '5/4', '5/4', '8'] -> (8 / ((5/4 / 5/4) - (7/9 * 6/7)))
[204205] ['1/7', '5/7', '8/9', '7/6', '7'] -> (7 / (7/6 - (5/7 + (1/7 / 8/9))))
[204206] ['5/6', '9/8', '9/4', '7/2', '5'] -> ((7/2 + (9/8 / 9/4)) / (5/6 / 5))
[204207] ['3/8', '3/7', '3/5', '7/6', '6'] -> ((3/7 + (6 / (3/5 * 7/6))) / 3/8)
[204208] ['2/9', '7/9', '9/8', '5/2', '3'] -> (3 / ((9/8 + 5/2) - (7/9 / 2/9)))
[204209] ['5/8', '5/7', '5/7', '8/5', '8'] -> ((8 * (5/8 + 5/7)) / (5/7 / 8/5))
[204210] ['4/5', '7/8', '9/8', '5/4', '9'] -> (9 / ((4/5 - 9/8) + (7/8 / 5/4)))
[204211] ['7/9', '6/7', '5/4', '9/7', '8'] -> (6/7 + (8 * (9/7 + (5/4 / 7/9))))
[204212] ['5/8', '5/7', '5/7', '5/3', '8'] -> ((8 + (5/7 / 5/7)) / (5/8 / 5/3))
[204213] ['7/9', '6/7', '5/4', '4/3', '8'] -> (8 * (6/7 + (4/3 / (7/9 / 5/4))))
[204214] ['4/5', '7/8', '9/8', '7/5', '9'] -> (9 / ((4/5 * 9/8) + (7/8 - 7/5)))
[204215] ['1/7', '1/4', '7/9', '1', '4/3'] -> (((1 / 1/4) - 4/3) / (1/7 * 7/9))
[204216] ['2/5', '5/6', '4/3', '3/2', '7'] -> ((7 / (2/5 / 4/3)) - (5/6 - 3/2))
[204217] ['5/6', '9/8', '7/3', '8/3', '5'] -> (5 / (5/6 * (9/8 - (7/3 / 8/3))))
[204218] ['5/8', '5/7', '5/7', '9/4', '8'] -> ((5/7 / 5/7) + (8 * (5/8 + 9/4)))
[204219] ['3/7', '1', '5/3', '5/2', '8/3'] -> ((5/3 + (1 / 3/7)) / (8/3 - 5/2))
[204220] ['7/9', '6/7', '5/4', '8/5', '8'] -> ((5/4 * 8/5) * (8 / (7/9 * 6/7)))
[204221] ['1/7', '1/4', '7/9', '1', '3/2'] -> ((1 / (1/7 * 1/4)) / (7/9 * 3/2))
[204222] ['1/6', '5/8', '2/3', '2', '8/3'] -> ((2/3 + (8/3 * (5/8 * 2))) / 1/6)
[204223] ['4/5', '7/8', '9/8', '5/2', '9'] -> (9 / ((4/5 - 7/8) + (9/8 / 5/2)))
[204224] ['3/7', '1', '5/3', '5/2', '7/2'] -> ((5/3 + (1 / 3/7)) * (5/2 + 7/2))
[204225] ['1/9', '5/6', '7/5', '9/2', '9'] -> ((7/5 / (1/9 / 5/6)) + (9/2 + 9))
[204226] ['5/8', '5/6', '7/8', '4/3', '6'] -> (6 / ((5/8 - 5/6) - (7/8 - 4/3)))
[204227] ['3/8', '3/7', '3/5', '5/3', '6'] -> ((3/5 + (6 / (3/7 * 5/3))) / 3/8)
[204228] ['7/9', '6/7', '5/4', '5/3', '8'] -> ((7/9 * 6/7) + (8 * (5/4 + 5/3)))
[204229] ['1/7', '5/7', '8/9', '8/5', '7'] -> ((8/9 / (1/7 / 5/7)) * (7 - 8/5))
[204230] ['5/6', '9/8', '5/2', '7/2', '5'] -> ((5 / (9/8 - 5/6)) / (5/2 / 7/2))
[204231] ['1/6', '5/8', '5/7', '5/7', '2'] -> ((5/7 / (1/6 * 2)) / (5/7 - 5/8))
[204232] ['1/9', '5/6', '3/2', '3/2', '9'] -> ((3/2 / (5/6 / 3/2)) * (9 - 1/9))
[204233] ['2/5', '5/6', '4/3', '9/5', '7'] -> (9/5 * (((7 - 4/3) / 2/5) - 5/6))
[204234] ['5/6', '9/8', '8/3', '8/3', '5'] -> (8/3 * ((9/8 * 8/3) + (5 / 5/6)))
[204235] ['3/7', '9/8', '3/2', '3/2', '6'] -> (6 / ((9/8 / (3/7 * 3/2)) - 3/2))
[204236] ['5/8', '5/6', '7/8', '7/5', '6'] -> ((7/5 / (7/8 - 5/6)) - (6 / 5/8))
[204237] ['7/9', '6/7', '5/4', '7/3', '8'] -> ((7/9 * 6/7) + (8 * (5/4 * 7/3)))
[204238] ['3/7', '1', '5/3', '8/3', '7/2'] -> (8/3 / ((5/3 / (3/7 * 7/2)) - 1))
[204239] ['1/6', '5/8', '5/7', '3/4', '2'] -> (((3/4 / 5/8) + (2 / 5/7)) / 1/6)
[204240] ['1/9', '5/6', '3/2', '7/4', '9'] -> ((1/9 * 9) / (3/2 - (5/6 * 7/4)))
[204241] ['1/7', '1/4', '7/9', '1', '9/5'] -> (((7/9 / 1/7) + (1 / 9/5)) / 1/4)
[204242] ['3/8', '3/7', '3/5', '5/2', '6'] -> (6 / (3/5 - ((3/8 / 3/7) / 5/2)))
[204243] ['4/5', '7/8', '8/7', '7/6', '9'] -> ((8/7 * 9) * (7/8 + (7/6 / 4/5)))
[204244] ['3/7', '1', '5/3', '8/3', '9/2'] -> ((((8/3 * 9/2) - 1) / 3/7) - 5/3)
[204245] ['3/8', '3/7', '3/5', '8/3', '6'] -> (3/5 * (8/3 + (6 / (3/8 * 3/7))))
[204246] ['5/8', '5/6', '7/8', '7/4', '6'] -> (6 / ((5/8 / 5/6) - (7/8 / 7/4)))
[204247] ['1/7', '5/7', '8/9', '9/4', '7'] -> ((8/9 * 9/4) * (7 + (5/7 / 1/7)))
[204248] ['1/9', '5/6', '8/5', '8/5', '9'] -> (5/6 * ((8/5 / 1/9) + (8/5 * 9)))
[204249] ['4/5', '7/8', '8/7', '6/5', '9'] -> (9 / ((4/5 / 8/7) + (7/8 - 6/5)))
[204250] ['3/4', '5/6', '6/7', '2', '5/2'] -> (6/7 * ((5/2 / (5/6 - 3/4)) - 2))
[204251] ['2/5', '5/6', '4/3', '9/2', '7'] -> (9/2 * (7 - (4/3 + (2/5 * 5/6))))
[204252] ['5/8', '5/6', '7/8', '9/5', '6'] -> (6 / (5/6 * (9/5 - (5/8 + 7/8))))
[204253] ['3/8', '3/7', '3/5', '7/2', '6'] -> (6 / (3/7 - ((3/8 / 3/5) / 7/2)))
[204254] ['5/8', '5/7', '3/4', '9/8', '8'] -> ((3/4 * 8) / (9/8 - (5/8 / 5/7)))
[204255] ['1/5', '4/9', '3/4', '1', '6/5'] -> (((1 + 6/5) / (1/5 * 4/9)) - 3/4)
[204256] ['5/8', '5/6', '7/8', '5/2', '6'] -> ((5/2 + 6) / (7/8 - (5/8 * 5/6)))
[204257] ['3/4', '5/6', '6/7', '2', '8/3'] -> ((2 * 8/3) / ((5/6 / 6/7) - 3/4))
[204258] ['1/9', '5/6', '8/5', '7/4', '9'] -> (9 * ((8/5 * 7/4) - (1/9 / 5/6)))
[204259] ['3/7', '1', '5/3', '9/2', '9/2'] -> ((5/3 * (9/2 + (9/2 / 3/7))) - 1)
[204260] ['3/8', '3/7', '5/8', '5/8', '6'] -> (((3/8 + 5/8) + (6 / 3/7)) / 5/8)
[204261] ['4/5', '7/8', '8/7', '4/3', '9'] -> (9 * ((7/8 * 8/7) + (4/3 / 4/5)))
[204262] ['1/6', '5/8', '5/7', '8/9', '2'] -> ((1/6 * 2) / (8/9 - (5/8 / 5/7)))
[204263] ['3/7', '9/8', '3/2', '5/2', '6'] -> (9/8 * (3/2 + ((5/2 + 6) / 3/7)))
[204264] ['5/6', '8/7', '8/7', '9/7', '5'] -> ((5 + (8/7 + 9/7)) / (8/7 - 5/6))
[204265] ['2/9', '7/9', '8/7', '3', '7/2'] -> ((8/7 * 3) * (7/2 + (7/9 / 2/9)))
[204266] ['1/7', '1/4', '7/9', '1', '9/2'] -> ((9/2 / (1/4 * 7/9)) - (1/7 - 1))
[204267] ['2/5', '5/6', '7/5', '7/4', '7'] -> (7 / (7/4 * (7/5 - (2/5 + 5/6))))
[204268] ['1/9', '5/6', '8/5', '9/4', '9'] -> (((9 / 9/4) - (5/6 * 8/5)) / 1/9)
[204269] ['3/8', '3/7', '5/8', '2/3', '6'] -> (2/3 + ((5/8 * 6) / (3/8 * 3/7)))
[204270] ['3/7', '9/8', '3/2', '8/3', '6'] -> ((9/8 * 8/3) + (6 / (3/7 / 3/2)))
[204271] ['7/9', '6/7', '9/7', '9/5', '8'] -> ((6/7 + 9/7) * (8 * (7/9 * 9/5)))
[204272] ['3/4', '5/6', '7/8', '9/8', '2'] -> ((3/4 * 2) / ((5/6 * 9/8) - 7/8))
[204273] ['1/6', '5/8', '5/7', '8/7', '2'] -> (5/7 / (((1/6 + 8/7) / 2) - 5/8))
[204274] ['1/7', '5/7', '9/8', '6/5', '7'] -> (7 / (9/8 - (5/7 + (1/7 / 6/5))))
[204275] ['4/5', '7/8', '8/7', '8/5', '9'] -> ((4/5 + 8/5) * (9 + (7/8 * 8/7)))
[204276] ['1/7', '1/4', '4/5', '5/6', '1'] -> (5/6 * (4/5 + (1 / (1/7 * 1/4))))
[204277] ['2/9', '7/9', '7/6', '7/6', '3'] -> ((7/9 + (7/6 / 7/6)) / (2/9 / 3))
[204278] ['3/8', '3/7', '5/8', '3/4', '6'] -> (6 / (((3/4 - 3/8) / 3/7) - 5/8))
[204279] ['1/6', '5/8', '5/7', '7/6', '2'] -> ((2 + (1/6 / 7/6)) / (5/7 - 5/8))
[204280] ['7/9', '6/7', '9/7', '5/2', '8'] -> ((6/7 * 8) * (5/2 + (7/9 * 9/7)))
[204281] ['1/7', '1/4', '4/5', '6/7', '1'] -> (1 / (1/4 - ((1/7 / 4/5) / 6/7)))
[204282] ['1/5', '4/9', '3/4', '1', '7/5'] -> ((1 + (7/5 / 1/5)) / (4/9 * 3/4))
[204283] ['4/5', '7/8', '8/7', '5/3', '9'] -> (9 * (8/7 + (5/3 * (4/5 / 7/8))))
[204284] ['5/6', '8/7', '8/7', '8/5', '5'] -> (5 / (5/6 - ((8/7 / 8/7) / 8/5)))
[204285] ['3/4', '5/6', '7/8', '9/7', '2'] -> ((5/6 * 2) / (3/4 - (7/8 / 9/7)))
[204286] ['4/5', '7/8', '8/7', '7/4', '9'] -> ((9 / (4/5 * 7/4)) / (8/7 - 7/8))
[204287] ['1/9', '5/6', '5/3', '7/4', '9'] -> ((5/3 / 5/6) / ((7/4 / 9) - 1/9))
[204288] ['1/5', '4/9', '3/4', '1', '7/4'] -> (((7/4 / (1/5 * 3/4)) - 1) / 4/9)
[204289] ['5/8', '5/7', '3/4', '5/3', '8'] -> (8 / (5/7 * (5/3 - (3/4 / 5/8))))
[204290] ['5/6', '8/7', '8/7', '7/4', '5'] -> ((8/7 + 8/7) * (5 / (5/6 / 7/4)))
[204291] ['3/4', '5/6', '7/8', '8/5', '2'] -> ((5/6 / (7/8 - 3/4)) * (8/5 + 2))
[204292] ['4/5', '7/8', '8/7', '9/4', '9'] -> (8/7 * ((9/4 / (7/8 - 4/5)) - 9))
[204293] ['5/8', '5/6', '8/9', '3/2', '6'] -> ((3/2 + 6) / ((5/6 / 8/9) - 5/8))
[204294] ['2/5', '5/6', '3/2', '7/4', '7'] -> (7 / ((5/6 * (2/5 + 7/4)) - 3/2))
[204295] ['2/9', '7/9', '7/6', '8/5', '3'] -> (8/5 * ((7/6 / 7/9) + (3 / 2/9)))
[204296] ['5/6', '8/7', '8/7', '9/5', '5'] -> ((8/7 + 8/7) * (9/5 * (5/6 + 5)))
[204297] ['3/7', '1', '7/4', '9/5', '9/5'] -> ((3/7 * (1 + 9/5)) / (9/5 - 7/4))
[204298] ['1/7', '5/7', '9/8', '8/5', '7'] -> ((7 - 8/5) / (9/8 * (1/7 / 5/7)))
[204299] ['7/9', '6/7', '4/3', '9/5', '8'] -> (9/5 * (4/3 + (8 / (7/9 * 6/7))))
[204300] ['1/5', '4/9', '3/4', '1', '7/3'] -> ((7/3 + (1 / 1/5)) / (3/4 - 4/9))
[204301] ['4/5', '7/8', '8/7', '7/3', '9'] -> ((4/5 * 9) * (7/3 + (7/8 * 8/7)))
[204302] ['3/4', '5/6', '7/8', '9/5', '2'] -> ((2 * (5/6 * 9/5)) / (7/8 - 3/4))
[204303] ['1/7', '1/4', '4/5', '1', '7/6'] -> (1 / (1/4 - (7/6 * (1/7 / 4/5))))
[204304] ['1/9', '5/6', '7/4', '9/5', '9'] -> ((9 * (1/9 / 5/6)) / (9/5 - 7/4))
[204305] ['5/6', '8/7', '8/7', '9/4', '5'] -> ((5 / (8/7 - (5/6 * 8/7))) - 9/4)
[204306] ['3/8', '3/7', '5/8', '9/8', '6'] -> (((9/8 / (3/7 - 3/8)) - 6) / 5/8)
[204307] ['2/9', '7/9', '7/6', '7/4', '3'] -> (7/4 + ((3 + (7/9 + 7/6)) / 2/9))
[204308] ['1/6', '5/8', '5/7', '3/2', '2'] -> ((5/7 / (1/6 * 5/8)) * (3/2 + 2))
[204309] ['5/8', '5/7', '3/4', '9/4', '8'] -> ((8 / (5/7 / 9/4)) - (3/4 / 5/8))
[204310] ['1/5', '4/9', '3/4', '1', '5/2'] -> ((1 / 3/4) / ((1/5 * 5/2) - 4/9))
[204311] ['2/5', '5/6', '8/5', '8/5', '7'] -> ((7 + (8/5 / 8/5)) / (2/5 * 5/6))
[204312] ['3/8', '3/7', '5/8', '7/6', '6'] -> (6 / ((3/8 - 5/8) + (3/7 * 7/6)))
[204313] ['5/8', '5/6', '8/9', '9/4', '6'] -> (9/4 * ((8/9 / 5/6) + (6 / 5/8)))
[204314] ['5/6', '8/7', '8/7', '7/3', '5'] -> (5 / (((7/3 - 8/7) / 8/7) - 5/6))
[204315] ['1/5', '4/9', '3/4', '1', '8/3'] -> (((1 + 8/3) / (1/5 * 3/4)) - 4/9)
[204316] ['3/7', '9/8', '8/5', '7/2', '6'] -> (7/2 * ((9/8 + 6) - (3/7 / 8/5)))
[204317] ['3/4', '5/6', '8/9', '8/7', '2'] -> (2 / ((5/6 / (3/4 * 8/7)) - 8/9))
[204318] ['2/9', '7/9', '7/6', '9/4', '3'] -> (((7/9 + 7/6) / (2/9 / 3)) - 9/4)
[204319] ['5/8', '5/6', '8/9', '7/3', '6'] -> (6 * (8/9 + (7/3 / (5/8 / 5/6))))
[204320] ['5/6', '8/7', '8/7', '5/2', '5'] -> ((8/7 + (8/7 * 5/2)) / (5/6 / 5))
[204321] ['4/5', '7/8', '7/6', '7/6', '9'] -> (9 / ((7/6 / (4/5 * 7/6)) - 7/8))
[204322] ['5/8', '5/7', '3/4', '8/3', '8'] -> ((8 / 8/3) / ((5/8 / 5/7) - 3/4))
[204323] ['2/5', '5/6', '8/5', '7/4', '7'] -> ((2/5 + (7 * (8/5 * 7/4))) / 5/6)
[204324] ['1/7', '5/7', '9/8', '9/4', '7'] -> ((7 + (5/7 / 1/7)) / (9/8 / 9/4))
[204325] ['3/7', '1', '7/4', '9/5', '8/3'] -> (8/3 / (3/7 - ((1 / 7/4) / 9/5)))
[204326] ['1/9', '5/6', '7/4', '8/3', '9'] -> (1/9 + ((5/6 * 8/3) * (7/4 + 9)))
[204327] ['3/8', '3/7', '5/8', '4/3', '6'] -> (6 / ((3/8 + 4/3) - (5/8 / 3/7)))
[204328] ['3/4', '5/6', '8/9', '6/5', '2'] -> ((2 / 3/4) / ((5/6 * 6/5) - 8/9))
[204329] ['2/9', '7/9', '7/6', '5/2', '3'] -> ((5/2 + (3 / 2/9)) / (7/9 / 7/6))
[204330] ['1/6', '5/8', '5/7', '9/5', '2'] -> (((2 / (1/6 * 5/7)) - 9/5) / 5/8)
[204331] ['3/7', '9/8', '5/3', '7/4', '6'] -> ((6 * (5/3 + (9/8 / 3/7))) - 7/4)
[204332] ['4/5', '7/8', '7/6', '9/7', '9'] -> ((7/8 + (7/6 / 4/5)) * (9/7 + 9))
[204333] ['3/8', '3/7', '5/8', '8/5', '6'] -> (8/5 * ((3/8 + 5/8) + (6 / 3/7)))
[204334] ['5/8', '5/7', '7/9', '7/9', '8'] -> ((8 / 5/7) / ((7/9 / 5/8) - 7/9))
[204335] ['5/8', '5/6', '9/8', '6/5', '6'] -> ((6 / 6/5) / ((5/6 / 5/8) - 9/8))
[204336] ['1/5', '4/9', '7/9', '6/7', '1'] -> ((4/9 / 1/5) / (1 - (7/9 / 6/7)))
[204337] ['4/5', '7/8', '7/6', '4/3', '9'] -> (9 / ((7/8 + 7/6) - (4/3 / 4/5)))
[204338] ['1/6', '5/8', '5/7', '2', '5/2'] -> ((5/2 / 5/7) / ((5/8 / 2) - 1/6))
[204339] ['2/5', '5/6', '5/3', '7/4', '7'] -> (7 / (7/4 * (5/6 - (2/5 * 5/3))))
[204340] ['3/7', '9/8', '5/3', '9/4', '6'] -> (((5/3 * 6) / (3/7 / 9/8)) - 9/4)
[204341] ['1/7', '5/7', '8/7', '7/6', '7'] -> ((8/7 / 7/6) / (1/7 - (5/7 / 7)))
[204342] ['7/9', '6/7', '7/5', '8/3', '8'] -> (8 * (7/9 + (8/3 / (6/7 * 7/5))))
[204343] ['5/8', '5/6', '9/8', '7/5', '6'] -> (6 * ((9/8 / (5/6 - 5/8)) - 7/5))
[204344] ['3/7', '1', '7/4', '9/4', '5/2'] -> ((7/4 + 9/4) / (5/2 - (1 / 3/7)))
[204345] ['2/5', '5/6', '5/3', '9/4', '7'] -> ((7 * (5/3 + (5/6 / 2/5))) - 9/4)
[204346] ['3/4', '5/6', '8/9', '2', '7/3'] -> (7/3 / (8/9 - ((3/4 + 5/6) / 2)))
[204347] ['1/6', '5/8', '5/7', '2', '7/2'] -> (2 / (((5/8 / 5/7) / 7/2) - 1/6))
[204348] ['4/5', '7/8', '7/6', '7/4', '9'] -> ((7/6 + 7/4) * (9 * (4/5 / 7/8)))
[204349] ['5/6', '8/7', '7/6', '7/5', '5'] -> ((5 * (8/7 * 7/5)) / (7/6 - 5/6))
[204350] ['1/5', '4/9', '7/9', '1', '9/8'] -> ((7/9 + (4/9 / 1/5)) / (9/8 - 1))
[204351] ['2/5', '5/6', '5/3', '7/3', '7'] -> (((7 / (2/5 / 7/3)) - 5/6) / 5/3)
[204352] ['3/7', '1', '7/4', '9/4', '7/2'] -> ((7/2 / 7/4) / ((1 / 3/7) - 9/4))
[204353] ['5/8', '5/7', '7/9', '7/8', '8'] -> (8 / (7/9 * (7/8 - (5/8 * 5/7))))
