[1308107] ['2/3', '3/2', '5/3', '7/9', '8/9'] -> (8/9 / (7/9 - ((2/3 * 5/3) / 3/2)))
[1309657] ['2/3', '3/2', '7/2', '7/2', '9/8'] -> ((7/2 + 7/2) / ((2/3 + 9/8) - 3/2))
[1309659] ['2/3', '3/2', '7/2', '7/3', '7/4'] -> ((7/2 / (7/3 - (3/2 / 2/3))) / 7/4)
[1309662] ['2/3', '3/2', '7/2', '7/3', '7/8'] -> ((7/2 / ((7/3 - 2/3) - 3/2)) / 7/8)
[1309665] ['2/3', '3/2', '7/2', '7/3', '8/5'] -> (((3/2 + 7/2) * (2/3 + 7/3)) * 8/5)
[1309666] ['2/3', '3/2', '7/2', '7/3', '8/7'] -> ((7/2 / ((7/3 - 2/3) - 3/2)) * 8/7)
[1309676] ['2/3', '3/2', '7/2', '7/4', '7/8'] -> (((7/2 / (7/4 - 3/2)) / 2/3) / 7/8)
[1309678] ['2/3', '3/2', '7/2', '7/4', '8/3'] -> ((3/2 * 8/3) / (2/3 - (7/4 / 7/2)))
[1309684] ['2/3', '3/2', '7/2', '7/4', '9/5'] -> (((7/2 / (7/4 - 3/2)) - 2/3) * 9/5)
[1309701] ['2/3', '3/2', '7/2', '7/6', '7/8'] -> ((7/2 / (7/6 - (2/3 * 3/2))) / 7/8)
[1309703] ['2/3', '3/2', '7/2', '7/6', '8/3'] -> (8/3 / ((2/3 / 3/2) - (7/6 / 7/2)))
[1309705] ['2/3', '3/2', '7/2', '7/6', '8/7'] -> ((7/2 / (7/6 - (2/3 * 3/2))) * 8/7)
[1309707] ['2/3', '3/2', '7/2', '7/6', '9/2'] -> (((7/2 + 7/6) - 2/3) * (3/2 + 9/2))
[1309713] ['2/3', '3/2', '7/2', '7/8', '7/9'] -> ((7/2 / (3/2 - (7/8 / 2/3))) / 7/9)
[1309714] ['2/3', '3/2', '7/2', '7/8', '8/3'] -> ((((3/2 * 7/2) / 2/3) / 7/8) * 8/3)
[1309718] ['2/3', '3/2', '7/2', '7/8', '9/2'] -> ((((3/2 * 7/2) / 7/8) - 2/3) * 9/2)
[1309721] ['2/3', '3/2', '7/2', '7/8', '9/7'] -> ((7/2 / (3/2 - (7/8 / 2/3))) * 9/7)
[1309724] ['2/3', '3/2', '7/2', '7/9', '8/3'] -> (((3/2 + (7/2 / 7/9)) / 2/3) * 8/3)
[1309726] ['2/3', '3/2', '7/2', '7/9', '8/7'] -> (((7/2 / (7/9 - 2/3)) / 3/2) * 8/7)
[1309734] ['2/3', '3/2', '7/2', '8/3', '8/5'] -> ((3/2 * (2/3 + (7/2 * 8/3))) * 8/5)
[1309735] ['2/3', '3/2', '7/2', '8/3', '8/7'] -> ((((3/2 * 7/2) * 8/3) / 2/3) * 8/7)
[1309737] ['2/3', '3/2', '7/2', '8/3', '9/2'] -> ((((2/3 + 7/2) + 8/3) - 3/2) * 9/2)
[1309739] ['2/3', '3/2', '7/2', '8/3', '9/5'] -> ((((3/2 * 7/2) * 8/3) - 2/3) * 9/5)
[1309745] ['2/3', '3/2', '7/2', '8/5', '9/2'] -> (((2/3 * (3/2 + 7/2)) * 8/5) * 9/2)
[1309750] ['2/3', '3/2', '7/2', '8/7', '8/7'] -> (8/7 / ((8/7 - (3/2 / 7/2)) - 2/3))
[1309752] ['2/3', '3/2', '7/2', '8/7', '9/2'] -> ((((3/2 * 7/2) * 8/7) - 2/3) * 9/2)
[1309758] ['2/3', '3/2', '7/2', '8/9', '9/2'] -> ((2/3 + ((3/2 * 7/2) * 8/9)) * 9/2)
[1309764] ['2/3', '3/2', '7/2', '9/2', '9/4'] -> (((3/2 + 7/2) * 9/2) + (2/3 * 9/4))
[1309766] ['2/3', '3/2', '7/2', '9/2', '9/7'] -> ((7/2 * ((3/2 + 9/2) - 2/3)) * 9/7)
[1309767] ['2/3', '3/2', '7/2', '9/2', '9/8'] -> ((3/2 + ((7/2 * 9/2) / 2/3)) - 9/8)
[1309779] ['2/3', '3/2', '7/3', '7/3', '7/4'] -> ((7/3 / ((2/3 * 7/3) - 3/2)) / 7/4)
[1309781] ['2/3', '3/2', '7/3', '7/3', '7/6'] -> ((7/3 / (7/3 - (3/2 / 2/3))) / 7/6)
[1309782] ['2/3', '3/2', '7/3', '7/3', '7/8'] -> ((7/3 / 7/3) / ((2/3 + 7/8) - 3/2))
[1309784] ['2/3', '3/2', '7/3', '7/3', '8/3'] -> (8/3 / ((7/3 - (7/3 / 3/2)) - 2/3))
[1309788] ['2/3', '3/2', '7/3', '7/3', '9/2'] -> (((7/3 + 7/3) - 2/3) * (3/2 + 9/2))
[1309796] ['2/3', '3/2', '7/3', '7/4', '7/8'] -> ((7/4 / (7/3 - (3/2 / 2/3))) / 7/8)
[1309798] ['2/3', '3/2', '7/3', '7/4', '8/3'] -> ((8/3 / 2/3) / (3/2 - (7/3 / 7/4)))
[1309800] ['2/3', '3/2', '7/3', '7/4', '8/7'] -> ((7/4 / (7/3 - (3/2 / 2/3))) * 8/7)
[1309812] ['2/3', '3/2', '7/3', '7/5', '8/5'] -> (8/5 / (((2/3 * 3/2) + 7/5) - 7/3))
[1309828] ['2/3', '3/2', '7/3', '7/6', '9/4'] -> ((7/3 / 7/6) / ((9/4 - 2/3) - 3/2))
[1309833] ['2/3', '3/2', '7/3', '7/8', '7/9'] -> ((7/3 / ((2/3 * 3/2) - 7/8)) / 7/9)
[1309836] ['2/3', '3/2', '7/3', '7/8', '8/7'] -> (8/7 / ((2/3 + (3/2 / 7/8)) - 7/3))
[1309847] ['2/3', '3/2', '7/3', '7/9', '8/9'] -> ((8/9 / 2/3) / ((7/3 - 3/2) - 7/9))
[1309859] ['2/3', '3/2', '7/3', '8/3', '9/5'] -> (((3/2 + (7/3 / 2/3)) * 8/3) * 9/5)
[1309865] ['2/3', '3/2', '7/3', '8/5', '9/2'] -> ((((2/3 * 3/2) + 7/3) * 8/5) * 9/2)
[1309870] ['2/3', '3/2', '7/3', '8/7', '8/7'] -> (8/7 / ((2/3 + (3/2 * 8/7)) - 7/3))
[1309877] ['2/3', '3/2', '7/3', '8/9', '8/9'] -> ((8/9 / 2/3) / ((3/2 + 8/9) - 7/3))
[1309878] ['2/3', '3/2', '7/3', '8/9', '9/2'] -> ((8/9 / ((7/3 - 2/3) - 3/2)) * 9/2)
[1309879] ['2/3', '3/2', '7/3', '8/9', '9/4'] -> ((8/9 / (7/3 - (3/2 / 2/3))) * 9/4)
[1309884] ['2/3', '3/2', '7/3', '9/2', '9/4'] -> ((9/2 / (7/3 - (3/2 / 2/3))) / 9/4)
[1309885] ['2/3', '3/2', '7/3', '9/2', '9/5'] -> (((7/3 * (3/2 + 9/2)) - 2/3) * 9/5)
[1309887] ['2/3', '3/2', '7/3', '9/2', '9/8'] -> ((9/2 / ((7/3 - 2/3) - 3/2)) / 9/8)
[1309908] ['2/3', '3/2', '7/4', '7/4', '9/4'] -> (((7/4 + 9/4) / 2/3) / (7/4 - 3/2))
[1309912] ['2/3', '3/2', '7/4', '7/5', '7/5'] -> (7/5 / (((3/2 - 2/3) * 7/4) - 7/5))
[1309921] ['2/3', '3/2', '7/4', '7/5', '9/4'] -> (((7/4 / (3/2 - 7/5)) / 2/3) - 9/4)
[1309930] ['2/3', '3/2', '7/4', '7/6', '8/7'] -> (8/7 / (((2/3 / 7/4) + 7/6) - 3/2))
[1309937] ['2/3', '3/2', '7/4', '7/8', '7/8'] -> ((7/4 / (2/3 - (7/8 / 3/2))) / 7/8)
[1309938] ['2/3', '3/2', '7/4', '7/8', '7/9'] -> ((2/3 / (7/4 - (3/2 / 7/8))) / 7/9)
[1309941] ['2/3', '3/2', '7/4', '7/8', '8/7'] -> ((7/4 / (2/3 - (7/8 / 3/2))) * 8/7)
[1309942] ['2/3', '3/2', '7/4', '7/8', '8/9'] -> ((2/3 / ((7/4 * 7/8) - 3/2)) / 8/9)
[1309946] ['2/3', '3/2', '7/4', '7/8', '9/7'] -> ((2/3 / (7/4 - (3/2 / 7/8))) * 9/7)
[1309947] ['2/3', '3/2', '7/4', '7/8', '9/8'] -> ((2/3 / ((7/4 * 7/8) - 3/2)) * 9/8)
[1309964] ['2/3', '3/2', '7/4', '8/3', '9/5'] -> (((2/3 + 8/3) / (7/4 - 3/2)) * 9/5)
[1309967] ['2/3', '3/2', '7/4', '8/5', '8/5'] -> (((3/2 / (7/4 - 8/5)) / 2/3) * 8/5)
[1309981] ['2/3', '3/2', '7/4', '8/7', '9/8'] -> (9/8 / (((7/4 / 8/7) - 3/2) / 2/3))
[1309982] ['2/3', '3/2', '7/4', '8/9', '8/9'] -> (8/9 / (2/3 * ((7/4 * 8/9) - 3/2)))
[1309984] ['2/3', '3/2', '7/4', '8/9', '9/4'] -> ((2/3 / (7/4 - (3/2 / 8/9))) * 9/4)
[1309992] ['2/3', '3/2', '7/4', '9/2', '9/8'] -> (((9/2 / (7/4 - 3/2)) / 2/3) / 9/8)
[1310009] ['2/3', '3/2', '7/5', '7/5', '8/7'] -> (((7/5 / (3/2 - 7/5)) / 2/3) * 8/7)
[1310013] ['2/3', '3/2', '7/5', '7/5', '9/5'] -> (((7/5 / (3/2 - 7/5)) - 2/3) * 9/5)
[1310031] ['2/3', '3/2', '7/5', '7/8', '8/5'] -> (8/5 / (2/3 * ((7/5 / 7/8) - 3/2)))
[1310040] ['2/3', '3/2', '7/5', '7/9', '8/3'] -> (8/3 / ((7/9 / 7/5) - (2/3 / 3/2)))
[1310041] ['2/3', '3/2', '7/5', '7/9', '8/5'] -> (8/5 / (3/2 * ((2/3 + 7/9) - 7/5)))
[1310059] ['2/3', '3/2', '7/5', '8/5', '8/7'] -> (((7/5 / (8/5 - 3/2)) / 2/3) * 8/7)
[1310061] ['2/3', '3/2', '7/5', '8/5', '9/2'] -> (9/2 / (3/2 - ((7/5 / 2/3) / 8/5)))
[1310062] ['2/3', '3/2', '7/5', '8/5', '9/4'] -> (((2/3 * 8/5) / (3/2 - 7/5)) * 9/4)
[1310063] ['2/3', '3/2', '7/5', '8/5', '9/5'] -> (((7/5 / (8/5 - 3/2)) - 2/3) * 9/5)
[1310076] ['2/3', '3/2', '7/5', '8/9', '9/5'] -> (((8/9 / (3/2 - 7/5)) / 2/3) * 9/5)
[1310090] ['2/3', '3/2', '7/5', '9/5', '9/8'] -> (((9/5 / (3/2 - 7/5)) / 2/3) / 9/8)
[1310095] ['2/3', '3/2', '7/6', '7/6', '7/8'] -> ((7/6 / 7/6) / ((2/3 + 7/8) - 3/2))
[1310097] ['2/3', '3/2', '7/6', '7/6', '8/3'] -> ((2/3 + 8/3) / (3/2 - (7/6 * 7/6)))
[1310100] ['2/3', '3/2', '7/6', '7/6', '8/9'] -> ((3/2 + 7/6) / (8/9 - (2/3 * 7/6)))
[1310101] ['2/3', '3/2', '7/6', '7/6', '9/2'] -> (((3/2 + 7/6) * 9/2) / (7/6 - 2/3))
[1310108] ['2/3', '3/2', '7/6', '7/8', '8/3'] -> ((8/3 / 2/3) / (3/2 - (7/6 / 7/8)))
[1310112] ['2/3', '3/2', '7/6', '7/8', '9/2'] -> (9/2 / ((2/3 + (7/6 * 7/8)) - 3/2))
[1310115] ['2/3', '3/2', '7/6', '7/8', '9/7'] -> (9/7 / ((3/2 - (2/3 / 7/6)) - 7/8))
[1310118] ['2/3', '3/2', '7/6', '7/9', '8/3'] -> (((7/6 / (7/9 - 2/3)) - 3/2) * 8/3)
[1310127] ['2/3', '3/2', '7/6', '8/3', '8/3'] -> ((8/3 + 8/3) / (2/3 * (3/2 - 7/6)))
[1310130] ['2/3', '3/2', '7/6', '8/3', '8/9'] -> (((3/2 + 7/6) + 8/3) / (8/9 - 2/3))
[1310140] ['2/3', '3/2', '7/6', '8/5', '9/4'] -> (9/4 / (3/2 * ((7/6 / 8/5) - 2/3)))
[1310146] ['2/3', '3/2', '7/6', '8/7', '9/2'] -> (9/2 / ((2/3 + (7/6 / 8/7)) - 3/2))
[1310149] ['2/3', '3/2', '7/6', '8/7', '9/7'] -> (((2/3 / (7/6 - 8/7)) / 3/2) * 9/7)
[1310151] ['2/3', '3/2', '7/6', '8/9', '8/9'] -> (8/9 / ((7/6 * 8/9) - (2/3 * 3/2)))
[1310157] ['2/3', '3/2', '7/6', '9/2', '9/2'] -> (((2/3 + 9/2) - 7/6) * (3/2 + 9/2))
[1310161] ['2/3', '3/2', '7/6', '9/2', '9/8'] -> ((9/2 / (7/6 - (2/3 * 3/2))) / 9/8)
[1310182] ['2/3', '3/2', '7/8', '7/8', '9/8'] -> ((7/8 + 9/8) / (2/3 - (7/8 / 3/2)))
[1310183] ['2/3', '3/2', '7/8', '7/9', '7/9'] -> (7/9 / (((2/3 + 7/8) - 3/2) * 7/9))
[1310184] ['2/3', '3/2', '7/8', '7/9', '8/3'] -> (8/3 / ((2/3 * 3/2) - (7/9 / 7/8)))
[1310191] ['2/3', '3/2', '7/8', '7/9', '9/7'] -> (9/7 / (((2/3 + 7/8) - 3/2) / 7/9))
[1310201] ['2/3', '3/2', '7/8', '8/3', '9/8'] -> ((8/3 / ((2/3 * 3/2) - 7/8)) * 9/8)
[1310206] ['2/3', '3/2', '7/8', '8/5', '9/4'] -> ((2/3 / ((3/2 / 8/5) - 7/8)) * 9/4)
[1310212] ['2/3', '3/2', '7/8', '8/7', '9/2'] -> (9/2 / (7/8 * ((8/7 / 2/3) - 3/2)))
[1310217] ['2/3', '3/2', '7/8', '8/9', '8/9'] -> (8/9 / (((2/3 + 7/8) - 3/2) * 8/9))
[1310218] ['2/3', '3/2', '7/8', '8/9', '9/2'] -> (9/2 / (3/2 * (7/8 - (2/3 / 8/9))))
[1310219] ['2/3', '3/2', '7/8', '8/9', '9/4'] -> ((8/9 / (2/3 - (7/8 / 3/2))) * 9/4)
[1310222] ['2/3', '3/2', '7/8', '8/9', '9/8'] -> (9/8 / (((2/3 + 7/8) - 3/2) / 8/9))
[1310223] ['2/3', '3/2', '7/8', '9/2', '9/2'] -> ((9/2 / ((2/3 + 7/8) - 3/2)) / 9/2)
[1310224] ['2/3', '3/2', '7/8', '9/2', '9/4'] -> ((9/2 / (2/3 - (7/8 / 3/2))) / 9/4)
[1310228] ['2/3', '3/2', '7/8', '9/4', '9/4'] -> ((9/4 / ((2/3 + 7/8) - 3/2)) / 9/4)
[1310231] ['2/3', '3/2', '7/8', '9/4', '9/8'] -> ((9/4 / (2/3 - (7/8 / 3/2))) / 9/8)
[1310237] ['2/3', '3/2', '7/8', '9/8', '9/8'] -> ((9/8 / ((2/3 + 7/8) - 3/2)) / 9/8)
[1310257] ['2/3', '3/2', '7/9', '8/5', '8/5'] -> (8/5 / (7/9 - ((2/3 * 8/5) / 3/2)))
[1310267] ['2/3', '3/2', '7/9', '8/7', '9/2'] -> ((3/2 / ((7/9 / 8/7) - 2/3)) / 9/2)
[1310274] ['2/3', '3/2', '7/9', '8/9', '9/4'] -> ((3/2 / (7/9 - (2/3 / 8/9))) / 9/4)
[1310279] ['2/3', '3/2', '7/9', '9/2', '9/4'] -> (((3/2 + 9/2) / (7/9 - 2/3)) / 9/4)
[1310298] ['2/3', '3/2', '8/3', '8/3', '9/4'] -> ((8/3 + 8/3) * ((3/2 / 2/3) + 9/4))
[1310299] ['2/3', '3/2', '8/3', '8/3', '9/5'] -> (((2/3 + 8/3) * (3/2 * 8/3)) * 9/5)
[1310301] ['2/3', '3/2', '8/3', '8/3', '9/8'] -> ((8/3 * 8/3) * ((3/2 / 2/3) + 9/8))
[1310305] ['2/3', '3/2', '8/3', '8/5', '9/2'] -> ((((3/2 * 8/3) - 2/3) * 8/5) * 9/2)
[1310310] ['2/3', '3/2', '8/3', '8/7', '8/7'] -> (8/7 / ((3/2 * (2/3 + 8/7)) - 8/3))
[1310312] ['2/3', '3/2', '8/3', '8/7', '9/2'] -> (((2/3 + (3/2 * 8/3)) * 8/7) * 9/2)
[1310315] ['2/3', '3/2', '8/3', '8/7', '9/7'] -> ((8/3 / (8/7 - (2/3 * 3/2))) * 9/7)
[1310325] ['2/3', '3/2', '8/3', '9/2', '9/5'] -> ((9/2 / (2/3 - (3/2 / 8/3))) / 9/5)
[1310326] ['2/3', '3/2', '8/3', '9/2', '9/7'] -> ((2/3 + ((3/2 * 8/3) * 9/2)) * 9/7)
[1310327] ['2/3', '3/2', '8/3', '9/2', '9/8'] -> ((((3/2 * 8/3) * 9/2) / 2/3) / 9/8)
[1310328] ['2/3', '3/2', '8/3', '9/4', '9/4'] -> ((2/3 + (8/3 * (3/2 + 9/4))) * 9/4)
[1310331] ['2/3', '3/2', '8/3', '9/4', '9/8'] -> (((8/3 * 9/4) / 2/3) / (3/2 - 9/8))
[1310332] ['2/3', '3/2', '8/3', '9/5', '9/5'] -> (((8/3 / (9/5 - 3/2)) / 2/3) * 9/5)
[1310335] ['2/3', '3/2', '8/3', '9/7', '9/7'] -> (((8/3 / (3/2 - 9/7)) / 2/3) * 9/7)
[1310337] ['2/3', '3/2', '8/3', '9/8', '9/8'] -> ((8/3 / (9/8 - (2/3 * 3/2))) * 9/8)
[1310341] ['2/3', '3/2', '8/5', '8/5', '9/2'] -> (((8/5 / 2/3) + 8/5) * (3/2 + 9/2))
[1310354] ['2/3', '3/2', '8/5', '8/9', '9/2'] -> (9/2 / ((3/2 / 8/5) - (2/3 / 8/9)))
[1310356] ['2/3', '3/2', '8/5', '8/9', '9/5'] -> (((8/9 / (8/5 - 3/2)) / 2/3) * 9/5)
[1310360] ['2/3', '3/2', '8/5', '9/2', '9/4'] -> ((8/5 * ((2/3 + 3/2) + 9/2)) * 9/4)
[1310370] ['2/3', '3/2', '8/5', '9/5', '9/8'] -> (((9/5 / (8/5 - 3/2)) / 2/3) / 9/8)
[1310374] ['2/3', '3/2', '8/7', '8/7', '8/7'] -> ((8/7 + 8/7) / ((8/7 / 3/2) - 2/3))
[1310376] ['2/3', '3/2', '8/7', '8/7', '9/2'] -> ((8/7 / ((8/7 / 2/3) - 3/2)) * 9/2)
[1310402] ['2/3', '3/2', '8/9', '8/9', '8/9'] -> ((8/9 + 8/9) / (2/3 - (8/9 / 3/2)))
[1310408] ['2/3', '3/2', '8/9', '9/2', '9/2'] -> ((((3/2 * 8/9) * 9/2) - 2/3) * 9/2)
[1310413] ['2/3', '3/2', '8/9', '9/4', '9/4'] -> ((8/9 / ((9/4 - 2/3) - 3/2)) * 9/4)
[1310415] ['2/3', '3/2', '8/9', '9/4', '9/7'] -> (9/7 / (3/2 - (9/4 / (2/3 + 8/9))))
[1310417] ['2/3', '3/2', '8/9', '9/5', '9/5'] -> (9/5 / (2/3 * (9/5 - (3/2 / 8/9))))
[1310427] ['2/3', '3/2', '9/2', '9/2', '9/8'] -> (((2/3 + 9/2) * 9/2) + (9/8 / 3/2))
[1310432] ['2/3', '3/2', '9/2', '9/5', '9/5'] -> ((9/2 + (9/5 / 2/3)) / (9/5 - 3/2))
[1310434] ['2/3', '3/2', '9/2', '9/5', '9/8'] -> ((9/2 / ((3/2 / 9/5) - 2/3)) / 9/8)
[1310447] ['2/3', '3/2', '9/4', '9/8', '9/8'] -> ((9/4 / ((9/8 / 3/2) - 2/3)) / 9/8)
[1310458] ['2/3', '3/4', '3/4', '3/4', '3/4'] -> (((3/4 + 3/4) / (3/4 - 2/3)) / 3/4)
[1310459] ['2/3', '3/4', '3/4', '3/4', '3/5'] -> ((3/4 + (3/4 / 3/5)) / (3/4 - 2/3))
[1310466] ['2/3', '3/4', '3/4', '3/4', '5/2'] -> ((5/2 / ((2/3 / 3/4) - 3/4)) / 3/4)
[1310467] ['2/3', '3/4', '3/4', '3/4', '5/3'] -> ((3/4 + (3/4 * 5/3)) / (3/4 - 2/3))
[1310469] ['2/3', '3/4', '3/4', '3/4', '5/6'] -> ((3/4 / (2/3 - (3/4 * 5/6))) / 3/4)
[1310471] ['2/3', '3/4', '3/4', '3/4', '5/8'] -> (3/4 / ((2/3 * 3/4) - (3/4 * 5/8)))
[1310473] ['2/3', '3/4', '3/4', '3/4', '6/5'] -> ((3/4 / (2/3 - (3/4 / 6/5))) / 3/4)
[1310477] ['2/3', '3/4', '3/4', '3/4', '7/4'] -> ((3/4 + 7/4) / (2/3 - (3/4 * 3/4)))
[1310480] ['2/3', '3/4', '3/4', '3/4', '7/8'] -> (3/4 / (7/8 - ((3/4 * 3/4) / 2/3)))
[1310482] ['2/3', '3/4', '3/4', '3/4', '8/3'] -> (8/3 / ((3/4 / 3/4) - (2/3 / 3/4)))
[1310483] ['2/3', '3/4', '3/4', '3/4', '8/5'] -> (3/4 / ((2/3 * 3/4) - (3/4 / 8/5)))
[1310486] ['2/3', '3/4', '3/4', '3/4', '9/2'] -> ((9/2 / (3/4 - (2/3 * 3/4))) / 3/4)
[1310489] ['2/3', '3/4', '3/4', '3/4', '9/7'] -> (2/3 / (((3/4 / 3/4) / 9/7) - 3/4))
[1310504] ['2/3', '3/4', '3/4', '3/5', '5/9'] -> ((2/3 / ((3/5 / 3/4) - 3/4)) / 5/9)
[1310525] ['2/3', '3/4', '3/4', '3/7', '4/3'] -> (4/3 / (((2/3 / 3/7) - 3/4) - 3/4))
[1310533] ['2/3', '3/4', '3/4', '3/7', '5/7'] -> (((3/7 / 2/3) / 3/4) / (3/4 - 5/7))
[1310538] ['2/3', '3/4', '3/4', '3/7', '7/2'] -> (((3/7 / (3/4 - 2/3)) / 3/4) * 7/2)
[1310542] ['2/3', '3/4', '3/4', '3/7', '7/6'] -> ((3/7 / 3/4) / (2/3 - (3/4 / 7/6)))
[1310543] ['2/3', '3/4', '3/4', '3/7', '7/8'] -> (((3/4 / (3/4 - 2/3)) / 3/7) / 7/8)
[1310547] ['2/3', '3/4', '3/4', '3/7', '8/7'] -> (((3/4 * 8/7) / (3/4 - 2/3)) / 3/7)
[1310554] ['2/3', '3/4', '3/4', '3/8', '3/8'] -> (3/4 / ((3/4 * 3/8) - (2/3 * 3/8)))
[1310556] ['2/3', '3/4', '3/4', '3/8', '4/5'] -> ((3/4 / ((2/3 / 4/5) - 3/4)) / 3/8)
[1310559] ['2/3', '3/4', '3/4', '3/8', '5/2'] -> (5/2 / (2/3 - ((3/4 + 3/4) * 3/8)))
[1310560] ['2/3', '3/4', '3/4', '3/8', '5/3'] -> (5/3 / ((2/3 / (3/4 + 3/4)) - 3/8))
[1310562] ['2/3', '3/4', '3/4', '3/8', '5/6'] -> (((3/4 + 3/4) / (5/6 - 2/3)) / 3/8)
[1310573] ['2/3', '3/4', '3/4', '3/8', '7/8'] -> (((3/4 / (7/8 - 3/4)) / 2/3) / 3/8)
[1310582] ['2/3', '3/4', '3/4', '3/8', '9/7'] -> ((3/4 / (2/3 - (3/4 / 9/7))) / 3/8)
[1310587] ['2/3', '3/4', '3/4', '4/3', '4/9'] -> ((4/3 / 3/4) / (2/3 - (4/9 / 3/4)))
[1310589] ['2/3', '3/4', '3/4', '4/3', '5/3'] -> ((3/4 + (5/3 / 4/3)) / (3/4 - 2/3))
[1310590] ['2/3', '3/4', '3/4', '4/3', '5/4'] -> ((3/4 + 5/4) / ((2/3 + 3/4) - 4/3))
[1310594] ['2/3', '3/4', '3/4', '4/3', '5/9'] -> ((4/3 / 3/4) / ((5/9 / 3/4) - 2/3))
[1310595] ['2/3', '3/4', '3/4', '4/3', '6/5'] -> ((3/4 * 4/3) / (2/3 - (3/4 / 6/5)))
[1310598] ['2/3', '3/4', '3/4', '4/3', '7/3'] -> (4/3 / (((2/3 * 7/3) - 3/4) - 3/4))
[1310599] ['2/3', '3/4', '3/4', '4/3', '7/4'] -> ((3/4 + 7/4) / (2/3 - (3/4 / 4/3)))
[1310613] ['2/3', '3/4', '3/4', '4/5', '4/5'] -> (4/5 / (((3/4 + 3/4) - 2/3) - 4/5))
[1310618] ['2/3', '3/4', '3/4', '4/5', '5/4'] -> ((3/4 + 5/4) / ((2/3 / 4/5) - 3/4))
[1310627] ['2/3', '3/4', '3/4', '4/5', '7/4'] -> ((3/4 + 7/4) / ((3/4 - 2/3) / 4/5))
[1310629] ['2/3', '3/4', '3/4', '4/5', '7/6'] -> (7/6 / ((3/4 / 4/5) - (2/3 / 3/4)))
[1310630] ['2/3', '3/4', '3/4', '4/5', '7/8'] -> (7/8 / (((3/4 * 3/4) / 4/5) - 2/3))
[1310633] ['2/3', '3/4', '3/4', '4/5', '8/5'] -> ((8/5 / 3/4) / ((2/3 / 3/4) - 4/5))
[1310636] ['2/3', '3/4', '3/4', '4/5', '9/2'] -> (9/2 / ((3/4 / 2/3) - (3/4 / 4/5)))
[1310638] ['2/3', '3/4', '3/4', '4/5', '9/5'] -> (((9/5 / 3/4) / 3/4) / (4/5 - 2/3))
[1310643] ['2/3', '3/4', '3/4', '4/7', '5/2'] -> (5/2 / ((2/3 + 3/4) - (3/4 / 4/7)))
[1310653] ['2/3', '3/4', '3/4', '4/7', '7/3'] -> ((2/3 / ((4/7 / 3/4) - 3/4)) / 7/3)
[1310661] ['2/3', '3/4', '3/4', '4/7', '8/7'] -> ((3/4 * 4/7) / (8/7 - (3/4 / 2/3)))
[1310663] ['2/3', '3/4', '3/4', '4/7', '9/2'] -> (9/2 / ((3/4 / 4/7) - (3/4 / 2/3)))
[1310668] ['2/3', '3/4', '3/4', '4/9', '4/9'] -> (2/3 / (((3/4 * 4/9) + 4/9) - 3/4))
[1310669] ['2/3', '3/4', '3/4', '4/9', '5/2'] -> (5/2 / ((4/9 / 2/3) - (3/4 * 3/4)))
[1310671] ['2/3', '3/4', '3/4', '4/9', '5/4'] -> ((3/4 + 5/4) / (3/4 - (4/9 / 2/3)))
[1310672] ['2/3', '3/4', '3/4', '4/9', '5/6'] -> (((2/3 / 3/4) / 4/9) / (5/6 - 3/4))
[1310674] ['2/3', '3/4', '3/4', '4/9', '5/8'] -> ((2/3 / 4/9) / (5/8 - (3/4 * 3/4)))
[1310682] ['2/3', '3/4', '3/4', '4/9', '7/6'] -> (4/9 / (((2/3 / 3/4) / 3/4) - 7/6))
[1310683] ['2/3', '3/4', '3/4', '4/9', '7/8'] -> ((3/4 * 4/9) / ((2/3 / 3/4) - 7/8))
[1310691] ['2/3', '3/4', '3/4', '4/9', '9/5'] -> (9/5 / (3/4 - (3/4 / (2/3 + 4/9))))
[1310695] ['2/3', '3/4', '3/4', '5/2', '5/3'] -> (((5/2 / (3/4 - 2/3)) / 3/4) / 5/3)
[1310705] ['2/3', '3/4', '3/4', '5/2', '7/4'] -> (5/2 / ((2/3 + 3/4) - (3/4 * 7/4)))
[1310710] ['2/3', '3/4', '3/4', '5/2', '8/3'] -> (5/2 / (2/3 - ((3/4 + 3/4) / 8/3)))
[1310711] ['2/3', '3/4', '3/4', '5/2', '8/5'] -> (8/5 / (2/3 - ((3/4 + 3/4) / 5/2)))
[1310718] ['2/3', '3/4', '3/4', '5/2', '9/8'] -> (5/2 / ((2/3 + (3/4 * 3/4)) - 9/8))
[1310719] ['2/3', '3/4', '3/4', '5/3', '5/3'] -> ((5/3 + 5/3) / ((2/3 / 3/4) - 3/4))
[1310721] ['2/3', '3/4', '3/4', '5/3', '5/6'] -> ((5/3 + 5/6) / (2/3 - (3/4 * 3/4)))
[1310723] ['2/3', '3/4', '3/4', '5/3', '5/8'] -> (((3/4 * 5/3) / (3/4 - 2/3)) / 5/8)
[1310724] ['2/3', '3/4', '3/4', '5/3', '5/9'] -> (((3/4 / 3/4) + 5/3) / (2/3 - 5/9))
[1310725] ['2/3', '3/4', '3/4', '5/3', '6/5'] -> (6/5 / ((2/3 * 3/4) - (3/4 / 5/3)))
[1310733] ['2/3', '3/4', '3/4', '5/3', '7/9'] -> (((3/4 / 3/4) + 5/3) / (7/9 - 2/3))
[1310737] ['2/3', '3/4', '3/4', '5/3', '8/9'] -> (((5/3 / 2/3) / 3/4) / (8/9 - 3/4))
