[964315] ['1/7', '2/9', '5/3', '7/4', '9/7'] -> (9/7 / ((1/7 * (7/4 - 5/3)) / 2/9))
[966043] ['1/7', '2/9', '7/3', '7/4', '7/4'] -> ((((7/3 / 1/7) / 2/9) / 7/4) / 7/4)
[966051] ['1/7', '2/9', '7/3', '7/4', '8/9'] -> (8/9 / (7/3 * (1/7 - (2/9 / 7/4))))
[966052] ['1/7', '2/9', '7/3', '7/4', '9/2'] -> ((((1/7 + 7/3) * 7/4) / 2/9) + 9/2)
[966057] ['1/7', '2/9', '7/3', '7/5', '7/5'] -> ((((7/5 / 1/7) - 7/3) / 2/9) / 7/5)
[966058] ['1/7', '2/9', '7/3', '7/5', '7/6'] -> (((7/3 / (2/9 - 1/7)) - 7/5) / 7/6)
[966059] ['1/7', '2/9', '7/3', '7/5', '7/8'] -> (((7/3 / (2/9 - 1/7)) / 7/5) / 7/8)
[966061] ['1/7', '2/9', '7/3', '7/5', '8/3'] -> (8/3 / ((7/3 / 7/5) - (2/9 / 1/7)))
[966063] ['1/7', '2/9', '7/3', '7/5', '8/7'] -> (((7/3 / (2/9 - 1/7)) / 7/5) * 8/7)
[966064] ['1/7', '2/9', '7/3', '7/5', '8/9'] -> (8/9 / (7/3 * ((2/9 / 7/5) - 1/7)))
[966074] ['1/7', '2/9', '7/3', '7/6', '8/5'] -> (((7/3 - (2/9 / 7/6)) / 1/7) * 8/5)
[966075] ['1/7', '2/9', '7/3', '7/6', '8/7'] -> (8/7 / ((2/9 / (7/3 - 7/6)) - 1/7))
[966076] ['1/7', '2/9', '7/3', '7/6', '8/9'] -> (8/9 / ((1/7 * 2/9) * (7/3 - 7/6)))
[966082] ['1/7', '2/9', '7/3', '7/8', '7/8'] -> ((7/3 / ((2/9 / 7/8) - 1/7)) / 7/8)
[966086] ['1/7', '2/9', '7/3', '7/8', '8/7'] -> ((7/3 / ((2/9 / 7/8) - 1/7)) * 8/7)
[966093] ['1/7', '2/9', '7/3', '7/9', '7/9'] -> ((((2/9 + 7/3) / 1/7) + 7/9) / 7/9)
[966094] ['1/7', '2/9', '7/3', '7/9', '8/3'] -> (8/3 / (7/9 - ((2/9 / 1/7) / 7/3)))
[966099] ['1/7', '2/9', '7/3', '7/9', '9/4'] -> ((((7/3 - 7/9) / 1/7) - 2/9) * 9/4)
[966103] ['1/7', '2/9', '7/3', '8/3', '8/3'] -> (8/3 / (((2/9 * 8/3) / 7/3) - 1/7))
[966120] ['1/7', '2/9', '7/3', '8/7', '8/7'] -> ((7/3 / ((2/9 * 8/7) - 1/7)) * 8/7)
[966127] ['1/7', '2/9', '7/3', '8/9', '8/9'] -> (8/9 / (8/9 - ((1/7 + 2/9) * 7/3)))
[966131] ['1/7', '2/9', '7/3', '8/9', '9/7'] -> (9/7 / ((1/7 - (2/9 / 7/3)) / 8/9))
[966134] ['1/7', '2/9', '7/3', '9/2', '9/4'] -> ((((1/7 * 7/3) + 9/2) / 2/9) + 9/4)
[966138] ['1/7', '2/9', '7/3', '9/4', '9/4'] -> (((7/3 / 2/9) + (9/4 / 1/7)) - 9/4)
[966140] ['1/7', '2/9', '7/3', '9/4', '9/7'] -> (9/7 / ((1/7 * (7/3 - 9/4)) / 2/9))
[966141] ['1/7', '2/9', '7/3', '9/4', '9/8'] -> (((1/7 + 9/4) / (2/9 / 7/3)) - 9/8)
[966146] ['1/7', '2/9', '7/3', '9/7', '9/8'] -> ((9/7 / (1/7 - (2/9 / 7/3))) / 9/8)
[966150] ['1/7', '2/9', '7/4', '7/4', '7/6'] -> (7/6 / (((1/7 * 7/4) - 2/9) * 7/4))
[966158] ['1/7', '2/9', '7/4', '7/4', '9/4'] -> (((7/4 + 7/4) / 1/7) - (2/9 * 9/4))
[966176] ['1/7', '2/9', '7/4', '7/6', '7/8'] -> ((((7/6 / 1/7) / 2/9) / 7/4) / 7/8)
[966177] ['1/7', '2/9', '7/4', '7/6', '7/9'] -> (7/9 / (((1/7 * 7/4) - 2/9) * 7/6))
[966178] ['1/7', '2/9', '7/4', '7/6', '8/3'] -> (8/3 / (1/7 * (7/6 - (2/9 * 7/4))))
[966179] ['1/7', '2/9', '7/4', '7/6', '8/5'] -> (8/5 / (1/7 - (2/9 / (7/4 + 7/6))))
[966180] ['1/7', '2/9', '7/4', '7/6', '8/7'] -> ((((7/6 / 1/7) / 2/9) / 7/4) * 8/7)
[966189] ['1/7', '2/9', '7/4', '7/8', '8/3'] -> (8/3 / ((2/9 / (7/4 - 7/8)) - 1/7))
[966199] ['1/7', '2/9', '7/4', '7/9', '8/3'] -> (8/3 / (((2/9 / 1/7) / 7/4) - 7/9))
[966204] ['1/7', '2/9', '7/4', '7/9', '9/4'] -> ((7/4 + ((7/9 / 1/7) / 2/9)) - 9/4)
[966215] ['1/7', '2/9', '7/4', '8/3', '9/7'] -> ((((1/7 + 7/4) * 8/3) / 2/9) + 9/7)
[966274] ['1/7', '2/9', '7/5', '7/6', '9/4'] -> ((((7/6 / 1/7) / 2/9) / 7/5) - 9/4)
[966357] ['1/7', '2/9', '7/6', '7/8', '7/9'] -> (7/9 / (((1/7 * 2/9) * 7/6) * 7/8))
[966362] ['1/7', '2/9', '7/6', '7/8', '9/2'] -> (((2/9 / (7/6 - 7/8)) / 1/7) * 9/2)
[966370] ['1/7', '2/9', '7/6', '7/9', '8/7'] -> ((((7/9 / 1/7) / 2/9) / 7/6) * 8/7)
[966371] ['1/7', '2/9', '7/6', '7/9', '8/9'] -> (8/9 / (((2/9 / 7/6) - 1/7) * 7/9))
[966379] ['1/7', '2/9', '7/6', '8/3', '8/7'] -> (8/7 / ((1/7 * 2/9) * (8/3 - 7/6)))
[966390] ['1/7', '2/9', '7/6', '8/5', '9/4'] -> ((7/6 / (8/5 - (2/9 / 1/7))) - 9/4)
[966391] ['1/7', '2/9', '7/6', '8/5', '9/5'] -> ((((8/5 / 1/7) / 2/9) / 7/6) / 9/5)
[966399] ['1/7', '2/9', '7/6', '8/7', '9/7'] -> ((((8/7 / 1/7) / 2/9) / 7/6) / 9/7)
[966400] ['1/7', '2/9', '7/6', '8/7', '9/8'] -> (((1/7 / (7/6 - 8/7)) / 2/9) / 9/8)
[966405] ['1/7', '2/9', '7/6', '8/9', '9/7'] -> (9/7 / (((2/9 / 7/6) - 1/7) / 8/9))
[966408] ['1/7', '2/9', '7/6', '9/2', '9/4'] -> (((9/2 / 1/7) - (7/6 / 2/9)) - 9/4)
[966420] ['1/7', '2/9', '7/6', '9/7', '9/8'] -> ((9/7 / ((2/9 / 7/6) - 1/7)) / 9/8)
[966443] ['1/7', '2/9', '7/8', '8/3', '8/3'] -> (8/3 / (((1/7 * 7/8) * 8/3) - 2/9))
[966445] ['1/7', '2/9', '7/8', '8/3', '8/7'] -> (8/7 / (1/7 - ((2/9 / 7/8) / 8/3)))
[966446] ['1/7', '2/9', '7/8', '8/3', '8/9'] -> ((((2/9 + 8/3) / 1/7) / 7/8) + 8/9)
[966468] ['1/7', '2/9', '7/8', '8/9', '9/2'] -> ((((8/9 - 2/9) / 1/7) / 7/8) * 9/2)
[966469] ['1/7', '2/9', '7/8', '8/9', '9/4'] -> (9/4 / (7/8 * ((2/9 / 8/9) - 1/7)))
[966491] ['1/7', '2/9', '7/9', '7/9', '8/7'] -> ((((7/9 / 1/7) - 7/9) / 2/9) * 8/7)
[966494] ['1/7', '2/9', '7/9', '7/9', '9/4'] -> ((((7/9 + 7/9) / 1/7) - 2/9) * 9/4)
[966504] ['1/7', '2/9', '7/9', '8/3', '9/5'] -> (((8/3 / (2/9 - 1/7)) / 7/9) / 9/5)
[966543] ['1/7', '2/9', '8/3', '8/3', '8/3'] -> ((8/3 / 1/7) / ((8/3 / 8/3) - 2/9))
[966553] ['1/7', '2/9', '8/3', '8/5', '8/7'] -> (((8/3 / (2/9 - 1/7)) / 8/5) * 8/7)
[966560] ['1/7', '2/9', '8/3', '8/7', '8/7'] -> (8/7 / (1/7 - ((2/9 * 8/7) / 8/3)))
[966561] ['1/7', '2/9', '8/3', '8/7', '8/9'] -> ((((2/9 + 8/3) * 8/7) / 1/7) + 8/9)
[966562] ['1/7', '2/9', '8/3', '8/7', '9/2'] -> ((8/3 / (8/7 - (1/7 / 2/9))) * 9/2)
[966564] ['1/7', '2/9', '8/3', '8/7', '9/5'] -> ((8/3 * ((8/7 / 2/9) - 1/7)) * 9/5)
[966567] ['1/7', '2/9', '8/3', '8/9', '8/9'] -> ((8/3 / ((2/9 / 8/9) - 1/7)) - 8/9)
[966573] ['1/7', '2/9', '8/3', '9/2', '9/2'] -> (((9/2 / 1/7) - (8/3 / 2/9)) + 9/2)
[966580] ['1/7', '2/9', '8/3', '9/4', '9/7'] -> (((8/3 * (9/4 - 1/7)) / 2/9) - 9/7)
[966585] ['1/7', '2/9', '8/3', '9/7', '9/7'] -> (9/7 / (((2/9 * 9/7) - 1/7) / 8/3))
[966593] ['1/7', '2/9', '8/5', '8/5', '9/5'] -> ((((8/5 / 1/7) - 8/5) / 2/9) / 9/5)
[966600] ['1/7', '2/9', '8/5', '8/7', '9/5'] -> (((8/5 + (8/7 / 1/7)) / 2/9) / 9/5)
[966607] ['1/7', '2/9', '8/5', '8/9', '9/7'] -> (9/7 / (1/7 - (2/9 / (8/5 + 8/9))))
[966629] ['1/7', '2/9', '8/7', '8/7', '9/7'] -> ((((8/7 / 1/7) - 8/7) / 2/9) / 9/7)
[966630] ['1/7', '2/9', '8/7', '8/7', '9/8'] -> ((8/7 + 8/7) / (2/9 - (1/7 / 9/8)))
[966632] ['1/7', '2/9', '8/7', '8/9', '9/2'] -> (((8/7 * (8/9 - 2/9)) / 1/7) * 9/2)
[966633] ['1/7', '2/9', '8/7', '8/9', '9/4'] -> ((8/7 / ((2/9 / 8/9) - 1/7)) * 9/4)
[966650] ['1/7', '2/9', '8/7', '9/7', '9/8'] -> ((((8/7 / 2/9) - 9/7) / 1/7) / 9/8)
[966652] ['1/7', '2/9', '8/9', '8/9', '8/9'] -> ((((8/9 * 8/9) / 1/7) / 2/9) - 8/9)
[966653] ['1/7', '2/9', '8/9', '8/9', '9/2'] -> ((((8/9 / 1/7) - 2/9) * 8/9) * 9/2)
[966662] ['1/7', '2/9', '8/9', '9/2', '9/8'] -> ((((8/9 / 1/7) - 2/9) * 9/2) / 9/8)
[966663] ['1/7', '2/9', '8/9', '9/4', '9/4'] -> ((((8/9 + 9/4) / 1/7) - 2/9) + 9/4)
[966705] ['1/7', '2/9', '9/7', '9/7', '9/8'] -> ((9/7 + 9/7) / ((2/9 * 9/8) - 1/7))
[966708] ['1/7', '3/2', '3/2', '3/2', '3/2'] -> ((((3/2 + 3/2) / 1/7) + 3/2) + 3/2)
[966709] ['1/7', '3/2', '3/2', '3/2', '3/4'] -> ((((3/2 / 1/7) + 3/2) * 3/2) / 3/4)
[966710] ['1/7', '3/2', '3/2', '3/2', '3/5'] -> (3/2 * (((3/2 / 1/7) / 3/5) - 3/2))
[966712] ['1/7', '3/2', '3/2', '3/2', '3/8'] -> ((((3/2 * 3/2) * 3/2) / 1/7) + 3/8)
[966713] ['1/7', '3/2', '3/2', '3/2', '4/3'] -> ((((3/2 / 1/7) + 3/2) * 3/2) * 4/3)
[966715] ['1/7', '3/2', '3/2', '3/2', '4/7'] -> (3/2 * (3/2 + ((3/2 + 4/7) / 1/7)))
[966718] ['1/7', '3/2', '3/2', '3/2', '5/3'] -> (3/2 * (((3/2 * 5/3) / 1/7) - 3/2))
[966721] ['1/7', '3/2', '3/2', '3/2', '5/7'] -> (((3/2 + 3/2) - 5/7) / (1/7 / 3/2))
[966722] ['1/7', '3/2', '3/2', '3/2', '5/8'] -> (((3/2 + 3/2) / (3/2 - 5/8)) / 1/7)
[966725] ['1/7', '3/2', '3/2', '3/2', '6/7'] -> ((3/2 + ((3/2 * 3/2) * 6/7)) / 1/7)
[966740] ['1/7', '3/2', '3/2', '3/2', '9/7'] -> (((3/2 / 3/2) + 9/7) / (1/7 / 3/2))
[966750] ['1/7', '3/2', '3/2', '3/4', '5/2'] -> (((3/2 * 5/2) / 1/7) - (3/2 + 3/4))
[966754] ['1/7', '3/2', '3/2', '3/4', '5/7'] -> ((3/2 + (3/2 * 5/7)) / (1/7 * 3/4))
[966755] ['1/7', '3/2', '3/2', '3/4', '5/8'] -> ((((3/2 * 3/2) / 1/7) - 3/4) / 5/8)
[966760] ['1/7', '3/2', '3/2', '3/4', '7/3'] -> (((3/2 * 7/3) / 1/7) - (3/4 / 3/2))
[966762] ['1/7', '3/2', '3/2', '3/4', '7/5'] -> ((3/2 + (3/2 / 7/5)) / (1/7 * 3/4))
[966763] ['1/7', '3/2', '3/2', '3/4', '7/6'] -> ((((3/2 + 3/2) / 1/7) / 3/4) / 7/6)
[966766] ['1/7', '3/2', '3/2', '3/4', '8/3'] -> ((((3/2 / 1/7) + 3/2) * 3/4) * 8/3)
[966767] ['1/7', '3/2', '3/2', '3/4', '8/5'] -> ((((3/2 * 3/2) / 1/7) - 3/4) * 8/5)
[966785] ['1/7', '3/2', '3/2', '3/5', '5/6'] -> ((((3/2 / 1/7) + 3/2) / 3/5) / 5/6)
[966787] ['1/7', '3/2', '3/2', '3/5', '5/8'] -> ((((3/2 / 1/7) - 3/2) / 3/5) / 5/8)
[966790] ['1/7', '3/2', '3/2', '3/5', '6/7'] -> (((3/2 + (3/2 / 3/5)) / 1/7) * 6/7)
[966795] ['1/7', '3/2', '3/2', '3/5', '7/6'] -> (((3/2 + (3/2 / 3/5)) / 1/7) / 7/6)
[966799] ['1/7', '3/2', '3/2', '3/5', '8/5'] -> ((((3/2 / 1/7) - 3/2) / 3/5) * 8/5)
[966803] ['1/7', '3/2', '3/2', '3/5', '9/4'] -> ((((3/2 * 3/2) / 1/7) / 3/5) - 9/4)
[966807] ['1/7', '3/2', '3/2', '3/7', '3/7'] -> ((((3/2 / 1/7) + 3/7) / 3/7) - 3/2)
[966809] ['1/7', '3/2', '3/2', '3/7', '4/3'] -> ((((3/2 + 3/2) - 3/7) / 1/7) * 4/3)
[966822] ['1/7', '3/2', '3/2', '3/7', '7/2'] -> ((((3/2 + 3/2) / 3/7) - 1/7) * 7/2)
[966827] ['1/7', '3/2', '3/2', '3/7', '7/8'] -> ((((3/2 / 1/7) - 3/2) / 3/7) / 7/8)
[966833] ['1/7', '3/2', '3/2', '3/7', '9/2'] -> ((3/2 + ((1/7 + 3/2) / 3/7)) * 9/2)
[966839] ['1/7', '3/2', '3/2', '3/8', '4/3'] -> ((((3/2 / 1/7) + 3/2) / 3/8) / 4/3)
[966851] ['1/7', '3/2', '3/2', '3/8', '6/7'] -> (6/7 / ((3/8 / 3/2) - (1/7 * 3/2)))
[966853] ['1/7', '3/2', '3/2', '3/8', '7/3'] -> ((((3/2 + 3/2) / 1/7) / 3/8) / 7/3)
[966854] ['1/7', '3/2', '3/2', '3/8', '7/4'] -> ((((3/2 * 3/2) / 1/7) / 3/8) / 7/4)
[966858] ['1/7', '3/2', '3/2', '3/8', '7/9'] -> ((((3/2 / 1/7) / 3/2) / 3/8) / 7/9)
[966863] ['1/7', '3/2', '3/2', '3/8', '9/2'] -> (((3/2 / 1/7) - 9/2) / (3/8 / 3/2))
[966871] ['1/7', '3/2', '3/2', '4/3', '4/9'] -> ((((3/2 / 1/7) + 3/2) - 4/3) / 4/9)
[966873] ['1/7', '3/2', '3/2', '4/3', '5/3'] -> ((((3/2 + 3/2) / 1/7) + 4/3) + 5/3)
[966878] ['1/7', '3/2', '3/2', '4/3', '5/9'] -> ((((3/2 / 1/7) + 3/2) + 4/3) / 5/9)
[966881] ['1/7', '3/2', '3/2', '4/3', '7/2'] -> ((3/2 + (7/2 / 1/7)) - (3/2 * 4/3))
[966882] ['1/7', '3/2', '3/2', '4/3', '7/3'] -> (((3/2 + 7/3) / 1/7) - (3/2 + 4/3))
[966885] ['1/7', '3/2', '3/2', '4/3', '7/6'] -> ((((3/2 + 3/2) * 4/3) / 1/7) / 7/6)
[966886] ['1/7', '3/2', '3/2', '4/3', '7/8'] -> ((((3/2 * 3/2) * 4/3) / 1/7) / 7/8)
[966891] ['1/7', '3/2', '3/2', '4/3', '8/9'] -> ((3/2 + ((3/2 + 4/3) / 1/7)) / 8/9)
[966893] ['1/7', '3/2', '3/2', '4/3', '9/4'] -> ((((3/2 / 1/7) + 3/2) - 4/3) * 9/4)
[966894] ['1/7', '3/2', '3/2', '4/3', '9/5'] -> ((((3/2 / 1/7) + 3/2) + 4/3) * 9/5)
[966895] ['1/7', '3/2', '3/2', '4/3', '9/7'] -> ((9/7 / 1/7) / (3/2 - (3/2 / 4/3)))
[966896] ['1/7', '3/2', '3/2', '4/3', '9/8'] -> ((3/2 + ((3/2 + 4/3) / 1/7)) * 9/8)
[966900] ['1/7', '3/2', '3/2', '4/5', '5/2'] -> ((((3/2 / 1/7) + 3/2) * 4/5) * 5/2)
[966921] ['1/7', '3/2', '3/2', '4/5', '9/4'] -> ((((3/2 + 3/2) / 1/7) / 4/5) - 9/4)
[966923] ['1/7', '3/2', '3/2', '4/5', '9/7'] -> ((9/7 / 1/7) / ((3/2 / 4/5) - 3/2))
[966925] ['1/7', '3/2', '3/2', '4/7', '4/7'] -> (((3/2 + 3/2) / 1/7) * (4/7 + 4/7))
[966929] ['1/7', '3/2', '3/2', '4/7', '5/4'] -> (((3/2 * 4/7) / 1/7) / (3/2 - 5/4))
[966936] ['1/7', '3/2', '3/2', '4/7', '7/2'] -> ((((3/2 / 1/7) + 3/2) * 4/7) * 7/2)
[966941] ['1/7', '3/2', '3/2', '4/7', '7/8'] -> ((((3/2 / 1/7) + 3/2) / 4/7) / 7/8)
[966948] ['1/7', '3/2', '3/2', '4/7', '9/4'] -> (((3/2 * (3/2 + 4/7)) / 1/7) + 9/4)
[966969] ['1/7', '3/2', '3/2', '4/9', '8/3'] -> (8/3 / (((4/9 / 1/7) - 3/2) - 3/2))
[966972] ['1/7', '3/2', '3/2', '4/9', '8/9'] -> ((((3/2 / 1/7) + 3/2) / 4/9) * 8/9)
[966973] ['1/7', '3/2', '3/2', '4/9', '9/2'] -> ((((3/2 / 1/7) + 3/2) * 4/9) * 9/2)
[966980] ['1/7', '3/2', '3/2', '5/2', '5/4'] -> ((((3/2 / 1/7) + 3/2) * 5/2) / 5/4)
[966989] ['1/7', '3/2', '3/2', '5/2', '7/4'] -> (((3/2 * (3/2 + 5/2)) / 1/7) / 7/4)
[966993] ['1/7', '3/2', '3/2', '5/2', '7/9'] -> ((((3/2 + 5/2) / 1/7) / 3/2) / 7/9)
[966999] ['1/7', '3/2', '3/2', '5/2', '9/4'] -> ((((5/2 / 1/7) - 3/2) / 3/2) * 9/4)
[967001] ['1/7', '3/2', '3/2', '5/2', '9/7'] -> ((((3/2 + 5/2) / 1/7) / 3/2) * 9/7)
[967005] ['1/7', '3/2', '3/2', '5/3', '5/6'] -> ((((3/2 / 1/7) + 3/2) * 5/3) / 5/6)
[967007] ['1/7', '3/2', '3/2', '5/3', '5/8'] -> ((((3/2 / 1/7) - 3/2) * 5/3) / 5/8)
[967009] ['1/7', '3/2', '3/2', '5/3', '6/5'] -> ((((3/2 / 1/7) + 3/2) * 5/3) * 6/5)
[967015] ['1/7', '3/2', '3/2', '5/3', '7/6'] -> (((3/2 + (3/2 * 5/3)) / 1/7) / 7/6)
[967017] ['1/7', '3/2', '3/2', '5/3', '7/9'] -> ((((3/2 / 3/2) + 5/3) / 1/7) / 7/9)
[967019] ['1/7', '3/2', '3/2', '5/3', '8/5'] -> ((((3/2 / 1/7) - 3/2) * 5/3) * 8/5)
[967020] ['1/7', '3/2', '3/2', '5/3', '8/7'] -> (8/7 / (((1/7 * 3/2) + 3/2) - 5/3))
[967022] ['1/7', '3/2', '3/2', '5/3', '9/2'] -> ((((3/2 / 1/7) / 3/2) - 5/3) * 9/2)
[967025] ['1/7', '3/2', '3/2', '5/3', '9/7'] -> ((((3/2 / 3/2) + 5/3) / 1/7) * 9/7)
[967030] ['1/7', '3/2', '3/2', '5/4', '5/8'] -> ((((3/2 / 1/7) + 3/2) * 5/4) / 5/8)
[967042] ['1/7', '3/2', '3/2', '5/4', '8/5'] -> ((((3/2 / 1/7) + 3/2) * 5/4) * 8/5)
[967046] ['1/7', '3/2', '3/2', '5/4', '9/4'] -> ((((3/2 + 3/2) * 5/4) / 1/7) - 9/4)
[967054] ['1/7', '3/2', '3/2', '5/6', '6/5'] -> ((((3/2 + 3/2) / 1/7) / 5/6) - 6/5)
[967067] ['1/7', '3/2', '3/2', '5/6', '9/2'] -> (((9/2 / 1/7) - 3/2) / (3/2 * 5/6))
[967073] ['1/7', '3/2', '3/2', '5/7', '5/8'] -> ((((3/2 + 3/2) * 5/7) / 1/7) / 5/8)
[967075] ['1/7', '3/2', '3/2', '5/7', '6/5'] -> (((3/2 + (3/2 / 5/7)) / 1/7) - 6/5)
[967084] ['1/7', '3/2', '3/2', '5/7', '8/3'] -> ((3/2 + ((3/2 * 5/7) / 1/7)) * 8/3)
[967085] ['1/7', '3/2', '3/2', '5/7', '8/5'] -> ((((3/2 + 3/2) * 5/7) / 1/7) * 8/5)
[967095] ['1/7', '3/2', '3/2', '5/8', '6/5'] -> ((((3/2 * 3/2) / 1/7) / 5/8) - 6/5)
[967100] ['1/7', '3/2', '3/2', '5/8', '7/5'] -> ((((3/2 + 3/2) / 1/7) / 5/8) / 7/5)
[967111] ['1/7', '3/2', '3/2', '5/8', '9/7'] -> ((9/7 / 1/7) / ((3/2 / 3/2) - 5/8))
[967126] ['1/7', '3/2', '3/2', '5/9', '8/9'] -> ((((3/2 + 3/2) + 5/9) / 1/7) - 8/9)
[967132] ['1/7', '3/2', '3/2', '6/5', '6/5'] -> ((((3/2 + 3/2) * 6/5) / 1/7) - 6/5)
[967133] ['1/7', '3/2', '3/2', '6/5', '6/7'] -> ((6/7 / 1/7) / (3/2 - (3/2 / 6/5)))
[967145] ['1/7', '3/2', '3/2', '6/5', '9/2'] -> (((9/2 / 1/7) - 3/2) / (3/2 / 6/5))
[967147] ['1/7', '3/2', '3/2', '6/5', '9/5'] -> ((((3/2 + 3/2) / 1/7) + 6/5) + 9/5)
[967152] ['1/7', '3/2', '3/2', '6/7', '7/3'] -> ((((3/2 / 1/7) + 3/2) * 6/7) * 7/3)
[967158] ['1/7', '3/2', '3/2', '6/7', '8/3'] -> (((3/2 + 3/2) + (6/7 / 1/7)) * 8/3)
[967160] ['1/7', '3/2', '3/2', '6/7', '8/7'] -> (8/7 / (((3/2 - 1/7) / 3/2) - 6/7))
[967161] ['1/7', '3/2', '3/2', '6/7', '8/9'] -> ((((3/2 + 3/2) + 6/7) / 1/7) * 8/9)
[967163] ['1/7', '3/2', '3/2', '6/7', '9/4'] -> ((((3/2 * 3/2) + 6/7) / 1/7) + 9/4)
[967167] ['1/7', '3/2', '3/2', '7/2', '7/2'] -> (((3/2 + 3/2) + (7/2 / 1/7)) - 7/2)
[967181] ['1/7', '3/2', '3/2', '7/2', '9/7'] -> (((1/7 + 3/2) + 7/2) / (3/2 - 9/7))
[967186] ['1/7', '3/2', '3/2', '7/3', '7/6'] -> ((((3/2 / 1/7) + 3/2) * 7/3) / 7/6)
[967187] ['1/7', '3/2', '3/2', '7/3', '7/8'] -> ((((3/2 / 1/7) - 3/2) * 7/3) / 7/8)
[967188] ['1/7', '3/2', '3/2', '7/3', '7/9'] -> ((((3/2 + 3/2) / 1/7) - 7/3) / 7/9)
[967190] ['1/7', '3/2', '3/2', '7/3', '8/5'] -> (((3/2 + (3/2 / 7/3)) / 1/7) * 8/5)
[967191] ['1/7', '3/2', '3/2', '7/3', '8/7'] -> ((((3/2 / 1/7) - 3/2) * 7/3) * 8/7)
[967193] ['1/7', '3/2', '3/2', '7/3', '9/2'] -> ((3/2 + ((1/7 + 3/2) * 7/3)) * 9/2)
[967195] ['1/7', '3/2', '3/2', '7/3', '9/5'] -> ((((7/3 / 1/7) - 3/2) - 3/2) * 9/5)
[967196] ['1/7', '3/2', '3/2', '7/3', '9/7'] -> ((((3/2 + 3/2) / 1/7) - 7/3) * 9/7)
[967198] ['1/7', '3/2', '3/2', '7/4', '7/4'] -> (((3/2 / (7/4 - 3/2)) / 1/7) / 7/4)
[967200] ['1/7', '3/2', '3/2', '7/4', '7/6'] -> ((((3/2 * 3/2) + 7/4) / 1/7) / 7/6)
[967201] ['1/7', '3/2', '3/2', '7/4', '7/8'] -> ((((3/2 / 1/7) + 3/2) * 7/4) / 7/8)
[967202] ['1/7', '3/2', '3/2', '7/4', '7/9'] -> (((3/2 + (7/4 / 3/2)) / 1/7) / 7/9)
[967203] ['1/7', '3/2', '3/2', '7/4', '8/3'] -> ((((3/2 * 3/2) / 1/7) / 7/4) * 8/3)
[967216] ['1/7', '3/2', '3/2', '7/5', '8/3'] -> ((3/2 + ((3/2 / 1/7) / 7/5)) * 8/3)
[967225] ['1/7', '3/2', '3/2', '7/6', '7/6'] -> (((3/2 * (3/2 + 7/6)) / 1/7) / 7/6)
[967236] ['1/7', '3/2', '3/2', '7/6', '9/8'] -> (((3/2 / 1/7) / 7/6) / (3/2 - 9/8))
[967237] ['1/7', '3/2', '3/2', '7/8', '7/8'] -> ((3/2 / 1/7) / ((3/2 * 7/8) - 7/8))
[967243] ['1/7', '3/2', '3/2', '7/8', '9/2'] -> (((3/2 / 1/7) + 9/2) / (3/2 - 7/8))
[967246] ['1/7', '3/2', '3/2', '7/8', '9/7'] -> ((3/2 / 7/8) / ((3/2 - 1/7) - 9/7))
[967248] ['1/7', '3/2', '3/2', '7/9', '7/9'] -> (((3/2 + (3/2 * 7/9)) / 1/7) / 7/9)
[967250] ['1/7', '3/2', '3/2', '7/9', '8/5'] -> ((3/2 + ((3/2 / 1/7) / 7/9)) * 8/5)
[967251] ['1/7', '3/2', '3/2', '7/9', '8/7'] -> ((8/7 / 1/7) / (3/2 - (3/2 * 7/9)))
[967252] ['1/7', '3/2', '3/2', '7/9', '8/9'] -> ((((3/2 + 3/2) / 1/7) / 7/9) * 8/9)
[967256] ['1/7', '3/2', '3/2', '7/9', '9/7'] -> (((3/2 + (3/2 * 7/9)) / 1/7) * 9/7)
[967257] ['1/7', '3/2', '3/2', '7/9', '9/8'] -> ((((3/2 + 3/2) / 1/7) / 7/9) / 9/8)
[967260] ['1/7', '3/2', '3/2', '8/3', '8/7'] -> ((8/7 / 1/7) / ((3/2 + 3/2) - 8/3))
[967262] ['1/7', '3/2', '3/2', '8/3', '9/2'] -> ((3/2 * 8/3) * ((3/2 / 1/7) - 9/2))
[967275] ['1/7', '3/2', '3/2', '8/7', '8/7'] -> (8/7 / (8/7 - ((1/7 + 3/2) / 3/2)))
[967280] ['1/7', '3/2', '3/2', '8/7', '9/7'] -> ((3/2 * 8/7) / ((3/2 - 1/7) - 9/7))
[967284] ['1/7', '3/2', '3/2', '8/9', '9/4'] -> ((((3/2 / 1/7) + 3/2) * 8/9) * 9/4)
[967286] ['1/7', '3/2', '3/2', '8/9', '9/7'] -> ((((3/2 + 3/2) * 8/9) / 1/7) * 9/7)
[967301] ['1/7', '3/2', '3/2', '9/7', '9/8'] -> ((((3/2 + 3/2) * 9/7) / 1/7) / 9/8)
[967305] ['1/7', '3/2', '3/4', '3/4', '3/7'] -> (((3/2 + 3/7) / 1/7) / (3/4 * 3/4))
[967307] ['1/7', '3/2', '3/4', '3/4', '4/3'] -> (((3/2 / 1/7) / 3/4) / (4/3 - 3/4))
[967309] ['1/7', '3/2', '3/4', '3/4', '4/7'] -> (((3/2 / 3/4) + 4/7) / (1/7 * 3/4))
[967313] ['1/7', '3/2', '3/4', '3/4', '5/4'] -> (((3/4 / 1/7) + 3/4) / (3/2 - 5/4))
