[333488] ['1/3', '2/9', '3/2', '4/5', '9/8'] -> ((3/2 / (1/3 - (2/9 / 4/5))) / 9/8)
[335034] ['1/3', '2/9', '3/7', '4/3', '7/6'] -> (((4/3 / (1/3 - 2/9)) / 3/7) / 7/6)
[335036] ['1/3', '2/9', '3/7', '4/3', '7/9'] -> ((2/9 / (1/3 - (3/7 / 4/3))) / 7/9)
[335040] ['1/3', '2/9', '3/7', '4/3', '8/9'] -> (8/9 / (4/3 - ((1/3 + 2/9) / 3/7)))
[335044] ['1/3', '2/9', '3/7', '4/3', '9/7'] -> ((2/9 / (1/3 - (3/7 / 4/3))) * 9/7)
[335047] ['1/3', '2/9', '3/7', '4/5', '4/7'] -> (4/7 / (3/7 * (1/3 - (2/9 / 4/5))))
[335066] ['1/3', '2/9', '3/7', '4/5', '8/5'] -> (8/5 / (3/7 * (1/3 - (2/9 * 4/5))))
[335067] ['1/3', '2/9', '3/7', '4/5', '8/7'] -> (8/7 / ((2/9 / (4/5 - 1/3)) - 3/7))
[335072] ['1/3', '2/9', '3/7', '4/5', '9/7'] -> (9/7 / ((3/7 - (1/3 / 4/5)) / 2/9))
[335074] ['1/3', '2/9', '3/7', '4/7', '4/7'] -> (4/7 / (3/7 * ((2/9 / 4/7) - 1/3)))
[335113] ['1/3', '2/9', '3/7', '4/9', '7/4'] -> (((2/9 / (4/9 - 3/7)) / 1/3) / 7/4)
[335116] ['1/3', '2/9', '3/7', '4/9', '7/8'] -> (((4/9 / (3/7 - 1/3)) / 2/9) / 7/8)
[335121] ['1/3', '2/9', '3/7', '4/9', '8/9'] -> (8/9 / (((4/9 - 1/3) / 3/7) - 2/9))
[335159] ['1/3', '2/9', '3/7', '5/3', '6/7'] -> ((((5/3 / 1/3) - 3/7) / 2/9) / 6/7)
[335160] ['1/3', '2/9', '3/7', '5/3', '7/2'] -> (((5/3 - (1/3 * 3/7)) / 2/9) * 7/2)
[335164] ['1/3', '2/9', '3/7', '5/3', '7/6'] -> ((((5/3 / 1/3) - 3/7) / 2/9) * 7/6)
[335170] ['1/3', '2/9', '3/7', '5/3', '8/9'] -> (8/9 / ((1/3 * 5/3) - (2/9 / 3/7)))
[335191] ['1/3', '2/9', '3/7', '5/4', '8/5'] -> (8/5 / (3/7 * (1/3 - (2/9 / 5/4))))
[335195] ['1/3', '2/9', '3/7', '5/4', '9/4'] -> (((5/4 / (1/3 - 2/9)) / 3/7) - 9/4)
[335197] ['1/3', '2/9', '3/7', '5/4', '9/7'] -> (9/7 / ((3/7 - (1/3 * 5/4)) / 2/9))
[335212] ['1/3', '2/9', '3/7', '5/6', '8/3'] -> (8/3 / ((2/9 * 3/7) * (1/3 + 5/6)))
[335214] ['1/3', '2/9', '3/7', '5/6', '8/7'] -> (8/7 / ((2/9 * 3/7) * (5/6 - 1/3)))
[335217] ['1/3', '2/9', '3/7', '5/6', '9/4'] -> ((((5/6 / 1/3) / 2/9) / 3/7) - 9/4)
[335222] ['1/3', '2/9', '3/7', '5/7', '5/8'] -> (((5/7 / (1/3 - 2/9)) / 3/7) / 5/8)
[335227] ['1/3', '2/9', '3/7', '5/7', '7/3'] -> (((3/7 + 5/7) / (1/3 - 2/9)) * 7/3)
[335235] ['1/3', '2/9', '3/7', '5/7', '8/7'] -> (8/7 / (((2/9 * 5/7) / 1/3) - 3/7))
[335241] ['1/3', '2/9', '3/7', '5/7', '9/8'] -> ((3/7 / ((1/3 * 5/7) - 2/9)) / 9/8)
[335252] ['1/3', '2/9', '3/7', '5/8', '7/9'] -> ((3/7 / (2/9 - (1/3 * 5/8))) * 7/9)
[335262] ['1/3', '2/9', '3/7', '5/9', '5/9'] -> ((1/3 + 5/9) / (5/9 - (2/9 / 3/7)))
[335270] ['1/3', '2/9', '3/7', '5/9', '7/8'] -> ((1/3 / ((3/7 * 5/9) - 2/9)) / 7/8)
[335277] ['1/3', '2/9', '3/7', '5/9', '9/4'] -> (((5/9 / (3/7 - 1/3)) / 2/9) - 9/4)
[335311] ['1/3', '2/9', '3/7', '6/7', '9/2'] -> ((((6/7 / 3/7) - 2/9) / 1/3) * 9/2)
[335315] ['1/3', '2/9', '3/7', '6/7', '9/8'] -> ((((6/7 / 1/3) / 2/9) / 3/7) / 9/8)
[335320] ['1/3', '2/9', '3/7', '7/2', '7/6'] -> (((2/9 + (7/2 / 3/7)) / 1/3) - 7/6)
[335336] ['1/3', '2/9', '3/7', '7/3', '7/8'] -> ((((7/3 - 1/3) / 2/9) / 3/7) / 7/8)
[335342] ['1/3', '2/9', '3/7', '7/3', '9/2'] -> (((2/9 + (7/3 / 3/7)) - 1/3) * 9/2)
[335352] ['1/3', '2/9', '3/7', '7/4', '8/3'] -> (8/3 / (3/7 - ((1/3 + 2/9) / 7/4)))
[335354] ['1/3', '2/9', '3/7', '7/4', '8/7'] -> (8/7 / (3/7 - ((2/9 / 1/3) / 7/4)))
[335365] ['1/3', '2/9', '3/7', '7/5', '8/3'] -> (8/3 / ((2/9 - (1/3 * 3/7)) * 7/5))
[335367] ['1/3', '2/9', '3/7', '7/5', '8/7'] -> (8/7 / (((2/9 / 1/3) / 7/5) - 3/7))
[335373] ['1/3', '2/9', '3/7', '7/5', '9/8'] -> ((3/7 / ((1/3 / 7/5) - 2/9)) / 9/8)
[335392] ['1/3', '2/9', '3/7', '7/8', '9/2'] -> ((2/9 / ((3/7 * 7/8) - 1/3)) * 9/2)
[335407] ['1/3', '2/9', '3/7', '8/3', '8/3'] -> (8/3 / (3/7 * ((2/9 * 8/3) - 1/3)))
[335409] ['1/3', '2/9', '3/7', '8/3', '8/7'] -> ((8/3 / ((1/3 + 2/9) - 3/7)) * 8/7)
[335422] ['1/3', '2/9', '3/7', '8/5', '9/7'] -> ((3/7 / (2/9 - (1/3 / 8/5))) / 9/7)
[335424] ['1/3', '2/9', '3/7', '8/7', '8/7'] -> (8/7 / ((8/7 - (2/9 / 1/3)) - 3/7))
[335426] ['1/3', '2/9', '3/7', '8/7', '9/2'] -> ((2/9 / ((3/7 / 8/7) - 1/3)) * 9/2)
[335431] ['1/3', '2/9', '3/7', '8/9', '8/9'] -> (8/9 / ((8/9 - (2/9 / 3/7)) - 1/3))
[335435] ['1/3', '2/9', '3/7', '8/9', '9/7'] -> (9/7 / (((1/3 - 2/9) * 3/7) / 8/9))
[335445] ['1/3', '2/9', '3/7', '9/4', '9/8'] -> (((1/3 + (9/4 / 3/7)) / 2/9) - 9/8)
[335450] ['1/3', '2/9', '3/7', '9/7', '9/8'] -> (((9/7 / (1/3 - 2/9)) / 3/7) / 9/8)
[335452] ['1/3', '2/9', '3/8', '3/8', '3/8'] -> (((3/8 / (1/3 - 2/9)) / 3/8) / 3/8)
[335456] ['1/3', '2/9', '3/8', '3/8', '4/9'] -> ((((1/3 / 2/9) / 3/8) / 3/8) / 4/9)
[335471] ['1/3', '2/9', '3/8', '3/8', '7/8'] -> ((7/8 / 3/8) / (2/9 - (1/3 * 3/8)))
[335476] ['1/3', '2/9', '3/8', '3/8', '8/9'] -> (8/9 / (1/3 - (2/9 / (3/8 + 3/8))))
[335484] ['1/3', '2/9', '3/8', '4/3', '4/7'] -> ((4/3 / (2/9 - (1/3 * 3/8))) / 4/7)
[335487] ['1/3', '2/9', '3/8', '4/3', '5/3'] -> (5/3 / (1/3 * (3/8 - (2/9 / 4/3))))
[335489] ['1/3', '2/9', '3/8', '4/3', '5/6'] -> ((((1/3 + 4/3) / 2/9) / 3/8) / 5/6)
[335493] ['1/3', '2/9', '3/8', '4/3', '6/5'] -> ((((1/3 + 4/3) / 2/9) / 3/8) * 6/5)
[335497] ['1/3', '2/9', '3/8', '4/3', '7/4'] -> ((4/3 / (2/9 - (1/3 * 3/8))) * 7/4)
[335511] ['1/3', '2/9', '3/8', '4/5', '4/5'] -> (((4/5 / (1/3 - 2/9)) / 3/8) / 4/5)
[335515] ['1/3', '2/9', '3/8', '4/5', '5/3'] -> (5/3 / (((1/3 + 2/9) * 4/5) - 3/8))
[335516] ['1/3', '2/9', '3/8', '4/5', '5/4'] -> (((4/5 / (1/3 - 2/9)) / 3/8) * 5/4)
[335517] ['1/3', '2/9', '3/8', '4/5', '5/6'] -> ((((4/5 / 1/3) / 2/9) / 3/8) * 5/6)
[335525] ['1/3', '2/9', '3/8', '4/5', '7/4'] -> (7/4 / (3/8 * ((1/3 / 4/5) - 2/9)))
[335526] ['1/3', '2/9', '3/8', '4/5', '7/5'] -> (7/5 / (3/8 * (1/3 - (2/9 * 4/5))))
[335529] ['1/3', '2/9', '3/8', '4/5', '7/9'] -> (7/9 / (1/3 * (3/8 - (2/9 / 4/5))))
[335534] ['1/3', '2/9', '3/8', '4/5', '9/2'] -> ((2/9 / ((1/3 / 4/5) - 3/8)) * 9/2)
[335554] ['1/3', '2/9', '3/8', '4/7', '7/6'] -> ((((4/7 / 1/3) / 2/9) / 3/8) * 7/6)
[335561] ['1/3', '2/9', '3/8', '4/7', '9/2'] -> (9/2 / (1/3 - ((2/9 * 3/8) / 4/7)))
[335567] ['1/3', '2/9', '3/8', '4/9', '5/2'] -> (((2/9 / (4/9 - 3/8)) / 1/3) * 5/2)
[335573] ['1/3', '2/9', '3/8', '4/9', '5/9'] -> ((1/3 + 5/9) / ((2/9 * 3/8) * 4/9))
[335576] ['1/3', '2/9', '3/8', '4/9', '7/2'] -> (7/2 / (1/3 - ((2/9 * 3/8) / 4/9)))
[335586] ['1/3', '2/9', '3/8', '4/9', '8/9'] -> (8/9 / (2/9 * (1/3 - (3/8 * 4/9))))
[335588] ['1/3', '2/9', '3/8', '4/9', '9/4'] -> (((4/9 / (1/3 - 2/9)) / 3/8) * 9/4)
[335592] ['1/3', '2/9', '3/8', '5/2', '5/2'] -> (5/2 / (((1/3 - 2/9) * 3/8) * 5/2))
[335593] ['1/3', '2/9', '3/8', '5/2', '5/3'] -> (5/3 / (((1/3 * 2/9) * 3/8) * 5/2))
[335599] ['1/3', '2/9', '3/8', '5/2', '6/5'] -> (6/5 / ((1/3 / 5/2) - (2/9 * 3/8)))
[335605] ['1/3', '2/9', '3/8', '5/2', '7/6'] -> (7/6 / (((3/8 - 2/9) * 5/2) - 1/3))
[335613] ['1/3', '2/9', '3/8', '5/2', '9/4'] -> ((((1/3 / 2/9) + 5/2) / 3/8) * 9/4)
[335614] ['1/3', '2/9', '3/8', '5/2', '9/5'] -> (((2/9 * 5/2) / (3/8 - 1/3)) * 9/5)
[335619] ['1/3', '2/9', '3/8', '5/3', '5/6'] -> (5/6 / (2/9 - (3/8 / (1/3 + 5/3))))
[335628] ['1/3', '2/9', '3/8', '5/3', '7/5'] -> (7/5 / ((2/9 - (1/3 * 3/8)) / 5/3))
[335635] ['1/3', '2/9', '3/8', '5/3', '8/9'] -> (8/9 / ((2/9 / 3/8) - (1/3 * 5/3)))
[335638] ['1/3', '2/9', '3/8', '5/3', '9/5'] -> (9/5 / (3/8 * (1/3 - (2/9 / 5/3))))
[335640] ['1/3', '2/9', '3/8', '5/3', '9/8'] -> ((3/8 + ((5/3 / 1/3) / 2/9)) + 9/8)
[335642] ['1/3', '2/9', '3/8', '5/4', '5/6'] -> (5/6 / (((1/3 * 2/9) * 3/8) * 5/4))
[335645] ['1/3', '2/9', '3/8', '5/4', '5/9'] -> (5/9 / (3/8 - (2/9 * (1/3 + 5/4))))
[335648] ['1/3', '2/9', '3/8', '5/4', '7/2'] -> (7/2 / (1/3 * ((3/8 / 2/9) - 5/4)))
[335650] ['1/3', '2/9', '3/8', '5/4', '7/4'] -> (7/4 / (3/8 * ((1/3 * 5/4) - 2/9)))
[335651] ['1/3', '2/9', '3/8', '5/4', '7/5'] -> (7/5 / (3/8 * (1/3 - (2/9 / 5/4))))
[335659] ['1/3', '2/9', '3/8', '5/4', '9/2'] -> ((2/9 / ((1/3 * 5/4) - 3/8)) * 9/2)
[335668] ['1/3', '2/9', '3/8', '5/6', '6/5'] -> (((5/6 / (1/3 - 2/9)) / 3/8) * 6/5)
[335678] ['1/3', '2/9', '3/8', '5/6', '8/5'] -> (8/5 / (3/8 * ((1/3 / 5/6) - 2/9)))
[335682] ['1/3', '2/9', '3/8', '5/6', '9/4'] -> ((2/9 / (1/3 - (3/8 * 5/6))) * 9/4)
[335686] ['1/3', '2/9', '3/8', '5/7', '5/7'] -> (5/7 / (((1/3 - 2/9) * 3/8) * 5/7))
[335691] ['1/3', '2/9', '3/8', '5/7', '7/2'] -> (7/2 / ((3/8 - 2/9) / (1/3 + 5/7)))
[335694] ['1/3', '2/9', '3/8', '5/7', '7/5'] -> (7/5 / (((1/3 - 2/9) * 3/8) / 5/7))
[335700] ['1/3', '2/9', '3/8', '5/7', '8/7'] -> (8/7 / ((2/9 + 5/7) - (1/3 / 3/8)))
[335709] ['1/3', '2/9', '3/8', '5/8', '6/5'] -> (6/5 / ((3/8 / (1/3 + 2/9)) - 5/8))
[335713] ['1/3', '2/9', '3/8', '5/8', '7/4'] -> (7/4 / (3/8 * (1/3 - (2/9 * 5/8))))
[335714] ['1/3', '2/9', '3/8', '5/8', '7/5'] -> ((1/3 / (3/8 - (2/9 / 5/8))) * 7/5)
[335716] ['1/3', '2/9', '3/8', '5/8', '7/8'] -> ((1/3 / ((3/8 * 5/8) - 2/9)) * 7/8)
[335722] ['1/3', '2/9', '3/8', '5/8', '9/2'] -> (9/2 / ((5/8 / 1/3) - (3/8 / 2/9)))
[335726] ['1/3', '2/9', '3/8', '5/8', '9/8'] -> ((3/8 / (2/9 - (1/3 * 5/8))) / 9/8)
[335742] ['1/3', '2/9', '3/8', '5/9', '9/4'] -> ((((1/3 + 5/9) / 2/9) / 3/8) * 9/4)
[335746] ['1/3', '2/9', '3/8', '6/5', '6/5'] -> (((6/5 / (1/3 - 2/9)) / 3/8) / 6/5)
[335756] ['1/3', '2/9', '3/8', '6/5', '8/5'] -> (8/5 / (3/8 * ((1/3 * 6/5) - 2/9)))
[335760] ['1/3', '2/9', '3/8', '6/5', '9/4'] -> ((2/9 / (1/3 - (3/8 / 6/5))) * 9/4)
[335769] ['1/3', '2/9', '3/8', '6/7', '7/6'] -> (((6/7 / (1/3 - 2/9)) / 3/8) * 7/6)
[335771] ['1/3', '2/9', '3/8', '6/7', '7/9'] -> ((((6/7 / 1/3) / 2/9) / 3/8) * 7/9)
[335781] ['1/3', '2/9', '3/8', '7/2', '7/2'] -> (((7/2 / (1/3 - 2/9)) / 3/8) / 7/2)
[335782] ['1/3', '2/9', '3/8', '7/2', '7/3'] -> (7/3 / (((1/3 * 2/9) * 3/8) * 7/2))
[335787] ['1/3', '2/9', '3/8', '7/2', '7/9'] -> (7/9 / ((2/9 * (3/8 - 1/3)) * 7/2))
[335788] ['1/3', '2/9', '3/8', '7/2', '8/3'] -> (8/3 / ((1/3 / 3/8) - (2/9 * 7/2)))
[335790] ['1/3', '2/9', '3/8', '7/2', '8/7'] -> (8/7 / (3/8 * (2/9 - (1/3 / 7/2))))
[335794] ['1/3', '2/9', '3/8', '7/2', '9/5'] -> ((((1/3 / 2/9) + 7/2) / 3/8) * 9/5)
[335797] ['1/3', '2/9', '3/8', '7/3', '7/3'] -> (7/3 / (((1/3 - 2/9) * 3/8) * 7/3))
[335803] ['1/3', '2/9', '3/8', '7/3', '8/3'] -> ((7/3 / ((2/9 / 3/8) - 1/3)) * 8/3)
[335810] ['1/3', '2/9', '3/8', '7/3', '9/7'] -> (9/7 / ((1/3 + (2/9 / 7/3)) - 3/8))
[335814] ['1/3', '2/9', '3/8', '7/4', '7/6'] -> (7/6 / (((1/3 * 2/9) * 3/8) * 7/4))
[335822] ['1/3', '2/9', '3/8', '7/4', '9/4'] -> (9/4 / (3/8 * (7/4 - (1/3 / 2/9))))
[335823] ['1/3', '2/9', '3/8', '7/4', '9/5'] -> ((((7/4 / 3/8) - 2/9) / 1/3) * 9/5)
[335826] ['1/3', '2/9', '3/8', '7/5', '7/5'] -> (((7/5 / (1/3 - 2/9)) / 3/8) / 7/5)
[335839] ['1/3', '2/9', '3/8', '7/6', '7/6'] -> (((7/6 / (1/3 - 2/9)) / 3/8) / 7/6)
[335841] ['1/3', '2/9', '3/8', '7/6', '7/9'] -> (7/9 / (((1/3 * 2/9) * 3/8) * 7/6))
[335851] ['1/3', '2/9', '3/8', '7/8', '7/8'] -> (((7/8 / (1/3 - 2/9)) / 3/8) / 7/8)
[335855] ['1/3', '2/9', '3/8', '7/8', '8/7'] -> (((7/8 / (1/3 - 2/9)) / 3/8) * 8/7)
[335862] ['1/3', '2/9', '3/8', '7/9', '7/9'] -> (((7/9 / (1/3 - 2/9)) / 3/8) / 7/9)
[335866] ['1/3', '2/9', '3/8', '7/9', '8/9'] -> (8/9 / ((2/9 * 3/8) * (7/9 - 1/3)))
[335870] ['1/3', '2/9', '3/8', '7/9', '9/7'] -> (9/7 / (((1/3 - 2/9) * 3/8) / 7/9))
[335875] ['1/3', '2/9', '3/8', '8/3', '8/9'] -> ((((2/9 + 8/3) / 1/3) / 3/8) + 8/9)
[335888] ['1/3', '2/9', '3/8', '8/5', '9/8'] -> ((3/8 / (2/9 - (1/3 / 8/5))) / 9/8)
[335889] ['1/3', '2/9', '3/8', '8/7', '8/7'] -> (8/7 / (((1/3 - 2/9) * 3/8) * 8/7))
[335897] ['1/3', '2/9', '3/8', '8/9', '9/2'] -> ((((8/9 - 2/9) / 1/3) / 3/8) * 9/2)
[335899] ['1/3', '2/9', '3/8', '8/9', '9/5'] -> (9/5 / (3/8 - (1/3 / (2/9 + 8/9))))
[335901] ['1/3', '2/9', '3/8', '8/9', '9/8'] -> (((8/9 / (1/3 - 2/9)) / 3/8) * 9/8)
[335907] ['1/3', '2/9', '3/8', '9/4', '9/4'] -> (((9/4 / (1/3 - 2/9)) / 3/8) / 9/4)
[335909] ['1/3', '2/9', '3/8', '9/4', '9/7'] -> (9/7 / (1/3 / (2/9 + (9/4 / 3/8))))
[335914] ['1/3', '2/9', '3/8', '9/7', '9/7'] -> (((9/7 / (1/3 - 2/9)) / 3/8) / 9/7)
[335916] ['1/3', '2/9', '3/8', '9/8', '9/8'] -> (((9/8 / (1/3 - 2/9)) / 3/8) / 9/8)
[335919] ['1/3', '2/9', '4/3', '4/3', '4/7'] -> (4/3 / ((1/3 * 4/3) - (2/9 / 4/7)))
[335921] ['1/3', '2/9', '4/3', '4/3', '5/2'] -> (4/3 / (((1/3 + 2/9) * 5/2) - 4/3))
[335926] ['1/3', '2/9', '4/3', '4/3', '5/8'] -> ((4/3 / 4/3) / ((2/9 / 1/3) - 5/8))
[335929] ['1/3', '2/9', '4/3', '4/3', '6/7'] -> ((4/3 * 4/3) / (1/3 - (2/9 / 6/7)))
[335945] ['1/3', '2/9', '4/3', '4/3', '9/8'] -> ((4/3 * 4/3) / ((1/3 / 9/8) - 2/9))
[335949] ['1/3', '2/9', '4/3', '4/5', '5/2'] -> (((4/3 * 4/5) / (1/3 - 2/9)) * 5/2)
[335954] ['1/3', '2/9', '4/3', '4/5', '5/8'] -> (((4/3 / (1/3 - 2/9)) / 4/5) / 5/8)
[335958] ['1/3', '2/9', '4/3', '4/5', '7/2'] -> ((4/3 / ((1/3 / 4/5) - 2/9)) * 7/2)
[335965] ['1/3', '2/9', '4/3', '4/5', '8/3'] -> (((1/3 + (4/3 / 4/5)) / 2/9) * 8/3)
[335968] ['1/3', '2/9', '4/3', '4/5', '8/9'] -> (8/9 / (((2/9 * 4/3) / 4/5) - 1/3))
[335980] ['1/3', '2/9', '4/3', '4/7', '5/7'] -> (((4/3 + 4/7) / (1/3 - 2/9)) / 5/7)
[335983] ['1/3', '2/9', '4/3', '4/7', '6/5'] -> (((4/3 / (4/7 - 1/3)) / 2/9) - 6/5)
[335988] ['1/3', '2/9', '4/3', '4/7', '7/5'] -> (((4/3 + 4/7) / (1/3 - 2/9)) * 7/5)
[335990] ['1/3', '2/9', '4/3', '4/7', '7/8'] -> (((4/3 / (1/3 - 2/9)) / 4/7) / 7/8)
[335992] ['1/3', '2/9', '4/3', '4/7', '8/3'] -> ((((4/3 / 4/7) - 1/3) / 2/9) * 8/3)
[335994] ['1/3', '2/9', '4/3', '4/7', '8/7'] -> (((4/3 / (1/3 - 2/9)) / 4/7) * 8/7)
[336007] ['1/3', '2/9', '4/3', '4/9', '5/8'] -> (((1/3 + (4/3 / 4/9)) / 2/9) / 5/8)
[336009] ['1/3', '2/9', '4/3', '4/9', '6/5'] -> ((((4/3 / 1/3) + 4/9) / 2/9) * 6/5)
[336010] ['1/3', '2/9', '4/3', '4/9', '6/7'] -> ((4/3 + 4/9) / (1/3 - (2/9 / 6/7)))
[336011] ['1/3', '2/9', '4/3', '4/9', '7/2'] -> (((4/3 / 2/9) / 4/9) + (7/2 / 1/3))
[336015] ['1/3', '2/9', '4/3', '4/9', '7/6'] -> ((4/3 + 4/9) / (1/3 - (2/9 * 7/6)))
[336020] ['1/3', '2/9', '4/3', '4/9', '8/7'] -> (8/7 / (1/3 - (4/9 / (2/9 + 4/3))))
[336024] ['1/3', '2/9', '4/3', '4/9', '9/5'] -> ((4/3 - 4/9) / (2/9 - (1/3 / 9/5)))
[336028] ['1/3', '2/9', '4/3', '5/2', '5/3'] -> (5/3 / (((1/3 / 4/3) - 2/9) * 5/2))
[336029] ['1/3', '2/9', '4/3', '5/2', '5/4'] -> (((4/3 * 5/2) / (1/3 - 2/9)) / 5/4)
[336036] ['1/3', '2/9', '4/3', '5/2', '7/2'] -> ((((4/3 / 1/3) / 2/9) + 5/2) + 7/2)
[336048] ['1/3', '2/9', '4/3', '5/2', '9/4'] -> (((2/9 + (4/3 * 5/2)) / 1/3) * 9/4)
[336053] ['1/3', '2/9', '4/3', '5/3', '5/4'] -> ((((4/3 * 5/3) / 1/3) / 2/9) / 5/4)
[336054] ['1/3', '2/9', '4/3', '5/3', '5/6'] -> (((4/3 * 5/3) / (1/3 - 2/9)) / 5/6)
[336056] ['1/3', '2/9', '4/3', '5/3', '5/8'] -> ((((1/3 + 4/3) + 5/3) / 2/9) / 5/8)
[336058] ['1/3', '2/9', '4/3', '5/3', '6/5'] -> (((4/3 * 5/3) / (1/3 - 2/9)) * 6/5)
[336060] ['1/3', '2/9', '4/3', '5/3', '7/2'] -> (((4/3 + 5/3) / 2/9) + (7/2 / 1/3))
[336061] ['1/3', '2/9', '4/3', '5/3', '7/3'] -> ((1/3 + 7/3) / ((5/3 - 2/9) - 4/3))
[336068] ['1/3', '2/9', '4/3', '5/3', '8/5'] -> ((((1/3 + 4/3) + 5/3) / 2/9) * 8/5)
[336075] ['1/3', '2/9', '4/3', '5/3', '9/8'] -> (((4/3 + 5/3) / (1/3 - 2/9)) / 9/8)
[336076] ['1/3', '2/9', '4/3', '5/4', '5/4'] -> ((4/3 / ((1/3 / 5/4) - 2/9)) / 5/4)
[336077] ['1/3', '2/9', '4/3', '5/4', '5/6'] -> (5/6 / (((1/3 / 4/3) - 2/9) * 5/4))
[336079] ['1/3', '2/9', '4/3', '5/4', '5/8'] -> (((4/3 * 5/4) / (1/3 - 2/9)) / 5/8)
[336083] ['1/3', '2/9', '4/3', '5/4', '7/2'] -> ((4/3 / ((1/3 * 5/4) - 2/9)) * 7/2)
[336090] ['1/3', '2/9', '4/3', '5/4', '8/3'] -> (((1/3 + (4/3 * 5/4)) / 2/9) * 8/3)
[336091] ['1/3', '2/9', '4/3', '5/4', '8/5'] -> (((4/3 * 5/4) / (1/3 - 2/9)) * 8/5)
[336093] ['1/3', '2/9', '4/3', '5/4', '8/9'] -> (8/9 / (((2/9 * 4/3) * 5/4) - 1/3))
[336094] ['1/3', '2/9', '4/3', '5/4', '9/2'] -> ((4/3 / ((1/3 / 2/9) - 5/4)) * 9/2)
[336095] ['1/3', '2/9', '4/3', '5/4', '9/4'] -> ((((4/3 / 2/9) + 5/4) / 1/3) + 9/4)
[336098] ['1/3', '2/9', '4/3', '5/4', '9/8'] -> (((4/3 + (5/4 / 1/3)) / 2/9) + 9/8)
[336099] ['1/3', '2/9', '4/3', '5/6', '5/6'] -> ((4/3 / (1/3 - (2/9 / 5/6))) / 5/6)
[336101] ['1/3', '2/9', '4/3', '5/6', '5/8'] -> ((((4/3 * 5/6) / 1/3) / 2/9) / 5/8)
[336102] ['1/3', '2/9', '4/3', '5/6', '5/9'] -> (5/9 / (((1/3 / 4/3) - 2/9) * 5/6))
[336103] ['1/3', '2/9', '4/3', '5/6', '6/5'] -> ((4/3 / (1/3 - (2/9 / 5/6))) * 6/5)
[336105] ['1/3', '2/9', '4/3', '5/6', '7/2'] -> ((((4/3 / 2/9) + 5/6) / 1/3) + 7/2)
[336106] ['1/3', '2/9', '4/3', '5/6', '7/3'] -> ((1/3 + 7/3) / (2/9 * (4/3 - 5/6)))
[336113] ['1/3', '2/9', '4/3', '5/6', '8/5'] -> ((((4/3 * 5/6) / 1/3) / 2/9) * 8/5)
[336117] ['1/3', '2/9', '4/3', '5/6', '9/4'] -> ((((4/3 / 1/3) + 5/6) / 2/9) + 9/4)
[336126] ['1/3', '2/9', '4/3', '5/7', '7/2'] -> ((4/3 / ((1/3 * 5/7) - 2/9)) / 7/2)
[336130] ['1/3', '2/9', '4/3', '5/7', '7/6'] -> ((4/3 / (5/7 - (2/9 / 1/3))) / 7/6)
[336143] ['1/3', '2/9', '4/3', '5/8', '5/9'] -> (5/9 / ((1/3 - (2/9 * 4/3)) * 5/8))
[336144] ['1/3', '2/9', '4/3', '5/8', '6/5'] -> ((((4/3 / 1/3) / 2/9) / 5/8) / 6/5)
[336145] ['1/3', '2/9', '4/3', '5/8', '6/7'] -> (((4/3 / (5/8 - 1/3)) / 2/9) / 6/7)
[336146] ['1/3', '2/9', '4/3', '5/8', '7/2'] -> ((4/3 / (1/3 - (2/9 * 5/8))) * 7/2)
[336150] ['1/3', '2/9', '4/3', '5/8', '7/6'] -> (((4/3 / (5/8 - 1/3)) / 2/9) * 7/6)
[336154] ['1/3', '2/9', '4/3', '5/8', '8/5'] -> (8/5 / (1/3 - ((2/9 / 4/3) / 5/8)))
[336165] ['1/3', '2/9', '4/3', '5/9', '7/2'] -> ((((4/3 / 1/3) + 5/9) / 2/9) + 7/2)
[336173] ['1/3', '2/9', '4/3', '5/9', '8/5'] -> ((5/9 / (1/3 - (2/9 * 4/3))) * 8/5)
[336180] ['1/3', '2/9', '4/3', '5/9', '9/8'] -> (((4/3 / (5/9 - 1/3)) / 2/9) / 9/8)
[336191] ['1/3', '2/9', '4/3', '6/5', '8/5'] -> ((((4/3 / 1/3) / 2/9) / 6/5) * 8/5)
[336194] ['1/3', '2/9', '4/3', '6/5', '9/2'] -> ((1/3 + ((4/3 / 2/9) / 6/5)) * 9/2)
[336201] ['1/3', '2/9', '4/3', '6/7', '7/3'] -> (((4/3 * 6/7) / (1/3 - 2/9)) * 7/3)
[336203] ['1/3', '2/9', '4/3', '6/7', '7/5'] -> ((((4/3 / 1/3) / 2/9) - 6/7) * 7/5)
[336204] ['1/3', '2/9', '4/3', '6/7', '7/6'] -> ((((4/3 / 2/9) + 6/7) / 1/3) * 7/6)
[336206] ['1/3', '2/9', '4/3', '6/7', '7/9'] -> ((6/7 / ((1/3 / 4/3) - 2/9)) * 7/9)
[336211] ['1/3', '2/9', '4/3', '6/7', '9/2'] -> (((2/9 + (4/3 / 6/7)) / 1/3) * 9/2)
[336214] ['1/3', '2/9', '4/3', '6/7', '9/7'] -> ((6/7 / ((1/3 / 4/3) - 2/9)) / 9/7)
[336217] ['1/3', '2/9', '4/3', '7/2', '7/3'] -> (7/3 / (((1/3 / 4/3) - 2/9) * 7/2))
[336218] ['1/3', '2/9', '4/3', '7/2', '7/4'] -> (((4/3 * 7/2) / (1/3 - 2/9)) / 7/4)
