[820735] ['1/6', '2/7', '5/3', '6/7', '7/2'] -> (7/2 / (1/6 / ((5/3 * 6/7) - 2/7)))
[821944] ['1/6', '2/7', '5/9', '7/4', '7/6'] -> (7/6 / (((1/6 / 2/7) - 5/9) * 7/4))
[821946] ['1/6', '2/7', '5/9', '7/4', '7/9'] -> (7/9 / (1/6 * ((5/9 / 2/7) - 7/4)))
[821951] ['1/6', '2/7', '5/9', '7/4', '9/2'] -> ((((5/9 / 1/6) - 2/7) * 7/4) * 9/2)
[821963] ['1/6', '2/7', '5/9', '7/5', '8/9'] -> (8/9 / (((1/6 * 2/7) * 5/9) * 7/5))
[821971] ['1/6', '2/7', '5/9', '7/6', '7/9'] -> (7/9 / (((1/6 / 2/7) - 5/9) * 7/6))
[821974] ['1/6', '2/7', '5/9', '7/6', '8/7'] -> (8/7 / (((5/9 - 1/6) / 7/6) - 2/7))
[821975] ['1/6', '2/7', '5/9', '7/6', '8/9'] -> (8/9 / (1/6 * (5/9 - (2/7 * 7/6))))
[821976] ['1/6', '2/7', '5/9', '7/6', '9/2'] -> (((5/9 + (2/7 * 7/6)) / 1/6) * 9/2)
[821979] ['1/6', '2/7', '5/9', '7/6', '9/7'] -> (9/7 / (1/6 / ((5/9 / 2/7) + 7/6)))
[821983] ['1/6', '2/7', '5/9', '7/8', '8/3'] -> (8/3 / (((1/6 / 2/7) / 7/8) - 5/9))
[821987] ['1/6', '2/7', '5/9', '7/8', '9/2'] -> (((5/9 / (2/7 - 1/6)) / 7/8) * 9/2)
[821989] ['1/6', '2/7', '5/9', '7/8', '9/5'] -> ((((5/9 / 1/6) / 2/7) / 7/8) * 9/5)
[821993] ['1/6', '2/7', '5/9', '7/9', '8/3'] -> (8/3 / (2/7 * ((1/6 + 7/9) - 5/9)))
[821994] ['1/6', '2/7', '5/9', '7/9', '8/5'] -> ((((5/9 / 1/6) / 2/7) / 7/9) * 8/5)
[821995] ['1/6', '2/7', '5/9', '7/9', '8/7'] -> (8/7 / ((2/7 / (5/9 + 7/9)) - 1/6))
[822002] ['1/6', '2/7', '5/9', '8/3', '8/3'] -> ((((5/9 / 1/6) / 2/7) - 8/3) * 8/3)
[822003] ['1/6', '2/7', '5/9', '8/3', '8/5'] -> (8/5 / ((5/9 / (8/3 - 2/7)) - 1/6))
[822004] ['1/6', '2/7', '5/9', '8/3', '8/7'] -> ((((5/9 / 1/6) + 8/3) / 2/7) * 8/7)
[822017] ['1/6', '2/7', '5/9', '8/5', '9/7'] -> (9/7 / (((1/6 * 2/7) / 5/9) / 8/5))
[822021] ['1/6', '2/7', '5/9', '8/7', '9/2'] -> (((5/9 * 8/7) / (2/7 - 1/6)) * 9/2)
[822026] ['1/6', '2/7', '5/9', '8/9', '8/9'] -> (8/9 / (5/9 - ((1/6 * 8/9) / 2/7)))
[822035] ['1/6', '2/7', '5/9', '9/2', '9/7'] -> ((((2/7 + 5/9) * 9/2) / 1/6) + 9/7)
[822037] ['1/6', '2/7', '5/9', '9/4', '9/4'] -> ((((5/9 * 9/4) / 1/6) / 2/7) - 9/4)
[822060] ['1/6', '2/7', '6/5', '6/5', '9/2'] -> ((6/5 - (6/5 / 2/7)) + (9/2 / 1/6))
[822073] ['1/6', '2/7', '6/5', '6/7', '8/3'] -> (8/3 / (((2/7 / 6/5) / 6/7) - 1/6))
[822074] ['1/6', '2/7', '6/5', '6/7', '8/5'] -> ((((6/7 / 1/6) / 2/7) / 6/5) * 8/5)
[822114] ['1/6', '2/7', '6/5', '7/4', '7/5'] -> ((6/5 / (7/4 - (2/7 / 1/6))) / 7/5)
[822119] ['1/6', '2/7', '6/5', '7/4', '8/5'] -> (8/5 / (1/6 * ((6/5 / 7/4) - 2/7)))
[822125] ['1/6', '2/7', '6/5', '7/4', '9/7'] -> (9/7 / ((1/6 * 7/4) - (2/7 / 6/5)))
[822143] ['1/6', '2/7', '6/5', '7/6', '8/3'] -> (8/3 / (((2/7 * 7/6) / 6/5) - 1/6))
[822144] ['1/6', '2/7', '6/5', '7/6', '8/5'] -> (8/5 / (((1/6 * 2/7) * 6/5) * 7/6))
[822154] ['1/6', '2/7', '6/5', '7/8', '8/3'] -> (8/3 / ((2/7 * 7/8) - (1/6 / 6/5)))
[822156] ['1/6', '2/7', '6/5', '7/8', '8/7'] -> (8/7 / ((2/7 / 6/5) - (1/6 / 7/8)))
[822160] ['1/6', '2/7', '6/5', '7/8', '9/5'] -> (9/5 / ((2/7 - (1/6 * 6/5)) * 7/8))
[822164] ['1/6', '2/7', '6/5', '7/9', '8/3'] -> (8/3 / (((2/7 - 1/6) * 6/5) * 7/9))
[822168] ['1/6', '2/7', '6/5', '7/9', '9/2'] -> (((7/9 / (2/7 - 1/6)) - 6/5) * 9/2)
[822180] ['1/6', '2/7', '6/5', '8/3', '9/7'] -> (9/7 / (((2/7 - 1/6) * 6/5) / 8/3))
[822188] ['1/6', '2/7', '6/5', '8/5', '9/7'] -> (9/7 / ((2/7 - (1/6 * 6/5)) / 8/5))
[822190] ['1/6', '2/7', '6/5', '8/7', '8/7'] -> (8/7 / ((2/7 / 6/5) - (1/6 * 8/7)))
[822194] ['1/6', '2/7', '6/5', '8/7', '9/5'] -> ((8/7 / (2/7 - (1/6 * 6/5))) * 9/5)
[822208] ['1/6', '2/7', '6/5', '9/4', '9/4'] -> ((9/4 / (2/7 - (1/6 * 6/5))) - 9/4)
[822214] ['1/6', '2/7', '6/5', '9/5', '9/8'] -> ((((6/5 / 1/6) / 2/7) + 9/5) / 9/8)
[822222] ['1/6', '2/7', '6/7', '6/7', '7/5'] -> ((((6/7 / 1/6) / 2/7) - 6/7) * 7/5)
[822225] ['1/6', '2/7', '6/7', '6/7', '7/9'] -> ((6/7 + 6/7) / (2/7 - (1/6 / 7/9)))
[822226] ['1/6', '2/7', '6/7', '6/7', '8/3'] -> (((6/7 / (6/7 - 2/7)) / 1/6) * 8/3)
[822227] ['1/6', '2/7', '6/7', '6/7', '8/5'] -> ((((6/7 / 1/6) - 6/7) / 2/7) * 8/5)
[822233] ['1/6', '2/7', '6/7', '6/7', '9/7'] -> ((6/7 + 6/7) / (2/7 - (1/6 * 9/7)))
[822235] ['1/6', '2/7', '6/7', '7/2', '7/2'] -> ((6/7 + ((2/7 * 7/2) / 1/6)) * 7/2)
[822240] ['1/6', '2/7', '6/7', '7/2', '7/8'] -> ((7/2 / ((2/7 / 6/7) - 1/6)) / 7/8)
[822242] ['1/6', '2/7', '6/7', '7/2', '8/3'] -> ((((2/7 / 1/6) + 6/7) * 7/2) * 8/3)
[822244] ['1/6', '2/7', '6/7', '7/2', '8/7'] -> ((7/2 / ((2/7 / 6/7) - 1/6)) * 8/7)
[822247] ['1/6', '2/7', '6/7', '7/2', '9/4'] -> ((1/6 + ((6/7 * 7/2) / 2/7)) * 9/4)
[822251] ['1/6', '2/7', '6/7', '7/3', '7/3'] -> ((((6/7 * 7/3) - 2/7) / 1/6) * 7/3)
[822257] ['1/6', '2/7', '6/7', '7/3', '8/3'] -> (8/3 / (1/6 * ((6/7 / 2/7) - 7/3)))
[822259] ['1/6', '2/7', '6/7', '7/3', '8/7'] -> (8/7 / (((1/6 * 6/7) * 7/3) - 2/7))
[822275] ['1/6', '2/7', '6/7', '7/4', '9/2'] -> ((((1/6 + 6/7) / 2/7) + 7/4) * 9/2)
[822294] ['1/6', '2/7', '6/7', '7/6', '7/8'] -> ((((6/7 * 7/6) / 1/6) / 2/7) / 7/8)
[822307] ['1/6', '2/7', '6/7', '7/8', '8/3'] -> ((6/7 / (2/7 - (1/6 / 7/8))) * 8/3)
[822309] ['1/6', '2/7', '6/7', '7/8', '8/7'] -> (8/7 / (((2/7 * 6/7) * 7/8) - 1/6))
[822311] ['1/6', '2/7', '6/7', '7/8', '9/2'] -> (9/2 / ((2/7 / 6/7) - (1/6 * 7/8)))
[822319] ['1/6', '2/7', '6/7', '7/9', '8/7'] -> (8/7 / (6/7 * ((2/7 * 7/9) - 1/6)))
[822321] ['1/6', '2/7', '6/7', '7/9', '9/2'] -> ((((2/7 + 6/7) * 7/9) / 1/6) * 9/2)
[822326] ['1/6', '2/7', '6/7', '8/3', '8/3'] -> (8/3 / ((1/6 * 8/3) - (2/7 / 6/7)))
[822333] ['1/6', '2/7', '6/7', '8/3', '9/7'] -> (9/7 / ((2/7 - (1/6 * 6/7)) / 8/3))
[822336] ['1/6', '2/7', '6/7', '8/5', '8/7'] -> (8/7 / ((1/6 / 2/7) - (6/7 / 8/5)))
[822344] ['1/6', '2/7', '6/7', '8/7', '8/9'] -> (((6/7 + (8/7 / 1/6)) / 2/7) * 8/9)
[822345] ['1/6', '2/7', '6/7', '8/7', '9/2'] -> (9/2 / ((2/7 / 6/7) - (1/6 / 8/7)))
[822349] ['1/6', '2/7', '6/7', '8/7', '9/8'] -> (((6/7 + (8/7 / 1/6)) / 2/7) / 9/8)
[822351] ['1/6', '2/7', '6/7', '8/9', '9/2'] -> ((8/9 / ((2/7 / 6/7) - 1/6)) * 9/2)
[822356] ['1/6', '2/7', '6/7', '9/2', '9/2'] -> (((2/7 + 6/7) * (1/6 + 9/2)) * 9/2)
[822359] ['1/6', '2/7', '6/7', '9/2', '9/7'] -> ((((2/7 + 6/7) * 9/2) / 1/6) / 9/7)
[822360] ['1/6', '2/7', '6/7', '9/2', '9/8'] -> ((9/2 / ((2/7 / 6/7) - 1/6)) / 9/8)
[822373] ['1/6', '2/7', '7/2', '7/2', '7/4'] -> (((7/2 / 1/6) + 7/2) - (2/7 * 7/4))
[822379] ['1/6', '2/7', '7/2', '7/2', '8/5'] -> (((7/2 - (2/7 * 7/2)) / 1/6) * 8/5)
[822381] ['1/6', '2/7', '7/2', '7/2', '8/9'] -> ((((2/7 * 7/2) + 7/2) / 1/6) * 8/9)
[822383] ['1/6', '2/7', '7/2', '7/2', '9/4'] -> ((((7/2 - 1/6) - 2/7) * 7/2) * 9/4)
[822386] ['1/6', '2/7', '7/2', '7/2', '9/8'] -> ((((2/7 * 7/2) + 7/2) / 1/6) / 9/8)
[822387] ['1/6', '2/7', '7/2', '7/3', '7/3'] -> (((7/2 / 1/6) + (2/7 * 7/3)) + 7/3)
[822391] ['1/6', '2/7', '7/2', '7/3', '7/8'] -> ((((1/6 + 7/2) + 7/3) / 2/7) / 7/8)
[822394] ['1/6', '2/7', '7/2', '7/3', '8/5'] -> (((2/7 * 7/2) + (7/3 / 1/6)) * 8/5)
[822395] ['1/6', '2/7', '7/2', '7/3', '8/7'] -> ((((1/6 + 7/2) + 7/3) / 2/7) * 8/7)
[822397] ['1/6', '2/7', '7/2', '7/3', '9/2'] -> ((2/7 * ((7/2 / 1/6) - 7/3)) * 9/2)
[822398] ['1/6', '2/7', '7/2', '7/3', '9/4'] -> (((7/2 / 2/7) + (7/3 / 1/6)) - 9/4)
[822407] ['1/6', '2/7', '7/2', '7/4', '8/3'] -> (((2/7 * (7/2 + 7/4)) / 1/6) * 8/3)
[822411] ['1/6', '2/7', '7/2', '7/4', '9/2'] -> ((((7/2 - 1/6) - 2/7) * 7/4) * 9/2)
[822412] ['1/6', '2/7', '7/2', '7/4', '9/4'] -> (((1/6 + (7/2 / 2/7)) - 7/4) * 9/4)
[822417] ['1/6', '2/7', '7/2', '7/5', '7/6'] -> (((7/2 / (2/7 - 1/6)) - 7/5) / 7/6)
[822423] ['1/6', '2/7', '7/2', '7/5', '8/9'] -> ((((7/2 - 2/7) * 7/5) / 1/6) * 8/9)
[822428] ['1/6', '2/7', '7/2', '7/5', '9/8'] -> ((((7/2 - 2/7) * 7/5) / 1/6) / 9/8)
[822429] ['1/6', '2/7', '7/2', '7/6', '7/6'] -> ((7/2 + ((7/6 / 1/6) / 2/7)) / 7/6)
[822432] ['1/6', '2/7', '7/2', '7/6', '8/3'] -> (8/3 / ((1/6 * 2/7) * (7/2 - 7/6)))
[822437] ['1/6', '2/7', '7/2', '7/6', '9/4'] -> ((1/6 + ((7/2 / 2/7) / 7/6)) * 9/4)
[822449] ['1/6', '2/7', '7/2', '7/8', '9/5'] -> ((((7/2 - 1/6) / 2/7) / 7/8) * 9/5)
[822456] ['1/6', '2/7', '7/2', '7/9', '8/9'] -> (8/9 / (1/6 * ((2/7 * 7/2) - 7/9)))
[822458] ['1/6', '2/7', '7/2', '7/9', '9/4'] -> ((((2/7 * 7/2) + 7/9) / 1/6) * 9/4)
[822460] ['1/6', '2/7', '7/2', '7/9', '9/7'] -> ((((7/2 / 7/9) - 2/7) / 1/6) - 9/7)
[822462] ['1/6', '2/7', '7/2', '8/3', '8/3'] -> ((((7/2 - 1/6) / 2/7) - 8/3) * 8/3)
[822463] ['1/6', '2/7', '7/2', '8/3', '8/5'] -> (((8/3 / 1/6) - (2/7 * 7/2)) * 8/5)
[822464] ['1/6', '2/7', '7/2', '8/3', '8/7'] -> ((((7/2 + 8/3) - 1/6) / 2/7) * 8/7)
[822467] ['1/6', '2/7', '7/2', '8/3', '9/4'] -> ((1/6 + ((7/2 + 8/3) / 2/7)) + 9/4)
[822471] ['1/6', '2/7', '7/2', '8/5', '8/5'] -> (8/5 / (7/2 * (2/7 - (1/6 * 8/5))))
[822483] ['1/6', '2/7', '7/2', '8/7', '9/5'] -> ((((7/2 - 1/6) * 8/7) / 2/7) * 9/5)
[822492] ['1/6', '2/7', '7/2', '9/2', '9/2'] -> ((((2/7 * 7/2) + 9/2) - 1/6) * 9/2)
[822493] ['1/6', '2/7', '7/2', '9/2', '9/4'] -> ((7/2 * ((2/7 / 1/6) + 9/2)) + 9/4)
[822504] ['1/6', '2/7', '7/2', '9/7', '9/7'] -> ((((7/2 * 9/7) - 2/7) / 1/6) - 9/7)
[822505] ['1/6', '2/7', '7/2', '9/7', '9/8'] -> ((((7/2 + 9/7) - 2/7) / 1/6) / 9/8)
[822507] ['1/6', '2/7', '7/3', '7/3', '7/3'] -> (((7/3 + 7/3) - (2/7 * 7/3)) / 1/6)
[822511] ['1/6', '2/7', '7/3', '7/3', '7/8'] -> ((((7/3 / 1/6) / 2/7) / 7/3) / 7/8)
[822519] ['1/6', '2/7', '7/3', '7/3', '9/5'] -> (((7/3 / 1/6) - (2/7 * 7/3)) * 9/5)
[822520] ['1/6', '2/7', '7/3', '7/3', '9/7'] -> ((((7/3 / 2/7) - 1/6) * 7/3) * 9/7)
[822527] ['1/6', '2/7', '7/3', '7/4', '8/3'] -> (8/3 / ((2/7 * 7/4) - (1/6 * 7/3)))
[822529] ['1/6', '2/7', '7/3', '7/4', '8/7'] -> (8/7 / (((2/7 * 7/4) / 7/3) - 1/6))
[822531] ['1/6', '2/7', '7/3', '7/4', '9/2'] -> ((7/3 + ((2/7 * 7/4) / 1/6)) * 9/2)
[822541] ['1/6', '2/7', '7/3', '7/5', '8/5'] -> (8/5 / (((2/7 * 7/5) / 1/6) - 7/3))
[822552] ['1/6', '2/7', '7/3', '7/6', '8/3'] -> (8/3 / (7/6 - ((1/6 + 2/7) * 7/3)))
[822559] ['1/6', '2/7', '7/3', '7/6', '9/7'] -> ((((2/7 + 7/3) + 7/6) / 1/6) + 9/7)
[822567] ['1/6', '2/7', '7/3', '7/8', '9/2'] -> (9/2 / ((2/7 - (1/6 / 7/3)) * 7/8))
[822573] ['1/6', '2/7', '7/3', '7/9', '8/3'] -> (8/3 / (2/7 * (7/9 - (1/6 * 7/3))))
[822575] ['1/6', '2/7', '7/3', '7/9', '8/7'] -> (8/7 / (2/7 * ((7/9 / 7/3) - 1/6)))
[822584] ['1/6', '2/7', '7/3', '8/3', '8/7'] -> (8/7 / (2/7 * ((8/3 - 1/6) - 7/3)))
[822591] ['1/6', '2/7', '7/3', '8/5', '8/5'] -> (8/5 / (1/6 * ((8/5 / 7/3) - 2/7)))
[822596] ['1/6', '2/7', '7/3', '8/5', '9/5'] -> (((1/6 + (7/3 / 2/7)) * 8/5) * 9/5)
[822601] ['1/6', '2/7', '7/3', '8/7', '9/2'] -> ((8/7 / (2/7 - (1/6 / 7/3))) * 9/2)
[822606] ['1/6', '2/7', '7/3', '8/9', '8/9'] -> (8/9 / (1/6 * (8/9 - (2/7 * 7/3))))
[822612] ['1/6', '2/7', '7/3', '9/2', '9/2'] -> (((1/6 + (2/7 * 7/3)) + 9/2) * 9/2)
[822619] ['1/6', '2/7', '7/3', '9/4', '9/7'] -> ((((7/3 / 1/6) - 2/7) * 9/4) / 9/7)
[822624] ['1/6', '2/7', '7/3', '9/7', '9/7'] -> ((7/3 * (2/7 + (9/7 / 1/6))) * 9/7)
[822627] ['1/6', '2/7', '7/4', '7/4', '7/4'] -> ((((2/7 * 7/4) + 7/4) + 7/4) / 1/6)
[822630] ['1/6', '2/7', '7/4', '7/4', '7/8'] -> ((((7/4 / 1/6) / 2/7) / 7/4) / 7/8)
[822637] ['1/6', '2/7', '7/4', '7/4', '9/4'] -> ((((7/4 / 2/7) - 7/4) / 1/6) - 9/4)
[822639] ['1/6', '2/7', '7/4', '7/4', '9/7'] -> ((((2/7 + 7/4) + 7/4) / 1/6) + 9/7)
[822650] ['1/6', '2/7', '7/4', '7/5', '9/4'] -> ((((7/4 / 1/6) / 2/7) / 7/5) - 9/4)
[822657] ['1/6', '2/7', '7/4', '7/6', '8/3'] -> (8/3 / (1/6 * (7/6 - (2/7 * 7/4))))
[822662] ['1/6', '2/7', '7/4', '7/6', '9/4'] -> ((7/4 + ((7/6 / 1/6) / 2/7)) - 9/4)
[822666] ['1/6', '2/7', '7/4', '7/8', '7/8'] -> ((7/4 / ((2/7 * 7/8) - 1/6)) / 7/8)
[822668] ['1/6', '2/7', '7/4', '7/8', '8/3'] -> (((7/4 - (2/7 * 7/8)) / 1/6) * 8/3)
[822687] ['1/6', '2/7', '7/4', '8/3', '8/3'] -> (((8/3 - (1/6 / 7/4)) / 2/7) * 8/3)
[822691] ['1/6', '2/7', '7/4', '8/3', '9/2'] -> ((1/6 + (7/4 * (2/7 + 8/3))) * 9/2)
[822709] ['1/6', '2/7', '7/4', '8/7', '9/7'] -> (9/7 / (1/6 * ((7/4 - 2/7) - 8/7)))
[822713] ['1/6', '2/7', '7/4', '8/9', '9/4'] -> ((((8/9 / 1/6) / 2/7) / 7/4) * 9/4)
[822718] ['1/6', '2/7', '7/4', '9/2', '9/4'] -> (((7/4 / 1/6) + (9/2 / 2/7)) - 9/4)
[822725] ['1/6', '2/7', '7/4', '9/4', '9/8'] -> ((((9/4 / 1/6) / 2/7) / 7/4) / 9/8)
[822733] ['1/6', '2/7', '7/5', '7/5', '7/6'] -> ((((7/5 / 1/6) / 2/7) - 7/5) / 7/6)
[822769] ['1/6', '2/7', '7/5', '7/9', '8/3'] -> (8/3 / (2/7 * ((7/9 / 7/5) - 1/6)))
[822770] ['1/6', '2/7', '7/5', '7/9', '8/5'] -> (8/5 / (7/5 - ((2/7 * 7/9) / 1/6)))
[822780] ['1/6', '2/7', '7/5', '8/3', '8/7'] -> (((8/3 / (2/7 - 1/6)) - 7/5) * 8/7)
[822791] ['1/6', '2/7', '7/5', '8/5', '9/4'] -> ((1/6 + ((7/5 + 8/5) / 2/7)) * 9/4)
[822805] ['1/6', '2/7', '7/5', '8/9', '9/5'] -> ((((8/9 / 1/6) / 2/7) / 7/5) * 9/5)
[822809] ['1/6', '2/7', '7/5', '9/2', '9/4'] -> ((((9/2 / 7/5) - 1/6) / 2/7) * 9/4)
[822819] ['1/6', '2/7', '7/5', '9/5', '9/8'] -> ((((9/5 / 1/6) / 2/7) / 7/5) / 9/8)
[822824] ['1/6', '2/7', '7/6', '7/6', '7/8'] -> ((((7/6 / 1/6) / 2/7) / 7/6) / 7/8)
[822837] ['1/6', '2/7', '7/6', '7/8', '8/3'] -> (8/3 / (7/6 * (2/7 - (1/6 / 7/8))))
[822839] ['1/6', '2/7', '7/6', '7/8', '8/7'] -> (8/7 / (((2/7 * 7/8) / 7/6) - 1/6))
[822847] ['1/6', '2/7', '7/6', '7/9', '8/3'] -> (8/3 / ((2/7 - (1/6 / 7/6)) * 7/9))
[822849] ['1/6', '2/7', '7/6', '7/9', '8/7'] -> ((7/6 / ((2/7 * 7/9) - 1/6)) * 8/7)
[822856] ['1/6', '2/7', '7/6', '8/3', '8/3'] -> (8/3 / ((1/6 * 8/3) - (2/7 * 7/6)))
[822861] ['1/6', '2/7', '7/6', '8/3', '9/4'] -> (((1/6 + 7/6) + (8/3 / 2/7)) * 9/4)
[822865] ['1/6', '2/7', '7/6', '8/5', '8/5'] -> (8/5 / ((2/7 * 7/6) - (1/6 * 8/5)))
[822873] ['1/6', '2/7', '7/6', '8/7', '8/7'] -> (8/7 / (((2/7 / 7/6) / 8/7) - 1/6))
[822881] ['1/6', '2/7', '7/6', '8/9', '9/2'] -> ((8/9 / ((2/7 * 7/6) - 1/6)) * 9/2)
[822888] ['1/6', '2/7', '7/6', '9/2', '9/5'] -> ((((9/2 / 2/7) / 7/6) - 1/6) * 9/5)
[822890] ['1/6', '2/7', '7/6', '9/2', '9/8'] -> ((9/2 / ((2/7 * 7/6) - 1/6)) / 9/8)
[822901] ['1/6', '2/7', '7/8', '7/8', '7/8'] -> ((((7/8 / 1/6) / 2/7) / 7/8) / 7/8)
[822907] ['1/6', '2/7', '7/8', '7/8', '9/2'] -> ((9/2 / 1/6) / ((2/7 * 7/8) + 7/8))
[822912] ['1/6', '2/7', '7/8', '7/9', '7/9'] -> (7/9 / (((1/6 * 2/7) * 7/8) * 7/9))
[822913] ['1/6', '2/7', '7/8', '7/9', '8/3'] -> (8/3 / (7/9 - ((1/6 / 2/7) / 7/8)))
[822920] ['1/6', '2/7', '7/8', '7/9', '9/7'] -> (9/7 / (((1/6 * 2/7) * 7/8) / 7/9))
[822922] ['1/6', '2/7', '7/8', '8/3', '8/3'] -> (8/3 / (((1/6 * 2/7) * 7/8) * 8/3))
[822929] ['1/6', '2/7', '7/8', '8/3', '9/7'] -> (9/7 / ((1/6 + (2/7 * 8/3)) - 7/8))
[822931] ['1/6', '2/7', '7/8', '8/5', '8/5'] -> (8/5 / (((1/6 * 2/7) * 7/8) * 8/5))
[822941] ['1/6', '2/7', '7/8', '8/7', '9/2'] -> (9/2 / (1/6 * (7/8 + (2/7 / 8/7))))
[822946] ['1/6', '2/7', '7/8', '8/9', '8/9'] -> (8/9 / (((1/6 * 2/7) * 7/8) * 8/9))
[822948] ['1/6', '2/7', '7/8', '8/9', '9/4'] -> ((8/9 / ((2/7 * 7/8) - 1/6)) * 9/4)
[822951] ['1/6', '2/7', '7/8', '8/9', '9/8'] -> (9/8 / (((1/6 * 2/7) * 7/8) / 8/9))
[822952] ['1/6', '2/7', '7/8', '9/2', '9/2'] -> ((((9/2 / 1/6) / 2/7) / 7/8) / 9/2)
[822954] ['1/6', '2/7', '7/8', '9/2', '9/5'] -> (((9/2 / (2/7 - 1/6)) / 7/8) / 9/5)
[822955] ['1/6', '2/7', '7/8', '9/2', '9/7'] -> (9/7 / ((2/7 * 7/8) / (1/6 + 9/2)))
[822956] ['1/6', '2/7', '7/8', '9/2', '9/8'] -> (((2/7 + 9/2) / (1/6 / 7/8)) - 9/8)
[822960] ['1/6', '2/7', '7/8', '9/4', '9/8'] -> ((9/4 / ((2/7 * 7/8) - 1/6)) / 9/8)
[822964] ['1/6', '2/7', '7/8', '9/7', '9/7'] -> ((((9/7 / 1/6) / 2/7) / 7/8) / 9/7)
[822977] ['1/6', '2/7', '7/9', '8/3', '8/3'] -> (8/3 / ((1/6 + 8/3) - (7/9 / 2/7)))
[822979] ['1/6', '2/7', '7/9', '8/3', '8/7'] -> (8/7 / ((7/9 - (1/6 * 8/3)) - 2/7))
[822981] ['1/6', '2/7', '7/9', '8/3', '9/2'] -> ((8/3 / (2/7 + (1/6 / 7/9))) * 9/2)
[822991] ['1/6', '2/7', '7/9', '8/5', '9/5'] -> ((((8/5 / 1/6) / 2/7) / 7/9) / 9/5)
[823008] ['1/6', '2/7', '7/9', '9/2', '9/4'] -> (((9/2 - (7/9 / 2/7)) / 1/6) * 9/4)
[823010] ['1/6', '2/7', '7/9', '9/2', '9/7'] -> (((2/7 + (7/9 * 9/2)) / 1/6) + 9/7)
[823022] ['1/6', '2/7', '8/3', '8/3', '8/3'] -> ((((8/3 / 2/7) - 8/3) - 8/3) / 1/6)
[823026] ['1/6', '2/7', '8/3', '8/3', '9/2'] -> (((8/3 / 1/6) + 8/3) * (2/7 * 9/2))
[823039] ['1/6', '2/7', '8/3', '8/7', '8/7'] -> (((2/7 + 8/7) / (1/6 / 8/3)) + 8/7)
[823041] ['1/6', '2/7', '8/3', '8/7', '9/2'] -> (9/2 / ((2/7 / 8/7) - (1/6 / 8/3)))
[823044] ['1/6', '2/7', '8/3', '8/7', '9/7'] -> (9/7 / ((1/6 * (8/7 - 2/7)) / 8/3))
[823048] ['1/6', '2/7', '8/3', '8/9', '9/4'] -> ((1/6 + ((8/3 / 2/7) / 8/9)) * 9/4)
[823070] ['1/6', '2/7', '8/5', '8/5', '9/2'] -> (((8/5 / 2/7) - (1/6 * 8/5)) * 9/2)
[823072] ['1/6', '2/7', '8/5', '8/5', '9/5'] -> ((((8/5 / 2/7) + 8/5) / 1/6) / 9/5)
[823091] ['1/6', '2/7', '8/5', '9/2', '9/7'] -> (9/7 / (((2/7 / 8/5) - 1/6) * 9/2))
[823105] ['1/6', '2/7', '8/7', '8/7', '9/2'] -> (((8/7 / 2/7) + 8/7) * (1/6 + 9/2))
[823108] ['1/6', '2/7', '8/7', '8/7', '9/7'] -> ((((8/7 / 2/7) + 8/7) / 1/6) / 9/7)
[823112] ['1/6', '2/7', '8/7', '8/9', '9/4'] -> ((8/9 / ((2/7 / 8/7) - 1/6)) * 9/4)
[823114] ['1/6', '2/7', '8/7', '8/9', '9/7'] -> (9/7 / (1/6 / ((8/7 / 2/7) - 8/9)))
[823118] ['1/6', '2/7', '8/7', '9/2', '9/5'] -> (((8/7 * 9/2) / (2/7 - 1/6)) / 9/5)
[823119] ['1/6', '2/7', '8/7', '9/2', '9/7'] -> (9/7 / ((2/7 / (1/6 + 9/2)) / 8/7))
[823120] ['1/6', '2/7', '8/7', '9/2', '9/8'] -> ((((2/7 + 9/2) / 1/6) / 8/7) - 9/8)
[823124] ['1/6', '2/7', '8/7', '9/4', '9/8'] -> ((9/4 / ((2/7 / 8/7) - 1/6)) / 9/8)
[823134] ['1/6', '2/7', '8/9', '8/9', '9/5'] -> ((((8/9 / 2/7) - 8/9) / 1/6) * 9/5)
[823144] ['1/6', '2/7', '8/9', '9/4', '9/7'] -> (9/7 / ((1/6 * 9/4) - (2/7 / 8/9)))
[823153] ['1/6', '2/7', '9/2', '9/2', '9/4'] -> ((((9/2 - 1/6) / 2/7) - 9/2) * 9/4)
[823156] ['1/6', '2/7', '9/2', '9/2', '9/8'] -> ((((1/6 / 2/7) + 9/2) * 9/2) + 9/8)
[823158] ['1/6', '2/7', '9/2', '9/4', '9/5'] -> ((((9/2 / 2/7) - 1/6) - 9/4) * 9/5)
[823159] ['1/6', '2/7', '9/2', '9/4', '9/7'] -> (((9/2 + (2/7 * 9/4)) / 1/6) / 9/7)
[823164] ['1/6', '2/7', '9/2', '9/7', '9/7'] -> (((2/7 + (9/2 / 9/7)) / 1/6) + 9/7)
[823169] ['1/6', '2/7', '9/4', '9/4', '9/7'] -> ((((9/4 + 9/4) - 2/7) / 1/6) - 9/7)
[823179] ['1/6', '2/7', '9/5', '9/5', '9/8'] -> ((((9/5 / 2/7) - 9/5) / 1/6) / 9/8)
[823194] ['1/6', '2/9', '2/9', '2/9', '4/5'] -> ((2/9 / ((2/9 / 4/5) - 2/9)) / 1/6)
[823196] ['1/6', '2/9', '2/9', '2/9', '4/9'] -> ((((2/9 + 2/9) + 4/9) / 1/6) / 2/9)
