[194261] ['1/2', '5/2', '8/7', '9/4', '9/4'] -> (9/4 / (5/2 - ((1/2 + 9/4) / 8/7)))
[195700] ['1/2', '5/3', '5/9', '7/5', '8/3'] -> (8/3 / (5/3 - ((5/9 * 7/5) / 1/2)))
[195715] ['1/2', '5/3', '5/9', '7/6', '8/9'] -> (8/9 / (((1/2 + 5/3) * 5/9) - 7/6))
[195716] ['1/2', '5/3', '5/9', '7/6', '9/2'] -> (((5/3 / 5/9) + (7/6 / 1/2)) * 9/2)
[195722] ['1/2', '5/3', '5/9', '7/8', '7/9'] -> (7/9 / ((5/3 * (7/8 - 5/9)) - 1/2))
[195728] ['1/2', '5/3', '5/9', '7/8', '9/4'] -> (((5/3 * 7/8) / (5/9 - 1/2)) - 9/4)
[195729] ['1/2', '5/3', '5/9', '7/8', '9/5'] -> ((5/9 / (7/8 - (1/2 * 5/3))) * 9/5)
[195734] ['1/2', '5/3', '5/9', '7/9', '8/5'] -> (((5/3 / (7/9 - 5/9)) / 1/2) * 8/5)
[195762] ['1/2', '5/3', '5/9', '8/7', '9/4'] -> (((5/3 / (5/9 - 1/2)) / 8/7) - 9/4)
[195769] ['1/2', '5/3', '5/9', '8/9', '9/5'] -> ((5/3 / ((5/9 / 8/9) - 1/2)) * 9/5)
[195772] ['1/2', '5/3', '5/9', '9/2', '9/2'] -> (((1/2 + (5/9 / 5/3)) + 9/2) * 9/2)
[195773] ['1/2', '5/3', '5/9', '9/2', '9/4'] -> ((5/3 + ((1/2 + 9/2) / 5/9)) * 9/4)
[195774] ['1/2', '5/3', '5/9', '9/2', '9/5'] -> ((((5/3 + 9/2) / 1/2) / 5/9) + 9/5)
[195778] ['1/2', '5/3', '5/9', '9/4', '9/5'] -> (((5/3 / (5/9 - 1/2)) / 9/4) * 9/5)
[195787] ['1/2', '5/3', '6/5', '6/5', '6/5'] -> (6/5 / ((5/3 - (1/2 / 6/5)) - 6/5))
[195791] ['1/2', '5/3', '6/5', '6/5', '7/4'] -> (((6/5 / 1/2) / 6/5) / (7/4 - 5/3))
[195794] ['1/2', '5/3', '6/5', '6/5', '7/8'] -> ((6/5 / 6/5) / (7/8 - (1/2 * 5/3)))
[195798] ['1/2', '5/3', '6/5', '6/5', '8/7'] -> (8/7 / ((6/5 / (6/5 - 1/2)) - 5/3))
[195800] ['1/2', '5/3', '6/5', '6/5', '9/2'] -> (((5/3 + (6/5 / 6/5)) / 1/2) * 9/2)
[195804] ['1/2', '5/3', '6/5', '6/5', '9/8'] -> ((6/5 / 6/5) / ((5/3 - 1/2) - 9/8))
[195829] ['1/2', '5/3', '6/5', '7/2', '8/3'] -> (((5/3 * 6/5) + (7/2 / 1/2)) * 8/3)
[195830] ['1/2', '5/3', '6/5', '7/2', '8/5'] -> (((7/2 / (5/3 - 6/5)) / 1/2) * 8/5)
[195844] ['1/2', '5/3', '6/5', '7/3', '8/3'] -> (8/3 / (5/3 * ((6/5 / 1/2) - 7/3)))
[195845] ['1/2', '5/3', '6/5', '7/3', '8/5'] -> (8/5 / ((7/3 - (1/2 * 6/5)) - 5/3))
[195846] ['1/2', '5/3', '6/5', '7/3', '8/7'] -> (8/7 / ((5/3 / (6/5 - 1/2)) - 7/3))
[195859] ['1/2', '5/3', '6/5', '7/4', '8/5'] -> (8/5 / ((1/2 + 5/3) - (6/5 * 7/4)))
[195864] ['1/2', '5/3', '6/5', '7/4', '9/5'] -> (9/5 / (1/2 * (6/5 - (7/4 / 5/3))))
[195871] ['1/2', '5/3', '6/5', '7/5', '8/3'] -> (((6/5 / (5/3 - 7/5)) / 1/2) * 8/3)
[195873] ['1/2', '5/3', '6/5', '7/5', '8/7'] -> (8/7 / (((6/5 / 1/2) / 7/5) - 5/3))
[195889] ['1/2', '5/3', '6/5', '7/6', '9/5'] -> (((1/2 / (6/5 - 7/6)) - 5/3) * 9/5)
[195898] ['1/2', '5/3', '6/5', '7/8', '9/2'] -> (((5/3 * 6/5) / (7/8 - 1/2)) * 9/2)
[195899] ['1/2', '5/3', '6/5', '7/8', '9/4'] -> ((7/8 / ((1/2 + 6/5) - 5/3)) - 9/4)
[195900] ['1/2', '5/3', '6/5', '7/8', '9/5'] -> (9/5 / ((1/2 * 6/5) - (7/8 / 5/3)))
[195905] ['1/2', '5/3', '6/5', '7/9', '8/5'] -> (8/5 / (6/5 * ((1/2 * 5/3) - 7/9)))
[195913] ['1/2', '5/3', '6/5', '8/3', '8/3'] -> (8/3 / (((5/3 / 1/2) / 6/5) - 8/3))
[195918] ['1/2', '5/3', '6/5', '8/3', '9/4'] -> ((((5/3 * 6/5) * 8/3) / 1/2) * 9/4)
[195919] ['1/2', '5/3', '6/5', '8/3', '9/5'] -> (9/5 / ((6/5 - (5/3 / 8/3)) - 1/2))
[195925] ['1/2', '5/3', '6/5', '8/5', '9/2'] -> ((((5/3 + 8/5) / 1/2) - 6/5) * 9/2)
[195930] ['1/2', '5/3', '6/5', '8/7', '8/7'] -> (8/7 / ((1/2 * 5/3) * (6/5 - 8/7)))
[195961] ['1/2', '5/3', '6/7', '6/7', '7/4'] -> (((6/7 / 1/2) / 6/7) / (7/4 - 5/3))
[195964] ['1/2', '5/3', '6/7', '6/7', '7/8'] -> ((6/7 / 6/7) / (7/8 - (1/2 * 5/3)))
[195970] ['1/2', '5/3', '6/7', '6/7', '9/2'] -> (((5/3 + (6/7 / 6/7)) / 1/2) * 9/2)
[195974] ['1/2', '5/3', '6/7', '6/7', '9/8'] -> ((6/7 / 6/7) / ((5/3 - 1/2) - 9/8))
[195976] ['1/2', '5/3', '6/7', '7/2', '7/3'] -> ((6/7 / ((1/2 * 7/2) - 5/3)) * 7/3)
[195984] ['1/2', '5/3', '6/7', '7/2', '8/7'] -> (8/7 / ((5/3 / 7/2) - (1/2 * 6/7)))
[196001] ['1/2', '5/3', '6/7', '7/3', '9/2'] -> (((5/3 / 1/2) + (6/7 * 7/3)) * 9/2)
[196008] ['1/2', '5/3', '6/7', '7/4', '7/6'] -> (((6/7 / (7/4 - 5/3)) / 1/2) * 7/6)
[196013] ['1/2', '5/3', '6/7', '7/4', '8/7'] -> (8/7 / (1/2 * ((5/3 / 7/4) - 6/7)))
[196015] ['1/2', '5/3', '6/7', '7/4', '9/2'] -> (9/2 / (1/2 * ((7/4 / 6/7) - 5/3)))
[196040] ['1/2', '5/3', '6/7', '7/6', '9/2'] -> (((5/3 + (6/7 * 7/6)) / 1/2) * 9/2)
[196054] ['1/2', '5/3', '6/7', '7/8', '9/7'] -> (9/7 / (((5/3 * 6/7) - 1/2) - 7/8))
[196059] ['1/2', '5/3', '6/7', '7/9', '8/7'] -> (8/7 / (6/7 * ((1/2 * 5/3) - 7/9)))
[196060] ['1/2', '5/3', '6/7', '7/9', '8/9'] -> (8/9 / (((6/7 / 1/2) - 5/3) * 7/9))
[196066] ['1/2', '5/3', '6/7', '8/3', '8/3'] -> (8/3 / (5/3 - ((1/2 * 8/3) / 6/7)))
[196092] ['1/2', '5/3', '6/7', '8/9', '9/4'] -> (((1/2 * 5/3) / (8/9 - 6/7)) - 9/4)
[196094] ['1/2', '5/3', '6/7', '8/9', '9/7'] -> (9/7 / (((6/7 / 1/2) - 5/3) / 8/9))
[196099] ['1/2', '5/3', '6/7', '9/2', '9/7'] -> ((((5/3 + 6/7) * 9/2) / 1/2) + 9/7)
[196103] ['1/2', '5/3', '6/7', '9/4', '9/7'] -> (9/7 / ((6/7 - (1/2 * 5/3)) * 9/4))
[196109] ['1/2', '5/3', '6/7', '9/7', '9/8'] -> ((9/7 / ((6/7 / 1/2) - 5/3)) / 9/8)
[196112] ['1/2', '5/3', '7/2', '7/2', '7/3'] -> ((1/2 + 7/2) / (5/3 - (7/2 / 7/3)))
[196115] ['1/2', '5/3', '7/2', '7/2', '7/6'] -> ((((7/2 * 7/2) / 1/2) - 5/3) + 7/6)
[196120] ['1/2', '5/3', '7/2', '7/2', '8/7'] -> ((7/2 * 8/7) / (7/2 - (5/3 / 1/2)))
[196121] ['1/2', '5/3', '7/2', '7/2', '8/9'] -> (((5/3 * 7/2) + 7/2) / (8/9 - 1/2))
[196127] ['1/2', '5/3', '7/2', '7/3', '7/3'] -> ((5/3 + 7/3) / ((7/3 / 7/2) - 1/2))
[196128] ['1/2', '5/3', '7/2', '7/3', '7/4'] -> ((1/2 + (7/2 / 7/3)) / (7/4 - 5/3))
[196131] ['1/2', '5/3', '7/2', '7/3', '7/8'] -> ((7/2 / ((7/3 - 1/2) - 5/3)) / 7/8)
[196139] ['1/2', '5/3', '7/2', '7/3', '9/5'] -> ((5/3 + ((7/2 + 7/3) / 1/2)) * 9/5)
[196147] ['1/2', '5/3', '7/2', '7/4', '8/3'] -> (8/3 / (5/3 - (7/2 / (1/2 + 7/4))))
[196164] ['1/2', '5/3', '7/2', '7/5', '9/2'] -> (((5/3 * 7/5) - (1/2 - 7/2)) * 9/2)
[196165] ['1/2', '5/3', '7/2', '7/5', '9/4'] -> (((7/2 / (5/3 - 7/5)) / 1/2) - 9/4)
[196174] ['1/2', '5/3', '7/2', '7/6', '8/7'] -> (8/7 / ((5/3 / 7/2) - (1/2 / 7/6)))
[196187] ['1/2', '5/3', '7/2', '7/8', '9/2'] -> ((((5/3 + 7/2) - 1/2) / 7/8) * 9/2)
[196189] ['1/2', '5/3', '7/2', '7/8', '9/5'] -> ((((5/3 * 7/2) / 1/2) / 7/8) * 9/5)
[196193] ['1/2', '5/3', '7/2', '7/9', '8/3'] -> ((7/2 / ((5/3 - 1/2) - 7/9)) * 8/3)
[196194] ['1/2', '5/3', '7/2', '7/9', '8/5'] -> ((((5/3 * 7/2) / 1/2) / 7/9) * 8/5)
[196195] ['1/2', '5/3', '7/2', '7/9', '8/7'] -> (((5/3 * 7/2) / (7/9 - 1/2)) * 8/7)
[196197] ['1/2', '5/3', '7/2', '7/9', '9/2'] -> (((1/2 * 5/3) + (7/2 / 7/9)) * 9/2)
[196198] ['1/2', '5/3', '7/2', '7/9', '9/4'] -> ((5/3 + ((7/2 / 1/2) / 7/9)) * 9/4)
[196203] ['1/2', '5/3', '7/2', '8/3', '8/5'] -> (8/5 / ((8/3 - (7/2 / 5/3)) - 1/2))
[196204] ['1/2', '5/3', '7/2', '8/3', '8/7'] -> ((7/2 * ((5/3 / 1/2) + 8/3)) * 8/7)
[196205] ['1/2', '5/3', '7/2', '8/3', '8/9'] -> (((5/3 + (7/2 / 1/2)) * 8/3) + 8/9)
[196207] ['1/2', '5/3', '7/2', '8/3', '9/4'] -> ((((7/2 + 8/3) / 1/2) - 5/3) * 9/4)
[196208] ['1/2', '5/3', '7/2', '8/3', '9/5'] -> (((5/3 * (7/2 - 1/2)) * 8/3) * 9/5)
[196217] ['1/2', '5/3', '7/2', '8/5', '9/7'] -> (9/7 / (((1/2 / 5/3) / 7/2) / 8/5))
[196221] ['1/2', '5/3', '7/2', '8/7', '9/2'] -> ((((5/3 + 7/2) - 1/2) * 8/7) * 9/2)
[196223] ['1/2', '5/3', '7/2', '8/7', '9/5'] -> ((((5/3 * 7/2) * 8/7) / 1/2) * 9/5)
[196227] ['1/2', '5/3', '7/2', '8/9', '9/2'] -> ((8/9 / (7/2 - (5/3 / 1/2))) * 9/2)
[196233] ['1/2', '5/3', '7/2', '9/2', '9/4'] -> ((9/2 / ((1/2 * 7/2) - 5/3)) / 9/4)
[196235] ['1/2', '5/3', '7/2', '9/2', '9/7'] -> ((7/2 * ((1/2 * 5/3) + 9/2)) * 9/7)
[196239] ['1/2', '5/3', '7/2', '9/4', '9/7'] -> (9/7 / ((1/2 - (5/3 / 7/2)) * 9/4))
[196240] ['1/2', '5/3', '7/2', '9/4', '9/8'] -> ((9/4 / ((1/2 * 7/2) - 5/3)) / 9/8)
[196248] ['1/2', '5/3', '7/3', '7/3', '7/4'] -> (((7/3 / 1/2) / 7/3) / (7/4 - 5/3))
[196251] ['1/2', '5/3', '7/3', '7/3', '7/8'] -> ((7/3 / 7/3) / (7/8 - (1/2 * 5/3)))
[196256] ['1/2', '5/3', '7/3', '7/3', '8/9'] -> (((5/3 + 7/3) * 7/3) / (8/9 - 1/2))
[196260] ['1/2', '5/3', '7/3', '7/3', '9/7'] -> ((((5/3 + 7/3) * 7/3) / 1/2) * 9/7)
[196261] ['1/2', '5/3', '7/3', '7/3', '9/8'] -> ((7/3 / 7/3) / ((5/3 - 1/2) - 9/8))
[196267] ['1/2', '5/3', '7/3', '7/4', '8/3'] -> (((5/3 + 7/3) * (1/2 + 7/4)) * 8/3)
[196269] ['1/2', '5/3', '7/3', '7/4', '8/7'] -> (8/7 / (5/3 - ((1/2 + 7/3) / 7/4)))
[196282] ['1/2', '5/3', '7/3', '7/5', '8/7'] -> (8/7 / (((5/3 / 1/2) / 7/5) - 7/3))
[196287] ['1/2', '5/3', '7/3', '7/5', '9/7'] -> (9/7 / (1/2 - (5/3 / (7/3 + 7/5))))
[196294] ['1/2', '5/3', '7/3', '7/6', '8/7'] -> (8/7 / ((1/2 + (5/3 / 7/3)) - 7/6))
[196308] ['1/2', '5/3', '7/3', '7/8', '9/4'] -> (((5/3 + 7/3) / (7/8 - 1/2)) * 9/4)
[196310] ['1/2', '5/3', '7/3', '7/8', '9/7'] -> (9/7 / (((1/2 + 5/3) / 7/3) - 7/8))
[196313] ['1/2', '5/3', '7/3', '7/9', '8/3'] -> (8/3 / (5/3 - (1/2 * (7/3 + 7/9))))
[196315] ['1/2', '5/3', '7/3', '7/9', '8/7'] -> ((7/3 / (5/3 - (7/9 / 1/2))) * 8/7)
[196323] ['1/2', '5/3', '7/3', '8/3', '8/5'] -> (8/5 / ((7/3 / 5/3) - (1/2 * 8/3)))
[196325] ['1/2', '5/3', '7/3', '8/3', '8/9'] -> ((((5/3 + 7/3) * 8/3) / 1/2) / 8/9)
[196327] ['1/2', '5/3', '7/3', '8/3', '9/4'] -> ((((5/3 + 7/3) / 1/2) + 8/3) * 9/4)
[196328] ['1/2', '5/3', '7/3', '8/3', '9/5'] -> ((((5/3 + 7/3) + 8/3) / 1/2) * 9/5)
[196329] ['1/2', '5/3', '7/3', '8/3', '9/7'] -> ((7/3 / ((5/3 / 8/3) - 1/2)) * 9/7)
[196330] ['1/2', '5/3', '7/3', '8/3', '9/8'] -> (9/8 / ((1/2 / (5/3 + 7/3)) / 8/3))
[196337] ['1/2', '5/3', '7/3', '8/5', '9/7'] -> (9/7 / (1/2 - ((5/3 / 7/3) / 8/5)))
[196347] ['1/2', '5/3', '7/3', '8/9', '9/2'] -> ((8/9 / ((7/3 - 1/2) - 5/3)) * 9/2)
[196353] ['1/2', '5/3', '7/3', '9/2', '9/4'] -> ((7/3 + (5/3 * (1/2 + 9/2))) * 9/4)
[196354] ['1/2', '5/3', '7/3', '9/2', '9/5'] -> ((5/3 + (7/3 * (1/2 + 9/2))) * 9/5)
[196355] ['1/2', '5/3', '7/3', '9/2', '9/7'] -> ((7/3 * (1/2 + (5/3 * 9/2))) * 9/7)
[196356] ['1/2', '5/3', '7/3', '9/2', '9/8'] -> ((9/2 / ((7/3 - 1/2) - 5/3)) / 9/8)
[196367] ['1/2', '5/3', '7/4', '7/4', '7/4'] -> (((7/4 / (7/4 - 5/3)) / 1/2) / 7/4)
[196369] ['1/2', '5/3', '7/4', '7/4', '7/6'] -> ((1/2 + (7/4 / 7/6)) / (7/4 - 5/3))
[196370] ['1/2', '5/3', '7/4', '7/4', '7/8'] -> ((7/4 / 7/4) / (7/8 - (1/2 * 5/3)))
[196375] ['1/2', '5/3', '7/4', '7/4', '8/9'] -> (((1/2 + 7/4) / (7/4 - 5/3)) * 8/9)
[196377] ['1/2', '5/3', '7/4', '7/4', '9/4'] -> ((1/2 * (7/4 + 9/4)) / (7/4 - 5/3))
[196394] ['1/2', '5/3', '7/4', '7/6', '7/6'] -> (((7/6 / (7/4 - 5/3)) / 1/2) / 7/6)
[196412] ['1/2', '5/3', '7/4', '7/8', '9/2'] -> (((5/3 / 1/2) + (7/4 / 7/8)) * 9/2)
[196417] ['1/2', '5/3', '7/4', '7/9', '7/9'] -> (((7/9 / (7/4 - 5/3)) / 1/2) / 7/9)
[196421] ['1/2', '5/3', '7/4', '7/9', '8/9'] -> (8/9 / (7/9 - (5/3 / (1/2 + 7/4))))
[196425] ['1/2', '5/3', '7/4', '7/9', '9/7'] -> (9/7 / ((1/2 * (7/4 - 5/3)) / 7/9))
[196427] ['1/2', '5/3', '7/4', '8/3', '8/3'] -> (((8/3 / (7/4 - 5/3)) / 1/2) / 8/3)
[196432] ['1/2', '5/3', '7/4', '8/3', '9/4'] -> ((5/3 / ((7/4 / 8/3) - 1/2)) * 9/4)
[196433] ['1/2', '5/3', '7/4', '8/3', '9/5'] -> (9/5 / (1/2 * (7/4 - (8/3 / 5/3))))
[196436] ['1/2', '5/3', '7/4', '8/5', '8/5'] -> (8/5 / ((1/2 * (7/4 - 5/3)) * 8/5))
[196444] ['1/2', '5/3', '7/4', '8/7', '8/7'] -> (8/7 / ((1/2 * (7/4 - 5/3)) * 8/7))
[196446] ['1/2', '5/3', '7/4', '8/7', '9/2'] -> (((5/3 / 1/2) + (7/4 * 8/7)) * 9/2)
[196451] ['1/2', '5/3', '7/4', '8/9', '8/9'] -> (8/9 / ((1/2 * (7/4 - 5/3)) * 8/9))
[196452] ['1/2', '5/3', '7/4', '8/9', '9/2'] -> (((1/2 * 8/9) / (7/4 - 5/3)) * 9/2)
[196456] ['1/2', '5/3', '7/4', '8/9', '9/8'] -> (9/8 / ((1/2 * (7/4 - 5/3)) / 8/9))
[196458] ['1/2', '5/3', '7/4', '9/2', '9/4'] -> ((((5/3 * 7/4) * 9/2) / 1/2) - 9/4)
[196459] ['1/2', '5/3', '7/4', '9/2', '9/5'] -> ((5/3 * ((7/4 / 1/2) + 9/2)) * 9/5)
[196462] ['1/2', '5/3', '7/4', '9/4', '9/4'] -> (((9/4 / (7/4 - 5/3)) / 1/2) / 9/4)
[196466] ['1/2', '5/3', '7/4', '9/5', '9/5'] -> (((9/5 / (7/4 - 5/3)) / 1/2) / 9/5)
[196469] ['1/2', '5/3', '7/4', '9/7', '9/7'] -> (((9/7 / (7/4 - 5/3)) / 1/2) / 9/7)
[196471] ['1/2', '5/3', '7/4', '9/8', '9/8'] -> (((9/8 / (7/4 - 5/3)) / 1/2) / 9/8)
[196474] ['1/2', '5/3', '7/5', '7/5', '7/8'] -> ((7/5 / 7/5) / (7/8 - (1/2 * 5/3)))
[196480] ['1/2', '5/3', '7/5', '7/5', '9/2'] -> (((5/3 + (7/5 / 7/5)) / 1/2) * 9/2)
[196482] ['1/2', '5/3', '7/5', '7/5', '9/5'] -> ((7/5 + 9/5) / (1/2 * (5/3 - 7/5)))
[196484] ['1/2', '5/3', '7/5', '7/5', '9/8'] -> ((7/5 / 7/5) / ((5/3 - 1/2) - 9/8))
[196486] ['1/2', '5/3', '7/5', '7/6', '7/8'] -> ((1/2 / ((5/3 / 7/5) - 7/6)) / 7/8)
[196490] ['1/2', '5/3', '7/5', '7/6', '8/7'] -> ((1/2 / ((5/3 / 7/5) - 7/6)) * 8/7)
[196503] ['1/2', '5/3', '7/5', '7/8', '9/2'] -> ((((5/3 * 7/5) / 1/2) / 7/8) * 9/2)
[196505] ['1/2', '5/3', '7/5', '7/8', '9/5'] -> ((5/3 / ((7/8 / 7/5) - 1/2)) * 9/5)
[196510] ['1/2', '5/3', '7/5', '7/9', '8/5'] -> (8/5 / (1/2 * ((7/5 / 7/9) - 5/3)))
[196518] ['1/2', '5/3', '7/5', '8/3', '8/3'] -> (8/3 / (5/3 * (7/5 - (1/2 * 8/3))))
[196524] ['1/2', '5/3', '7/5', '8/3', '9/5'] -> (9/5 / ((1/2 * 7/5) - (5/3 / 8/3)))
[196525] ['1/2', '5/3', '7/5', '8/3', '9/7'] -> (9/7 / (1/2 - ((5/3 / 7/5) / 8/3)))
[196535] ['1/2', '5/3', '7/5', '8/7', '8/7'] -> (8/7 / ((5/3 * 7/5) - (8/7 / 1/2)))
[196537] ['1/2', '5/3', '7/5', '8/7', '9/2'] -> ((((5/3 * 7/5) * 8/7) / 1/2) * 9/2)
[196549] ['1/2', '5/3', '7/5', '9/2', '9/4'] -> ((5/3 * ((1/2 + 7/5) + 9/2)) * 9/4)
[196557] ['1/2', '5/3', '7/5', '9/5', '9/5'] -> (9/5 / ((1/2 / (5/3 - 7/5)) - 9/5))
[196564] ['1/2', '5/3', '7/6', '7/6', '7/8'] -> ((7/6 / 7/6) / (7/8 - (1/2 * 5/3)))
[196570] ['1/2', '5/3', '7/6', '7/6', '9/2'] -> (((5/3 + (7/6 / 7/6)) / 1/2) * 9/2)
[196573] ['1/2', '5/3', '7/6', '7/6', '9/7'] -> (((5/3 / 1/2) / 7/6) / (9/7 - 7/6))
[196579] ['1/2', '5/3', '7/6', '7/8', '8/7'] -> (8/7 / ((1/2 / (7/6 - 7/8)) - 5/3))
[196584] ['1/2', '5/3', '7/6', '7/8', '9/7'] -> (9/7 / (((5/3 / 7/6) - 1/2) - 7/8))
[196588] ['1/2', '5/3', '7/6', '7/9', '8/5'] -> ((5/3 / ((1/2 + 7/9) - 7/6)) * 8/5)
[196589] ['1/2', '5/3', '7/6', '7/9', '8/7'] -> ((7/6 / ((1/2 * 5/3) - 7/9)) * 8/7)
[196602] ['1/2', '5/3', '7/6', '8/3', '9/5'] -> ((8/3 / ((7/6 / 5/3) - 1/2)) * 9/5)
[196613] ['1/2', '5/3', '7/6', '8/7', '8/7'] -> (8/7 / ((8/7 / (7/6 - 1/2)) - 5/3))
[196615] ['1/2', '5/3', '7/6', '8/7', '9/2'] -> (9/2 / ((7/6 / 8/7) - (1/2 * 5/3)))
[196641] ['1/2', '5/3', '7/8', '7/8', '7/8'] -> ((7/8 / (7/8 - (1/2 * 5/3))) / 7/8)
[196645] ['1/2', '5/3', '7/8', '7/8', '8/7'] -> ((7/8 * 8/7) / (7/8 - (1/2 * 5/3)))
[196647] ['1/2', '5/3', '7/8', '7/8', '9/2'] -> (((5/3 + (7/8 / 7/8)) / 1/2) * 9/2)
[196653] ['1/2', '5/3', '7/8', '7/9', '8/3'] -> (8/3 / (((7/9 / 1/2) / 7/8) - 5/3))
[196658] ['1/2', '5/3', '7/8', '7/9', '9/4'] -> ((7/8 / (1/2 - (7/9 / 5/3))) - 9/4)
[196660] ['1/2', '5/3', '7/8', '7/9', '9/7'] -> (9/7 / ((7/8 - (1/2 * 5/3)) / 7/9))
[196662] ['1/2', '5/3', '7/8', '8/3', '8/3'] -> (8/3 / ((7/8 - (1/2 * 5/3)) * 8/3))
[196663] ['1/2', '5/3', '7/8', '8/3', '8/5'] -> (8/5 / (((7/8 / 5/3) - 1/2) * 8/3))
[196668] ['1/2', '5/3', '7/8', '8/3', '9/5'] -> (9/5 / (7/8 - ((1/2 * 8/3) / 5/3)))
[196669] ['1/2', '5/3', '7/8', '8/3', '9/7'] -> (9/7 / ((5/3 / 8/3) - (1/2 / 7/8)))
[196670] ['1/2', '5/3', '7/8', '8/3', '9/8'] -> (9/8 / (((5/3 * 7/8) / 8/3) - 1/2))
[196671] ['1/2', '5/3', '7/8', '8/5', '8/5'] -> (8/5 / ((7/8 - (1/2 * 5/3)) * 8/5))
[196675] ['1/2', '5/3', '7/8', '8/5', '9/4'] -> (((7/8 / (5/3 - 8/5)) / 1/2) - 9/4)
[196681] ['1/2', '5/3', '7/8', '8/7', '9/2'] -> (((5/3 + (7/8 * 8/7)) / 1/2) * 9/2)
[196686] ['1/2', '5/3', '7/8', '8/9', '8/9'] -> (8/9 / ((7/8 - (1/2 * 5/3)) * 8/9))
[196691] ['1/2', '5/3', '7/8', '8/9', '9/8'] -> (9/8 / ((7/8 - (1/2 * 5/3)) / 8/9))
[196692] ['1/2', '5/3', '7/8', '9/2', '9/2'] -> ((9/2 / (7/8 - (1/2 * 5/3))) / 9/2)
[196697] ['1/2', '5/3', '7/8', '9/4', '9/4'] -> (9/4 / ((7/8 - (1/2 * 5/3)) * 9/4))
[196700] ['1/2', '5/3', '7/8', '9/4', '9/8'] -> ((9/4 / ((7/8 / 1/2) - 5/3)) / 9/8)
[196701] ['1/2', '5/3', '7/8', '9/5', '9/5'] -> ((9/5 / (7/8 - (1/2 * 5/3))) / 9/5)
[196706] ['1/2', '5/3', '7/8', '9/8', '9/8'] -> ((9/8 / (7/8 - (1/2 * 5/3))) / 9/8)
[196712] ['1/2', '5/3', '7/9', '7/9', '9/2'] -> (((5/3 + (7/9 / 7/9)) / 1/2) * 9/2)
[196716] ['1/2', '5/3', '7/9', '7/9', '9/8'] -> ((7/9 / 7/9) / ((5/3 - 1/2) - 9/8))
[196719] ['1/2', '5/3', '7/9', '8/3', '8/7'] -> (8/7 / (((1/2 * 8/3) / 7/9) - 5/3))
[196720] ['1/2', '5/3', '7/9', '8/3', '8/9'] -> (8/9 / ((1/2 * 8/3) - (5/3 * 7/9)))
[196728] ['1/2', '5/3', '7/9', '8/5', '8/9'] -> (8/9 / (5/3 * ((1/2 * 8/5) - 7/9)))
[196741] ['1/2', '5/3', '7/9', '8/9', '8/9'] -> (8/9 / (7/9 - ((1/2 * 5/3) * 8/9)))
[196751] ['1/2', '5/3', '7/9', '9/2', '9/8'] -> (((5/3 * 9/2) / (7/9 - 1/2)) / 9/8)
[196753] ['1/2', '5/3', '7/9', '9/4', '9/5'] -> (9/5 / ((1/2 - (7/9 / 5/3)) * 9/4))
[196754] ['1/2', '5/3', '7/9', '9/4', '9/7'] -> (9/7 / (1/2 * (9/4 - (5/3 / 7/9))))
[196768] ['1/2', '5/3', '8/3', '8/3', '9/5'] -> (((8/3 / 1/2) + 8/3) * (5/3 * 9/5))
[196769] ['1/2', '5/3', '8/3', '8/3', '9/7'] -> (((5/3 + (8/3 / 1/2)) * 8/3) * 9/7)
[196775] ['1/2', '5/3', '8/3', '8/5', '9/4'] -> (((8/3 + (5/3 * 8/5)) / 1/2) * 9/4)
[196779] ['1/2', '5/3', '8/3', '8/7', '8/7'] -> (8/7 / ((8/3 * (8/7 - 1/2)) - 5/3))
[196781] ['1/2', '5/3', '8/3', '8/7', '9/2'] -> (9/2 / ((5/3 / 8/3) - (1/2 / 8/7)))
[196784] ['1/2', '5/3', '8/3', '8/7', '9/7'] -> (9/7 / ((5/3 / 8/3) - (1/2 * 8/7)))
[196785] ['1/2', '5/3', '8/3', '8/7', '9/8'] -> (9/8 / (((5/3 / 8/3) / 8/7) - 1/2))
[196787] ['1/2', '5/3', '8/3', '8/9', '9/2'] -> ((((5/3 / 1/2) + 8/3) * 8/9) * 9/2)
[196788] ['1/2', '5/3', '8/3', '8/9', '9/4'] -> ((((5/3 * 8/3) + 8/9) / 1/2) * 9/4)
[196794] ['1/2', '5/3', '8/3', '9/2', '9/5'] -> (((5/3 + 8/3) + (9/2 / 1/2)) * 9/5)
[196796] ['1/2', '5/3', '8/3', '9/2', '9/8'] -> ((((5/3 / 1/2) + 8/3) * 9/2) / 9/8)
[196806] ['1/2', '5/3', '8/3', '9/8', '9/8'] -> (9/8 / ((1/2 - (9/8 / 8/3)) / 5/3))
[196810] ['1/2', '5/3', '8/5', '8/5', '9/2'] -> (((5/3 + (8/5 / 8/5)) / 1/2) * 9/2)
[196811] ['1/2', '5/3', '8/5', '8/5', '9/4'] -> (((5/3 * (8/5 + 8/5)) / 1/2) * 9/4)
[196814] ['1/2', '5/3', '8/5', '8/5', '9/8'] -> ((8/5 / 8/5) / ((5/3 - 1/2) - 9/8))
[196834] ['1/2', '5/3', '8/5', '9/4', '9/5'] -> (9/5 / ((1/2 * (5/3 - 8/5)) * 9/4))
[196843] ['1/2', '5/3', '8/7', '8/7', '8/7'] -> (8/7 / (((1/2 * 8/7) + 8/7) - 5/3))
