[1992828] ['4/9', '5/9', '5/9', '7/9', '8/5'] -> (8/5 / (((4/9 * 7/9) / 5/9) - 5/9))
[1994409] ['4/9', '6/5', '7/2', '7/6', '8/9'] -> (8/9 / ((4/9 / 6/5) - (7/6 / 7/2)))
[1994421] ['4/9', '6/5', '7/2', '7/8', '9/2'] -> ((6/5 * (4/9 + (7/2 / 7/8))) * 9/2)
[1994423] ['4/9', '6/5', '7/2', '7/8', '9/5'] -> (9/5 / (((6/5 / 4/9) + 7/8) - 7/2))
[1994436] ['4/9', '6/5', '7/2', '8/3', '8/3'] -> (8/3 / (4/9 * ((7/2 / 6/5) - 8/3)))
[1994442] ['4/9', '6/5', '7/2', '8/3', '9/5'] -> (9/5 / (6/5 - (7/2 / (4/9 + 8/3))))
[1994447] ['4/9', '6/5', '7/2', '8/5', '8/9'] -> ((6/5 / (8/5 - (4/9 * 7/2))) * 8/9)
[1994452] ['4/9', '6/5', '7/2', '8/5', '9/8'] -> ((6/5 / (8/5 - (4/9 * 7/2))) / 9/8)
[1994455] ['4/9', '6/5', '7/2', '8/7', '9/2'] -> ((6/5 * (4/9 + (7/2 * 8/7))) * 9/2)
[1994462] ['4/9', '6/5', '7/2', '8/9', '9/4'] -> ((7/2 / ((4/9 + 8/9) - 6/5)) - 9/4)
[1994515] ['4/9', '6/5', '7/3', '7/5', '8/5'] -> (8/5 / ((7/5 / 7/3) - (4/9 * 6/5)))
[1994519] ['4/9', '6/5', '7/3', '7/5', '9/4'] -> (((7/3 / (7/5 - 6/5)) / 4/9) - 9/4)
[1994527] ['4/9', '6/5', '7/3', '7/6', '8/5'] -> (8/5 / (6/5 * ((7/6 / 7/3) - 4/9)))
[1994550] ['4/9', '6/5', '7/3', '7/9', '8/9'] -> (8/9 / ((4/9 / 6/5) - (7/9 / 7/3)))
[1994559] ['4/9', '6/5', '7/3', '8/3', '8/9'] -> (8/9 / (((4/9 / 6/5) + 7/3) - 8/3))
[1994565] ['4/9', '6/5', '7/3', '8/5', '8/5'] -> (8/5 / (((8/5 / 4/9) - 6/5) - 7/3))
[1994583] ['4/9', '6/5', '7/3', '8/9', '9/5'] -> (9/5 / ((6/5 / 4/9) - (7/3 / 8/9)))
[1994591] ['4/9', '6/5', '7/3', '9/4', '9/4'] -> ((7/3 / ((6/5 / 9/4) - 4/9)) - 9/4)
[1994619] ['4/9', '6/5', '7/4', '7/5', '8/3'] -> (8/3 / (6/5 - ((4/9 * 7/4) * 7/5)))
[1994631] ['4/9', '6/5', '7/4', '7/6', '8/3'] -> (8/3 / (((7/6 / 6/5) / 7/4) - 4/9))
[1994643] ['4/9', '6/5', '7/4', '7/8', '8/5'] -> (8/5 / (6/5 * ((7/8 / 7/4) - 4/9)))
[1994685] ['4/9', '6/5', '7/4', '8/9', '8/9'] -> (8/9 / ((4/9 * 7/4) - (8/9 / 6/5)))
[1994691] ['4/9', '6/5', '7/4', '9/2', '9/2'] -> (9/2 / ((7/4 / 4/9) - (9/2 / 6/5)))
[1994710] ['4/9', '6/5', '7/5', '7/5', '8/3'] -> ((((6/5 + 7/5) + 7/5) / 4/9) * 8/3)
[1994729] ['4/9', '6/5', '7/5', '7/6', '9/7'] -> (9/7 / (((6/5 - 7/6) / 4/9) / 7/5))
[1994736] ['4/9', '6/5', '7/5', '7/8', '8/9'] -> ((4/9 / (7/8 - (6/5 / 7/5))) - 8/9)
[1994774] ['4/9', '6/5', '7/5', '8/7', '9/7'] -> (9/7 / (((7/5 / 6/5) - 8/7) / 4/9))
[1994793] ['4/9', '6/5', '7/5', '9/5', '9/8'] -> ((6/5 / ((4/9 + 7/5) - 9/5)) / 9/8)
[1994821] ['4/9', '6/5', '7/6', '7/9', '8/3'] -> (8/3 / (((7/9 / 6/5) / 7/6) - 4/9))
[1994822] ['4/9', '6/5', '7/6', '7/9', '8/5'] -> (8/5 / (6/5 * ((4/9 + 7/9) - 7/6)))
[1994835] ['4/9', '6/5', '7/6', '8/3', '9/4'] -> (((4/9 / (6/5 - 7/6)) - 8/3) * 9/4)
[1994839] ['4/9', '6/5', '7/6', '8/5', '8/5'] -> (8/5 / ((7/6 + 8/5) - (6/5 / 4/9)))
[1994843] ['4/9', '6/5', '7/6', '8/5', '9/4'] -> ((7/6 / ((4/9 + 6/5) - 8/5)) - 9/4)
[1994846] ['4/9', '6/5', '7/6', '8/5', '9/8'] -> (9/8 / (((6/5 - 7/6) / 4/9) / 8/5))
[1994854] ['4/9', '6/5', '7/6', '8/9', '8/9'] -> (8/9 / (4/9 * ((7/6 / 6/5) - 8/9)))
[1994855] ['4/9', '6/5', '7/6', '8/9', '9/2'] -> ((4/9 / ((7/6 / 6/5) - 8/9)) * 9/2)
[1994901] ['4/9', '6/5', '7/8', '8/3', '9/4'] -> ((7/8 / ((6/5 / 4/9) - 8/3)) - 9/4)
[1994923] ['4/9', '6/5', '7/8', '8/9', '9/5'] -> (9/5 / ((6/5 + 7/8) - (8/9 / 4/9)))
[1994928] ['4/9', '6/5', '7/8', '9/2', '9/5'] -> (9/5 / ((6/5 + 7/8) - (4/9 * 9/2)))
[1994931] ['4/9', '6/5', '7/8', '9/4', '9/4'] -> (9/4 / ((7/8 / 4/9) - (9/4 / 6/5)))
[1994942] ['4/9', '6/5', '7/9', '7/9', '8/3'] -> ((4/9 + 8/3) / (7/9 - (7/9 / 6/5)))
[1994960] ['4/9', '6/5', '7/9', '8/5', '8/5'] -> (8/5 / (((4/9 + 8/5) - 6/5) - 7/9))
[1994999] ['4/9', '6/5', '8/3', '8/3', '8/9'] -> ((8/3 * 8/3) / ((8/9 / 6/5) - 4/9))
[1995020] ['4/9', '6/5', '8/3', '8/9', '8/9'] -> (8/9 / ((4/9 / 6/5) - (8/9 / 8/3)))
[1995043] ['4/9', '6/5', '8/5', '8/5', '8/9'] -> ((8/5 + 8/5) / ((4/9 + 8/9) - 6/5))
[1995117] ['4/9', '6/5', '8/9', '9/4', '9/5'] -> (9/5 / (6/5 - ((4/9 * 9/4) / 8/9)))
[1995126] ['4/9', '6/5', '9/2', '9/2', '9/2'] -> (((9/2 + 9/2) / 4/9) + (9/2 / 6/5))
[1995132] ['4/9', '6/5', '9/2', '9/4', '9/5'] -> (9/5 / (6/5 - ((9/4 / 4/9) / 9/2)))
[1995137] ['4/9', '6/5', '9/2', '9/5', '9/8'] -> ((6/5 / (4/9 - (9/5 / 9/2))) / 9/8)
[1995168] ['4/9', '6/7', '6/7', '6/7', '7/9'] -> (6/7 / (((7/9 / 4/9) - 6/7) - 6/7))
[1995172] ['4/9', '6/7', '6/7', '6/7', '8/9'] -> ((4/9 * (6/7 + 6/7)) / (8/9 - 6/7))
[1995200] ['4/9', '6/7', '6/7', '7/3', '8/3'] -> ((((6/7 + 6/7) * 7/3) / 4/9) * 8/3)
[1995203] ['4/9', '6/7', '6/7', '7/3', '8/9'] -> (8/9 / ((4/9 * 7/3) - (6/7 / 6/7)))
[1995252] ['4/9', '6/7', '6/7', '7/8', '8/7'] -> ((8/7 / 4/9) / (6/7 - (6/7 * 7/8)))
[1995254] ['4/9', '6/7', '6/7', '7/8', '9/2'] -> (((6/7 / (7/8 - 6/7)) / 4/9) / 9/2)
[1995258] ['4/9', '6/7', '6/7', '7/8', '9/8'] -> (((4/9 * 6/7) / (7/8 - 6/7)) * 9/8)
[1995271] ['4/9', '6/7', '6/7', '8/3', '8/7'] -> ((6/7 + (8/3 / 4/9)) / (8/7 - 6/7))
[1995273] ['4/9', '6/7', '6/7', '8/3', '9/2'] -> (((6/7 + 6/7) * (4/9 + 8/3)) * 9/2)
[1995286] ['4/9', '6/7', '6/7', '8/7', '8/7'] -> ((8/7 / 4/9) / (6/7 - (6/7 / 8/7)))
[1995310] ['4/9', '6/7', '6/7', '9/5', '9/8'] -> ((6/7 / ((6/7 / 9/5) - 4/9)) / 9/8)
[1995323] ['4/9', '6/7', '7/2', '7/2', '8/7'] -> ((7/2 + 7/2) * (6/7 + (8/7 / 4/9)))
[1995344] ['4/9', '6/7', '7/2', '7/3', '9/8'] -> (((6/7 + 7/3) / (4/9 / 7/2)) - 9/8)
[1995352] ['4/9', '6/7', '7/2', '7/4', '8/7'] -> (8/7 / (6/7 * ((7/4 / 7/2) - 4/9)))
[1995364] ['4/9', '6/7', '7/2', '7/5', '8/5'] -> (8/5 / (7/5 - ((4/9 * 6/7) * 7/2)))
[1995375] ['4/9', '6/7', '7/2', '7/6', '8/3'] -> (((6/7 * (7/2 + 7/6)) / 4/9) * 8/3)
[1995377] ['4/9', '6/7', '7/2', '7/6', '8/7'] -> (8/7 / ((4/9 * 6/7) - (7/6 / 7/2)))
[1995396] ['4/9', '6/7', '7/2', '7/9', '8/3'] -> (((6/7 * 7/2) / (7/9 - 4/9)) * 8/3)
[1995398] ['4/9', '6/7', '7/2', '7/9', '8/7'] -> (8/7 / (((4/9 / 7/2) + 7/9) - 6/7))
[1995400] ['4/9', '6/7', '7/2', '7/9', '9/2'] -> ((((4/9 + 6/7) * 7/2) + 7/9) * 9/2)
[1995410] ['4/9', '6/7', '7/2', '8/3', '9/4'] -> ((7/2 * ((4/9 * 6/7) + 8/3)) * 9/4)
[1995412] ['4/9', '6/7', '7/2', '8/3', '9/7'] -> (9/7 / (((6/7 + 8/3) - 7/2) / 4/9))
[1995424] ['4/9', '6/7', '7/2', '8/7', '9/2'] -> ((7/2 * ((4/9 * 6/7) + 8/7)) * 9/2)
[1995470] ['4/9', '6/7', '7/3', '7/4', '8/3'] -> (8/3 / (4/9 * ((6/7 * 7/3) - 7/4)))
[1995472] ['4/9', '6/7', '7/3', '7/4', '8/7'] -> (8/7 / (4/9 * (6/7 - (7/4 / 7/3))))
[1995484] ['4/9', '6/7', '7/3', '7/5', '8/5'] -> (8/5 / (6/7 - ((4/9 + 7/5) / 7/3)))
[1995495] ['4/9', '6/7', '7/3', '7/6', '8/3'] -> (8/3 / (6/7 * (7/6 - (4/9 * 7/3))))
[1995497] ['4/9', '6/7', '7/3', '7/6', '8/7'] -> (8/7 / (6/7 * ((7/6 / 7/3) - 4/9)))
[1995498] ['4/9', '6/7', '7/3', '7/6', '8/9'] -> (8/9 / ((4/9 * 7/3) - (6/7 * 7/6)))
[1995504] ['4/9', '6/7', '7/3', '7/8', '7/8'] -> (7/8 / (7/3 - ((7/8 / 4/9) / 6/7)))
[1995511] ['4/9', '6/7', '7/3', '7/8', '9/4'] -> (((4/9 / (7/8 - 6/7)) / 7/3) * 9/4)
[1995518] ['4/9', '6/7', '7/3', '7/9', '8/7'] -> (8/7 / ((4/9 * 6/7) - (7/9 / 7/3)))
[1995527] ['4/9', '6/7', '7/3', '8/3', '8/7'] -> (8/7 / (((4/9 * 6/7) + 7/3) - 8/3))
[1995528] ['4/9', '6/7', '7/3', '8/3', '8/9'] -> ((4/9 / ((7/3 / 8/3) - 6/7)) - 8/9)
[1995529] ['4/9', '6/7', '7/3', '8/3', '9/2'] -> ((7/3 * (8/3 - (4/9 * 6/7))) * 9/2)
[1995544] ['4/9', '6/7', '7/3', '8/7', '9/2'] -> ((7/3 + ((8/7 / 4/9) / 6/7)) * 9/2)
[1995588] ['4/9', '6/7', '7/4', '7/5', '8/3'] -> (8/3 / ((6/7 - (4/9 * 7/4)) * 7/5))
[1995600] ['4/9', '6/7', '7/4', '7/6', '8/3'] -> (8/3 / ((4/9 + 7/6) - (6/7 * 7/4)))
[1995610] ['4/9', '6/7', '7/4', '7/8', '7/9'] -> (7/9 / (((4/9 * 7/4) / 6/7) - 7/8))
[1995613] ['4/9', '6/7', '7/4', '7/8', '8/7'] -> (8/7 / (6/7 * ((7/8 / 7/4) - 4/9)))
[1995614] ['4/9', '6/7', '7/4', '7/8', '8/9'] -> ((4/9 / ((7/4 - 6/7) - 7/8)) - 8/9)
[1995615] ['4/9', '6/7', '7/4', '7/8', '9/2'] -> (9/2 / (6/7 * ((7/8 / 4/9) - 7/4)))
[1995634] ['4/9', '6/7', '7/4', '8/3', '9/2'] -> ((7/4 * ((4/9 * 6/7) + 8/3)) * 9/2)
[1995661] ['4/9', '6/7', '7/4', '9/2', '9/4'] -> (9/4 / (((7/4 / 4/9) / 6/7) - 9/2))
[1995697] ['4/9', '6/7', '7/5', '7/6', '9/5'] -> ((4/9 / ((6/7 * 7/5) - 7/6)) * 9/5)
[1995698] ['4/9', '6/7', '7/5', '7/6', '9/7'] -> (9/7 / ((6/7 - (7/6 / 7/5)) / 4/9))
[1995715] ['4/9', '6/7', '7/5', '7/9', '8/9'] -> (8/9 / ((7/9 / 7/5) - (4/9 / 6/7)))
[1995732] ['4/9', '6/7', '7/5', '8/5', '8/9'] -> ((4/9 / ((7/5 / 8/5) - 6/7)) - 8/9)
[1995735] ['4/9', '6/7', '7/5', '8/5', '9/5'] -> ((4/9 / ((7/5 / 6/7) - 8/5)) * 9/5)
[1995780] ['4/9', '6/7', '7/6', '7/8', '8/3'] -> (8/3 / ((4/9 * 6/7) * (7/6 - 7/8)))
[1995782] ['4/9', '6/7', '7/6', '7/8', '8/7'] -> (8/7 / (4/9 * (6/7 - (7/8 / 7/6))))
[1995788] ['4/9', '6/7', '7/6', '7/8', '9/8'] -> (9/8 / ((7/6 * (7/8 - 6/7)) / 4/9))
[1995792] ['4/9', '6/7', '7/6', '7/9', '8/7'] -> (8/7 / (6/7 * ((4/9 + 7/9) - 7/6)))
[1995832] ['4/9', '6/7', '7/6', '9/2', '9/7'] -> (9/7 / (((6/7 + 7/6) / 4/9) - 9/2))
[1995859] ['4/9', '6/7', '7/8', '7/9', '8/9'] -> (8/9 / ((4/9 * 6/7) * (7/8 - 7/9)))
[1995860] ['4/9', '6/7', '7/8', '7/9', '9/2'] -> (((4/9 / (7/8 - 7/9)) / 6/7) * 9/2)
[1995902] ['4/9', '6/7', '7/8', '9/4', '9/7'] -> (9/7 / (((6/7 - 4/9) * 9/4) - 7/8))
[1995903] ['4/9', '6/7', '7/8', '9/4', '9/8'] -> (9/8 / (((7/8 / 4/9) / 6/7) - 9/4))
[1995920] ['4/9', '6/7', '7/9', '8/3', '8/3'] -> ((((8/3 / 4/9) / 6/7) / 7/9) * 8/3)
[1995937] ['4/9', '6/7', '7/9', '8/7', '8/7'] -> (8/7 / (((6/7 + 7/9) - 4/9) - 8/7))
[1995938] ['4/9', '6/7', '7/9', '8/7', '8/9'] -> (8/9 / (((8/7 - 4/9) / 6/7) - 7/9))
[1995944] ['4/9', '6/7', '7/9', '8/9', '8/9'] -> ((4/9 / ((7/9 / 8/9) - 6/7)) - 8/9)
[1995967] ['4/9', '6/7', '8/3', '8/3', '8/7'] -> (((8/3 + 8/3) / 4/9) * (6/7 + 8/7))
[1995996] ['4/9', '6/7', '8/3', '9/2', '9/4'] -> ((6/7 * (4/9 + (8/3 * 9/2))) * 9/4)
[1995998] ['4/9', '6/7', '8/3', '9/2', '9/7'] -> (((6/7 + (8/3 / 4/9)) * 9/2) / 9/7)
[1996000] ['4/9', '6/7', '8/3', '9/4', '9/4'] -> ((4/9 / (8/3 - (9/4 / 6/7))) * 9/4)
[1996025] ['4/9', '6/7', '8/5', '8/9', '8/9'] -> (8/9 / ((8/9 / 8/5) - (4/9 / 6/7)))
[1996054] ['4/9', '6/7', '8/7', '8/9', '9/2'] -> ((((8/7 + 8/9) / 4/9) / 6/7) * 9/2)
[1996066] ['4/9', '6/7', '8/7', '9/4', '9/7'] -> (9/7 / ((9/4 / 6/7) - (8/7 / 4/9)))
[1996073] ['4/9', '6/7', '8/7', '9/8', '9/8'] -> (9/8 / (((8/7 - 9/8) / 4/9) / 6/7))
[1996098] ['4/9', '6/7', '9/2', '9/2', '9/7'] -> ((6/7 + (9/2 * 9/2)) + (9/7 / 4/9))
[1996140] ['4/9', '7/2', '7/2', '7/2', '8/9'] -> (((7/2 + 7/2) * 7/2) - (4/9 / 8/9))
[1996145] ['4/9', '7/2', '7/2', '7/2', '9/8'] -> (((7/2 + 7/2) * 7/2) - (4/9 * 9/8))
[1996150] ['4/9', '7/2', '7/2', '7/3', '7/8'] -> ((((7/2 + 7/2) + 7/3) / 4/9) / 7/8)
[1996154] ['4/9', '7/2', '7/2', '7/3', '8/7'] -> ((((7/2 + 7/2) + 7/3) / 4/9) * 8/7)
[1996155] ['4/9', '7/2', '7/2', '7/3', '8/9'] -> (8/9 / ((4/9 * 7/3) - (7/2 / 7/2)))
[1996157] ['4/9', '7/2', '7/2', '7/3', '9/4'] -> (((7/2 + (7/2 * 7/3)) / 4/9) - 9/4)
[1996160] ['4/9', '7/2', '7/2', '7/3', '9/8'] -> (((7/2 + 7/2) * 7/3) / (9/8 - 4/9))
[1996163] ['4/9', '7/2', '7/2', '7/4', '7/6'] -> ((7/2 + 7/6) / (7/4 - (4/9 * 7/2)))
[1996189] ['4/9', '7/2', '7/2', '7/6', '7/8'] -> ((7/2 + 7/6) / (4/9 - (7/8 / 7/2)))
[1996191] ['4/9', '7/2', '7/2', '7/6', '8/3'] -> ((7/2 * 8/3) / ((4/9 * 7/2) - 7/6))
[1996199] ['4/9', '7/2', '7/2', '7/6', '9/8'] -> ((7/2 * (7/2 + 7/6)) / (9/8 - 4/9))
[1996201] ['4/9', '7/2', '7/2', '7/8', '7/9'] -> (((7/2 + 7/2) / 7/8) / (7/9 - 4/9))
[1996211] ['4/9', '7/2', '7/2', '7/9', '7/9'] -> ((7/2 + (7/2 / 7/9)) / (7/9 - 4/9))
[1996214] ['4/9', '7/2', '7/2', '7/9', '8/7'] -> (((7/2 + 7/2) / (7/9 - 4/9)) * 8/7)
[1996219] ['4/9', '7/2', '7/2', '7/9', '9/7'] -> ((7/2 + (7/2 * 9/7)) / (7/9 - 4/9))
[1996221] ['4/9', '7/2', '7/2', '8/3', '8/3'] -> ((7/2 * 8/3) / ((7/2 - 4/9) - 8/3))
[1996226] ['4/9', '7/2', '7/2', '8/3', '9/4'] -> ((((7/2 + 7/2) + 8/3) / 4/9) + 9/4)
[1996246] ['4/9', '7/2', '7/2', '8/9', '9/2'] -> ((7/2 - (4/9 / 8/9)) * (7/2 + 9/2))
[1996251] ['4/9', '7/2', '7/2', '9/2', '9/2'] -> ((7/2 + 9/2) / ((7/2 / 9/2) - 4/9))
[1996267] ['4/9', '7/2', '7/3', '7/3', '7/4'] -> ((7/3 + 7/3) / (7/4 - (4/9 * 7/2)))
[1996270] ['4/9', '7/2', '7/3', '7/3', '7/8'] -> ((7/3 + 7/3) / (4/9 - (7/8 / 7/2)))
[1996276] ['4/9', '7/2', '7/3', '7/3', '9/2'] -> (((7/2 * 7/3) * 7/3) + (4/9 + 9/2))
[1996280] ['4/9', '7/2', '7/3', '7/3', '9/8'] -> ((7/2 * (7/3 + 7/3)) / (9/8 - 4/9))
[1996281] ['4/9', '7/2', '7/3', '7/4', '7/4'] -> ((7/3 / ((7/4 / 7/2) - 4/9)) / 7/4)
[1996290] ['4/9', '7/2', '7/3', '7/4', '9/2'] -> ((7/3 / ((7/4 / 4/9) - 7/2)) * 9/2)
[1996299] ['4/9', '7/2', '7/3', '7/5', '8/3'] -> (8/3 / ((7/3 / 7/5) - (4/9 * 7/2)))
[1996300] ['4/9', '7/2', '7/3', '7/5', '8/5'] -> ((7/3 / ((4/9 * 7/2) - 7/5)) * 8/5)
[1996314] ['4/9', '7/2', '7/3', '7/6', '8/9'] -> ((7/2 / (7/6 - (4/9 * 7/3))) * 8/9)
[1996319] ['4/9', '7/2', '7/3', '7/6', '9/8'] -> ((7/2 / (7/6 - (4/9 * 7/3))) / 9/8)
[1996320] ['4/9', '7/2', '7/3', '7/8', '7/8'] -> ((((7/2 * 7/3) / 4/9) / 7/8) / 7/8)
[1996323] ['4/9', '7/2', '7/3', '7/8', '8/5'] -> ((((7/2 + 7/3) / 4/9) / 7/8) * 8/5)
[1996324] ['4/9', '7/2', '7/3', '7/8', '8/7'] -> ((((7/2 * 7/3) / 4/9) / 7/8) * 8/7)
[1996332] ['4/9', '7/2', '7/3', '7/9', '8/3'] -> (8/3 / (7/9 - ((4/9 * 7/2) / 7/3)))
[1996341] ['4/9', '7/2', '7/3', '8/3', '8/3'] -> ((((7/2 * 8/3) / 4/9) / 7/3) * 8/3)
[1996345] ['4/9', '7/2', '7/3', '8/3', '9/2'] -> (((8/3 / 4/9) - (7/3 / 7/2)) * 9/2)
[1996346] ['4/9', '7/2', '7/3', '8/3', '9/4'] -> (((7/3 + (7/2 * 8/3)) / 4/9) - 9/4)
[1996350] ['4/9', '7/2', '7/3', '8/5', '8/5'] -> (8/5 / (7/3 - (4/9 * (7/2 + 8/5))))
[1996351] ['4/9', '7/2', '7/3', '8/5', '8/7'] -> ((((7/2 + 7/3) * 8/5) / 4/9) * 8/7)
[1996358] ['4/9', '7/2', '7/3', '8/7', '8/7'] -> ((((7/2 * 7/3) * 8/7) / 4/9) * 8/7)
[1996363] ['4/9', '7/2', '7/3', '8/7', '9/7'] -> (9/7 / (((7/2 - 7/3) - 8/7) / 4/9))
[1996366] ['4/9', '7/2', '7/3', '8/9', '9/2'] -> (((7/2 + 7/3) - (4/9 / 8/9)) * 9/2)
[1996376] ['4/9', '7/2', '7/3', '9/4', '9/4'] -> ((7/2 * ((7/3 / 4/9) + 9/4)) - 9/4)
[1996378] ['4/9', '7/2', '7/3', '9/4', '9/7'] -> (9/7 / (((7/3 - 9/4) / 4/9) / 7/2))
[1996384] ['4/9', '7/2', '7/3', '9/7', '9/8'] -> (((7/2 + 9/7) / (4/9 / 7/3)) - 9/8)
[1996414] ['4/9', '7/2', '7/4', '7/6', '7/8'] -> ((7/6 / ((7/4 / 7/2) - 4/9)) / 7/8)
[1996416] ['4/9', '7/2', '7/4', '7/6', '8/3'] -> ((7/2 / (7/6 - (4/9 * 7/4))) * 8/3)
[1996418] ['4/9', '7/2', '7/4', '7/6', '8/7'] -> ((7/6 / ((7/4 / 7/2) - 4/9)) * 8/7)
[1996437] ['4/9', '7/2', '7/4', '7/9', '8/3'] -> (8/3 / (((4/9 * 7/2) / 7/4) - 7/9))
[1996455] ['4/9', '7/2', '7/4', '8/5', '8/5'] -> (8/5 / (4/9 * ((7/2 - 7/4) - 8/5)))
[1996476] ['4/9', '7/2', '7/4', '9/2', '9/2'] -> ((7/4 + ((4/9 + 7/2) * 9/2)) + 9/2)
[1996495] ['4/9', '7/2', '7/5', '7/5', '8/3'] -> ((7/5 / ((4/9 * 7/2) - 7/5)) * 8/3)
[1996508] ['4/9', '7/2', '7/5', '7/6', '8/5'] -> (8/5 / (7/5 - ((4/9 * 7/2) / 7/6)))
[1996512] ['4/9', '7/2', '7/5', '7/6', '9/4'] -> ((7/6 / (4/9 - (7/5 / 7/2))) - 9/4)
[1996519] ['4/9', '7/2', '7/5', '7/8', '8/5'] -> (((7/2 / (7/5 - 7/8)) / 4/9) * 8/5)
[1996529] ['4/9', '7/2', '7/5', '7/9', '8/5'] -> (8/5 / ((4/9 + (7/5 / 7/2)) - 7/9))
[1996568] ['4/9', '7/2', '7/5', '9/2', '9/4'] -> ((7/2 / (4/9 - (7/5 / 9/2))) - 9/4)
[1996585] ['4/9', '7/2', '7/6', '7/6', '8/3'] -> ((((7/2 + 7/6) / 4/9) / 7/6) * 8/3)
[1996587] ['4/9', '7/2', '7/6', '7/6', '8/7'] -> (8/7 / ((4/9 / 7/6) - (7/6 / 7/2)))
[1996599] ['4/9', '7/2', '7/6', '7/8', '8/9'] -> (((7/2 / (7/6 - 7/8)) / 4/9) * 8/9)
[1996600] ['4/9', '7/2', '7/6', '7/8', '9/2'] -> (((4/9 * 7/2) / (7/6 - 7/8)) * 9/2)
[1996604] ['4/9', '7/2', '7/6', '7/8', '9/8'] -> (((7/2 / (7/6 - 7/8)) / 4/9) / 9/8)
[1996628] ['4/9', '7/2', '7/6', '8/5', '9/4'] -> ((7/6 / (8/5 - (4/9 * 7/2))) - 9/4)
[1996633] ['4/9', '7/2', '7/6', '8/7', '8/9'] -> (8/9 / ((4/9 * 7/2) * (7/6 - 8/7)))
[1996646] ['4/9', '7/2', '7/6', '9/2', '9/4'] -> (((7/2 * (9/2 - 7/6)) / 4/9) - 9/4)
[1996676] ['4/9', '7/2', '7/8', '7/9', '9/2'] -> ((4/9 + ((7/2 + 7/9) / 7/8)) * 9/2)
[1996682] ['4/9', '7/2', '7/8', '8/3', '8/5'] -> ((((7/2 / 7/8) + 8/3) / 4/9) * 8/5)
[1996703] ['4/9', '7/2', '7/8', '8/7', '9/7'] -> (9/7 / ((7/2 - (8/7 / 4/9)) - 7/8))
[1996727] ['4/9', '7/2', '7/9', '7/9', '8/3'] -> (8/3 / ((7/9 - (7/9 / 7/2)) - 4/9))
[1996739] ['4/9', '7/2', '7/9', '8/3', '8/9'] -> ((((7/2 * 8/3) / 4/9) / 7/9) * 8/9)
[1996740] ['4/9', '7/2', '7/9', '8/3', '9/2'] -> ((((4/9 * 7/2) * 8/3) / 7/9) * 9/2)
[1996744] ['4/9', '7/2', '7/9', '8/3', '9/8'] -> ((((7/2 * 8/3) / 4/9) / 7/9) / 9/8)
[1996745] ['4/9', '7/2', '7/9', '8/5', '8/5'] -> (8/5 / ((4/9 * (7/2 - 8/5)) - 7/9))
[1996755] ['4/9', '7/2', '7/9', '8/7', '9/2'] -> ((4/9 + ((7/2 + 7/9) * 8/7)) * 9/2)
[1996781] ['4/9', '7/2', '8/3', '8/3', '8/3'] -> (4/9 + (((7/2 + 8/3) + 8/3) * 8/3))
[1996782] ['4/9', '7/2', '8/3', '8/3', '8/5'] -> ((((7/2 * 8/3) - 8/3) / 4/9) * 8/5)
[1996786] ['4/9', '7/2', '8/3', '8/3', '9/4'] -> ((8/3 + 8/3) * (7/2 + (4/9 * 9/4)))
[1996789] ['4/9', '7/2', '8/3', '8/3', '9/8'] -> ((((7/2 * 8/3) + 8/3) / 4/9) / 9/8)
[1996793] ['4/9', '7/2', '8/3', '8/5', '9/2'] -> (((7/2 - (4/9 / 8/3)) * 8/5) * 9/2)
[1996795] ['4/9', '7/2', '8/3', '8/5', '9/5'] -> ((((7/2 + 8/3) * 8/5) / 4/9) + 9/5)
[1996806] ['4/9', '7/2', '8/3', '8/9', '9/2'] -> (((7/2 * 8/9) - (4/9 - 8/3)) * 9/2)
[1996809] ['4/9', '7/2', '8/3', '8/9', '9/7'] -> (9/7 / (((4/9 / 7/2) / 8/3) / 8/9))
[1996812] ['4/9', '7/2', '8/3', '9/2', '9/4'] -> (((8/3 / 4/9) + (7/2 * 9/2)) + 9/4)
[1996819] ['4/9', '7/2', '8/3', '9/4', '9/8'] -> ((8/3 * ((7/2 / 4/9) + 9/4)) / 9/8)
[1996820] ['4/9', '7/2', '8/3', '9/5', '9/5'] -> (9/5 / (((7/2 - 8/3) / 4/9) - 9/5))
[1996824] ['4/9', '7/2', '8/3', '9/7', '9/8'] -> ((((7/2 * 8/3) * 9/7) / 4/9) / 9/8)
[1996842] ['4/9', '7/2', '8/5', '8/9', '9/2'] -> (9/2 / ((7/2 / 8/5) - (8/9 / 4/9)))
[1996847] ['4/9', '7/2', '8/5', '9/2', '9/2'] -> (9/2 / ((7/2 / 8/5) - (4/9 * 9/2)))
[1996915] ['4/9', '7/2', '9/2', '9/2', '9/8'] -> ((9/2 + 9/2) * ((7/2 / 9/8) - 4/9))
[1996950] ['4/9', '7/3', '7/3', '7/3', '7/8'] -> (7/3 / (((4/9 + 7/3) * 7/8) - 7/3))
[1996954] ['4/9', '7/3', '7/3', '7/3', '8/7'] -> (7/3 / (((4/9 + 7/3) / 8/7) - 7/3))
[1996955] ['4/9', '7/3', '7/3', '7/3', '8/9'] -> (8/9 / ((4/9 * 7/3) - (7/3 / 7/3)))
[1996963] ['4/9', '7/3', '7/3', '7/4', '7/6'] -> ((7/3 / ((7/6 / 7/3) - 4/9)) / 7/4)
