[1737601] ['3/4', '6/7', '7/6', '9/5', '9/5'] -> (9/5 / (((3/4 + 6/7) * 7/6) - 9/5))
[1738914] ['3/4', '7/3', '7/4', '8/9', '9/2'] -> ((8/9 / ((3/4 + 7/4) - 7/3)) * 9/2)
[1738919] ['3/4', '7/3', '7/4', '9/2', '9/2'] -> ((7/3 + ((3/4 + 9/2) / 7/4)) * 9/2)
[1738923] ['3/4', '7/3', '7/4', '9/2', '9/8'] -> ((9/2 / ((3/4 + 7/4) - 7/3)) / 9/8)
[1738941] ['3/4', '7/3', '7/5', '7/5', '8/9'] -> ((7/3 + (7/5 / 7/5)) / (8/9 - 3/4))
[1738947] ['3/4', '7/3', '7/5', '7/6', '7/6'] -> ((7/3 / ((7/6 / 7/5) - 3/4)) / 7/6)
[1738950] ['3/4', '7/3', '7/5', '7/6', '8/3'] -> (8/3 / ((7/3 / 7/5) - (7/6 / 3/4)))
[1738951] ['3/4', '7/3', '7/5', '7/6', '8/5'] -> ((7/3 / ((7/6 / 3/4) - 7/5)) * 8/5)
[1738956] ['3/4', '7/3', '7/5', '7/6', '9/5'] -> (((7/3 / (7/5 - 7/6)) / 3/4) * 9/5)
[1738962] ['3/4', '7/3', '7/5', '7/8', '8/5'] -> (8/5 / (((7/3 - 7/5) * 7/8) - 3/4))
[1738965] ['3/4', '7/3', '7/5', '7/8', '9/2'] -> (9/2 / ((7/8 / (7/3 - 7/5)) - 3/4))
[1738968] ['3/4', '7/3', '7/5', '7/8', '9/7'] -> (9/7 / ((3/4 - (7/8 / 7/5)) / 7/3))
[1738972] ['3/4', '7/3', '7/5', '7/9', '8/5'] -> (8/5 / (((7/5 / 3/4) / 7/9) - 7/3))
[1738993] ['3/4', '7/3', '7/5', '8/5', '9/4'] -> ((8/5 / (3/4 - (7/5 / 7/3))) * 9/4)
[1738995] ['3/4', '7/3', '7/5', '8/5', '9/7'] -> (9/7 / (((7/5 / 8/5) - 3/4) / 7/3))
[1739007] ['3/4', '7/3', '7/5', '8/9', '9/5'] -> (9/5 / (3/4 - ((7/5 / 7/3) / 8/9)))
[1739026] ['3/4', '7/3', '7/6', '7/6', '7/8'] -> (((7/3 + 7/6) / 7/6) / (7/8 - 3/4))
[1739031] ['3/4', '7/3', '7/6', '7/6', '8/9'] -> ((7/3 + (7/6 / 7/6)) / (8/9 - 3/4))
[1739043] ['3/4', '7/3', '7/6', '7/8', '9/2'] -> ((((7/3 + 7/6) / 3/4) / 7/8) * 9/2)
[1739046] ['3/4', '7/3', '7/6', '7/8', '9/7'] -> (9/7 / (7/8 - ((3/4 + 7/6) / 7/3)))
[1739049] ['3/4', '7/3', '7/6', '7/9', '8/3'] -> (8/3 / (7/9 - ((7/6 / 3/4) / 7/3)))
[1739062] ['3/4', '7/3', '7/6', '8/3', '9/2'] -> ((((7/3 / 3/4) / 7/6) + 8/3) * 9/2)
[1739063] ['3/4', '7/3', '7/6', '8/3', '9/4'] -> ((8/3 / (3/4 - (7/6 / 7/3))) * 9/4)
[1739072] ['3/4', '7/3', '7/6', '8/5', '9/5'] -> (9/5 / (7/6 * (3/4 - (8/5 / 7/3))))
[1739077] ['3/4', '7/3', '7/6', '8/7', '9/2'] -> ((((7/3 + 7/6) * 8/7) / 3/4) * 9/2)
[1739083] ['3/4', '7/3', '7/6', '8/9', '9/2'] -> (9/2 / (3/4 - ((7/6 / 7/3) / 8/9)))
[1739088] ['3/4', '7/3', '7/6', '9/2', '9/2'] -> (((9/2 - (7/6 / 7/3)) / 3/4) * 9/2)
[1739089] ['3/4', '7/3', '7/6', '9/2', '9/4'] -> ((((7/3 + 7/6) + 9/2) / 3/4) * 9/4)
[1739095] ['3/4', '7/3', '7/6', '9/4', '9/7'] -> (((7/6 / (7/3 - 9/4)) / 3/4) * 9/7)
[1739103] ['3/4', '7/3', '7/8', '7/8', '7/8'] -> ((7/8 / ((7/8 * 7/8) - 3/4)) / 7/3)
[1739110] ['3/4', '7/3', '7/8', '7/8', '9/4'] -> ((7/3 * 9/4) / (7/8 - (3/4 * 7/8)))
[1739113] ['3/4', '7/3', '7/8', '7/8', '9/8'] -> (((7/3 / (7/8 - 3/4)) / 7/8) * 9/8)
[1739118] ['3/4', '7/3', '7/8', '7/9', '8/9'] -> (((7/3 + 7/9) / (7/8 - 3/4)) - 8/9)
[1739126] ['3/4', '7/3', '7/8', '8/3', '8/7'] -> (8/7 / (7/3 - ((3/4 * 8/3) / 7/8)))
[1739128] ['3/4', '7/3', '7/8', '8/3', '9/2'] -> ((((3/4 * 7/3) * 8/3) / 7/8) * 9/2)
[1739129] ['3/4', '7/3', '7/8', '8/3', '9/4'] -> (9/4 / ((7/8 / 7/3) - (3/4 / 8/3)))
[1739137] ['3/4', '7/3', '7/8', '8/5', '9/4'] -> (9/4 / ((3/4 / 8/5) - (7/8 / 7/3)))
[1739144] ['3/4', '7/3', '7/8', '8/7', '9/4'] -> ((7/3 / (7/8 - (3/4 / 8/7))) * 9/4)
[1739146] ['3/4', '7/3', '7/8', '8/7', '9/7'] -> (9/7 / (((3/4 / 7/3) + 7/8) - 8/7))
[1739147] ['3/4', '7/3', '7/8', '8/7', '9/8'] -> (9/8 / (((7/8 - 3/4) / 7/3) / 8/7))
[1739159] ['3/4', '7/3', '7/8', '9/4', '9/4'] -> (9/4 / (((7/8 * 9/4) / 7/3) - 3/4))
[1739169] ['3/4', '7/3', '7/9', '7/9', '7/9'] -> (((7/9 + 7/9) / (7/9 - 3/4)) / 7/3)
[1739170] ['3/4', '7/3', '7/9', '7/9', '8/3'] -> ((7/3 * 8/3) / ((7/9 / 3/4) - 7/9))
[1739173] ['3/4', '7/3', '7/9', '7/9', '8/9'] -> ((7/3 + (7/9 / 7/9)) / (8/9 - 3/4))
[1739179] ['3/4', '7/3', '7/9', '8/3', '8/3'] -> ((7/9 + ((3/4 + 7/3) * 8/3)) * 8/3)
[1739184] ['3/4', '7/3', '7/9', '8/3', '9/4'] -> ((((7/3 * 8/3) / 3/4) / 7/9) * 9/4)
[1739204] ['3/4', '7/3', '7/9', '8/9', '9/2'] -> ((((7/3 + 7/9) + 8/9) / 3/4) * 9/2)
[1739207] ['3/4', '7/3', '7/9', '8/9', '9/7'] -> (9/7 / (((7/9 / 8/9) - 3/4) / 7/3))
[1739236] ['3/4', '7/3', '8/3', '8/5', '9/2'] -> (((7/3 + (8/3 / 8/5)) / 3/4) * 9/2)
[1739237] ['3/4', '7/3', '8/3', '8/5', '9/4'] -> ((((7/3 + 8/3) * 8/5) / 3/4) * 9/4)
[1739238] ['3/4', '7/3', '8/3', '8/5', '9/5'] -> ((8/3 / (7/3 - (8/5 / 3/4))) * 9/5)
[1739241] ['3/4', '7/3', '8/3', '8/7', '8/7'] -> (8/7 / (7/3 - ((3/4 * 8/3) * 8/7)))
[1739243] ['3/4', '7/3', '8/3', '8/7', '9/2'] -> ((((3/4 * 7/3) * 8/3) * 8/7) * 9/2)
[1739248] ['3/4', '7/3', '8/3', '8/9', '8/9'] -> (8/9 / (((8/3 - 8/9) / 3/4) - 7/3))
[1739249] ['3/4', '7/3', '8/3', '8/9', '9/2'] -> ((3/4 * ((7/3 * 8/3) + 8/9)) * 9/2)
[1739254] ['3/4', '7/3', '8/3', '9/2', '9/2'] -> (((7/3 + (3/4 * 8/3)) * 9/2) + 9/2)
[1739259] ['3/4', '7/3', '8/3', '9/4', '9/4'] -> ((8/3 * ((3/4 * 7/3) + 9/4)) * 9/4)
[1739269] ['3/4', '7/3', '8/5', '8/5', '8/5'] -> (8/5 / ((3/4 * (8/5 + 8/5)) - 7/3))
[1739273] ['3/4', '7/3', '8/5', '8/5', '9/4'] -> ((8/5 / ((3/4 * 7/3) - 8/5)) * 9/4)
[1739285] ['3/4', '7/3', '8/5', '8/9', '9/2'] -> (9/2 / ((7/3 / (8/5 + 8/9)) - 3/4))
[1739287] ['3/4', '7/3', '8/5', '8/9', '9/5'] -> (9/5 / (((7/3 - 8/5) / 8/9) - 3/4))
[1739306] ['3/4', '7/3', '8/7', '8/7', '8/9'] -> ((7/3 + (8/7 / 8/7)) / (8/9 - 3/4))
[1739308] ['3/4', '7/3', '8/7', '8/7', '9/4'] -> (((3/4 * 8/7) + 8/7) / (7/3 - 9/4))
[1739323] ['3/4', '7/3', '8/7', '9/4', '9/4'] -> (9/4 / (((9/4 / 7/3) / 8/7) - 3/4))
[1739327] ['3/4', '7/3', '8/7', '9/5', '9/5'] -> (9/5 / (3/4 - ((9/5 / 7/3) / 8/7)))
[1739339] ['3/4', '7/3', '8/9', '9/2', '9/2'] -> ((7/3 + ((3/4 * 8/9) * 9/2)) * 9/2)
[1739370] ['3/4', '7/3', '9/4', '9/4', '9/5'] -> ((3/4 + (9/4 / 9/5)) / (7/3 - 9/4))
[1739381] ['3/4', '7/3', '9/5', '9/5', '9/8'] -> ((9/5 / ((9/5 / 3/4) - 7/3)) / 9/8)
[1739391] ['3/4', '7/4', '7/4', '7/4', '7/6'] -> ((7/4 + 7/4) / ((3/4 * 7/4) - 7/6))
[1739405] ['3/4', '7/4', '7/4', '7/5', '7/8'] -> ((7/4 + (7/4 / 7/5)) / (7/8 - 3/4))
[1739418] ['3/4', '7/4', '7/4', '7/6', '7/9'] -> (7/6 / ((7/4 * 7/9) - (3/4 * 7/4)))
[1739419] ['3/4', '7/4', '7/4', '7/6', '8/3'] -> ((7/4 * 8/3) / (7/4 - (7/6 / 3/4)))
[1739421] ['3/4', '7/4', '7/4', '7/6', '8/7'] -> ((7/4 * 8/7) / (3/4 - (7/6 / 7/4)))
[1739429] ['3/4', '7/4', '7/4', '7/8', '7/9'] -> ((7/4 / (7/4 + 7/8)) / (7/9 - 3/4))
[1739440] ['3/4', '7/4', '7/4', '7/9', '8/3'] -> ((7/4 / 7/9) / (3/4 - (7/4 / 8/3)))
[1739443] ['3/4', '7/4', '7/4', '7/9', '8/9'] -> (8/9 / ((7/9 / 3/4) - (7/4 / 7/4)))
[1739444] ['3/4', '7/4', '7/4', '7/9', '9/2'] -> (((7/4 + (7/4 / 7/9)) / 3/4) * 9/2)
[1739456] ['3/4', '7/4', '7/4', '8/3', '9/7'] -> ((7/4 * 9/7) / (3/4 - (7/4 / 8/3)))
[1739461] ['3/4', '7/4', '7/4', '8/5', '9/2'] -> (9/2 / (7/4 - ((3/4 + 7/4) / 8/5)))
[1739462] ['3/4', '7/4', '7/4', '8/5', '9/4'] -> (9/4 / ((3/4 + (7/4 / 8/5)) - 7/4))
[1739469] ['3/4', '7/4', '7/4', '8/7', '9/4'] -> ((7/4 * 8/7) / ((7/4 / 3/4) - 9/4))
[1739474] ['3/4', '7/4', '7/4', '8/9', '9/2'] -> ((3/4 + 9/2) / ((7/4 / 8/9) - 7/4))
[1739492] ['3/4', '7/4', '7/4', '9/7', '9/8'] -> ((9/8 / 7/4) / ((3/4 * 7/4) - 9/7))
[1739494] ['3/4', '7/4', '7/5', '7/5', '7/5'] -> ((7/5 + 7/5) / ((7/5 / 3/4) - 7/4))
[1739495] ['3/4', '7/4', '7/5', '7/5', '7/6'] -> ((7/5 / ((7/5 / 7/4) - 3/4)) / 7/6)
[1739502] ['3/4', '7/4', '7/5', '7/5', '9/2'] -> (((7/5 / (7/4 - 7/5)) / 3/4) * 9/2)
[1739508] ['3/4', '7/4', '7/5', '7/6', '7/8'] -> ((7/4 / ((7/6 / 7/5) - 3/4)) / 7/8)
[1739510] ['3/4', '7/4', '7/5', '7/6', '8/3'] -> ((3/4 / ((7/4 / 7/5) - 7/6)) * 8/3)
[1739531] ['3/4', '7/4', '7/5', '7/9', '8/3'] -> ((7/4 / (3/4 - (7/9 / 7/5))) * 8/3)
[1739532] ['3/4', '7/4', '7/5', '7/9', '8/5'] -> ((3/4 / ((7/5 / 7/9) - 7/4)) * 8/5)
[1739538] ['3/4', '7/4', '7/5', '7/9', '9/7'] -> (9/7 / ((7/4 / (7/5 + 7/9)) - 3/4))
[1739549] ['3/4', '7/4', '7/5', '8/5', '8/5'] -> (8/5 / (((7/4 / 3/4) / 7/5) - 8/5))
[1739552] ['3/4', '7/4', '7/5', '8/5', '9/2'] -> ((((7/4 / 3/4) + 7/5) + 8/5) * 9/2)
[1739585] ['3/4', '7/4', '7/6', '7/6', '7/6'] -> (7/6 / ((7/6 * 7/6) - (3/4 * 7/4)))
[1739602] ['3/4', '7/4', '7/6', '7/8', '8/9'] -> (((7/4 + 7/6) / 7/8) / (8/9 - 3/4))
[1739603] ['3/4', '7/4', '7/6', '7/8', '9/2'] -> (((7/6 / (7/8 - 3/4)) / 7/4) * 9/2)
[1739608] ['3/4', '7/4', '7/6', '7/9', '7/9'] -> (7/9 / ((7/6 * (3/4 + 7/9)) - 7/4))
[1739609] ['3/4', '7/4', '7/6', '7/9', '8/3'] -> (8/3 / (((7/6 / 3/4) / 7/4) - 7/9))
[1739614] ['3/4', '7/4', '7/6', '7/9', '9/4'] -> (((7/4 / (7/9 - 3/4)) / 7/6) / 9/4)
[1739620] ['3/4', '7/4', '7/6', '8/3', '8/7'] -> (8/7 / ((7/4 / 3/4) - (8/3 / 7/6)))
[1739630] ['3/4', '7/4', '7/6', '8/5', '9/2'] -> (9/2 / (((7/4 / 7/6) / 8/5) - 3/4))
[1739632] ['3/4', '7/4', '7/6', '8/5', '9/5'] -> (9/5 / (3/4 * (8/5 - (7/4 / 7/6))))
[1739635] ['3/4', '7/4', '7/6', '8/7', '8/7'] -> (8/7 / (8/7 - ((3/4 + 7/6) / 7/4)))
[1739642] ['3/4', '7/4', '7/6', '8/9', '8/9'] -> (8/9 / ((3/4 + (7/6 * 8/9)) - 7/4))
[1739643] ['3/4', '7/4', '7/6', '8/9', '9/2'] -> ((8/9 / ((3/4 + 7/6) - 7/4)) * 9/2)
[1739648] ['3/4', '7/4', '7/6', '9/2', '9/2'] -> (((9/2 / 3/4) - (7/6 / 7/4)) * 9/2)
[1739651] ['3/4', '7/4', '7/6', '9/2', '9/7'] -> ((9/2 / ((3/4 * 7/4) - 7/6)) / 9/7)
[1739652] ['3/4', '7/4', '7/6', '9/2', '9/8'] -> ((9/2 / ((3/4 + 7/6) - 7/4)) / 9/8)
[1739655] ['3/4', '7/4', '7/6', '9/4', '9/7'] -> ((7/6 / (7/4 - (3/4 * 9/4))) * 9/7)
[1739656] ['3/4', '7/4', '7/6', '9/4', '9/8'] -> ((9/4 / (3/4 - (7/6 / 7/4))) / 9/8)
[1739663] ['3/4', '7/4', '7/8', '7/8', '7/8'] -> (((7/4 + 7/8) / (7/8 - 3/4)) / 7/8)
[1739667] ['3/4', '7/4', '7/8', '7/8', '8/7'] -> (((7/4 + 7/8) * 8/7) / (7/8 - 3/4))
[1739670] ['3/4', '7/4', '7/8', '7/8', '9/4'] -> (9/4 / ((3/4 + 7/8) - (7/4 * 7/8)))
[1739672] ['3/4', '7/4', '7/8', '7/8', '9/7'] -> (9/7 / (((3/4 + 7/8) / 7/4) - 7/8))
[1739679] ['3/4', '7/4', '7/8', '7/9', '9/2'] -> (9/2 / ((3/4 * 7/4) - (7/8 / 7/9)))
[1739684] ['3/4', '7/4', '7/8', '8/3', '8/3'] -> ((((3/4 + 7/4) + 7/8) * 8/3) * 8/3)
[1739689] ['3/4', '7/4', '7/8', '8/3', '9/4'] -> ((8/3 / (3/4 - (7/8 / 7/4))) * 9/4)
[1739692] ['3/4', '7/4', '7/8', '8/3', '9/8'] -> (9/8 / (((7/4 - 3/4) - 7/8) / 8/3))
[1739709] ['3/4', '7/4', '7/8', '8/9', '9/2'] -> (9/2 / (3/4 - ((7/8 / 7/4) / 8/9)))
[1739710] ['3/4', '7/4', '7/8', '8/9', '9/4'] -> ((3/4 / ((7/8 + 8/9) - 7/4)) / 9/4)
[1739712] ['3/4', '7/4', '7/8', '8/9', '9/7'] -> (((3/4 / (8/9 - 7/8)) / 7/4) / 9/7)
[1739714] ['3/4', '7/4', '7/8', '9/2', '9/2'] -> (((9/2 - (7/8 / 7/4)) / 3/4) * 9/2)
[1739723] ['3/4', '7/4', '7/8', '9/5', '9/5'] -> (9/5 / (((7/4 + 7/8) - 3/4) - 9/5))
[1739730] ['3/4', '7/4', '7/9', '7/9', '8/3'] -> ((7/4 * 8/3) / (7/9 - (3/4 * 7/9)))
[1739735] ['3/4', '7/4', '7/9', '7/9', '9/4'] -> (((7/9 / (7/9 - 3/4)) - 7/4) - 9/4)
[1739741] ['3/4', '7/4', '7/9', '8/3', '8/7'] -> (8/7 / ((3/4 / 7/9) + (7/4 - 8/3)))
[1739744] ['3/4', '7/4', '7/9', '8/3', '9/4'] -> (9/4 / (((7/4 / 7/9) / 8/3) - 3/4))
[1739789] ['3/4', '7/4', '8/3', '8/3', '9/4'] -> ((8/3 * 9/4) / ((3/4 * 8/3) - 7/4))
[1739793] ['3/4', '7/4', '8/3', '8/5', '8/5'] -> (8/5 / (((3/4 + 8/3) - 7/4) - 8/5))
[1739796] ['3/4', '7/4', '8/3', '8/5', '9/2'] -> (9/2 / ((7/4 / 8/3) - (3/4 / 8/5)))
[1739798] ['3/4', '7/4', '8/3', '8/5', '9/5'] -> (((3/4 * 8/3) / (7/4 - 8/5)) * 9/5)
[1739803] ['3/4', '7/4', '8/3', '8/7', '9/2'] -> ((8/3 + ((7/4 * 8/7) / 3/4)) * 9/2)
[1739806] ['3/4', '7/4', '8/3', '8/7', '9/7'] -> (9/7 / (((3/4 + 8/7) - 7/4) / 8/3))
[1739813] ['3/4', '7/4', '8/3', '8/9', '9/8'] -> ((3/4 / ((8/3 - 7/4) - 8/9)) / 9/8)
[1739814] ['3/4', '7/4', '8/3', '9/2', '9/2'] -> ((8/3 * ((9/2 - 3/4) - 7/4)) * 9/2)
[1739819] ['3/4', '7/4', '8/3', '9/4', '9/4'] -> ((8/3 / ((3/4 + 7/4) - 9/4)) * 9/4)
[1739821] ['3/4', '7/4', '8/3', '9/4', '9/7'] -> ((7/4 / ((9/4 / 8/3) - 3/4)) * 9/7)
[1739826] ['3/4', '7/4', '8/3', '9/7', '9/7'] -> (9/7 / ((9/7 / 8/3) - (3/4 / 7/4)))
[1739828] ['3/4', '7/4', '8/3', '9/8', '9/8'] -> (9/8 / (((3/4 + 9/8) - 7/4) / 8/3))
[1739832] ['3/4', '7/4', '8/5', '8/5', '9/2'] -> ((((7/4 * 8/5) / 3/4) + 8/5) * 9/2)
[1739849] ['3/4', '7/4', '8/5', '8/9', '9/8'] -> (9/8 / (3/4 - (7/4 / (8/5 + 8/9))))
[1739855] ['3/4', '7/4', '8/5', '9/4', '9/4'] -> (9/4 / ((9/4 / 8/5) - (3/4 * 7/4)))
[1739857] ['3/4', '7/4', '8/5', '9/4', '9/7'] -> (9/7 / (((9/4 / 7/4) / 8/5) - 3/4))
[1739865] ['3/4', '7/4', '8/7', '8/7', '8/7'] -> (8/7 / (((7/4 / 3/4) - 8/7) - 8/7))
[1739867] ['3/4', '7/4', '8/7', '8/7', '9/2'] -> (((7/4 * (8/7 + 8/7)) / 3/4) * 9/2)
[1739868] ['3/4', '7/4', '8/7', '8/7', '9/4'] -> (9/4 / (7/4 - ((3/4 + 8/7) / 8/7)))
[1739893] ['3/4', '7/4', '8/9', '8/9', '8/9'] -> ((3/4 * 8/9) / ((8/9 + 8/9) - 7/4))
[1739895] ['3/4', '7/4', '8/9', '8/9', '9/4'] -> (9/4 / (((3/4 + 8/9) / 8/9) - 7/4))
[1739898] ['3/4', '7/4', '8/9', '8/9', '9/8'] -> ((3/4 / ((8/9 + 8/9) - 7/4)) / 9/8)
[1739904] ['3/4', '7/4', '8/9', '9/4', '9/4'] -> ((8/9 / ((7/4 / 3/4) - 9/4)) * 9/4)
[1739908] ['3/4', '7/4', '8/9', '9/5', '9/5'] -> (((3/4 * 8/9) / (9/5 - 7/4)) * 9/5)
[1739928] ['3/4', '7/4', '9/2', '9/8', '9/8'] -> (((7/4 * 9/2) + 9/8) / (9/8 - 3/4))
[1739929] ['3/4', '7/4', '9/4', '9/4', '9/4'] -> (((7/4 + 9/4) * (9/4 + 9/4)) / 3/4)
[1739941] ['3/4', '7/4', '9/5', '9/5', '9/8'] -> (((3/4 * 9/5) / (9/5 - 7/4)) / 9/8)
[1739946] ['3/4', '7/4', '9/7', '9/7', '9/8'] -> ((9/7 + 9/7) / (3/4 - (9/8 / 7/4)))
[1739950] ['3/4', '7/5', '7/5', '7/5', '7/6'] -> ((7/5 + 7/5) / (7/6 - (3/4 * 7/5)))
[1739954] ['3/4', '7/5', '7/5', '7/5', '8/5'] -> (8/5 / (7/5 - ((7/5 / 3/4) / 7/5)))
[1739962] ['3/4', '7/5', '7/5', '7/6', '7/6'] -> (7/5 / (((3/4 * 7/5) * 7/6) - 7/6))
[1739965] ['3/4', '7/5', '7/5', '7/6', '8/3'] -> ((7/5 * 8/3) / ((7/6 / 3/4) - 7/5))
[1739987] ['3/4', '7/5', '7/5', '7/9', '8/5'] -> (8/5 / ((7/5 / 3/4) - (7/5 / 7/9)))
[1739989] ['3/4', '7/5', '7/5', '7/9', '8/9'] -> (8/9 / ((7/9 / 3/4) - (7/5 / 7/5)))
[1740000] ['3/4', '7/5', '7/5', '8/3', '9/4'] -> ((8/3 / ((7/5 / 7/5) - 3/4)) * 9/4)
[1740004] ['3/4', '7/5', '7/5', '8/5', '8/5'] -> ((7/5 + 8/5) / ((7/5 / 8/5) - 3/4))
[1740007] ['3/4', '7/5', '7/5', '8/5', '9/2'] -> ((((7/5 + 7/5) / 3/4) + 8/5) * 9/2)
[1740032] ['3/4', '7/5', '7/5', '9/4', '9/7'] -> (9/7 / ((9/4 / (7/5 + 7/5)) - 3/4))
[1740044] ['3/4', '7/5', '7/6', '7/6', '8/5'] -> (8/5 / (7/5 - ((7/6 / 3/4) / 7/6)))
[1740079] ['3/4', '7/5', '7/6', '8/3', '9/5'] -> (9/5 / (3/4 * ((8/3 - 7/5) - 7/6)))
[1740086] ['3/4', '7/5', '7/6', '8/5', '9/4'] -> ((3/4 / (7/5 - (8/5 / 7/6))) - 9/4)
[1740098] ['3/4', '7/5', '7/6', '8/9', '9/2'] -> (9/2 / (((7/6 / 7/5) / 8/9) - 3/4))
[1740099] ['3/4', '7/5', '7/6', '8/9', '9/4'] -> ((8/9 / ((7/6 / 7/5) - 3/4)) * 9/4)
[1740111] ['3/4', '7/5', '7/6', '9/4', '9/8'] -> ((9/4 / ((7/6 / 7/5) - 3/4)) / 9/8)
[1740121] ['3/4', '7/5', '7/8', '7/8', '8/5'] -> (8/5 / (7/5 - ((7/8 / 3/4) / 7/8)))
[1740124] ['3/4', '7/5', '7/8', '7/8', '9/2'] -> ((9/2 / 3/4) / (7/8 - (7/8 / 7/5)))
[1740130] ['3/4', '7/5', '7/8', '7/9', '8/3'] -> (8/3 / (7/5 * ((3/4 / 7/8) - 7/9)))
[1740137] ['3/4', '7/5', '7/8', '7/9', '9/7'] -> (9/7 / (((7/8 / 7/5) / 7/9) - 3/4))
[1740147] ['3/4', '7/5', '7/8', '8/3', '9/8'] -> (9/8 / ((3/4 - (7/8 / 7/5)) / 8/3))
[1740153] ['3/4', '7/5', '7/8', '8/5', '9/5'] -> (9/5 / (((3/4 + 8/5) - 7/5) - 7/8))
[1740168] ['3/4', '7/5', '7/8', '8/9', '9/8'] -> (9/8 / (3/4 - ((7/8 / 7/5) / 8/9)))
[1740169] ['3/4', '7/5', '7/8', '9/2', '9/2'] -> ((((7/8 / 3/4) / 7/5) + 9/2) * 9/2)
[1740181] ['3/4', '7/5', '7/8', '9/7', '9/7'] -> (9/7 / (((7/8 * 9/7) / 7/5) - 3/4))
[1740188] ['3/4', '7/5', '7/9', '7/9', '8/9'] -> (8/9 / (7/9 - ((7/9 / 3/4) / 7/5)))
[1740195] ['3/4', '7/5', '7/9', '8/3', '8/5'] -> (8/5 / (((7/5 + 7/9) / 8/3) - 3/4))
[1740200] ['3/4', '7/5', '7/9', '8/3', '9/5'] -> (9/5 / (3/4 - ((7/5 / 7/9) / 8/3)))
[1740206] ['3/4', '7/5', '7/9', '8/5', '9/2'] -> (((7/5 + 8/5) / (7/9 - 3/4)) / 9/2)
[1740240] ['3/4', '7/5', '8/3', '8/3', '8/5'] -> (8/5 / (7/5 - ((8/3 / 3/4) / 8/3)))
[1740248] ['3/4', '7/5', '8/3', '8/5', '8/5'] -> (8/5 / ((8/3 - (3/4 * 8/5)) - 7/5))
[1740252] ['3/4', '7/5', '8/3', '8/5', '9/4'] -> (((7/5 + 8/5) / (3/4 / 8/3)) * 9/4)
[1740253] ['3/4', '7/5', '8/3', '8/5', '9/5'] -> ((8/3 / (7/5 - (3/4 * 8/5))) * 9/5)
[1740255] ['3/4', '7/5', '8/3', '8/5', '9/8'] -> (9/8 / (((7/5 / 8/5) - 3/4) / 8/3))
[1740279] ['3/4', '7/5', '8/3', '9/5', '9/7'] -> (9/7 / ((3/4 - (9/5 / 8/3)) / 7/5))
[1740281] ['3/4', '7/5', '8/3', '9/7', '9/7'] -> (9/7 / ((3/4 / 7/5) - (9/7 / 8/3)))
[1740284] ['3/4', '7/5', '8/5', '8/5', '8/5'] -> (8/5 / (7/5 - ((8/5 / 3/4) / 8/5)))
[1740300] ['3/4', '7/5', '8/5', '8/9', '9/2'] -> (9/2 / (3/4 - (7/5 / (8/5 + 8/9))))
[1740305] ['3/4', '7/5', '8/5', '9/2', '9/2'] -> (((8/5 * 9/2) - (7/5 / 3/4)) * 9/2)
[1740314] ['3/4', '7/5', '8/5', '9/5', '9/5'] -> (9/5 / ((9/5 / 8/5) - (3/4 * 7/5)))
[1740315] ['3/4', '7/5', '8/5', '9/5', '9/7'] -> (9/7 / (((9/5 / 7/5) / 8/5) - 3/4))
[1740317] ['3/4', '7/5', '8/5', '9/7', '9/7'] -> (9/7 / ((3/4 * (7/5 - 9/7)) / 8/5))
[1740319] ['3/4', '7/5', '8/5', '9/8', '9/8'] -> (9/8 / ((9/8 - (3/4 * 7/5)) / 8/5))
[1740345] ['3/4', '7/5', '8/7', '9/7', '9/7'] -> (9/7 / (((9/7 / 7/5) / 8/7) - 3/4))
[1740360] ['3/4', '7/5', '8/9', '9/4', '9/5'] -> (9/5 / ((3/4 + (7/5 / 8/9)) - 9/4))
[1740363] ['3/4', '7/5', '8/9', '9/5', '9/5'] -> ((8/9 / ((7/5 / 3/4) - 9/5)) * 9/5)
[1740369] ['3/4', '7/5', '9/2', '9/2', '9/2'] -> (((3/4 + 9/2) / 7/5) + (9/2 * 9/2))
[1740375] ['3/4', '7/5', '9/2', '9/4', '9/5'] -> (9/5 / ((3/4 * (9/2 - 7/5)) - 9/4))
[1740390] ['3/4', '7/5', '9/4', '9/5', '9/8'] -> (9/8 / (3/4 - (9/4 / (7/5 + 9/5))))
[1740394] ['3/4', '7/5', '9/5', '9/5', '9/5'] -> (9/5 / ((3/4 / (9/5 - 7/5)) - 9/5))
[1740396] ['3/4', '7/5', '9/5', '9/5', '9/8'] -> ((9/5 / ((7/5 / 3/4) - 9/5)) / 9/8)
[1740406] ['3/4', '7/6', '7/6', '7/6', '7/9'] -> ((7/6 + 7/6) / ((3/4 * 7/6) - 7/9))
[1740422] ['3/4', '7/6', '7/6', '7/8', '9/2'] -> (((7/6 * 9/2) / 3/4) / (7/6 - 7/8))
[1740425] ['3/4', '7/6', '7/6', '7/8', '9/7'] -> (((7/6 + 7/6) * 9/7) / (7/8 - 3/4))
[1740427] ['3/4', '7/6', '7/6', '7/9', '7/9'] -> (7/9 / ((7/6 * 7/9) - (3/4 * 7/6)))
[1740428] ['3/4', '7/6', '7/6', '7/9', '8/3'] -> ((7/6 * 8/3) / (7/6 - (7/9 / 3/4)))
[1740431] ['3/4', '7/6', '7/6', '7/9', '8/9'] -> (8/9 / ((7/9 / 3/4) - (7/6 / 7/6)))
