[1105573] ['1/8', '3/5', '4/3', '6/5', '9/8'] -> (9/8 / (((1/8 * 3/5) / 4/3) / 6/5))
[1107058] ['1/8', '3/5', '5/2', '7/2', '8/3'] -> ((((7/2 / 3/5) - 5/2) / 1/8) - 8/3)
[1107062] ['1/8', '3/5', '5/2', '7/2', '9/2'] -> ((((5/2 / 3/5) - 7/2) / 1/8) * 9/2)
[1107065] ['1/8', '3/5', '5/2', '7/2', '9/7'] -> (9/7 / (((1/8 * 3/5) * 5/2) / 7/2))
[1107085] ['1/8', '3/5', '5/2', '7/4', '7/8'] -> ((((3/5 * 5/2) * 7/4) / 1/8) / 7/8)
[1107088] ['1/8', '3/5', '5/2', '7/4', '8/5'] -> (8/5 / ((7/4 / (1/8 + 5/2)) - 3/5))
[1107089] ['1/8', '3/5', '5/2', '7/4', '8/7'] -> ((((3/5 * 5/2) * 7/4) / 1/8) * 8/7)
[1107097] ['1/8', '3/5', '5/2', '7/5', '7/6'] -> (((5/2 + (7/5 / 1/8)) / 3/5) + 7/6)
[1107101] ['1/8', '3/5', '5/2', '7/5', '8/5'] -> (8/5 / (3/5 - (7/5 / (1/8 + 5/2))))
[1107120] ['1/8', '3/5', '5/2', '7/6', '9/8'] -> (9/8 / (1/8 / ((3/5 * 5/2) + 7/6)))
[1107148] ['1/8', '3/5', '5/2', '8/3', '9/5'] -> (((3/5 + (8/3 / 5/2)) / 1/8) * 9/5)
[1107152] ['1/8', '3/5', '5/2', '8/5', '8/7'] -> ((((5/2 / 1/8) + 8/5) - 3/5) * 8/7)
[1107156] ['1/8', '3/5', '5/2', '8/5', '9/5'] -> (((3/5 + (5/2 / 1/8)) + 8/5) + 9/5)
[1107168] ['1/8', '3/5', '5/2', '8/9', '9/4'] -> ((((3/5 * 5/2) * 8/9) / 1/8) * 9/4)
[1107173] ['1/8', '3/5', '5/2', '9/2', '9/4'] -> (9/4 / (5/2 * (3/5 - (1/8 * 9/2))))
[1107174] ['1/8', '3/5', '5/2', '9/2', '9/5'] -> (9/5 / (((3/5 * 9/2) - 1/8) - 5/2))
[1107177] ['1/8', '3/5', '5/2', '9/4', '9/4'] -> (9/4 / (1/8 * (9/4 - (3/5 * 5/2))))
[1107178] ['1/8', '3/5', '5/2', '9/4', '9/5'] -> (9/5 / (3/5 * ((5/2 - 1/8) - 9/4)))
[1107180] ['1/8', '3/5', '5/2', '9/4', '9/8'] -> ((((3/5 * 5/2) * 9/4) / 1/8) / 9/8)
[1107186] ['1/8', '3/5', '5/2', '9/8', '9/8'] -> (9/8 / (1/8 * ((3/5 * 5/2) - 9/8)))
[1107193] ['1/8', '3/5', '5/3', '5/3', '6/5'] -> ((6/5 / 1/8) / ((5/3 / 5/3) - 3/5))
[1107201] ['1/8', '3/5', '5/3', '5/3', '7/9'] -> (((3/5 + (5/3 / 1/8)) * 5/3) + 7/9)
[1107203] ['1/8', '3/5', '5/3', '5/3', '8/5'] -> (((5/3 + 5/3) / 1/8) - (8/5 / 3/5))
[1107205] ['1/8', '3/5', '5/3', '5/3', '8/9'] -> ((((3/5 * 5/3) + 5/3) / 1/8) / 8/9)
[1107206] ['1/8', '3/5', '5/3', '5/3', '9/2'] -> (((5/3 - (3/5 * 5/3)) / 1/8) * 9/2)
[1107210] ['1/8', '3/5', '5/3', '5/3', '9/8'] -> ((((3/5 * 5/3) + 5/3) / 1/8) * 9/8)
[1107214] ['1/8', '3/5', '5/3', '5/4', '5/8'] -> ((((5/4 / 1/8) / 3/5) - 5/3) / 5/8)
[1107221] ['1/8', '3/5', '5/3', '5/4', '7/5'] -> (7/5 / (((3/5 + 5/4) - 1/8) - 5/3))
[1107225] ['1/8', '3/5', '5/3', '5/4', '8/3'] -> (((5/4 / 1/8) - (3/5 * 5/3)) * 8/3)
[1107226] ['1/8', '3/5', '5/3', '5/4', '8/5'] -> ((((5/4 / 1/8) / 3/5) - 5/3) * 8/5)
[1107230] ['1/8', '3/5', '5/3', '5/4', '9/4'] -> ((((5/3 - 3/5) * 5/4) / 1/8) * 9/4)
[1107231] ['1/8', '3/5', '5/3', '5/4', '9/5'] -> (9/5 / (((5/4 - 1/8) / 5/3) - 3/5))
[1107234] ['1/8', '3/5', '5/3', '5/6', '5/6'] -> (5/6 / (1/8 * (5/3 - (5/6 / 3/5))))
[1107240] ['1/8', '3/5', '5/3', '5/6', '7/2'] -> (7/2 / (1/8 * (5/3 - (3/5 * 5/6))))
[1107244] ['1/8', '3/5', '5/3', '5/6', '7/6'] -> (7/6 / ((1/8 * 5/3) * (5/6 - 3/5)))
[1107251] ['1/8', '3/5', '5/3', '5/6', '9/2'] -> (9/2 / ((1/8 * 3/5) * (5/3 + 5/6)))
[1107260] ['1/8', '3/5', '5/3', '5/7', '6/7'] -> (6/7 / (1/8 * ((3/5 * 5/3) - 5/7)))
[1107263] ['1/8', '3/5', '5/3', '5/7', '7/4'] -> ((((3/5 * 5/3) + 5/7) / 1/8) * 7/4)
[1107270] ['1/8', '3/5', '5/3', '5/7', '8/7'] -> (((5/3 + (5/7 / 3/5)) / 1/8) + 8/7)
[1107279] ['1/8', '3/5', '5/3', '5/8', '6/5'] -> (6/5 / ((1/8 / 5/3) + (3/5 - 5/8)))
[1107292] ['1/8', '3/5', '5/3', '5/8', '9/2'] -> ((((5/3 - 3/5) * 5/8) / 1/8) * 9/2)
[1107296] ['1/8', '3/5', '5/3', '5/8', '9/8'] -> (9/8 / (1/8 * ((3/5 * 5/3) - 5/8)))
[1107298] ['1/8', '3/5', '5/3', '5/9', '6/5'] -> (((3/5 + (5/3 / 5/9)) / 1/8) / 6/5)
[1107307] ['1/8', '3/5', '5/3', '5/9', '8/3'] -> ((((5/3 / 3/5) + 5/9) / 1/8) - 8/3)
[1107311] ['1/8', '3/5', '5/3', '5/9', '9/2'] -> (((3/5 * (5/3 - 5/9)) / 1/8) * 9/2)
[1107313] ['1/8', '3/5', '5/3', '5/9', '9/5'] -> (9/5 / (((3/5 * 5/9) / 5/3) - 1/8))
[1107318] ['1/8', '3/5', '5/3', '6/5', '7/2'] -> (7/2 / (1/8 * (5/3 - (3/5 / 6/5))))
[1107319] ['1/8', '3/5', '5/3', '6/5', '7/3'] -> (((3/5 / (5/3 - 6/5)) / 1/8) * 7/3)
[1107326] ['1/8', '3/5', '5/3', '6/5', '8/5'] -> ((5/3 * ((6/5 / 1/8) - 3/5)) * 8/5)
[1107330] ['1/8', '3/5', '5/3', '6/5', '9/4'] -> (((5/3 + (6/5 / 1/8)) - 3/5) * 9/4)
[1107331] ['1/8', '3/5', '5/3', '6/5', '9/5'] -> (9/5 / ((6/5 - (3/5 * 5/3)) - 1/8))
[1107349] ['1/8', '3/5', '5/3', '6/7', '9/7'] -> (9/7 / ((1/8 * 5/3) * (6/7 - 3/5)))
[1107361] ['1/8', '3/5', '5/3', '7/2', '8/9'] -> (((7/2 / 1/8) - (3/5 * 5/3)) * 8/9)
[1107362] ['1/8', '3/5', '5/3', '7/2', '9/2'] -> (9/2 / (1/8 * ((7/2 / 5/3) - 3/5)))
[1107363] ['1/8', '3/5', '5/3', '7/2', '9/4'] -> (((7/2 / (5/3 - 3/5)) / 1/8) - 9/4)
[1107366] ['1/8', '3/5', '5/3', '7/2', '9/8'] -> (((7/2 / 1/8) - (3/5 * 5/3)) / 9/8)
[1107369] ['1/8', '3/5', '5/3', '7/3', '7/5'] -> (7/5 / (((1/8 + 3/5) + 5/3) - 7/3))
[1107373] ['1/8', '3/5', '5/3', '7/3', '8/3'] -> ((((3/5 * 5/3) + 7/3) / 1/8) - 8/3)
[1107378] ['1/8', '3/5', '5/3', '7/3', '9/4'] -> (((7/3 - (3/5 * 5/3)) / 1/8) * 9/4)
[1107387] ['1/8', '3/5', '5/3', '7/4', '8/3'] -> ((3/5 + ((7/4 / 1/8) / 5/3)) * 8/3)
[1107392] ['1/8', '3/5', '5/3', '7/4', '9/4'] -> (9/4 / (1/8 * (7/4 - (3/5 * 5/3))))
[1107396] ['1/8', '3/5', '5/3', '7/5', '7/5'] -> (7/5 / ((5/3 - (1/8 / 3/5)) - 7/5))
[1107400] ['1/8', '3/5', '5/3', '7/5', '8/3'] -> (((3/5 + 7/5) / (1/8 / 5/3)) - 8/3)
[1107404] ['1/8', '3/5', '5/3', '7/5', '9/2'] -> ((((7/5 / 3/5) - 5/3) / 1/8) * 9/2)
[1107405] ['1/8', '3/5', '5/3', '7/5', '9/4'] -> (((5/3 * (7/5 - 3/5)) / 1/8) * 9/4)
[1107423] ['1/8', '3/5', '5/3', '7/8', '8/3'] -> (((3/5 + (7/8 / 5/3)) / 1/8) * 8/3)
[1107428] ['1/8', '3/5', '5/3', '7/8', '9/4'] -> ((5/3 * ((7/8 / 1/8) - 3/5)) * 9/4)
[1107429] ['1/8', '3/5', '5/3', '7/8', '9/5'] -> ((5/3 + ((7/8 / 1/8) / 3/5)) * 9/5)
[1107433] ['1/8', '3/5', '5/3', '7/9', '8/3'] -> (((5/3 / 3/5) + (7/9 / 1/8)) * 8/3)
[1107434] ['1/8', '3/5', '5/3', '7/9', '8/5'] -> (8/5 / ((1/8 * 3/5) * (5/3 - 7/9)))
[1107436] ['1/8', '3/5', '5/3', '7/9', '8/9'] -> (8/9 / ((1/8 * 5/3) * (7/9 - 3/5)))
[1107442] ['1/8', '3/5', '5/3', '8/3', '8/3'] -> ((((5/3 / 1/8) + 8/3) / 3/5) - 8/3)
[1107443] ['1/8', '3/5', '5/3', '8/3', '8/5'] -> (((5/3 + (8/3 / 1/8)) - 3/5) + 8/5)
[1107445] ['1/8', '3/5', '5/3', '8/3', '8/9'] -> ((((5/3 / 1/8) / 3/5) + 8/3) - 8/9)
[1107446] ['1/8', '3/5', '5/3', '8/3', '9/2'] -> ((((3/5 * 5/3) / 1/8) - 8/3) * 9/2)
[1107447] ['1/8', '3/5', '5/3', '8/3', '9/4'] -> ((((3/5 * 5/3) / 1/8) + 8/3) * 9/4)
[1107453] ['1/8', '3/5', '5/3', '8/5', '8/9'] -> ((((5/3 / 1/8) + 8/5) / 3/5) - 8/9)
[1107458] ['1/8', '3/5', '5/3', '8/5', '9/8'] -> (9/8 / (1/8 / ((5/3 + 8/5) - 3/5)))
[1107466] ['1/8', '3/5', '5/3', '8/9', '8/9'] -> ((((5/3 / 1/8) / 3/5) + 8/9) + 8/9)
[1107467] ['1/8', '3/5', '5/3', '8/9', '9/2'] -> (((3/5 / 1/8) + (8/9 / 5/3)) * 9/2)
[1107477] ['1/8', '3/5', '5/3', '9/4', '9/4'] -> (9/4 / (1/8 * ((9/4 / 5/3) - 3/5)))
[1107491] ['1/8', '3/5', '5/4', '5/4', '5/9'] -> ((((5/4 / 1/8) / 3/5) / 5/4) / 5/9)
[1107492] ['1/8', '3/5', '5/4', '5/4', '6/5'] -> ((6/5 / 1/8) / ((5/4 / 5/4) - 3/5))
[1107501] ['1/8', '3/5', '5/4', '5/4', '8/3'] -> ((((5/4 / 3/5) + 5/4) / 1/8) - 8/3)
[1107505] ['1/8', '3/5', '5/4', '5/4', '9/2'] -> (((9/2 / 1/8) / 3/5) / (5/4 + 5/4))
[1107509] ['1/8', '3/5', '5/4', '5/4', '9/8'] -> ((5/4 + 5/4) * (3/5 + (9/8 / 1/8)))
[1107510] ['1/8', '3/5', '5/4', '5/6', '5/6'] -> ((((5/4 / 1/8) / 3/5) / 5/6) / 5/6)
[1107514] ['1/8', '3/5', '5/4', '5/6', '6/5'] -> ((((5/4 / 1/8) / 3/5) / 5/6) * 6/5)
[1107518] ['1/8', '3/5', '5/4', '5/6', '7/4'] -> (7/4 / (((1/8 + 3/5) * 5/4) - 5/6))
[1107521] ['1/8', '3/5', '5/4', '5/6', '7/8'] -> (7/8 / ((1/8 * 5/4) * (5/6 - 3/5)))
[1107528] ['1/8', '3/5', '5/4', '5/6', '9/4'] -> (9/4 / (1/8 * (5/4 - (3/5 * 5/6))))
[1107568] ['1/8', '3/5', '5/4', '5/8', '9/2'] -> (9/2 / (5/4 * ((1/8 + 5/8) - 3/5)))
[1107570] ['1/8', '3/5', '5/4', '5/8', '9/5'] -> (9/5 / ((1/8 / 5/4) + (3/5 - 5/8)))
[1107572] ['1/8', '3/5', '5/4', '5/8', '9/8'] -> (9/8 / ((1/8 * 3/5) * (5/4 - 5/8)))
[1107575] ['1/8', '3/5', '5/4', '5/9', '6/7'] -> (((5/4 / (3/5 - 5/9)) - 1/8) * 6/7)
[1107580] ['1/8', '3/5', '5/4', '5/9', '7/6'] -> (((5/4 / (3/5 - 5/9)) - 1/8) / 7/6)
[1107592] ['1/8', '3/5', '5/4', '6/5', '6/5'] -> ((((5/4 * 6/5) / 1/8) / 3/5) * 6/5)
[1107608] ['1/8', '3/5', '5/4', '6/5', '9/7'] -> (9/7 / (3/5 / ((5/4 / 1/8) + 6/5)))
[1107612] ['1/8', '3/5', '5/4', '6/7', '7/3'] -> (((3/5 + (6/7 / 5/4)) / 1/8) * 7/3)
[1107625] ['1/8', '3/5', '5/4', '6/7', '9/7'] -> (9/7 / (((6/7 / 3/5) - 1/8) - 5/4))
[1107632] ['1/8', '3/5', '5/4', '7/2', '7/8'] -> ((((3/5 * 5/4) * 7/2) / 1/8) / 7/8)
[1107636] ['1/8', '3/5', '5/4', '7/2', '8/7'] -> ((((3/5 * 5/4) * 7/2) / 1/8) * 8/7)
[1107652] ['1/8', '3/5', '5/4', '7/3', '8/9'] -> ((((7/3 / 1/8) / 3/5) / 5/4) - 8/9)
[1107655] ['1/8', '3/5', '5/4', '7/3', '9/5'] -> (9/5 / ((3/5 * (7/3 - 1/8)) - 5/4))
[1107664] ['1/8', '3/5', '5/4', '7/4', '8/5'] -> (8/5 / ((5/4 / (1/8 + 7/4)) - 3/5))
[1107670] ['1/8', '3/5', '5/4', '7/4', '9/7'] -> (9/7 / (((1/8 * 3/5) * 5/4) / 7/4))
[1107672] ['1/8', '3/5', '5/4', '7/5', '7/5'] -> (7/5 / (((1/8 / 3/5) + 5/4) - 7/5))
[1107681] ['1/8', '3/5', '5/4', '7/5', '9/4'] -> (9/4 / (1/8 * ((3/5 + 7/5) - 5/4)))
[1107682] ['1/8', '3/5', '5/4', '7/5', '9/5'] -> (9/5 / ((7/5 - (1/8 * 3/5)) - 5/4))
[1107689] ['1/8', '3/5', '5/4', '7/6', '8/5'] -> (8/5 / (((5/4 - 7/6) / 1/8) - 3/5))
[1107703] ['1/8', '3/5', '5/4', '7/8', '9/2'] -> (9/2 / (5/4 * ((7/8 - 1/8) - 3/5)))
[1107722] ['1/8', '3/5', '5/4', '8/3', '9/2'] -> ((8/3 / (3/5 - (1/8 / 5/4))) * 9/2)
[1107732] ['1/8', '3/5', '5/4', '8/5', '9/5'] -> ((((5/4 + 8/5) / 1/8) - 3/5) + 9/5)
[1107740] ['1/8', '3/5', '5/4', '8/7', '9/7'] -> (9/7 / (((5/4 - 8/7) / 3/5) - 1/8))
[1107743] ['1/8', '3/5', '5/4', '8/9', '9/2'] -> ((((3/5 * 5/4) * 8/9) / 1/8) * 9/2)
[1107748] ['1/8', '3/5', '5/4', '9/2', '9/2'] -> (9/2 / ((3/5 * 5/4) - (1/8 * 9/2)))
[1107762] ['1/8', '3/5', '5/4', '9/8', '9/8'] -> (9/8 / (1/8 * (9/8 - (3/5 * 5/4))))
[1107766] ['1/8', '3/5', '5/6', '5/6', '5/9'] -> ((((5/6 / 1/8) / 3/5) / 5/6) / 5/9)
[1107781] ['1/8', '3/5', '5/6', '5/6', '9/4'] -> ((((3/5 * 5/6) + 5/6) / 1/8) * 9/4)
[1107789] ['1/8', '3/5', '5/6', '5/7', '6/7'] -> (6/7 / ((1/8 / 5/6) + (3/5 - 5/7)))
[1107793] ['1/8', '3/5', '5/6', '5/7', '7/5'] -> (7/5 / ((5/6 - (1/8 / 5/7)) - 3/5))
[1107802] ['1/8', '3/5', '5/6', '5/7', '9/4'] -> ((1/8 / (3/5 - (5/6 * 5/7))) - 9/4)
[1107817] ['1/8', '3/5', '5/6', '5/8', '8/3'] -> ((((3/5 * 5/6) + 5/8) / 1/8) * 8/3)
[1107818] ['1/8', '3/5', '5/6', '5/8', '8/5'] -> (((5/6 + (5/8 / 3/5)) / 1/8) * 8/5)
[1107821] ['1/8', '3/5', '5/6', '5/8', '9/2'] -> (9/2 / (((3/5 * 5/6) * 5/8) - 1/8))
[1107827] ['1/8', '3/5', '5/6', '5/9', '6/5'] -> ((((5/6 / 1/8) / 3/5) / 5/9) * 6/5)
[1107829] ['1/8', '3/5', '5/6', '5/9', '7/2'] -> (7/2 / (1/8 * (5/6 + (3/5 * 5/9))))
[1107832] ['1/8', '3/5', '5/6', '5/9', '7/5'] -> (7/5 / ((1/8 + 3/5) - (5/9 / 5/6)))
[1107833] ['1/8', '3/5', '5/6', '5/9', '7/6'] -> (7/6 / (((1/8 + 3/5) * 5/6) - 5/9))
[1107835] ['1/8', '3/5', '5/6', '5/9', '7/9'] -> (7/9 / ((1/8 + 5/6) - (5/9 / 3/5)))
[1107845] ['1/8', '3/5', '5/6', '6/5', '6/5'] -> (6/5 / (1/8 * ((5/6 * 6/5) - 3/5)))
[1107847] ['1/8', '3/5', '5/6', '6/5', '7/2'] -> (7/2 / (1/8 * ((6/5 / 3/5) - 5/6)))
[1107858] ['1/8', '3/5', '5/6', '6/5', '9/2'] -> (9/2 / ((1/8 * 5/6) * (3/5 + 6/5)))
[1107859] ['1/8', '3/5', '5/6', '6/5', '9/4'] -> (((5/6 + (3/5 / 6/5)) / 1/8) * 9/4)
[1107866] ['1/8', '3/5', '5/6', '6/7', '7/4'] -> ((((6/7 / 1/8) / 3/5) / 5/6) * 7/4)
[1107877] ['1/8', '3/5', '5/6', '6/7', '9/5'] -> (9/5 / (((5/6 - 3/5) * 6/7) - 1/8))
[1107887] ['1/8', '3/5', '5/6', '7/2', '8/3'] -> (((3/5 / 1/8) + (7/2 / 5/6)) * 8/3)
[1107893] ['1/8', '3/5', '5/6', '7/2', '9/5'] -> (9/5 / (3/5 - ((1/8 * 7/2) / 5/6)))
[1107898] ['1/8', '3/5', '5/6', '7/3', '7/5'] -> (7/5 / ((1/8 * 7/3) - (5/6 - 3/5)))
[1107903] ['1/8', '3/5', '5/6', '7/3', '8/5'] -> ((((5/6 / 1/8) + 7/3) / 3/5) * 8/5)
[1107913] ['1/8', '3/5', '5/6', '7/4', '7/6'] -> ((((7/4 / 1/8) / 3/5) / 5/6) / 7/6)
[1107920] ['1/8', '3/5', '5/6', '7/4', '9/2'] -> (9/2 / (1/8 * ((7/4 / 5/6) - 3/5)))
[1107925] ['1/8', '3/5', '5/6', '7/5', '7/5'] -> (7/5 / ((5/6 - (1/8 * 7/5)) - 3/5))
[1107929] ['1/8', '3/5', '5/6', '7/5', '8/3'] -> (((5/6 / 1/8) + (7/5 / 3/5)) * 8/3)
[1107930] ['1/8', '3/5', '5/6', '7/5', '8/5'] -> ((((7/5 / 1/8) / 3/5) / 5/6) + 8/5)
[1107934] ['1/8', '3/5', '5/6', '7/5', '9/4'] -> ((1/8 / (3/5 - (5/6 / 7/5))) - 9/4)
[1107935] ['1/8', '3/5', '5/6', '7/5', '9/5'] -> (((3/5 + 7/5) / (1/8 / 5/6)) * 9/5)
[1107941] ['1/8', '3/5', '5/6', '7/6', '8/3'] -> ((((5/6 + 7/6) / 1/8) / 3/5) - 8/3)
[1107945] ['1/8', '3/5', '5/6', '7/6', '9/2'] -> (((7/6 - (3/5 * 5/6)) / 1/8) * 9/2)
[1107948] ['1/8', '3/5', '5/6', '7/6', '9/7'] -> (9/7 / (((1/8 * 3/5) * 5/6) / 7/6))
[1107952] ['1/8', '3/5', '5/6', '7/8', '8/3'] -> ((3/5 + ((7/8 / 1/8) / 5/6)) * 8/3)
[1107956] ['1/8', '3/5', '5/6', '7/8', '9/2'] -> ((5/6 * ((7/8 / 1/8) - 3/5)) * 9/2)
[1107960] ['1/8', '3/5', '5/6', '7/8', '9/8'] -> (9/8 / (1/8 * (7/8 - (3/5 * 5/6))))
[1107962] ['1/8', '3/5', '5/6', '7/9', '8/3'] -> (((7/9 / (5/6 - 3/5)) / 1/8) - 8/3)
[1107976] ['1/8', '3/5', '5/6', '8/3', '9/4'] -> ((((3/5 * 5/6) * 8/3) / 1/8) * 9/4)
[1107977] ['1/8', '3/5', '5/6', '8/3', '9/5'] -> (9/5 / ((3/5 / 8/3) - (1/8 / 5/6)))
[1107998] ['1/8', '3/5', '5/6', '8/9', '9/5'] -> (((3/5 + (8/9 / 5/6)) / 1/8) * 9/5)
[1108003] ['1/8', '3/5', '5/6', '9/2', '9/5'] -> (9/5 / (((1/8 * 9/2) / 5/6) - 3/5))
[1108018] ['1/8', '3/5', '5/7', '5/7', '5/9'] -> ((((5/7 / 1/8) / 3/5) / 5/7) / 5/9)
[1108019] ['1/8', '3/5', '5/7', '5/7', '6/5'] -> ((6/5 / 1/8) / ((5/7 / 5/7) - 3/5))
[1108020] ['1/8', '3/5', '5/7', '5/7', '6/7'] -> ((6/7 / 1/8) / (5/7 - (3/5 * 5/7)))
[1108021] ['1/8', '3/5', '5/7', '5/7', '7/2'] -> (((3/5 * (5/7 + 5/7)) / 1/8) * 7/2)
[1108063] ['1/8', '3/5', '5/7', '5/9', '7/5'] -> (7/5 / (((1/8 * 3/5) * 5/9) / 5/7))
[1108069] ['1/8', '3/5', '5/7', '5/9', '8/7'] -> (8/7 / (1/8 * (5/7 - (3/5 * 5/9))))
[1108071] ['1/8', '3/5', '5/7', '5/9', '9/2'] -> (9/2 / ((1/8 / (5/7 - 5/9)) - 3/5))
[1108077] ['1/8', '3/5', '5/7', '6/5', '6/7'] -> (6/7 / ((1/8 * 6/5) - (5/7 - 3/5)))
[1108078] ['1/8', '3/5', '5/7', '6/5', '7/2'] -> (((6/5 / (5/7 - 3/5)) / 1/8) / 7/2)
[1108090] ['1/8', '3/5', '5/7', '6/5', '9/4'] -> ((1/8 / (3/5 - (5/7 / 6/5))) - 9/4)
[1108092] ['1/8', '3/5', '5/7', '6/5', '9/7'] -> (9/7 / ((1/8 * 5/7) * (6/5 - 3/5)))
[1108096] ['1/8', '3/5', '5/7', '6/7', '7/3'] -> ((((3/5 * 5/7) + 6/7) / 1/8) * 7/3)
[1108102] ['1/8', '3/5', '5/7', '6/7', '8/3'] -> ((((6/7 / 1/8) / 5/7) - 3/5) * 8/3)
[1108109] ['1/8', '3/5', '5/7', '6/7', '9/7'] -> (9/7 / (1/8 * (6/7 - (3/5 * 5/7))))
[1108122] ['1/8', '3/5', '5/7', '7/2', '9/2'] -> (9/2 / (((1/8 * 3/5) * 5/7) * 7/2))
[1108141] ['1/8', '3/5', '5/7', '7/3', '9/8'] -> (9/8 / (1/8 / ((7/3 / 5/7) - 3/5)))
[1108152] ['1/8', '3/5', '5/7', '7/4', '9/4'] -> (9/4 / (((1/8 * 3/5) * 5/7) * 7/4))
[1108153] ['1/8', '3/5', '5/7', '7/4', '9/5'] -> (9/5 / (((5/7 - 3/5) * 7/4) - 1/8))
[1108161] ['1/8', '3/5', '5/7', '7/5', '8/5'] -> ((((3/5 + 7/5) / 1/8) / 5/7) + 8/5)
[1108178] ['1/8', '3/5', '5/7', '7/6', '9/5'] -> (9/5 / ((5/7 - (3/5 / 7/6)) - 1/8))
[1108185] ['1/8', '3/5', '5/7', '7/8', '8/7'] -> (8/7 / (((1/8 / 3/5) + 5/7) - 7/8))
[1108191] ['1/8', '3/5', '5/7', '7/8', '9/8'] -> (9/8 / (((1/8 * 3/5) * 5/7) * 7/8))
[1108206] ['1/8', '3/5', '5/7', '8/3', '9/2'] -> ((5/7 * ((3/5 / 1/8) + 8/3)) * 9/2)
[1108222] ['1/8', '3/5', '5/7', '8/7', '9/4'] -> ((((5/7 / 1/8) / 3/5) + 8/7) * 9/4)
[1108224] ['1/8', '3/5', '5/7', '8/7', '9/7'] -> (9/7 / (1/8 / ((5/7 / 3/5) + 8/7)))
[1108225] ['1/8', '3/5', '5/7', '8/7', '9/8'] -> (9/8 / (((1/8 * 3/5) * 5/7) / 8/7))
[1108232] ['1/8', '3/5', '5/7', '9/2', '9/2'] -> (9/2 / (((1/8 * 9/2) / 5/7) - 3/5))
[1108246] ['1/8', '3/5', '5/7', '9/8', '9/8'] -> (9/8 / ((1/8 * 5/7) * (9/8 - 3/5)))
[1108253] ['1/8', '3/5', '5/8', '5/8', '7/4'] -> ((7/4 - 5/8) / ((1/8 * 3/5) * 5/8))
[1108256] ['1/8', '3/5', '5/8', '5/8', '7/8'] -> (((5/8 / (5/8 - 3/5)) - 1/8) - 7/8)
[1108262] ['1/8', '3/5', '5/8', '5/8', '9/2'] -> ((9/2 / 3/5) / ((5/8 - 1/8) * 5/8))
[1108275] ['1/8', '3/5', '5/8', '5/9', '7/8'] -> (7/8 / (1/8 * (5/8 - (3/5 * 5/9))))
[1108278] ['1/8', '3/5', '5/8', '5/9', '8/5'] -> ((((5/8 / 1/8) / 3/5) / 5/9) * 8/5)
[1108281] ['1/8', '3/5', '5/8', '5/9', '9/2'] -> (((5/8 / 1/8) + (3/5 * 5/9)) * 9/2)
[1108286] ['1/8', '3/5', '5/8', '6/5', '6/5'] -> (6/5 / (((1/8 + 5/8) / 3/5) - 6/5))
[1108293] ['1/8', '3/5', '5/8', '6/5', '7/8'] -> (((5/8 + (6/5 / 3/5)) / 1/8) / 7/8)
[1108297] ['1/8', '3/5', '5/8', '6/5', '8/7'] -> (((5/8 + (6/5 / 3/5)) / 1/8) * 8/7)
[1108299] ['1/8', '3/5', '5/8', '6/5', '9/2'] -> (9/2 / (((3/5 * 5/8) / 6/5) - 1/8))
[1108303] ['1/8', '3/5', '5/8', '6/5', '9/8'] -> (9/8 / ((1/8 * 5/8) * (6/5 - 3/5)))
[1108321] ['1/8', '3/5', '5/8', '7/2', '7/2'] -> (((3/5 + 7/2) / (1/8 / 5/8)) + 7/2)
[1108324] ['1/8', '3/5', '5/8', '7/2', '7/5'] -> ((3/5 + ((5/8 + 7/2) / 1/8)) / 7/5)
[1108328] ['1/8', '3/5', '5/8', '7/2', '8/3'] -> ((((7/2 - 1/8) / 3/5) / 5/8) * 8/3)
[1108330] ['1/8', '3/5', '5/8', '7/2', '8/7'] -> (((7/2 / (3/5 + 5/8)) / 1/8) + 8/7)
[1108332] ['1/8', '3/5', '5/8', '7/2', '9/2'] -> (((1/8 + (7/2 / 3/5)) - 5/8) * 9/2)
[1108346] ['1/8', '3/5', '5/8', '7/3', '8/9'] -> ((((5/8 / 3/5) + 7/3) / 1/8) * 8/9)
[1108347] ['1/8', '3/5', '5/8', '7/3', '9/2'] -> ((((3/5 * 5/8) / 1/8) + 7/3) * 9/2)
[1108348] ['1/8', '3/5', '5/8', '7/3', '9/4'] -> ((((5/8 / 1/8) / 3/5) + 7/3) * 9/4)
[1108351] ['1/8', '3/5', '5/8', '7/3', '9/8'] -> ((((5/8 / 3/5) + 7/3) / 1/8) / 9/8)
[1108358] ['1/8', '3/5', '5/8', '7/4', '8/5'] -> ((((7/4 - 5/8) / 1/8) / 3/5) * 8/5)
[1108365] ['1/8', '3/5', '5/8', '7/4', '9/8'] -> (9/8 / ((5/8 - 3/5) * (1/8 + 7/4)))
[1108368] ['1/8', '3/5', '5/8', '7/5', '7/8'] -> ((((3/5 + 5/8) + 7/5) / 1/8) / 7/8)
[1108372] ['1/8', '3/5', '5/8', '7/5', '8/7'] -> ((((3/5 + 5/8) + 7/5) / 1/8) * 8/7)
[1108373] ['1/8', '3/5', '5/8', '7/5', '8/9'] -> ((((5/8 + 7/5) / 1/8) / 3/5) * 8/9)
[1108374] ['1/8', '3/5', '5/8', '7/5', '9/2'] -> (9/2 / ((5/8 / (3/5 + 7/5)) - 1/8))
