[1147419] ['1/8', '5/8', '5/8', '7/4', '8/5'] -> (((5/8 / 5/8) + (7/4 / 1/8)) * 8/5)
[1148562] ['1/8', '5/8', '7/8', '7/8', '7/8'] -> ((((7/8 / 7/8) + 7/8) / 1/8) / 5/8)
[1148564] ['1/8', '5/8', '7/8', '7/8', '8/3'] -> ((((7/8 + 7/8) - 5/8) / 1/8) * 8/3)
[1148565] ['1/8', '5/8', '7/8', '7/8', '8/5'] -> ((((7/8 + 7/8) / 1/8) / 5/8) + 8/5)
[1148577] ['1/8', '5/8', '7/8', '7/9', '8/9'] -> (((7/9 / (7/8 - 5/8)) / 1/8) - 8/9)
[1148581] ['1/8', '5/8', '7/8', '7/9', '9/7'] -> (9/7 / ((1/8 + (5/8 / 7/9)) - 7/8))
[1148590] ['1/8', '5/8', '7/8', '8/3', '9/7'] -> (9/7 / ((1/8 * 7/8) / (8/3 - 5/8)))
[1148591] ['1/8', '5/8', '7/8', '8/3', '9/8'] -> (9/8 / (((7/8 - 1/8) - 5/8) / 8/3))
[1148592] ['1/8', '5/8', '7/8', '8/5', '8/5'] -> (((7/8 + (5/8 * 8/5)) / 1/8) * 8/5)
[1148603] ['1/8', '5/8', '7/8', '8/7', '9/4'] -> (9/4 / (((7/8 - 5/8) / 8/7) - 1/8))
[1148606] ['1/8', '5/8', '7/8', '8/7', '9/8'] -> (9/8 / (1/8 * ((7/8 * 8/7) - 5/8)))
[1148609] ['1/8', '5/8', '7/8', '8/9', '9/4'] -> ((((5/8 + 7/8) * 8/9) / 1/8) * 9/4)
[1148612] ['1/8', '5/8', '7/8', '8/9', '9/8'] -> (9/8 / ((7/8 - (5/8 / 8/9)) - 1/8))
[1148614] ['1/8', '5/8', '7/8', '9/2', '9/4'] -> ((9/2 / ((5/8 * 7/8) - 1/8)) * 9/4)
[1148617] ['1/8', '5/8', '7/8', '9/2', '9/8'] -> (9/8 / ((1/8 * (7/8 + 9/2)) - 5/8))
[1148618] ['1/8', '5/8', '7/8', '9/4', '9/4'] -> (9/4 / (1/8 * ((9/4 - 5/8) - 7/8)))
[1148619] ['1/8', '5/8', '7/8', '9/4', '9/5'] -> (9/5 / ((5/8 / (7/8 + 9/4)) - 1/8))
[1148621] ['1/8', '5/8', '7/8', '9/4', '9/8'] -> ((((5/8 + 7/8) * 9/4) / 1/8) / 9/8)
[1148625] ['1/8', '5/8', '7/8', '9/7', '9/7'] -> (9/7 / ((1/8 + (5/8 * 9/7)) - 7/8))
[1148637] ['1/8', '5/8', '7/9', '7/9', '9/8'] -> ((9/8 / 1/8) / ((7/9 / 7/9) - 5/8))
[1148638] ['1/8', '5/8', '7/9', '8/3', '8/3'] -> (8/3 / (1/8 * ((5/8 * 8/3) - 7/9)))
[1148640] ['1/8', '5/8', '7/9', '8/3', '8/7'] -> ((((8/3 - 5/8) / 1/8) / 7/9) * 8/7)
[1148663] ['1/8', '5/8', '7/9', '8/9', '9/2'] -> (9/2 / (1/8 * (5/8 + (7/9 / 8/9))))
[1148664] ['1/8', '5/8', '7/9', '8/9', '9/4'] -> (((7/9 + (5/8 * 8/9)) / 1/8) * 9/4)
[1148668] ['1/8', '5/8', '7/9', '9/2', '9/2'] -> (9/2 / (5/8 - ((1/8 * 7/9) * 9/2)))
[1148671] ['1/8', '5/8', '7/9', '9/2', '9/7'] -> (9/7 / (((5/8 / 7/9) / 9/2) - 1/8))
[1148681] ['1/8', '5/8', '7/9', '9/7', '9/8'] -> (9/8 / (1/8 * ((7/9 * 9/7) - 5/8)))
[1148682] ['1/8', '5/8', '7/9', '9/8', '9/8'] -> (9/8 / (((7/9 - 5/8) * 9/8) - 1/8))
[1148683] ['1/8', '5/8', '8/3', '8/3', '8/3'] -> (((5/8 * (8/3 + 8/3)) / 1/8) - 8/3)
[1148689] ['1/8', '5/8', '8/3', '8/3', '9/5'] -> ((8/3 + 8/3) / ((5/8 / 9/5) - 1/8))
[1148691] ['1/8', '5/8', '8/3', '8/3', '9/8'] -> ((9/8 / 1/8) / ((8/3 / 8/3) - 5/8))
[1148696] ['1/8', '5/8', '8/3', '8/5', '9/4'] -> ((8/3 + ((5/8 * 8/5) / 1/8)) * 9/4)
[1148697] ['1/8', '5/8', '8/3', '8/5', '9/5'] -> (((8/3 - (5/8 * 8/5)) / 1/8) * 9/5)
[1148708] ['1/8', '5/8', '8/3', '8/9', '9/2'] -> (((5/8 / 1/8) + (8/9 / 8/3)) * 9/2)
[1148709] ['1/8', '5/8', '8/3', '8/9', '9/4'] -> (9/4 / ((5/8 / 8/3) - (1/8 / 8/9)))
[1148713] ['1/8', '5/8', '8/3', '9/2', '9/2'] -> ((8/3 / ((5/8 / 1/8) - 9/2)) * 9/2)
[1148714] ['1/8', '5/8', '8/3', '9/2', '9/4'] -> ((8/3 * ((1/8 + 9/2) - 5/8)) * 9/4)
[1148715] ['1/8', '5/8', '8/3', '9/2', '9/5'] -> ((8/3 * ((5/8 + 9/2) - 1/8)) * 9/5)
[1148716] ['1/8', '5/8', '8/3', '9/2', '9/7'] -> (9/7 / ((5/8 / (9/2 - 1/8)) / 8/3))
[1148718] ['1/8', '5/8', '8/3', '9/4', '9/4'] -> (9/4 / (((9/4 / 8/3) - 1/8) - 5/8))
[1148721] ['1/8', '5/8', '8/3', '9/4', '9/8'] -> (9/8 / ((1/8 * 9/4) - (5/8 / 8/3)))
[1148728] ['1/8', '5/8', '8/5', '8/5', '8/5'] -> (((8/5 + 8/5) + 8/5) / (1/8 / 5/8))
[1148732] ['1/8', '5/8', '8/5', '8/5', '9/4'] -> ((8/5 / 8/5) + ((5/8 + 9/4) / 1/8))
[1148733] ['1/8', '5/8', '8/5', '8/5', '9/5'] -> ((9/5 / 1/8) / (8/5 - (5/8 * 8/5)))
[1148735] ['1/8', '5/8', '8/5', '8/5', '9/8'] -> ((9/8 / 1/8) / ((8/5 / 8/5) - 5/8))
[1148760] ['1/8', '5/8', '8/5', '9/5', '9/8'] -> (9/8 / (5/8 * ((9/5 - 1/8) - 8/5)))
[1148761] ['1/8', '5/8', '8/5', '9/7', '9/7'] -> (9/7 / (((9/7 / 8/5) - 1/8) - 5/8))
[1148764] ['1/8', '5/8', '8/7', '8/7', '8/7'] -> ((((5/8 * 8/7) + 8/7) + 8/7) / 1/8)
[1148769] ['1/8', '5/8', '8/7', '8/7', '9/7'] -> ((9/7 / 1/8) / (8/7 - (5/8 * 8/7)))
[1148770] ['1/8', '5/8', '8/7', '8/7', '9/8'] -> ((9/8 / 1/8) / ((8/7 / 8/7) - 5/8))
[1148778] ['1/8', '5/8', '8/7', '9/2', '9/4'] -> ((9/2 / ((5/8 / 8/7) - 1/8)) * 9/4)
[1148793] ['1/8', '5/8', '8/9', '8/9', '9/2'] -> ((((5/8 * 8/9) / 1/8) + 8/9) * 9/2)
[1148794] ['1/8', '5/8', '8/9', '8/9', '9/4'] -> ((8/9 / 8/9) + ((5/8 + 9/4) / 1/8))
[1148797] ['1/8', '5/8', '8/9', '8/9', '9/8'] -> ((9/8 / 1/8) / ((8/9 / 8/9) - 5/8))
[1148798] ['1/8', '5/8', '8/9', '9/2', '9/2'] -> (((8/9 * 9/2) / (1/8 + 5/8)) * 9/2)
[1148799] ['1/8', '5/8', '8/9', '9/2', '9/4'] -> (9/4 / (1/8 * (8/9 - (5/8 / 9/2))))
[1148802] ['1/8', '5/8', '8/9', '9/2', '9/8'] -> ((((8/9 * 9/2) - 5/8) / 1/8) / 9/8)
[1148812] ['1/8', '5/8', '8/9', '9/8', '9/8'] -> (9/8 / (1/8 * ((8/9 * 9/8) - 5/8)))
[1148813] ['1/8', '5/8', '9/2', '9/2', '9/2'] -> ((((9/2 * 9/2) + 9/2) - 1/8) - 5/8)
[1148814] ['1/8', '5/8', '9/2', '9/2', '9/4'] -> ((9/2 / 9/2) + ((5/8 + 9/4) / 1/8))
[1148815] ['1/8', '5/8', '9/2', '9/2', '9/5'] -> (((9/2 / 1/8) + (9/2 / 5/8)) / 9/5)
[1148818] ['1/8', '5/8', '9/2', '9/4', '9/4'] -> ((((9/2 / 1/8) - 9/4) / 5/8) / 9/4)
[1148822] ['1/8', '5/8', '9/2', '9/5', '9/5'] -> ((((9/2 / 5/8) - 9/5) / 1/8) / 9/5)
[1148824] ['1/8', '5/8', '9/2', '9/5', '9/8'] -> (((9/2 - (5/8 * 9/5)) / 1/8) / 9/8)
[1148825] ['1/8', '5/8', '9/2', '9/7', '9/7'] -> (9/7 / (((5/8 * 9/7) / 9/2) - 1/8))
[1148828] ['1/8', '5/8', '9/4', '9/4', '9/4'] -> (((5/8 + 9/4) / 1/8) + (9/4 / 9/4))
[1148831] ['1/8', '5/8', '9/4', '9/4', '9/8'] -> ((9/8 / 1/8) / ((9/4 / 9/4) - 5/8))
[1148832] ['1/8', '5/8', '9/4', '9/5', '9/5'] -> ((((9/4 / 5/8) + 9/5) / 1/8) / 9/5)
[1148835] ['1/8', '5/8', '9/4', '9/7', '9/7'] -> ((((9/4 / 1/8) + 9/7) / 5/8) / 9/7)
[1148837] ['1/8', '5/8', '9/4', '9/8', '9/8'] -> ((((9/4 / 1/8) - 9/8) / 5/8) / 9/8)
[1148840] ['1/8', '5/8', '9/5', '9/5', '9/8'] -> ((9/8 / 1/8) / ((9/5 / 9/5) - 5/8))
[1148841] ['1/8', '5/8', '9/5', '9/7', '9/7'] -> (((9/5 + (9/7 / 5/8)) / 1/8) / 9/7)
[1148845] ['1/8', '5/8', '9/7', '9/7', '9/8'] -> ((9/8 / 1/8) / ((9/7 / 9/7) - 5/8))
[1148847] ['1/8', '5/8', '9/8', '9/8', '9/8'] -> ((9/8 / ((9/8 / 9/8) - 5/8)) / 1/8)
[1148848] ['1/8', '5/9', '5/9', '5/9', '5/9'] -> ((((5/9 + 5/9) + 5/9) / 1/8) / 5/9)
[1148855] ['1/8', '5/9', '5/9', '5/9', '7/6'] -> (5/9 / ((5/9 * (7/6 - 1/8)) - 5/9))
[1148861] ['1/8', '5/9', '5/9', '5/9', '8/9'] -> (((5/9 / (8/9 - 5/9)) / 1/8) / 5/9)
[1148864] ['1/8', '5/9', '5/9', '5/9', '9/5'] -> ((((5/9 + 5/9) + 5/9) * 9/5) / 1/8)
[1148875] ['1/8', '5/9', '5/9', '6/5', '7/9'] -> (7/9 / ((1/8 + (5/9 / 6/5)) - 5/9))
[1148881] ['1/8', '5/9', '5/9', '6/5', '9/4'] -> ((((5/9 + 5/9) * 6/5) / 1/8) * 9/4)
[1148882] ['1/8', '5/9', '5/9', '6/5', '9/5'] -> (9/5 / ((6/5 - (5/9 / 5/9)) - 1/8))
[1148892] ['1/8', '5/9', '5/9', '6/7', '7/9'] -> (7/9 / ((1/8 + 5/9) - (5/9 / 6/7)))
[1148910] ['1/8', '5/9', '5/9', '7/2', '8/5'] -> ((((5/9 * 7/2) / 1/8) - 5/9) * 8/5)
[1148912] ['1/8', '5/9', '5/9', '7/2', '8/9'] -> (((7/2 / 1/8) - (5/9 / 5/9)) * 8/9)
[1148917] ['1/8', '5/9', '5/9', '7/2', '9/8'] -> (((7/2 / 1/8) - (5/9 / 5/9)) / 9/8)
[1148924] ['1/8', '5/9', '5/9', '7/3', '8/3'] -> ((((5/9 / 5/9) + 7/3) / 1/8) - 8/3)
[1148928] ['1/8', '5/9', '5/9', '7/3', '9/2'] -> (9/2 / ((5/9 / (7/3 - 5/9)) - 1/8))
[1148929] ['1/8', '5/9', '5/9', '7/3', '9/4'] -> (((7/3 - (5/9 / 5/9)) / 1/8) * 9/4)
[1148938] ['1/8', '5/9', '5/9', '7/4', '8/3'] -> ((((7/4 - 5/9) / 1/8) - 5/9) * 8/3)
[1148939] ['1/8', '5/9', '5/9', '7/4', '8/5'] -> (((5/9 / 5/9) + (7/4 / 1/8)) * 8/5)
[1148943] ['1/8', '5/9', '5/9', '7/4', '9/4'] -> ((9/4 / 1/8) / (7/4 - (5/9 / 5/9)))
[1148956] ['1/8', '5/9', '5/9', '7/5', '9/4'] -> (((5/9 + (5/9 * 7/5)) / 1/8) * 9/4)
[1148962] ['1/8', '5/9', '5/9', '7/6', '7/9'] -> (7/9 / ((1/8 + 5/9) - (5/9 * 7/6)))
[1148974] ['1/8', '5/9', '5/9', '7/8', '8/3'] -> (8/3 / (((5/9 + 5/9) - 1/8) - 7/8))
[1148975] ['1/8', '5/9', '5/9', '7/8', '8/5'] -> ((((5/9 / 5/9) + 7/8) / 1/8) * 8/5)
[1148997] ['1/8', '5/9', '5/9', '8/3', '9/2'] -> ((((5/9 / 1/8) / 5/9) - 8/3) * 9/2)
[1148998] ['1/8', '5/9', '5/9', '8/3', '9/4'] -> ((((5/9 / 1/8) / 5/9) + 8/3) * 9/4)
[1149005] ['1/8', '5/9', '5/9', '8/5', '9/2'] -> (((5/9 / 1/8) + (5/9 * 8/5)) * 9/2)
[1149007] ['1/8', '5/9', '5/9', '8/5', '9/5'] -> ((9/5 / 1/8) / (8/5 - (5/9 / 5/9)))
[1149020] ['1/8', '5/9', '5/9', '8/9', '9/5'] -> (((5/9 / (8/9 - 5/9)) / 1/8) * 9/5)
[1149047] ['1/8', '5/9', '6/5', '6/5', '8/3'] -> (((6/5 + 6/5) / 1/8) + (8/3 / 5/9))
[1149048] ['1/8', '5/9', '6/5', '6/5', '8/5'] -> ((8/5 / 1/8) / (6/5 - (5/9 * 6/5)))
[1149050] ['1/8', '5/9', '6/5', '6/5', '8/9'] -> (((6/5 / 1/8) / 6/5) / (8/9 - 5/9))
[1149052] ['1/8', '5/9', '6/5', '6/5', '9/4'] -> (((5/9 * (6/5 + 6/5)) / 1/8) * 9/4)
[1149058] ['1/8', '5/9', '6/5', '6/7', '7/3'] -> ((((6/7 / 1/8) / 5/9) / 6/5) * 7/3)
[1149075] ['1/8', '5/9', '6/5', '7/2', '7/4'] -> ((((7/2 / 1/8) / 5/9) / 6/5) / 7/4)
[1149087] ['1/8', '5/9', '6/5', '7/2', '9/7'] -> (9/7 / (((1/8 / 5/9) / 6/5) / 7/2))
[1149092] ['1/8', '5/9', '6/5', '7/3', '7/6'] -> ((((7/3 / 1/8) / 5/9) / 6/5) / 7/6)
[1149096] ['1/8', '5/9', '6/5', '7/3', '8/5'] -> ((((7/3 / 1/8) / 6/5) - 5/9) * 8/5)
[1149107] ['1/8', '5/9', '6/5', '7/4', '7/8'] -> ((((7/4 / 1/8) / 5/9) / 6/5) / 7/8)
[1149111] ['1/8', '5/9', '6/5', '7/4', '8/7'] -> ((((7/4 / 1/8) / 5/9) / 6/5) * 8/7)
[1149115] ['1/8', '5/9', '6/5', '7/4', '9/5'] -> (((7/4 / 1/8) - (5/9 * 6/5)) * 9/5)
[1149145] ['1/8', '5/9', '6/5', '7/8', '8/3'] -> (8/3 / (5/9 * ((6/5 - 1/8) - 7/8)))
[1149151] ['1/8', '5/9', '6/5', '7/8', '9/5'] -> (((6/5 + (7/8 / 5/9)) / 1/8) + 9/5)
[1149153] ['1/8', '5/9', '6/5', '7/8', '9/8'] -> (9/8 / (1/8 * ((7/8 / 5/9) - 6/5)))
[1149154] ['1/8', '5/9', '6/5', '7/9', '7/9'] -> (7/9 / ((1/8 + 5/9) - (7/9 / 6/5)))
[1149164] ['1/8', '5/9', '6/5', '8/3', '8/3'] -> ((((5/9 * 6/5) + 8/3) / 1/8) - 8/3)
[1149170] ['1/8', '5/9', '6/5', '8/3', '9/5'] -> ((((8/3 / 6/5) - 5/9) / 1/8) * 9/5)
[1149190] ['1/8', '5/9', '6/5', '8/9', '9/4'] -> ((((8/9 / 1/8) / 5/9) / 6/5) * 9/4)
[1149194] ['1/8', '5/9', '6/5', '9/2', '9/2'] -> (9/2 / (6/5 - ((1/8 * 9/2) / 5/9)))
[1149199] ['1/8', '5/9', '6/5', '9/4', '9/4'] -> ((5/9 * (6/5 + (9/4 / 1/8))) * 9/4)
[1149200] ['1/8', '5/9', '6/5', '9/4', '9/5'] -> (9/5 / ((1/8 + 6/5) - (5/9 * 9/4)))
[1149202] ['1/8', '5/9', '6/5', '9/4', '9/8'] -> ((((9/4 / 1/8) / 5/9) / 6/5) / 9/8)
[1149219] ['1/8', '5/9', '6/7', '6/7', '8/7'] -> ((8/7 / 1/8) / (6/7 - (5/9 * 6/7)))
[1149220] ['1/8', '5/9', '6/7', '6/7', '8/9'] -> (((6/7 / 1/8) / 6/7) / (8/9 - 5/9))
[1149222] ['1/8', '5/9', '6/7', '6/7', '9/4'] -> ((((5/9 * 6/7) + 6/7) / 1/8) * 9/4)
[1149279] ['1/8', '5/9', '6/7', '7/5', '9/2'] -> ((((5/9 * 6/7) * 7/5) / 1/8) * 9/2)
[1149289] ['1/8', '5/9', '6/7', '7/6', '8/7'] -> (8/7 / (1/8 * (6/7 - (5/9 / 7/6))))
[1149292] ['1/8', '5/9', '6/7', '7/6', '9/4'] -> (((6/7 + (5/9 / 7/6)) / 1/8) * 9/4)
[1149307] ['1/8', '5/9', '6/7', '7/9', '7/9'] -> (((6/7 / (7/9 - 5/9)) / 1/8) * 7/9)
[1149315] ['1/8', '5/9', '6/7', '7/9', '9/7'] -> (((6/7 / (7/9 - 5/9)) / 1/8) / 9/7)
[1149319] ['1/8', '5/9', '6/7', '8/3', '8/7'] -> ((((5/9 * 6/7) + 8/3) / 1/8) - 8/7)
[1149324] ['1/8', '5/9', '6/7', '8/3', '9/7'] -> (9/7 / (((5/9 * 6/7) / 8/3) - 1/8))
[1149327] ['1/8', '5/9', '6/7', '8/5', '8/7'] -> ((((6/7 / 5/9) + 8/5) / 1/8) - 8/7)
[1149336] ['1/8', '5/9', '6/7', '8/7', '9/2'] -> (((8/7 - (5/9 * 6/7)) / 1/8) * 9/2)
[1149342] ['1/8', '5/9', '6/7', '8/9', '9/2'] -> (9/2 / ((8/9 - (1/8 / 6/7)) - 5/9))
[1149354] ['1/8', '5/9', '6/7', '9/4', '9/7'] -> ((((9/4 / 1/8) - 6/7) / 5/9) / 9/7)
[1149359] ['1/8', '5/9', '6/7', '9/7', '9/7'] -> ((((6/7 + 9/7) / 1/8) / 5/9) / 9/7)
[1149363] ['1/8', '5/9', '7/2', '7/2', '7/3'] -> (((7/2 + 7/2) / (1/8 + 5/9)) * 7/3)
[1149372] ['1/8', '5/9', '7/2', '7/2', '8/9'] -> (((7/2 / 1/8) / 7/2) / (8/9 - 5/9))
[1149398] ['1/8', '5/9', '7/2', '7/4', '8/3'] -> (((7/2 * 7/4) / (1/8 + 5/9)) * 8/3)
[1149423] ['1/8', '5/9', '7/2', '7/6', '8/3'] -> (8/3 / (1/8 * (5/9 + (7/6 / 7/2))))
[1149444] ['1/8', '5/9', '7/2', '7/9', '8/3'] -> ((((7/2 / 1/8) - 5/9) - 7/9) - 8/3)
[1149446] ['1/8', '5/9', '7/2', '7/9', '8/7'] -> (((7/2 / (5/9 + 7/9)) / 1/8) * 8/7)
[1149456] ['1/8', '5/9', '7/2', '8/3', '8/9'] -> ((7/2 * ((5/9 / 1/8) + 8/3)) - 8/9)
[1149457] ['1/8', '5/9', '7/2', '8/3', '9/2'] -> (((5/9 / (7/2 - 8/3)) / 1/8) * 9/2)
[1149464] ['1/8', '5/9', '7/2', '8/5', '8/9'] -> ((((5/9 * 7/2) * 8/5) / 1/8) - 8/9)
[1149478] ['1/8', '5/9', '7/2', '8/9', '9/2'] -> (9/2 / ((5/9 / 8/9) - (1/8 * 7/2)))
[1149481] ['1/8', '5/9', '7/2', '8/9', '9/7'] -> (9/7 / (((5/9 / 7/2) / 8/9) - 1/8))
[1149484] ['1/8', '5/9', '7/2', '9/2', '9/4'] -> (((5/9 + (7/2 / 9/2)) / 1/8) * 9/4)
[1149492] ['1/8', '5/9', '7/2', '9/5', '9/5'] -> (9/5 / ((5/9 * (7/2 - 1/8)) - 9/5))
[1149494] ['1/8', '5/9', '7/2', '9/5', '9/8'] -> (((7/2 / 1/8) - (5/9 * 9/5)) / 9/8)
[1149501] ['1/8', '5/9', '7/3', '7/3', '7/6'] -> ((((5/9 / 7/3) + 7/3) / 1/8) * 7/6)
[1149502] ['1/8', '5/9', '7/3', '7/3', '7/8'] -> ((7/3 + 7/3) / ((7/8 - 1/8) - 5/9))
[1149507] ['1/8', '5/9', '7/3', '7/3', '8/9'] -> (((7/3 / 1/8) / 7/3) / (8/9 - 5/9))
[1149509] ['1/8', '5/9', '7/3', '7/3', '9/4'] -> ((5/9 + (7/3 * 7/3)) + (9/4 / 1/8))
[1149511] ['1/8', '5/9', '7/3', '7/3', '9/7'] -> (9/7 / ((1/8 * 7/3) - (5/9 / 7/3)))
[1149516] ['1/8', '5/9', '7/3', '7/4', '7/8'] -> ((((7/4 / 1/8) - 7/3) / 5/9) / 7/8)
[1149520] ['1/8', '5/9', '7/3', '7/4', '8/7'] -> ((((7/4 / 1/8) - 7/3) / 5/9) * 8/7)
[1149521] ['1/8', '5/9', '7/3', '7/4', '8/9'] -> ((((7/3 - 5/9) * 7/4) / 1/8) - 8/9)
[1149534] ['1/8', '5/9', '7/3', '7/5', '8/9'] -> (((7/3 + (5/9 * 7/5)) / 1/8) - 8/9)
[1149541] ['1/8', '5/9', '7/3', '7/6', '7/8'] -> (((7/3 + (7/6 / 1/8)) / 5/9) / 7/8)
[1149545] ['1/8', '5/9', '7/3', '7/6', '8/7'] -> (((7/3 + (7/6 / 1/8)) / 5/9) * 8/7)
[1149552] ['1/8', '5/9', '7/3', '7/8', '7/8'] -> ((((7/3 - 7/8) / 1/8) / 5/9) / 7/8)
[1149556] ['1/8', '5/9', '7/3', '7/8', '8/7'] -> ((((7/3 - 7/8) / 1/8) / 5/9) * 8/7)
[1149564] ['1/8', '5/9', '7/3', '7/9', '8/3'] -> (8/3 / (1/8 * (5/9 + (7/9 / 7/3))))
[1149567] ['1/8', '5/9', '7/3', '7/9', '8/9'] -> (((5/9 + 7/9) / (1/8 / 7/3)) - 8/9)
[1149571] ['1/8', '5/9', '7/3', '7/9', '9/7'] -> (9/7 / ((5/9 / (7/3 + 7/9)) - 1/8))
[1149573] ['1/8', '5/9', '7/3', '8/3', '8/3'] -> (8/3 / (1/8 * ((5/9 + 8/3) - 7/3)))
[1149576] ['1/8', '5/9', '7/3', '8/3', '8/9'] -> (((7/3 + (8/3 / 1/8)) - 5/9) + 8/9)
[1149578] ['1/8', '5/9', '7/3', '8/3', '9/4'] -> (((5/9 / 1/8) + (7/3 * 8/3)) * 9/4)
[1149579] ['1/8', '5/9', '7/3', '8/3', '9/5'] -> (((5/9 / (8/3 - 7/3)) / 1/8) * 9/5)
[1149583] ['1/8', '5/9', '7/3', '8/5', '8/7'] -> ((((7/3 / 1/8) / 5/9) / 8/5) * 8/7)
[1149598] ['1/8', '5/9', '7/3', '8/9', '9/2'] -> (((5/9 + (8/9 / 1/8)) - 7/3) * 9/2)
[1149600] ['1/8', '5/9', '7/3', '8/9', '9/5'] -> ((((7/3 - 5/9) / 1/8) - 8/9) * 9/5)
[1149602] ['1/8', '5/9', '7/3', '8/9', '9/8'] -> (9/8 / (1/8 / ((7/3 + 8/9) - 5/9)))
[1149605] ['1/8', '5/9', '7/3', '9/2', '9/5'] -> (9/5 / (9/2 - ((1/8 + 7/3) / 5/9)))
[1149609] ['1/8', '5/9', '7/3', '9/4', '9/5'] -> ((5/9 / ((1/8 + 9/4) - 7/3)) * 9/5)
[1149615] ['1/8', '5/9', '7/3', '9/7', '9/7'] -> (((7/3 + (9/7 / 1/8)) / 5/9) + 9/7)
[1149626] ['1/8', '5/9', '7/4', '7/4', '8/9'] -> (((7/4 / 1/8) / 7/4) / (8/9 - 5/9))
[1149649] ['1/8', '5/9', '7/4', '7/6', '8/5'] -> (8/5 / ((7/6 / (1/8 + 7/4)) - 5/9))
[1149659] ['1/8', '5/9', '7/4', '7/8', '8/3'] -> ((7/4 / ((7/8 - 1/8) - 5/9)) * 8/3)
[1149676] ['1/8', '5/9', '7/4', '7/9', '9/7'] -> (9/7 / ((1/8 / (5/9 + 7/9)) / 7/4))
[1149678] ['1/8', '5/9', '7/4', '8/3', '8/3'] -> ((((1/8 + 7/4) * 8/3) / 5/9) * 8/3)
[1149680] ['1/8', '5/9', '7/4', '8/3', '8/7'] -> ((7/4 / ((5/9 / 8/3) - 1/8)) * 8/7)
[1149692] ['1/8', '5/9', '7/4', '8/5', '9/5'] -> (9/5 / (((1/8 / 5/9) + 8/5) - 7/4))
[1149705] ['1/8', '5/9', '7/4', '8/9', '9/5'] -> (9/5 / (((1/8 + 8/9) / 5/9) - 7/4))
[1149708] ['1/8', '5/9', '7/4', '9/2', '9/2'] -> (9/2 / (((5/9 - 1/8) * 9/2) - 7/4))
[1149713] ['1/8', '5/9', '7/4', '9/4', '9/4'] -> (((5/9 + (7/4 / 9/4)) / 1/8) * 9/4)
[1149714] ['1/8', '5/9', '7/4', '9/4', '9/5'] -> ((((7/4 / 5/9) + 9/4) / 1/8) / 9/5)
[1149719] ['1/8', '5/9', '7/4', '9/5', '9/8'] -> ((((7/4 / 1/8) / 5/9) + 9/5) / 9/8)
[1149743] ['1/8', '5/9', '7/5', '7/6', '9/2'] -> ((((5/9 * 7/5) / 1/8) / 7/6) * 9/2)
[1149748] ['1/8', '5/9', '7/5', '7/8', '7/8'] -> (7/8 / ((1/8 * 5/9) * (7/5 - 7/8)))
[1149750] ['1/8', '5/9', '7/5', '7/8', '8/3'] -> ((((7/8 / 1/8) / 5/9) / 7/5) * 8/3)
[1149762] ['1/8', '5/9', '7/5', '7/9', '8/7'] -> (8/7 / (1/8 * (7/9 - (5/9 / 7/5))))
[1149781] ['1/8', '5/9', '7/5', '8/5', '9/2'] -> ((5/9 * ((7/5 / 1/8) - 8/5)) * 9/2)
[1149794] ['1/8', '5/9', '7/5', '8/9', '9/2'] -> ((((5/9 * 7/5) / 1/8) - 8/9) * 9/2)
[1149816] ['1/8', '5/9', '7/6', '7/6', '7/9'] -> ((7/6 + 7/6) / ((7/9 - 1/8) - 5/9))
[1149829] ['1/8', '5/9', '7/6', '7/8', '8/5'] -> (8/5 / ((7/6 - (1/8 / 5/9)) - 7/8))
[1149831] ['1/8', '5/9', '7/6', '7/8', '8/9'] -> (8/9 / ((5/9 * (7/6 - 7/8)) - 1/8))
[1149837] ['1/8', '5/9', '7/6', '7/9', '7/9'] -> (7/9 / ((1/8 * 7/6) * (7/9 - 5/9)))
[1149839] ['1/8', '5/9', '7/6', '7/9', '8/5'] -> ((((7/6 + 7/9) / 1/8) - 5/9) * 8/5)
[1149843] ['1/8', '5/9', '7/6', '7/9', '9/4'] -> (((5/9 + (7/6 / 1/8)) + 7/9) * 9/4)
[1149849] ['1/8', '5/9', '7/6', '8/3', '8/7'] -> ((((5/9 / 7/6) + 8/3) / 1/8) - 8/7)
[1149854] ['1/8', '5/9', '7/6', '8/3', '9/7'] -> (9/7 / (((5/9 / 7/6) / 8/3) - 1/8))
[1149866] ['1/8', '5/9', '7/6', '8/7', '9/2'] -> (((8/7 - (5/9 / 7/6)) / 1/8) * 9/2)
[1149878] ['1/8', '5/9', '7/6', '9/2', '9/4'] -> ((((5/9 * 9/2) - 7/6) / 1/8) * 9/4)
[1149883] ['1/8', '5/9', '7/6', '9/4', '9/5'] -> (9/5 / (((1/8 + 7/6) / 5/9) - 9/4))
[1149886] ['1/8', '5/9', '7/6', '9/5', '9/5'] -> (9/5 / (((7/6 - 1/8) / 5/9) - 9/5))
[1149897] ['1/8', '5/9', '7/8', '7/8', '8/9'] -> (((7/8 / 1/8) / 7/8) / (8/9 - 5/9))
[1149904] ['1/8', '5/9', '7/8', '7/9', '8/3'] -> ((7/8 / ((7/9 - 1/8) - 5/9)) * 8/3)
[1149908] ['1/8', '5/9', '7/8', '7/9', '9/2'] -> (((5/9 / 1/8) + (7/9 / 7/8)) * 9/2)
