[2054536] ['5/6', '5/6', '7/4', '9/2', '9/4'] -> ((9/2 / ((7/4 - 5/6) - 5/6)) / 9/4)
[2056352] ['5/6', '5/7', '7/5', '7/8', '9/2'] -> (9/2 / ((5/6 * 7/5) * (7/8 - 5/7)))
[2056358] ['5/6', '5/7', '7/5', '7/9', '8/3'] -> (8/3 / (7/5 * ((5/7 / 5/6) - 7/9)))
[2056359] ['5/6', '5/7', '7/5', '7/9', '8/5'] -> (8/5 / ((5/7 * 7/5) - (7/9 / 5/6)))
[2056360] ['5/6', '5/7', '7/5', '7/9', '8/7'] -> (8/7 / (5/7 - ((7/9 / 5/6) / 7/5)))
[2056369] ['5/6', '5/7', '7/5', '8/3', '8/7'] -> (((8/3 / (5/6 - 5/7)) - 7/5) * 8/7)
[2056377] ['5/6', '5/7', '7/5', '8/5', '8/7'] -> (8/7 / (5/7 * (7/5 - (5/6 * 8/5))))
[2056384] ['5/6', '5/7', '7/5', '8/7', '8/7'] -> (8/7 / ((5/7 * 7/5) - (5/6 * 8/7)))
[2056391] ['5/6', '5/7', '7/5', '8/9', '8/9'] -> (8/9 / (7/5 * ((5/6 * 8/9) - 5/7)))
[2056430] ['5/6', '5/7', '7/6', '7/8', '9/2'] -> (9/2 / (((5/6 + 5/7) * 7/8) - 7/6))
[2056432] ['5/6', '5/7', '7/6', '7/8', '9/5'] -> (9/5 / ((5/6 + 7/8) - (7/6 / 5/7)))
[2056438] ['5/6', '5/7', '7/6', '7/9', '8/7'] -> (8/7 / ((5/6 + 5/7) - (7/6 / 7/9)))
[2056439] ['5/6', '5/7', '7/6', '7/9', '8/9'] -> (8/9 / (((5/6 + 5/7) * 7/9) - 7/6))
[2056447] ['5/6', '5/7', '7/6', '8/3', '8/7'] -> (8/7 / (((5/6 + 5/7) + 7/6) - 8/3))
[2056454] ['5/6', '5/7', '7/6', '8/5', '8/5'] -> (8/5 / ((5/6 + (5/7 * 7/6)) - 8/5))
[2056457] ['5/6', '5/7', '7/6', '8/5', '9/2'] -> (9/2 / (((7/6 / 5/7) / 8/5) - 5/6))
[2056464] ['5/6', '5/7', '7/6', '8/7', '9/2'] -> (9/2 / (((5/6 + 5/7) / 8/7) - 7/6))
[2056469] ['5/6', '5/7', '7/6', '8/9', '8/9'] -> (8/9 / (7/6 * (8/9 - (5/7 / 5/6))))
[2056493] ['5/6', '5/7', '7/8', '7/8', '8/5'] -> (((5/7 * 7/8) / (7/8 - 5/6)) * 8/5)
[2056494] ['5/6', '5/7', '7/8', '7/8', '8/7'] -> ((5/7 + 8/7) / ((5/6 / 7/8) - 7/8))
[2056500] ['5/6', '5/7', '7/8', '7/8', '9/8'] -> ((7/8 / 7/8) / ((5/6 / 5/7) - 9/8))
[2056501] ['5/6', '5/7', '7/8', '7/9', '7/9'] -> (7/9 / (((5/6 * 7/9) / 5/7) - 7/8))
[2056503] ['5/6', '5/7', '7/8', '7/9', '8/5'] -> (((5/6 / (7/9 - 5/7)) / 7/8) * 8/5)
[2056508] ['5/6', '5/7', '7/8', '7/9', '9/5'] -> (((5/7 * 7/9) / (7/8 - 5/6)) * 9/5)
[2056513] ['5/6', '5/7', '7/8', '8/3', '8/7'] -> (8/7 / ((7/8 - (5/7 / 5/6)) * 8/3))
[2056520] ['5/6', '5/7', '7/8', '8/5', '8/5'] -> (8/5 / ((5/6 / 7/8) + (5/7 - 8/5)))
[2056521] ['5/6', '5/7', '7/8', '8/5', '8/7'] -> (8/7 / ((5/7 * (7/8 - 5/6)) * 8/5))
[2056543] ['5/6', '5/7', '7/8', '9/2', '9/5'] -> (((9/2 / (5/6 - 5/7)) / 7/8) / 9/5)
[2056546] ['5/6', '5/7', '7/8', '9/4', '9/4'] -> (((7/8 + 9/4) / (5/6 - 5/7)) - 9/4)
[2056556] ['5/6', '5/7', '7/9', '7/9', '7/9'] -> (((5/7 * 7/9) + 7/9) / (5/6 - 7/9))
[2056560] ['5/6', '5/7', '7/9', '7/9', '8/9'] -> (((5/7 * 7/9) + 7/9) / (8/9 - 5/6))
[2056561] ['5/6', '5/7', '7/9', '7/9', '9/2'] -> ((5/6 + 9/2) / (7/9 - (5/7 * 7/9)))
[2056613] ['5/6', '5/7', '8/3', '8/3', '8/7'] -> (8/7 / ((8/3 / (5/6 + 8/3)) - 5/7))
[2056615] ['5/6', '5/7', '8/3', '8/3', '9/2'] -> (((8/3 / 5/7) + 8/3) * (5/6 * 9/2))
[2056630] ['5/6', '5/7', '8/3', '8/7', '9/2'] -> ((8/3 * ((5/7 / 5/6) + 8/7)) * 9/2)
[2056677] ['5/6', '5/7', '8/5', '9/2', '9/2'] -> ((8/5 * (9/2 - (5/6 / 5/7))) * 9/2)
[2056684] ['5/6', '5/7', '8/5', '9/4', '9/7'] -> (9/7 / (5/6 * ((5/7 + 8/5) - 9/4)))
[2056689] ['5/6', '5/7', '8/5', '9/7', '9/7'] -> (9/7 / ((5/7 / 5/6) - (9/7 / 8/5)))
[2056702] ['5/6', '5/7', '8/7', '8/9', '9/5'] -> ((8/7 / ((5/6 * 8/9) - 5/7)) / 9/5)
[2056707] ['5/6', '5/7', '8/7', '9/2', '9/5'] -> (((8/7 * 9/2) / (5/6 - 5/7)) / 9/5)
[2056712] ['5/6', '5/7', '8/7', '9/4', '9/7'] -> (9/7 / (((5/6 / 5/7) - 8/7) * 9/4))
[2056736] ['5/6', '5/7', '8/9', '9/5', '9/7'] -> (9/7 / ((5/6 - (5/7 / 8/9)) * 9/5))
[2056740] ['5/6', '5/7', '8/9', '9/8', '9/8'] -> (9/8 / (((5/6 / 5/7) - 9/8) / 8/9))
[2056759] ['5/6', '5/7', '9/4', '9/4', '9/8'] -> ((9/4 / 9/4) / ((5/6 / 5/7) - 9/8))
[2056763] ['5/6', '5/7', '9/4', '9/7', '9/7'] -> (9/7 / (((5/6 * 5/7) * 9/4) - 9/7))
[2056775] ['5/6', '5/7', '9/8', '9/8', '9/8'] -> ((9/8 / ((5/6 / 5/7) - 9/8)) / 9/8)
[2056777] ['5/6', '5/8', '5/8', '5/8', '5/9'] -> ((5/8 / ((5/9 / 5/6) - 5/8)) / 5/8)
[2056783] ['5/6', '5/8', '5/8', '5/8', '7/5'] -> ((5/8 / ((5/8 * 7/5) - 5/6)) / 5/8)
[2056785] ['5/6', '5/8', '5/8', '5/8', '7/8'] -> (5/8 / ((5/8 * 7/8) - (5/6 * 5/8)))
[2056787] ['5/6', '5/8', '5/8', '5/8', '8/3'] -> (5/8 / ((5/8 + (5/8 / 8/3)) - 5/6))
[2056789] ['5/6', '5/8', '5/8', '5/8', '8/7'] -> (5/8 / ((5/8 / 8/7) - (5/6 * 5/8)))
[2056804] ['5/6', '5/8', '5/8', '5/9', '7/8'] -> (((5/6 + 5/8) / (5/8 - 5/9)) / 7/8)
[2056806] ['5/6', '5/8', '5/8', '5/9', '8/3'] -> (8/3 / ((5/6 / (5/8 + 5/8)) - 5/9))
[2056807] ['5/6', '5/8', '5/8', '5/9', '8/5'] -> ((5/8 * 8/5) / ((5/9 / 5/6) - 5/8))
[2056808] ['5/6', '5/8', '5/8', '5/9', '8/7'] -> (((5/6 + 5/8) / (5/8 - 5/9)) * 8/7)
[2056810] ['5/6', '5/8', '5/8', '5/9', '9/2'] -> ((5/9 / (5/8 - (5/6 * 5/8))) * 9/2)
[2056824] ['5/6', '5/8', '5/8', '6/5', '8/3'] -> ((5/8 * 8/3) / ((5/6 / 6/5) - 5/8))
[2056834] ['5/6', '5/8', '5/8', '6/7', '7/2'] -> ((6/7 / ((5/8 / 5/6) - 5/8)) * 7/2)
[2056836] ['5/6', '5/8', '5/8', '6/7', '7/4'] -> (((5/8 / (6/7 - 5/6)) / 5/8) / 7/4)
[2056853] ['5/6', '5/8', '5/8', '7/2', '7/5'] -> ((7/2 / (5/8 - (5/6 * 5/8))) / 7/5)
[2056854] ['5/6', '5/8', '5/8', '7/2', '7/6'] -> ((7/2 / ((5/8 / 5/6) - 5/8)) / 7/6)
[2056855] ['5/6', '5/8', '5/8', '7/2', '7/8'] -> ((7/2 / ((5/8 / 5/8) - 5/6)) / 7/8)
[2056859] ['5/6', '5/8', '5/8', '7/2', '8/7'] -> ((7/2 / ((5/8 / 5/8) - 5/6)) * 8/7)
[2056900] ['5/6', '5/8', '5/8', '7/5', '8/5'] -> ((5/8 * 8/5) / ((5/8 * 7/5) - 5/6))
[2056901] ['5/6', '5/8', '5/8', '7/5', '8/7'] -> ((5/8 * 8/7) / (5/8 - (5/6 / 7/5)))
[2056908] ['5/6', '5/8', '5/8', '7/6', '7/6'] -> ((5/6 + 7/6) / ((5/8 + 5/8) - 7/6))
[2056920] ['5/6', '5/8', '5/8', '7/8', '7/8'] -> (7/8 / (((5/6 + 5/8) * 5/8) - 7/8))
[2056923] ['5/6', '5/8', '5/8', '7/8', '8/5'] -> (8/5 / ((7/8 / 5/8) - (5/6 / 5/8)))
[2056924] ['5/6', '5/8', '5/8', '7/8', '8/7'] -> (8/7 / ((5/8 / 5/8) - (5/6 / 7/8)))
[2056926] ['5/6', '5/8', '5/8', '7/8', '9/2'] -> (((5/6 / (7/8 - 5/8)) / 5/8) * 9/2)
[2056927] ['5/6', '5/8', '5/8', '7/8', '9/4'] -> ((5/6 * 9/4) / (5/8 - (5/8 * 7/8)))
[2056932] ['5/6', '5/8', '5/8', '7/9', '8/3'] -> (8/3 / (7/9 - (5/6 / (5/8 + 5/8))))
[2056933] ['5/6', '5/8', '5/8', '7/9', '8/5'] -> (8/5 / ((5/8 / 5/8) - (7/9 / 5/6)))
[2056934] ['5/6', '5/8', '5/8', '7/9', '8/7'] -> ((5/8 * 8/7) / (5/6 - (5/8 / 7/9)))
[2056935] ['5/6', '5/8', '5/8', '7/9', '8/9'] -> ((5/8 * 8/9) / ((5/6 * 7/9) - 5/8))
[2056936] ['5/6', '5/8', '5/8', '7/9', '9/2'] -> ((5/6 + 9/2) / ((5/8 / 5/8) - 7/9))
[2056939] ['5/6', '5/8', '5/8', '7/9', '9/7'] -> (9/7 / ((5/8 / 7/9) - (5/8 / 5/6)))
[2056940] ['5/6', '5/8', '5/8', '7/9', '9/8'] -> ((5/8 / ((5/6 * 7/9) - 5/8)) / 9/8)
[2056942] ['5/6', '5/8', '5/8', '8/3', '8/5'] -> ((8/3 / (5/8 - (5/6 * 5/8))) - 8/5)
[2056944] ['5/6', '5/8', '5/8', '8/3', '8/9'] -> ((8/3 / ((5/8 / 5/6) - 5/8)) / 8/9)
[2056949] ['5/6', '5/8', '5/8', '8/3', '9/8'] -> ((8/3 / ((5/8 / 5/6) - 5/8)) * 9/8)
[2056953] ['5/6', '5/8', '5/8', '8/5', '9/2'] -> (9/2 / ((5/6 * (8/5 - 5/8)) - 5/8))
[2056958] ['5/6', '5/8', '5/8', '8/7', '8/7'] -> (8/7 / ((5/8 / 5/8) - (5/6 * 8/7)))
[2056961] ['5/6', '5/8', '5/8', '8/7', '9/4'] -> ((5/6 * 9/4) / (5/8 - (5/8 / 8/7)))
[2056966] ['5/6', '5/8', '5/8', '8/9', '9/2'] -> ((8/9 / ((5/8 / 5/8) - 5/6)) * 9/2)
[2056967] ['5/6', '5/8', '5/8', '8/9', '9/4'] -> ((5/6 * 9/4) / ((5/8 / 8/9) - 5/8))
[2056970] ['5/6', '5/8', '5/8', '8/9', '9/8'] -> (9/8 / ((5/8 / 5/6) - (5/8 / 8/9)))
[2056973] ['5/6', '5/8', '5/8', '9/2', '9/5'] -> ((9/2 / (5/8 - (5/6 * 5/8))) / 9/5)
[2056975] ['5/6', '5/8', '5/8', '9/2', '9/8'] -> ((9/2 / ((5/8 / 5/8) - 5/6)) / 9/8)
[2056983] ['5/6', '5/8', '5/8', '9/7', '9/7'] -> (9/7 / ((5/8 * 9/7) - (5/8 / 5/6)))
[2056984] ['5/6', '5/8', '5/8', '9/7', '9/8'] -> ((5/8 / ((5/6 / 9/7) - 5/8)) / 9/8)
[2056985] ['5/6', '5/8', '5/8', '9/8', '9/8'] -> (9/8 / ((5/8 / 5/6) - (5/8 * 9/8)))
[2056986] ['5/6', '5/8', '5/9', '5/9', '5/9'] -> ((5/9 / ((5/9 / 5/6) - 5/8)) / 5/9)
[2056987] ['5/6', '5/8', '5/9', '5/9', '6/5'] -> (((5/6 + 5/9) / (5/8 - 5/9)) * 6/5)
[2056992] ['5/6', '5/8', '5/9', '5/9', '7/5'] -> ((5/9 / 5/9) / ((5/8 * 7/5) - 5/6))
[2056995] ['5/6', '5/8', '5/9', '5/9', '7/9'] -> ((5/9 + 7/9) / ((5/9 / 5/8) - 5/6))
[2057000] ['5/6', '5/8', '5/9', '5/9', '9/2'] -> (((5/9 + 5/9) / (5/6 - 5/8)) * 9/2)
[2057002] ['5/6', '5/8', '5/9', '5/9', '9/5'] -> ((5/9 * 9/5) / ((5/9 / 5/6) - 5/8))
[2057014] ['5/6', '5/8', '5/9', '6/5', '8/3'] -> (8/3 / ((5/6 * 6/5) - (5/9 / 5/8)))
[2057015] ['5/6', '5/8', '5/9', '6/5', '8/5'] -> (8/5 / (((5/9 / 5/8) - 5/6) * 6/5))
[2057018] ['5/6', '5/8', '5/9', '6/5', '9/2'] -> (9/2 / (5/8 * ((5/6 / 5/9) - 6/5)))
[2057023] ['5/6', '5/8', '5/9', '6/7', '6/7'] -> ((6/7 / ((5/9 / 5/6) - 5/8)) / 6/7)
[2057025] ['5/6', '5/8', '5/9', '6/7', '7/3'] -> (((5/6 * 6/7) / (5/8 - 5/9)) * 7/3)
[2057026] ['5/6', '5/8', '5/9', '6/7', '7/4'] -> ((5/6 / (5/9 - (5/8 * 6/7))) / 7/4)
[2057028] ['5/6', '5/8', '5/9', '6/7', '7/6'] -> ((6/7 / ((5/9 / 5/6) - 5/8)) * 7/6)
[2057033] ['5/6', '5/8', '5/9', '6/7', '8/7'] -> (8/7 / (((5/9 / 5/8) - 5/6) * 6/7))
[2057035] ['5/6', '5/8', '5/9', '6/7', '9/2'] -> ((5/9 / (5/6 - (5/8 / 6/7))) * 9/2)
[2057036] ['5/6', '5/8', '5/9', '6/7', '9/4'] -> ((5/6 / ((5/9 / 5/8) - 6/7)) - 9/4)
[2057038] ['5/6', '5/8', '5/9', '6/7', '9/7'] -> (9/7 / (5/8 - ((5/9 * 6/7) / 5/6)))
[2057040] ['5/6', '5/8', '5/9', '7/2', '7/2'] -> ((7/2 / ((5/9 / 5/6) - 5/8)) / 7/2)
[2057042] ['5/6', '5/8', '5/9', '7/2', '7/4'] -> (((5/6 * 7/2) / (5/8 - 5/9)) / 7/4)
[2057056] ['5/6', '5/8', '5/9', '7/3', '7/3'] -> (7/3 / (((5/9 / 5/6) - 5/8) * 7/3))
[2057057] ['5/6', '5/8', '5/9', '7/3', '7/4'] -> ((7/3 / ((5/9 / 5/8) - 5/6)) / 7/4)
[2057059] ['5/6', '5/8', '5/9', '7/3', '7/6'] -> (((5/6 * 7/3) / (5/8 - 5/9)) / 7/6)
[2057062] ['5/6', '5/8', '5/9', '7/3', '8/3'] -> (8/3 / (7/3 - ((5/6 + 5/9) / 5/8)))
[2057063] ['5/6', '5/8', '5/9', '7/3', '8/5'] -> (8/5 / (((5/6 / 5/8) / 5/9) - 7/3))
[2057065] ['5/6', '5/8', '5/9', '7/3', '8/9'] -> (8/9 / ((5/6 / 5/8) - (5/9 * 7/3)))
[2057071] ['5/6', '5/8', '5/9', '7/4', '7/4'] -> ((7/4 / ((5/9 / 5/6) - 5/8)) / 7/4)
[2057074] ['5/6', '5/8', '5/9', '7/4', '7/8'] -> (((5/6 * 7/4) / (5/8 - 5/9)) / 7/8)
[2057076] ['5/6', '5/8', '5/9', '7/4', '8/3'] -> ((7/4 / ((5/8 / 5/6) - 5/9)) * 8/3)
[2057078] ['5/6', '5/8', '5/9', '7/4', '8/7'] -> (((5/6 * 7/4) / (5/8 - 5/9)) * 8/7)
[2057085] ['5/6', '5/8', '5/9', '7/5', '7/5'] -> ((7/5 / ((5/9 / 5/6) - 5/8)) / 7/5)
[2057086] ['5/6', '5/8', '5/9', '7/5', '7/6'] -> (7/6 / ((5/9 - (5/6 * 5/8)) * 7/5))
[2057088] ['5/6', '5/8', '5/9', '7/5', '7/9'] -> (7/9 / (5/9 * ((5/6 + 5/8) - 7/5)))
[2057092] ['5/6', '5/8', '5/9', '7/5', '8/9'] -> (8/9 / (5/9 * (7/5 - (5/6 / 5/8))))
[2057095] ['5/6', '5/8', '5/9', '7/5', '9/5'] -> ((5/9 / ((5/8 * 7/5) - 5/6)) * 9/5)
[2057096] ['5/6', '5/8', '5/9', '7/5', '9/7'] -> (9/7 / ((5/8 - (5/6 / 7/5)) / 5/9))
[2057098] ['5/6', '5/8', '5/9', '7/6', '7/6'] -> ((7/6 / ((5/9 / 5/6) - 5/8)) / 7/6)
[2057099] ['5/6', '5/8', '5/9', '7/6', '7/8'] -> ((7/6 / ((5/9 / 5/8) - 5/6)) / 7/8)
[2057103] ['5/6', '5/8', '5/9', '7/6', '8/7'] -> ((7/6 / ((5/9 / 5/8) - 5/6)) * 8/7)
[2057105] ['5/6', '5/8', '5/9', '7/6', '9/2'] -> ((5/9 / (5/6 - (5/8 * 7/6))) * 9/2)
[2057108] ['5/6', '5/8', '5/9', '7/6', '9/7'] -> (9/7 / (5/8 - ((5/9 / 5/6) / 7/6)))
[2057110] ['5/6', '5/8', '5/9', '7/8', '7/8'] -> ((7/8 / ((5/9 / 5/6) - 5/8)) / 7/8)
[2057112] ['5/6', '5/8', '5/9', '7/8', '8/3'] -> (8/3 / (((5/8 + 7/8) - 5/6) - 5/9))
[2057115] ['5/6', '5/8', '5/9', '7/8', '8/9'] -> (((5/8 / (7/8 - 5/6)) / 5/9) * 8/9)
[2057116] ['5/6', '5/8', '5/9', '7/8', '9/2'] -> ((5/9 / ((5/6 * 7/8) - 5/8)) * 9/2)
[2057118] ['5/6', '5/8', '5/9', '7/8', '9/5'] -> (9/5 / ((5/8 / 5/9) - (7/8 / 5/6)))
[2057123] ['5/6', '5/8', '5/9', '7/9', '8/5'] -> (8/5 / ((7/9 / 5/9) - (5/6 / 5/8)))
[2057125] ['5/6', '5/8', '5/9', '7/9', '8/9'] -> (8/9 / (7/9 - ((5/6 * 5/9) / 5/8)))
[2057131] ['5/6', '5/8', '5/9', '8/3', '8/3'] -> (8/3 / (((5/9 / 5/6) - 5/8) * 8/3))
[2057140] ['5/6', '5/8', '5/9', '8/5', '8/5'] -> (8/5 / (((5/9 / 5/6) - 5/8) * 8/5))
[2057143] ['5/6', '5/8', '5/9', '8/5', '9/2'] -> ((5/9 / (5/8 - (5/6 / 8/5))) * 9/2)
[2057150] ['5/6', '5/8', '5/9', '8/7', '9/2'] -> ((5/9 / ((5/6 / 8/7) - 5/8)) * 9/2)
[2057155] ['5/6', '5/8', '5/9', '8/9', '8/9'] -> (8/9 / (((5/9 / 5/6) - 5/8) * 8/9))
[2057157] ['5/6', '5/8', '5/9', '8/9', '9/4'] -> (((5/6 * 8/9) / (5/8 - 5/9)) * 9/4)
[2057160] ['5/6', '5/8', '5/9', '8/9', '9/8'] -> (9/8 / (((5/9 / 5/6) - 5/8) / 8/9))
[2057169] ['5/6', '5/8', '5/9', '9/4', '9/8'] -> (((5/6 * 9/4) / (5/8 - 5/9)) / 9/8)
[2057170] ['5/6', '5/8', '5/9', '9/5', '9/5'] -> ((9/5 / ((5/9 / 5/6) - 5/8)) / 9/5)
[2057175] ['5/6', '5/8', '5/9', '9/8', '9/8'] -> ((9/8 / ((5/9 / 5/6) - 5/8)) / 9/8)
[2057181] ['5/6', '5/8', '6/5', '6/5', '7/5'] -> ((6/5 / 6/5) / ((5/8 * 7/5) - 5/6))
[2057185] ['5/6', '5/8', '6/5', '6/5', '8/3'] -> ((6/5 / ((5/6 / 5/8) - 6/5)) * 8/3)
[2057186] ['5/6', '5/8', '6/5', '6/5', '8/5'] -> (8/5 / (((5/8 * 6/5) * 6/5) - 5/6))
[2057196] ['5/6', '5/8', '6/5', '6/7', '7/3'] -> ((6/7 / (5/6 - (5/8 * 6/5))) * 7/3)
[2057198] ['5/6', '5/8', '6/5', '6/7', '7/5'] -> (7/5 / ((5/6 + 5/8) - (6/5 / 6/7)))
[2057203] ['5/6', '5/8', '6/5', '6/7', '8/5'] -> (8/5 / ((6/5 / 6/7) - (5/6 / 5/8)))
[2057213] ['5/6', '5/8', '6/5', '7/2', '7/4'] -> ((7/2 / (5/6 - (5/8 * 6/5))) / 7/4)
[2057223] ['5/6', '5/8', '6/5', '7/2', '9/4'] -> ((7/2 / ((5/6 / 5/8) - 6/5)) - 9/4)
[2057229] ['5/6', '5/8', '6/5', '7/3', '7/5'] -> ((7/3 / ((5/6 / 6/5) - 5/8)) / 7/5)
[2057230] ['5/6', '5/8', '6/5', '7/3', '7/6'] -> ((7/3 / (5/6 - (5/8 * 6/5))) / 7/6)
[2057245] ['5/6', '5/8', '6/5', '7/4', '7/8'] -> ((7/4 / (5/6 - (5/8 * 6/5))) / 7/8)
[2057249] ['5/6', '5/8', '6/5', '7/4', '8/7'] -> ((7/4 / (5/6 - (5/8 * 6/5))) * 8/7)
[2057251] ['5/6', '5/8', '6/5', '7/4', '9/2'] -> ((6/5 + ((5/6 + 7/4) / 5/8)) * 9/2)
[2057252] ['5/6', '5/8', '6/5', '7/4', '9/4'] -> (9/4 / ((5/8 * 7/4) - (5/6 * 6/5)))
[2057254] ['5/6', '5/8', '6/5', '7/4', '9/7'] -> (9/7 / (5/8 - ((5/6 * 6/5) / 7/4)))
[2057257] ['5/6', '5/8', '6/5', '7/5', '7/6'] -> ((6/5 / ((5/6 + 5/8) - 7/5)) * 7/6)
[2057265] ['5/6', '5/8', '6/5', '7/5', '9/4'] -> ((5/8 / ((6/5 / 7/5) - 5/6)) - 9/4)
[2057273] ['5/6', '5/8', '6/5', '7/6', '8/5'] -> (8/5 / ((6/5 * 7/6) - (5/6 / 5/8)))
[2057276] ['5/6', '5/8', '6/5', '7/6', '9/2'] -> (9/2 / ((5/6 + (5/8 / 6/5)) - 7/6))
[2057288] ['5/6', '5/8', '6/5', '7/8', '9/4'] -> (9/4 / (5/8 * (6/5 - (7/8 / 5/6))))
[2057296] ['5/6', '5/8', '6/5', '7/9', '8/9'] -> (8/9 / (5/6 * ((7/9 / 5/8) - 6/5)))
[2057299] ['5/6', '5/8', '6/5', '7/9', '9/5'] -> ((6/5 / (7/9 - (5/8 / 5/6))) / 9/5)
[2057307] ['5/6', '5/8', '6/5', '8/3', '9/4'] -> (((8/3 / (5/6 - 5/8)) / 6/5) * 9/4)
[2057314] ['5/6', '5/8', '6/5', '8/5', '9/2'] -> (9/2 / (5/6 * ((5/8 + 6/5) - 8/5)))
[2057327] ['5/6', '5/8', '6/5', '8/9', '9/2'] -> (9/2 / ((5/6 / 8/9) - (5/8 * 6/5)))
[2057328] ['5/6', '5/8', '6/5', '8/9', '9/4'] -> ((8/9 / (5/6 - (5/8 * 6/5))) * 9/4)
[2057340] ['5/6', '5/8', '6/5', '9/4', '9/8'] -> ((9/4 / (5/6 - (5/8 * 6/5))) / 9/8)
[2057353] ['5/6', '5/8', '6/7', '6/7', '7/8'] -> ((6/7 / (6/7 - 5/6)) / (5/8 + 7/8))
[2057367] ['5/6', '5/8', '6/7', '7/2', '7/5'] -> ((7/2 / (5/6 - (5/8 / 6/7))) / 7/5)
[2057378] ['5/6', '5/8', '6/7', '7/2', '9/7'] -> (9/7 / ((6/7 - 5/8) / (5/6 + 7/2)))
[2057401] ['5/6', '5/8', '6/7', '7/4', '8/5'] -> (((5/8 / (6/7 - 5/6)) / 7/4) * 8/5)
[2057410] ['5/6', '5/8', '6/7', '7/5', '7/6'] -> ((6/7 / ((5/8 * 7/5) - 5/6)) * 7/6)
[2057417] ['5/6', '5/8', '6/7', '7/5', '9/2'] -> (9/2 / (((5/8 * 7/5) / 6/7) - 5/6))
[2057441] ['5/6', '5/8', '6/7', '7/8', '9/4'] -> (9/4 / ((6/7 - (5/8 / 5/6)) * 7/8))
[2057445] ['5/6', '5/8', '6/7', '7/9', '7/9'] -> ((6/7 / (7/9 - (5/8 / 5/6))) * 7/9)
[2057448] ['5/6', '5/8', '6/7', '7/9', '8/7'] -> (8/7 / (5/8 * ((7/9 / 5/6) - 6/7)))
[2057450] ['5/6', '5/8', '6/7', '7/9', '9/2'] -> (9/2 / (6/7 - ((5/6 * 5/8) / 7/9)))
[2057453] ['5/6', '5/8', '6/7', '7/9', '9/7'] -> ((6/7 / (7/9 - (5/8 / 5/6))) / 9/7)
[2057458] ['5/6', '5/8', '6/7', '8/3', '8/9'] -> ((8/3 / (6/7 - (5/8 / 5/6))) - 8/9)
[2057470] ['5/6', '5/8', '6/7', '8/5', '9/7'] -> (9/7 / ((5/8 + (6/7 / 5/6)) - 8/5))
[2057487] ['5/6', '5/8', '6/7', '9/2', '9/5'] -> ((9/2 / (5/6 - (5/8 / 6/7))) / 9/5)
[2057495] ['5/6', '5/8', '6/7', '9/5', '9/7'] -> (9/7 / (5/8 - ((6/7 / 5/6) / 9/5)))
[2057497] ['5/6', '5/8', '6/7', '9/7', '9/7'] -> (9/7 / ((5/6 * 6/7) + (5/8 - 9/7)))
[2057499] ['5/6', '5/8', '6/7', '9/8', '9/8'] -> (((5/8 / (6/7 - 5/6)) - 9/8) - 9/8)
[2057502] ['5/6', '5/8', '7/2', '7/2', '7/4'] -> ((7/2 + 7/2) / ((7/4 - 5/6) - 5/8))
[2057503] ['5/6', '5/8', '7/2', '7/2', '7/5'] -> (((7/2 + 7/2) / (5/6 - 5/8)) / 7/5)
[2057504] ['5/6', '5/8', '7/2', '7/2', '7/6'] -> ((7/2 + 7/2) / ((5/6 + 5/8) - 7/6))
[2057516] ['5/6', '5/8', '7/2', '7/3', '7/3'] -> (7/3 / (7/2 - ((5/6 + 5/8) * 7/3)))
[2057519] ['5/6', '5/8', '7/2', '7/3', '7/6'] -> (((7/2 + 7/3) / (5/6 - 5/8)) / 7/6)
[2057523] ['5/6', '5/8', '7/2', '7/3', '8/5'] -> (8/5 / ((7/2 / (5/6 + 5/8)) - 7/3))
[2057527] ['5/6', '5/8', '7/2', '7/3', '9/4'] -> ((((5/6 + 7/2) + 7/3) / 5/8) * 9/4)
[2057528] ['5/6', '5/8', '7/2', '7/3', '9/5'] -> (9/5 / ((7/2 - (7/3 / 5/6)) - 5/8))
[2057531] ['5/6', '5/8', '7/2', '7/4', '7/4'] -> (7/4 / (((5/6 * 5/8) * 7/2) - 7/4))
[2057559] ['5/6', '5/8', '7/2', '7/6', '7/8'] -> ((7/2 / ((5/6 / 5/8) - 7/6)) / 7/8)
[2057563] ['5/6', '5/8', '7/2', '7/6', '8/7'] -> ((7/2 / ((5/6 / 5/8) - 7/6)) * 8/7)
[2057568] ['5/6', '5/8', '7/2', '7/6', '9/7'] -> (9/7 / (5/8 - ((5/6 + 7/6) / 7/2)))
[2057570] ['5/6', '5/8', '7/2', '7/8', '7/8'] -> (((7/2 + 7/8) / (5/6 - 5/8)) / 7/8)
[2057574] ['5/6', '5/8', '7/2', '7/8', '8/7'] -> (((7/2 + 7/8) / (5/6 - 5/8)) * 8/7)
[2057595] ['5/6', '5/8', '7/2', '8/3', '9/2'] -> (9/2 / (5/8 * (7/2 - (8/3 / 5/6))))
[2057596] ['5/6', '5/8', '7/2', '8/3', '9/4'] -> (((5/6 / 5/8) + (7/2 * 8/3)) * 9/4)
[2057600] ['5/6', '5/8', '7/2', '8/5', '8/5'] -> (8/5 / ((5/8 * (7/2 - 5/6)) - 8/5))
[2057601] ['5/6', '5/8', '7/2', '8/5', '8/7'] -> ((7/2 / ((5/8 * 8/5) - 5/6)) * 8/7)
