[778681] ['1/6', '1/8', '3/4', '4/3', '9/8'] -> ((((3/4 / 1/6) / 1/8) / 4/3) / 9/8)
[779648] ['1/6', '1/8', '3/7', '3/8', '4/3'] -> (4/3 / ((1/6 / 3/7) - (1/8 / 3/8)))
[779656] ['1/6', '1/8', '3/7', '3/8', '5/7'] -> (5/7 / (1/6 * ((1/8 + 3/7) - 3/8)))
[779661] ['1/6', '1/8', '3/7', '3/8', '7/2'] -> ((3/7 / (1/8 - (1/6 * 3/8))) * 7/2)
[779662] ['1/6', '1/8', '3/7', '3/8', '7/3'] -> (((3/7 / (3/8 - 1/8)) / 1/6) * 7/3)
[779663] ['1/6', '1/8', '3/7', '3/8', '7/4'] -> ((((3/8 / 1/6) / 1/8) / 3/7) / 7/4)
[779665] ['1/6', '1/8', '3/7', '3/8', '7/6'] -> (((3/7 + (3/8 / 1/8)) / 1/6) * 7/6)
[779671] ['1/6', '1/8', '3/7', '3/8', '8/9'] -> (((1/6 / (3/7 - 3/8)) / 1/8) - 8/9)
[779681] ['1/6', '1/8', '3/7', '4/3', '5/2'] -> (5/2 / ((1/6 * 3/7) * (1/8 + 4/3)))
[779682] ['1/6', '1/8', '3/7', '4/3', '5/3'] -> (5/3 / ((1/8 / 3/7) - (1/6 * 4/3)))
[779683] ['1/6', '1/8', '3/7', '4/3', '5/4'] -> (5/4 / (((1/8 / 3/7) / 4/3) - 1/6))
[779689] ['1/6', '1/8', '3/7', '4/3', '6/7'] -> ((((1/6 + 4/3) / 1/8) / 3/7) * 6/7)
[779692] ['1/6', '1/8', '3/7', '4/3', '7/4'] -> (((3/7 * 4/3) / (1/6 - 1/8)) * 7/4)
[779694] ['1/6', '1/8', '3/7', '4/3', '7/6'] -> ((((1/6 + 4/3) / 1/8) / 3/7) / 7/6)
[779695] ['1/6', '1/8', '3/7', '4/3', '7/8'] -> (7/8 / (((1/6 * 1/8) / 3/7) / 4/3))
[779700] ['1/6', '1/8', '3/7', '4/3', '8/9'] -> ((4/3 / (1/8 - (1/6 * 3/7))) - 8/9)
[779726] ['1/6', '1/8', '3/7', '4/5', '8/5'] -> (8/5 / (((1/8 * 4/5) / 3/7) - 1/6))
[779735] ['1/6', '1/8', '3/7', '4/7', '4/9'] -> ((4/7 / (1/8 - (1/6 * 3/7))) / 4/9)
[779737] ['1/6', '1/8', '3/7', '4/7', '5/3'] -> ((3/7 / (1/8 - (1/6 * 4/7))) * 5/3)
[779738] ['1/6', '1/8', '3/7', '4/7', '5/4'] -> (((3/7 + (4/7 / 1/8)) / 1/6) / 5/4)
[779739] ['1/6', '1/8', '3/7', '4/7', '5/6'] -> ((((3/7 / 1/6) / 1/8) - 4/7) / 5/6)
[779740] ['1/6', '1/8', '3/7', '4/7', '5/7'] -> ((((3/7 / 1/8) - 4/7) / 1/6) / 5/7)
[779743] ['1/6', '1/8', '3/7', '4/7', '6/5'] -> ((((3/7 / 1/6) / 1/8) - 4/7) * 6/5)
[779744] ['1/6', '1/8', '3/7', '4/7', '6/7'] -> ((((4/7 / 1/8) - 3/7) / 1/6) - 6/7)
[779746] ['1/6', '1/8', '3/7', '4/7', '7/3'] -> (7/3 / (((1/6 * 4/7) / 3/7) - 1/8))
[779748] ['1/6', '1/8', '3/7', '4/7', '7/5'] -> ((((3/7 / 1/8) - 4/7) / 1/6) * 7/5)
[779751] ['1/6', '1/8', '3/7', '4/7', '7/9'] -> (((3/7 + (4/7 / 1/6)) / 1/8) * 7/9)
[779754] ['1/6', '1/8', '3/7', '4/7', '8/7'] -> ((((3/7 / 1/6) + 4/7) / 1/8) - 8/7)
[779755] ['1/6', '1/8', '3/7', '4/7', '8/9'] -> ((((4/7 / 1/6) / 1/8) - 3/7) * 8/9)
[779757] ['1/6', '1/8', '3/7', '4/7', '9/4'] -> ((4/7 / (1/8 - (1/6 * 3/7))) * 9/4)
[779759] ['1/6', '1/8', '3/7', '4/7', '9/7'] -> (((3/7 + (4/7 / 1/6)) / 1/8) / 9/7)
[779760] ['1/6', '1/8', '3/7', '4/7', '9/8'] -> ((((4/7 / 1/6) / 1/8) - 3/7) / 9/8)
[779762] ['1/6', '1/8', '3/7', '4/9', '5/2'] -> (5/2 / (1/8 * ((1/6 / 3/7) + 4/9)))
[779763] ['1/6', '1/8', '3/7', '4/9', '5/3'] -> (5/3 / ((1/6 / 3/7) + (1/8 - 4/9)))
[779771] ['1/6', '1/8', '3/7', '4/9', '7/2'] -> (((1/6 / (4/9 - 3/7)) / 1/8) / 7/2)
[779780] ['1/6', '1/8', '3/7', '4/9', '8/7'] -> (8/7 / (3/7 * (1/6 - (1/8 * 4/9))))
[779791] ['1/6', '1/8', '3/7', '5/2', '5/7'] -> (((5/2 / (1/6 + 3/7)) / 1/8) * 5/7)
[779799] ['1/6', '1/8', '3/7', '5/2', '7/5'] -> (((5/2 / (1/6 + 3/7)) / 1/8) / 7/5)
[779800] ['1/6', '1/8', '3/7', '5/2', '7/6'] -> ((((1/6 * 3/7) + 5/2) / 1/8) * 7/6)
[779803] ['1/6', '1/8', '3/7', '5/2', '8/3'] -> ((3/7 + (5/2 / (1/6 + 1/8))) * 8/3)
[779806] ['1/6', '1/8', '3/7', '5/2', '8/9'] -> ((((1/6 / 3/7) + 5/2) / 1/8) + 8/9)
[779807] ['1/6', '1/8', '3/7', '5/2', '9/2'] -> (9/2 / ((1/6 * 3/7) * (1/8 + 5/2)))
[779808] ['1/6', '1/8', '3/7', '5/2', '9/4'] -> ((1/8 / ((3/7 / 5/2) - 1/6)) - 9/4)
[779815] ['1/6', '1/8', '3/7', '5/3', '5/7'] -> (5/7 / (((1/6 - 1/8) * 3/7) * 5/3))
[779821] ['1/6', '1/8', '3/7', '5/3', '7/3'] -> ((3/7 / ((1/8 * 5/3) - 1/6)) * 7/3)
[779824] ['1/6', '1/8', '3/7', '5/3', '7/6'] -> ((((5/3 - 1/6) / 1/8) / 3/7) / 7/6)
[779834] ['1/6', '1/8', '3/7', '5/3', '9/7'] -> (9/7 / ((3/7 - (1/8 * 5/3)) - 1/6))
[779837] ['1/6', '1/8', '3/7', '5/4', '5/6'] -> ((((5/4 / 1/8) / 3/7) - 1/6) + 5/6)
[779851] ['1/6', '1/8', '3/7', '5/4', '8/5'] -> (8/5 / (((1/8 / 3/7) / 5/4) - 1/6))
[779860] ['1/6', '1/8', '3/7', '5/6', '5/7'] -> (5/7 / (1/8 * ((5/6 - 1/6) - 3/7)))
[779865] ['1/6', '1/8', '3/7', '5/6', '7/2'] -> (7/2 / ((1/6 - (1/8 * 5/6)) / 3/7))
[779868] ['1/6', '1/8', '3/7', '5/6', '7/5'] -> (7/5 / (((1/6 * 1/8) / 3/7) / 5/6))
[779871] ['1/6', '1/8', '3/7', '5/6', '7/9'] -> ((3/7 / ((1/6 * 5/6) - 1/8)) * 7/9)
[779876] ['1/6', '1/8', '3/7', '5/6', '9/2'] -> (9/2 / (1/6 * ((1/8 / 3/7) + 5/6)))
[779883] ['1/6', '1/8', '3/7', '5/7', '5/9'] -> ((5/7 / (1/8 - (1/6 * 3/7))) / 5/9)
[779884] ['1/6', '1/8', '3/7', '5/7', '6/5'] -> ((((3/7 / 1/6) / 1/8) / 5/7) / 6/5)
[779885] ['1/6', '1/8', '3/7', '5/7', '6/7'] -> ((((3/7 / 1/8) + 5/7) / 1/6) - 6/7)
[779888] ['1/6', '1/8', '3/7', '5/7', '7/4'] -> ((((5/7 - 3/7) / 1/6) / 1/8) * 7/4)
[779889] ['1/6', '1/8', '3/7', '5/7', '7/5'] -> (7/5 / ((1/8 / 3/7) - (1/6 / 5/7)))
[779891] ['1/6', '1/8', '3/7', '5/7', '7/8'] -> (7/8 / ((1/6 - 1/8) / (3/7 + 5/7)))
[779892] ['1/6', '1/8', '3/7', '5/7', '7/9'] -> ((((5/7 / 1/6) - 3/7) / 1/8) * 7/9)
[779895] ['1/6', '1/8', '3/7', '5/7', '8/7'] -> (8/7 / ((1/6 - 1/8) * (3/7 + 5/7)))
[779897] ['1/6', '1/8', '3/7', '5/7', '9/2'] -> (9/2 / (1/8 * ((5/7 / 3/7) - 1/6)))
[779899] ['1/6', '1/8', '3/7', '5/7', '9/5'] -> ((5/7 / (1/8 - (1/6 * 3/7))) * 9/5)
[779900] ['1/6', '1/8', '3/7', '5/7', '9/7'] -> ((((5/7 / 1/6) - 3/7) / 1/8) / 9/7)
[779910] ['1/6', '1/8', '3/7', '5/8', '7/6'] -> ((3/7 / (1/8 - (1/6 * 5/8))) * 7/6)
[779911] ['1/6', '1/8', '3/7', '5/8', '7/8'] -> (7/8 / (1/6 / ((5/8 / 1/8) - 3/7)))
[779913] ['1/6', '1/8', '3/7', '5/8', '8/3'] -> (8/3 / ((5/8 - (1/6 / 3/7)) - 1/8))
[779915] ['1/6', '1/8', '3/7', '5/8', '8/7'] -> (8/7 / ((3/7 * (5/8 - 1/8)) - 1/6))
[779917] ['1/6', '1/8', '3/7', '5/8', '9/2'] -> (9/2 / ((1/8 / 3/7) - (1/6 * 5/8)))
[779925] ['1/6', '1/8', '3/7', '5/9', '7/2'] -> ((1/6 / ((5/9 - 1/8) - 3/7)) / 7/2)
[779926] ['1/6', '1/8', '3/7', '5/9', '7/3'] -> (7/3 / ((5/9 - (1/8 / 3/7)) - 1/6))
[779929] ['1/6', '1/8', '3/7', '5/9', '7/6'] -> (7/6 / ((1/6 * 3/7) * (1/8 + 5/9)))
[779938] ['1/6', '1/8', '3/7', '5/9', '9/5'] -> (9/5 / (3/7 * ((1/6 / 5/9) - 1/8)))
[779939] ['1/6', '1/8', '3/7', '5/9', '9/7'] -> (9/7 / ((1/6 + 1/8) - (3/7 * 5/9)))
[779943] ['1/6', '1/8', '3/7', '6/5', '7/2'] -> (7/2 / ((1/6 - (1/8 / 6/5)) / 3/7))
[779946] ['1/6', '1/8', '3/7', '6/5', '7/5'] -> (7/5 / (((1/6 * 1/8) * 6/5) / 3/7))
[779949] ['1/6', '1/8', '3/7', '6/5', '7/9'] -> ((3/7 / ((1/6 / 6/5) - 1/8)) * 7/9)
[779957] ['1/6', '1/8', '3/7', '6/5', '9/7'] -> ((3/7 / ((1/6 / 6/5) - 1/8)) / 9/7)
[779962] ['1/6', '1/8', '3/7', '6/7', '7/4'] -> ((((3/7 / 1/6) - 6/7) / 1/8) * 7/4)
[779966] ['1/6', '1/8', '3/7', '6/7', '7/9'] -> (((3/7 + 6/7) / (1/6 - 1/8)) * 7/9)
[779981] ['1/6', '1/8', '3/7', '7/2', '7/8'] -> (7/8 / (1/8 / (7/2 - (1/6 * 3/7))))
[779986] ['1/6', '1/8', '3/7', '7/2', '8/9'] -> (((7/2 - (1/6 / 3/7)) / 1/8) - 8/9)
[779987] ['1/6', '1/8', '3/7', '7/2', '9/2'] -> (9/2 / ((1/8 - (1/6 * 3/7)) * 7/2))
[779988] ['1/6', '1/8', '3/7', '7/2', '9/4'] -> ((((3/7 * 7/2) - 1/6) / 1/8) * 9/4)
[779989] ['1/6', '1/8', '3/7', '7/2', '9/5'] -> (((1/6 + (3/7 * 7/2)) / 1/8) * 9/5)
[779990] ['1/6', '1/8', '3/7', '7/2', '9/7'] -> (9/7 / (((1/8 * 7/2) - 3/7) / 1/6))
[780002] ['1/6', '1/8', '3/7', '7/3', '9/2'] -> (9/2 / (1/6 * (1/8 + (3/7 * 7/3))))
[780021] ['1/6', '1/8', '3/7', '7/5', '7/5'] -> (7/5 / ((1/8 / 3/7) - (1/6 * 7/5)))
[780031] ['1/6', '1/8', '3/7', '7/5', '9/5'] -> (9/5 / ((1/8 - (1/6 * 3/7)) * 7/5))
[780034] ['1/6', '1/8', '3/7', '7/6', '7/6'] -> ((3/7 / (1/6 - (1/8 * 7/6))) * 7/6)
[780048] ['1/6', '1/8', '3/7', '7/8', '8/3'] -> (((3/7 * 7/8) / (1/6 - 1/8)) * 8/3)
[780049] ['1/6', '1/8', '3/7', '7/8', '8/5'] -> ((((7/8 / 3/7) - 1/6) / 1/8) * 8/5)
[780050] ['1/6', '1/8', '3/7', '7/8', '8/7'] -> (8/7 / (1/6 * (3/7 - (1/8 / 7/8))))
[780052] ['1/6', '1/8', '3/7', '7/8', '9/2'] -> (9/2 / (1/8 + ((1/6 * 3/7) * 7/8)))
[780056] ['1/6', '1/8', '3/7', '7/8', '9/8'] -> (9/8 / ((1/8 - (1/6 * 3/7)) * 7/8))
[780065] ['1/6', '1/8', '3/7', '7/9', '9/7'] -> (9/7 / (3/7 - ((1/6 + 1/8) / 7/9)))
[780079] ['1/6', '1/8', '3/7', '8/5', '9/2'] -> (9/2 / ((1/8 / 3/7) - (1/6 / 8/5)))
[780084] ['1/6', '1/8', '3/7', '8/7', '8/7'] -> (8/7 / (1/6 * (3/7 - (1/8 * 8/7))))
[780085] ['1/6', '1/8', '3/7', '8/7', '8/9'] -> (((8/7 / (1/6 - 1/8)) - 3/7) * 8/9)
[780086] ['1/6', '1/8', '3/7', '8/7', '9/2'] -> (9/2 / (1/8 + ((1/6 * 3/7) / 8/7)))
[780100] ['1/6', '1/8', '3/7', '9/2', '9/7'] -> (9/7 / ((1/8 + (3/7 / 9/2)) - 1/6))
[780106] ['1/6', '1/8', '3/7', '9/5', '9/5'] -> (9/5 / (3/7 * ((1/6 * 9/5) - 1/8)))
[780107] ['1/6', '1/8', '3/7', '9/5', '9/7'] -> (9/7 / ((1/6 + 1/8) - (3/7 / 9/5)))
[780120] ['1/6', '1/8', '3/8', '3/8', '5/6'] -> ((1/6 + 5/6) / (3/8 - (1/8 / 3/8)))
[780123] ['1/6', '1/8', '3/8', '3/8', '5/9'] -> (((1/6 + 3/8) / 1/8) / (5/9 - 3/8))
[780127] ['1/6', '1/8', '3/8', '3/8', '7/3'] -> (7/3 / ((1/6 / (3/8 + 3/8)) - 1/8))
[780131] ['1/6', '1/8', '3/8', '3/8', '7/8'] -> ((((3/8 / 1/6) + 3/8) / 1/8) / 7/8)
[780134] ['1/6', '1/8', '3/8', '3/8', '8/5'] -> ((((3/8 / 1/6) - 3/8) / 1/8) * 8/5)
[780135] ['1/6', '1/8', '3/8', '3/8', '8/7'] -> ((((3/8 / 1/6) + 3/8) / 1/8) * 8/7)
[780147] ['1/6', '1/8', '3/8', '4/3', '5/3'] -> ((5/3 - 1/6) / ((1/8 * 3/8) * 4/3))
[780154] ['1/6', '1/8', '3/8', '4/3', '6/7'] -> ((((4/3 / 1/8) - 1/6) / 3/8) * 6/7)
[780155] ['1/6', '1/8', '3/8', '4/3', '7/2'] -> (7/2 / (((1/6 + 1/8) * 3/8) * 4/3))
[780156] ['1/6', '1/8', '3/8', '4/3', '7/3'] -> (((1/8 + (4/3 / 1/6)) / 3/8) + 7/3)
[780159] ['1/6', '1/8', '3/8', '4/3', '7/6'] -> ((((4/3 / 1/8) - 1/6) / 3/8) / 7/6)
[780163] ['1/6', '1/8', '3/8', '4/3', '8/5'] -> ((((1/6 + 3/8) + 4/3) / 1/8) * 8/5)
[780167] ['1/6', '1/8', '3/8', '4/3', '9/4'] -> (9/4 / (3/8 * (1/8 + (1/6 / 4/3))))
[780175] ['1/6', '1/8', '3/8', '4/5', '5/3'] -> ((((3/8 * 4/5) / 1/6) / 1/8) * 5/3)
[780183] ['1/6', '1/8', '3/8', '4/5', '7/2'] -> (7/2 / (((3/8 - 1/8) / 4/5) - 1/6))
[780185] ['1/6', '1/8', '3/8', '4/5', '7/4'] -> (7/4 / (1/8 * (3/8 + (1/6 / 4/5))))
[780186] ['1/6', '1/8', '3/8', '4/5', '7/5'] -> (7/5 / (1/8 * (1/6 + (3/8 * 4/5))))
[780188] ['1/6', '1/8', '3/8', '4/5', '7/8'] -> (7/8 / (1/6 * (3/8 - (1/8 / 4/5))))
[780195] ['1/6', '1/8', '3/8', '4/5', '9/4'] -> (9/4 / ((1/8 / 4/5) - (1/6 * 3/8)))
[780196] ['1/6', '1/8', '3/8', '4/5', '9/5'] -> (9/5 / (1/8 - ((1/6 * 3/8) * 4/5)))
[780198] ['1/6', '1/8', '3/8', '4/5', '9/8'] -> (9/8 / (1/8 - ((1/6 * 3/8) / 4/5)))
[780206] ['1/6', '1/8', '3/8', '4/7', '5/8'] -> (5/8 / (1/6 * (3/8 - (1/8 / 4/7))))
[780211] ['1/6', '1/8', '3/8', '4/7', '7/3'] -> ((((3/8 * 4/7) / 1/6) / 1/8) * 7/3)
[780212] ['1/6', '1/8', '3/8', '4/7', '7/4'] -> (((4/7 / (3/8 - 1/8)) / 1/6) * 7/4)
[780221] ['1/6', '1/8', '3/8', '4/7', '9/2'] -> (((3/8 + (1/6 / 4/7)) / 1/8) * 9/2)
[780222] ['1/6', '1/8', '3/8', '4/7', '9/4'] -> (9/4 / ((1/8 / 1/6) - (3/8 / 4/7)))
[780227] ['1/6', '1/8', '3/8', '4/9', '5/2'] -> (5/2 / ((3/8 * (1/6 + 4/9)) - 1/8))
[780229] ['1/6', '1/8', '3/8', '4/9', '5/4'] -> (((1/6 / (4/9 - 3/8)) / 1/8) * 5/4)
[780237] ['1/6', '1/8', '3/8', '4/9', '7/3'] -> (7/3 / (1/8 - ((1/6 * 3/8) * 4/9)))
[780238] ['1/6', '1/8', '3/8', '4/9', '7/4'] -> (7/4 / ((1/6 + (1/8 / 4/9)) - 3/8))
[780249] ['1/6', '1/8', '3/8', '4/9', '9/5'] -> (9/5 / ((1/8 / (4/9 - 1/6)) - 3/8))
[780253] ['1/6', '1/8', '3/8', '5/2', '5/3'] -> ((5/2 / (1/8 - (1/6 * 3/8))) / 5/3)
[780255] ['1/6', '1/8', '3/8', '5/2', '5/6'] -> ((1/6 + ((3/8 + 5/2) / 1/8)) + 5/6)
[780257] ['1/6', '1/8', '3/8', '5/2', '5/8'] -> ((5/2 / ((1/8 / 3/8) - 1/6)) / 5/8)
[780258] ['1/6', '1/8', '3/8', '5/2', '5/9'] -> ((5/2 / (1/8 + (1/6 * 3/8))) / 5/9)
[780260] ['1/6', '1/8', '3/8', '5/2', '6/7'] -> (6/7 / ((3/8 / (5/2 - 1/6)) - 1/8))
[780265] ['1/6', '1/8', '3/8', '5/2', '7/6'] -> ((((3/8 + 5/2) / 1/8) - 1/6) + 7/6)
[780270] ['1/6', '1/8', '3/8', '5/2', '8/7'] -> (((5/2 / (1/6 + 1/8)) / 3/8) + 8/7)
[780273] ['1/6', '1/8', '3/8', '5/2', '9/4'] -> (((1/6 + 5/2) / (3/8 - 1/8)) * 9/4)
[780277] ['1/6', '1/8', '3/8', '5/3', '5/3'] -> (((5/3 / (3/8 - 1/8)) / 1/6) / 5/3)
[780278] ['1/6', '1/8', '3/8', '5/3', '5/4'] -> ((((3/8 * 5/3) / 1/6) / 1/8) / 5/4)
[780284] ['1/6', '1/8', '3/8', '5/3', '6/7'] -> ((((3/8 / 1/8) + 5/3) / 1/6) * 6/7)
[780287] ['1/6', '1/8', '3/8', '5/3', '7/4'] -> (7/4 / (1/8 * ((3/8 / 1/6) - 5/3)))
[780288] ['1/6', '1/8', '3/8', '5/3', '7/5'] -> (7/5 / (1/6 * (1/8 + (3/8 / 5/3))))
[780289] ['1/6', '1/8', '3/8', '5/3', '7/6'] -> ((((3/8 / 1/8) + 5/3) / 1/6) / 7/6)
[780295] ['1/6', '1/8', '3/8', '5/3', '8/9'] -> (((1/8 + (5/3 / 1/6)) / 3/8) * 8/9)
[780300] ['1/6', '1/8', '3/8', '5/3', '9/8'] -> (((1/8 + (5/3 / 1/6)) / 3/8) / 9/8)
[780302] ['1/6', '1/8', '3/8', '5/4', '5/6'] -> ((5/4 / (1/8 - (1/6 * 3/8))) / 5/6)
[780306] ['1/6', '1/8', '3/8', '5/4', '6/5'] -> ((5/4 / (1/8 - (1/6 * 3/8))) * 6/5)
[780311] ['1/6', '1/8', '3/8', '5/4', '7/5'] -> (7/5 / (1/8 * (1/6 + (3/8 / 5/4))))
[780315] ['1/6', '1/8', '3/8', '5/4', '8/3'] -> ((((3/8 + 5/4) - 1/8) / 1/6) * 8/3)
[780320] ['1/6', '1/8', '3/8', '5/4', '9/4'] -> (9/4 / ((1/8 * 5/4) - (1/6 * 3/8)))
[780321] ['1/6', '1/8', '3/8', '5/4', '9/5'] -> (9/5 / (1/8 - ((1/6 * 3/8) / 5/4)))
[780323] ['1/6', '1/8', '3/8', '5/4', '9/8'] -> (9/8 / (1/8 - ((1/6 * 3/8) * 5/4)))
[780324] ['1/6', '1/8', '3/8', '5/6', '5/6'] -> (((5/6 / (3/8 - 1/8)) / 1/6) / 5/6)
[780326] ['1/6', '1/8', '3/8', '5/6', '5/8'] -> ((((3/8 * 5/6) / 1/6) / 1/8) / 5/8)
[780327] ['1/6', '1/8', '3/8', '5/6', '5/9'] -> ((5/6 / (1/8 - (1/6 * 3/8))) / 5/9)
[780331] ['1/6', '1/8', '3/8', '5/6', '7/3'] -> (7/3 / (1/6 * ((1/8 + 5/6) - 3/8)))
[780333] ['1/6', '1/8', '3/8', '5/6', '7/5'] -> (7/5 / ((3/8 - (1/8 / 5/6)) - 1/6))
[780335] ['1/6', '1/8', '3/8', '5/6', '7/8'] -> (7/8 / (1/8 * ((5/6 - 1/6) - 3/8)))
[780338] ['1/6', '1/8', '3/8', '5/6', '8/5'] -> ((((3/8 * 5/6) / 1/6) / 1/8) * 8/5)
[780340] ['1/6', '1/8', '3/8', '5/6', '8/9'] -> ((3/8 / ((1/6 * 5/6) - 1/8)) * 8/9)
[780343] ['1/6', '1/8', '3/8', '5/6', '9/5'] -> ((5/6 / (1/8 - (1/6 * 3/8))) * 9/5)
[780346] ['1/6', '1/8', '3/8', '5/7', '5/7'] -> (5/7 / ((1/6 * (3/8 - 1/8)) * 5/7))
[780350] ['1/6', '1/8', '3/8', '5/7', '6/7'] -> (6/7 / (1/6 * ((5/7 - 1/8) - 3/8)))
[780353] ['1/6', '1/8', '3/8', '5/7', '7/4'] -> ((((3/8 / 1/8) - 5/7) / 1/6) * 7/4)
[780354] ['1/6', '1/8', '3/8', '5/7', '7/5'] -> (7/5 / ((1/6 * (3/8 - 1/8)) / 5/7))
[780356] ['1/6', '1/8', '3/8', '5/7', '7/8'] -> (7/8 / ((1/8 * (3/8 - 1/6)) / 5/7))
[780359] ['1/6', '1/8', '3/8', '5/7', '8/5'] -> (8/5 / (1/6 * ((3/8 / 5/7) - 1/8)))
[780367] ['1/6', '1/8', '3/8', '5/8', '5/8'] -> (((5/8 / (3/8 - 1/8)) / 1/6) / 5/8)
[780369] ['1/6', '1/8', '3/8', '5/8', '6/5'] -> ((((3/8 / 1/6) / 1/8) / 5/8) / 6/5)
[780373] ['1/6', '1/8', '3/8', '5/8', '7/4'] -> (7/4 / ((1/6 + 1/8) * (5/8 - 3/8)))
[780375] ['1/6', '1/8', '3/8', '5/8', '7/6'] -> (7/6 / (1/6 * (5/8 - (1/8 / 3/8))))
[780381] ['1/6', '1/8', '3/8', '5/8', '8/9'] -> ((((5/8 / 1/6) - 3/8) / 1/8) * 8/9)
[780387] ['1/6', '1/8', '3/8', '5/9', '5/9'] -> (((5/9 / (3/8 - 1/8)) / 1/6) / 5/9)
[780388] ['1/6', '1/8', '3/8', '5/9', '6/5'] -> (6/5 / ((1/6 / 5/9) - (3/8 - 1/8)))
[780390] ['1/6', '1/8', '3/8', '5/9', '7/2'] -> (7/2 / ((3/8 * (1/6 + 5/9)) - 1/8))
[780392] ['1/6', '1/8', '3/8', '5/9', '7/4'] -> (7/4 / (3/8 * ((1/8 / 1/6) - 5/9)))
[780395] ['1/6', '1/8', '3/8', '5/9', '7/8'] -> (7/8 / (3/8 * (1/6 - (1/8 * 5/9))))
[780400] ['1/6', '1/8', '3/8', '5/9', '8/9'] -> (8/9 / (1/6 * (5/9 - (1/8 / 3/8))))
[780411] ['1/6', '1/8', '3/8', '6/5', '7/5'] -> (7/5 / ((3/8 - (1/8 * 6/5)) - 1/6))
[780412] ['1/6', '1/8', '3/8', '6/5', '7/6'] -> (7/6 / (((3/8 - 1/6) / 6/5) - 1/8))
[780416] ['1/6', '1/8', '3/8', '6/5', '8/5'] -> ((((3/8 / 1/6) / 1/8) / 6/5) * 8/5)
[780418] ['1/6', '1/8', '3/8', '6/5', '8/9'] -> ((3/8 / ((1/6 / 6/5) - 1/8)) * 8/9)
[780423] ['1/6', '1/8', '3/8', '6/5', '9/8'] -> ((3/8 / ((1/6 / 6/5) - 1/8)) / 9/8)
[780425] ['1/6', '1/8', '3/8', '6/7', '7/2'] -> (7/2 / (((3/8 / 6/7) - 1/6) - 1/8))
[780427] ['1/6', '1/8', '3/8', '6/7', '7/4'] -> ((6/7 / (1/8 - (1/6 * 3/8))) * 7/4)
[780429] ['1/6', '1/8', '3/8', '6/7', '7/6'] -> (((6/7 / (3/8 - 1/8)) / 1/6) * 7/6)
[780442] ['1/6', '1/8', '3/8', '7/2', '7/3'] -> ((((1/6 + 7/2) - 3/8) / 1/8) - 7/3)
[780446] ['1/6', '1/8', '3/8', '7/2', '7/8'] -> ((7/2 / ((1/8 / 3/8) - 1/6)) / 7/8)
[780450] ['1/6', '1/8', '3/8', '7/2', '8/7'] -> ((7/2 / ((1/8 / 3/8) - 1/6)) * 8/7)
[780455] ['1/6', '1/8', '3/8', '7/2', '9/7'] -> (9/7 / ((1/8 + (1/6 * 3/8)) / 7/2))
[780457] ['1/6', '1/8', '3/8', '7/3', '7/3'] -> (((7/3 / (3/8 - 1/8)) / 1/6) / 7/3)
[780458] ['1/6', '1/8', '3/8', '7/3', '7/4'] -> ((((3/8 * 7/3) / 1/6) / 1/8) / 7/4)
[780467] ['1/6', '1/8', '3/8', '7/3', '9/2'] -> ((((1/8 + 3/8) / 1/6) + 7/3) * 9/2)
[780472] ['1/6', '1/8', '3/8', '7/4', '7/4'] -> (((7/4 / (3/8 - 1/8)) / 1/6) / 7/4)
[780474] ['1/6', '1/8', '3/8', '7/4', '7/6'] -> ((7/4 / (1/8 - (1/6 * 3/8))) / 7/6)
[780481] ['1/6', '1/8', '3/8', '7/4', '9/2'] -> (((3/8 + (1/6 * 7/4)) / 1/8) * 9/2)
[780482] ['1/6', '1/8', '3/8', '7/4', '9/4'] -> (9/4 / ((1/8 / 1/6) - (3/8 * 7/4)))
[780484] ['1/6', '1/8', '3/8', '7/4', '9/7'] -> (9/7 / (((1/8 / 1/6) / 7/4) - 3/8))
[780486] ['1/6', '1/8', '3/8', '7/5', '7/5'] -> (((7/5 / (3/8 - 1/8)) / 1/6) / 7/5)
[780488] ['1/6', '1/8', '3/8', '7/5', '7/8'] -> (7/8 / ((1/8 * (3/8 - 1/6)) * 7/5))
[780492] ['1/6', '1/8', '3/8', '7/5', '8/7'] -> (8/7 / (1/6 * (3/8 - (1/8 / 7/5))))
[780499] ['1/6', '1/8', '3/8', '7/6', '7/6'] -> (((7/6 / (3/8 - 1/8)) / 1/6) / 7/6)
[780506] ['1/6', '1/8', '3/8', '7/6', '9/2'] -> (((1/6 + 7/6) / (3/8 - 1/8)) * 9/2)
[780514] ['1/6', '1/8', '3/8', '7/8', '8/5'] -> (8/5 / (1/6 - (1/8 / (3/8 + 7/8))))
[780515] ['1/6', '1/8', '3/8', '7/8', '8/7'] -> (((7/8 / (3/8 - 1/8)) / 1/6) * 8/7)
[780520] ['1/6', '1/8', '3/8', '7/8', '9/7'] -> (9/7 / (1/8 - ((1/6 * 3/8) / 7/8)))
[780522] ['1/6', '1/8', '3/8', '7/9', '7/9'] -> (7/9 / ((1/6 * (3/8 - 1/8)) * 7/9))
[780525] ['1/6', '1/8', '3/8', '7/9', '8/7'] -> (8/7 / ((3/8 - (1/8 / 7/9)) - 1/6))
[780526] ['1/6', '1/8', '3/8', '7/9', '8/9'] -> (8/9 / (((3/8 - 1/6) * 7/9) - 1/8))
