[8952] ['1/4', '4/5', '7/3', '3', '7'] -> 3 + 7/3 * (1/4 + 7 / 4/5)
[9206] ['1/8', '5/9', '6/7', '3', '8'] -> 6/7 * (5/9 + 3) * (8 - 1/8)
[9207] ['1/5', '3/7', '7/9', '3', '5'] -> 5 / 1/5 - 3 * 3/7 * 7/9
[9208] ['1/9', '3/7', '5/9', '7', '9'] -> 9 + 5/9 * 7 / (1/9 / 3/7)
[9209] ['7/9', '8/5', '2', '7/3', '5'] -> 8/5 / (2 / 5 - 7/9 / 7/3)
[9210] ['1/4', '6/5', '7/5', '3', '7'] -> (6/5 / 3 - (7/5 - 7)) / 1/4
[9211] ['2/9', '5/6', '5/4', '4', '6'] -> 4 / (5/4 / 5/6 - 2/9 * 6)
[9212] ['1/8', '5/9', '7/8', '3', '8'] -> (8 + 7/8 / 1/8) / 5/9 - 3
[9213] ['5/7', '3/2', '3/2', '4', '9'] -> 4 * (5/7 * (3/2 + 9) - 3/2)
[9214] ['4/7', '1', '5/3', '9/5', '4'] -> 5/3 * 9/5 * (1 + 4 / 4/7)
[9215] ['1/9', '2/7', '9/8', '2', '3'] -> 9/8 * 3 * (1/9 + 2 / 2/7)
[9216] ['4/7', '1', '5/3', '9/4', '4'] -> 9/4 * (4 / (4/7 / 5/3) - 1)
[9217] ['3/7', '7/9', '9/5', '6', '8'] -> 8 * (6 / 9/5 - 3/7 * 7/9)
[9218] ['4/7', '7/5', '7/3', '3', '6'] -> (7/5 + 7/3) * (3 + 4/7 * 6)
[9219] ['5/8', '8/9', '9/7', '3', '3'] -> (8/9 + 3) * 3 / (5/8 / 9/7)
[9220] ['2/9', '5/6', '7/5', '4', '6'] -> 4 / (2/9 * 6 - 5/6 * 7/5)
[9221] ['1/9', '3/7', '5/8', '7', '9'] -> 9 / (5/8 / (1/9 * 7) - 3/7)
[9222] ['8/9', '9/5', '9/4', '3', '5'] -> 8/9 * 9/4 * (3 + 9/5 * 5)
[9223] ['1/9', '2/7', '7/6', '2', '3'] -> 3 + (2 + 2/7 * 7/6) / 1/9
[9224] ['3/7', '4/5', '5/6', '3', '4'] -> 5/6 * (4/5 + 4 / (3/7 / 3))
[9225] ['4/7', '1', '5/3', '5/2', '4'] -> 4 / (5/3 / (4/7 * 5/2) - 1)
[9226] ['8/9', '9/5', '7/3', '3', '5'] -> 9/5 * 5 / (3 - 7/3 / 8/9)
[9227] ['1/9', '3/8', '3/7', '2', '8'] -> 3/7 * (8 + 2 / (1/9 * 3/8))
[9228] ['5/7', '3/2', '7/4', '4', '9'] -> 4 / (5/7 * 7/4) * (9 - 3/2)
[9229] ['7/9', '5/3', '5/3', '2', '5'] -> (2 + 5 * (5/3 + 5/3)) / 7/9
[9230] ['1/9', '2/7', '6/5', '2', '3'] -> 6/5 * (3 / 1/9 - 2 / 2/7)
[9231] ['1/9', '3/7', '3/4', '7', '9'] -> (7 / (1/9 / 3/7) - 9) / 3/4
[9232] ['8/9', '9/5', '5/2', '3', '5'] -> 5/2 * (8/9 * 9/5 + 3 + 5)
[9233] ['1/4', '9/7', '7/5', '3', '7'] -> (3 / 7/5 - 9/7) / (1/4 / 7)
[9234] ['1/5', '3/7', '7/6', '3', '5'] -> 5 / (1/5 * 7/6) - (3/7 - 3)
[9235] ['1/9', '2/7', '5/4', '2', '3'] -> 2 / (5/4 - 3 * 1/9 / 2/7)
[9236] ['3/7', '7/9', '9/2', '6', '8'] -> (9/2 * 6 - 8) / 7/9 - 3/7
[9237] ['5/8', '8/9', '8/5', '3', '3'] -> 3 / (5/8 * 8/5 - 8/9) - 3
[9238] ['1/4', '9/7', '8/5', '3', '7'] -> 8/5 * 7 * (9/7 / 1/4 - 3)
[9239] ['1/8', '5/9', '3/2', '3', '8'] -> 3/2 / (1/8 - 5/9 / 8) - 3
[9240] ['7/9', '5/3', '9/5', '2', '5'] -> 2 + (7/9 + 5/3) * 9/5 * 5
[9241] ['1/5', '3/7', '5/4', '3', '5'] -> (3 / (1/5 * 3/7) - 5) / 5/4
[9242] ['1/9', '3/8', '3/5', '2', '8'] -> 3/5 * (2 / (1/9 * 3/8) - 8)
[9243] ['1/9', '3/7', '5/6', '7', '9'] -> 9 * (3/7 - 1/9) / (5/6 / 7)
[9244] ['1/8', '5/9', '7/4', '3', '8'] -> (1/8 + 7/4) / (5/9 / 8) - 3
[9245] ['4/7', '1', '7/4', '7/3', '4'] -> 7/3 * (1 + 4 * (4/7 + 7/4))
[9246] ['1/9', '3/7', '8/7', '7', '9'] -> 3/7 / 8/7 * 9 * (1/9 + 7)
[9247] ['5/7', '3/2', '5/2', '4', '9'] -> 5/7 * 4 * (9 - 3/2 / 5/2)
[9248] ['1/5', '3/7', '3/2', '3', '5'] -> (1/5 + 3 / 3/7) / (3/2 / 5)
[9249] ['1/5', '1', '9/7', '8/3', '8'] -> 9/7 * 8 * (1 / 1/5 - 8/3)
[9250] ['4/7', '1', '7/4', '8/3', '4'] -> 8/3 * (1 + 7/4 * (4/7 + 4))
[9251] ['1/5', '3/7', '7/4', '3', '5'] -> 7/4 * (3 + 5 / (1/5 / 3/7))
[9252] ['4/7', '8/5', '5/3', '3', '6'] -> 5/3 * (6 + 3 / (4/7 / 8/5))
[9253] ['1/8', '5/9', '3', '7/2', '8'] -> 8 / (3 / (7/2 - 1/8) - 5/9)
[9254] ['3/7', '4/5', '7/6', '6', '8'] -> (6 + 8 / 7/6) / (3/7 / 4/5)
[9255] ['5/7', '8/5', '8/5', '4', '9'] -> 8/5 * (9 / 5/7 - (8/5 - 4))
[9256] ['1/9', '3/8', '8/7', '2', '8'] -> 8/7 * (3/8 * 8 + 2 / 1/9)
[9257] ['3/7', '4/5', '5/4', '3', '4'] -> 4 * (3 / 3/7 - 4/5 * 5/4)
[9258] ['1/5', '3/7', '9/4', '3', '5'] -> 3 / (1/5 - 3/7 / 5) - 9/4
[9259] ['4/7', '8/5', '7/4', '3', '6'] -> 8/5 * 3 * (6 - 4/7 * 7/4)
[9260] ['7/9', '7/4', '9/5', '2', '5'] -> (7/4 + 2) * (5 + 7/9 * 9/5)
[9261] ['5/7', '8/5', '7/4', '4', '9'] -> 8/5 + (9 + 7/4 * 4) / 5/7
[9262] ['2/9', '6/7', '3/2', '4', '6'] -> (6 / (3/2 - 6/7) - 4) / 2/9
[9263] ['3/7', '4/5', '3/2', '6', '8'] -> 6 / (3/7 * 4/5) - (3/2 - 8)
[9264] ['4/7', '1', '9/5', '5/2', '4'] -> 5/2 * (1 + 9/5) * (4 - 4/7)
[9265] ['5/7', '8/5', '9/5', '4', '9'] -> (8/5 + 4) * (9 / 9/5 - 5/7)
[9266] ['2/9', '6/7', '8/5', '4', '6'] -> 8/5 * (4 / (2/9 * 6/7) - 6)
[9267] ['1/5', '3/7', '5/2', '3', '5'] -> (5 + 3 / 3/7) / (1/5 * 5/2)
[9268] ['1/5', '1', '4/3', '7/3', '8'] -> (1/5 + 1) * (4/3 + 7/3 * 8)
[9269] ['9/8', '9/8', '9/8', '3', '5'] -> 5 / (3 / (9/8 + 9/8) - 9/8)
[9270] ['4/7', '8/5', '7/3', '3', '6'] -> 8/5 * 7/3 * (3 + 4/7 * 6)
[9271] ['1/9', '3/8', '8/5', '2', '8'] -> 8/5 * (2 / 1/9 - 3/8 * 8)
[9272] ['3/7', '4/5', '5/3', '6', '8'] -> 3/7 * 6 * (8 + 4/5 * 5/3)
[9273] ['5/7', '8/5', '9/4', '4', '9'] -> 8/5 + 4 * 9 / (5/7 * 9/4)
[9274] ['5/8', '9/8', '9/7', '3', '3'] -> (3 + 3) / (9/8 / 9/7 - 5/8)
[9275] ['3/7', '4/5', '5/3', '3', '4'] -> 3 * (4 / 3/7 - 4/5 * 5/3)
[9276] ['3/7', '4/5', '7/4', '6', '8'] -> 4/5 * 6 * (3/7 + 8 / 7/4)
[9277] ['1/5', '3/7', '3', '7/2', '5'] -> 3/7 * 7/2 * 5 * (1/5 + 3)
[9278] ['5/7', '8/5', '7/3', '4', '9'] -> (9 + 4 / 7/3) / (5/7 / 8/5)
[9279] ['1/4', '7/5', '7/3', '3', '7'] -> (3 + 7) / (7/3 * 1/4 / 7/5)
[9280] ['4/7', '8/5', '3', '9/2', '6'] -> (3 + 9/2) * (6 - 8/5 / 4/7)
[9281] ['5/8', '9/8', '8/5', '3', '3'] -> 3 / (3 / 8/5 - (5/8 + 9/8))
[9282] ['3/7', '4/5', '7/4', '3', '4'] -> 7/4 * 3 * (4 / 4/5 - 3/7)
[9283] ['2/9', '6/7', '9/4', '4', '6'] -> (6/7 + 6) * (4 - 2/9 * 9/4)
[9284] ['7/9', '9/5', '9/5', '2', '5'] -> 5 * (2 + 7/9 * (9/5 + 9/5))
[9285] ['1/8', '4/7', '5/6', '3', '8'] -> (3 + 8 / 4/7) / (5/6 - 1/8)
[9286] ['1/9', '3/7', '8/3', '7', '9'] -> 3/7 * 7 * (9 - 1/9) - 8/3
[9287] ['1/5', '3/7', '3', '9/2', '5'] -> 9/2 * (3 + 5 * 1/5 / 3/7)
[9288] ['3/7', '4/5', '9/4', '6', '8'] -> (9/4 - 3/7 / 4/5) * (6 + 8)
[9289] ['1/5', '1', '3/2', '7/4', '8'] -> 8 * (7/4 + 3/2 / (1/5 + 1))
[9290] ['7/9', '9/5', '2', '9/4', '5'] -> 2 + 9/4 * (7/9 + 9/5 * 5)
[9291] ['3/7', '4/5', '9/4', '3', '4'] -> (9/4 + 3) * (4 / 4/5 - 3/7)
[9292] ['1/4', '7/5', '3', '9/2', '7'] -> 3 / 1/4 / (7 / 7/5 - 9/2)
[9293] ['2/9', '6/7', '5/2', '4', '6'] -> 4 / 6/7 / (5/2 / 6 - 2/9)
[9294] ['1/9', '3/7', '9/2', '7', '9'] -> (9 + 3/7 * 7) / (1/9 * 9/2)
[9295] ['3/7', '4/5', '5/2', '6', '8'] -> 6 / 3/7 + 8 + 4/5 * 5/2
[9296] ['1/5', '4/9', '1/2', '3', '5'] -> 3 / (1/2 / 4/9 - 1/5 * 5)
[9297] ['9/8', '8/7', '8/7', '3', '5'] -> 8/7 * 8/7 * 3 * (9/8 + 5)
[9298] ['5/7', '5/3', '7/4', '4', '9'] -> 9 * (4 - 5/3 / (5/7 * 7/4))
[9299] ['4/7', '5/3', '8/3', '3', '6'] -> 5/3 * 6 + 3 / (4/7 / 8/3)
[9300] ['4/7', '1', '9/4', '7/2', '4'] -> (1 + 7/2 * 4) / 4/7 - 9/4
[9301] ['5/7', '5/3', '9/5', '4', '9'] -> (4 - 5/3) * (9 + 5/7 * 9/5)
[9302] ['1/5', '4/9', '4/7', '3', '5'] -> 5 * (3 / 4/7 - 1/5 / 4/9)
[9303] ['2/9', '7/8', '6/5', '4', '6'] -> (6 + 4 / (2/9 * 6/5)) / 7/8
[9304] ['4/7', '7/4', '9/5', '3', '6'] -> (9/5 + 3) * (6 - 4/7 * 7/4)
[9305] ['7/9', '2', '9/4', '9/4', '5'] -> (7/9 + 5) * (9/4 + 9/4) - 2
[9306] ['9/8', '8/7', '6/5', '3', '5'] -> 5 * (9/8 + (6/5 + 3) / 8/7)
[9307] ['3/7', '5/6', '5/6', '6', '8'] -> 3/7 * 8 * (6 + 5/6 / 5/6)
[9308] ['4/7', '1', '7/3', '7/3', '4'] -> 4 * (7/3 + 7/3 * (4/7 + 1))
[9309] ['1/5', '4/9', '3/5', '3', '5'] -> 5 * (3 + (1/5 + 3/5) / 4/9)
[9310] ['1/8', '4/7', '4/3', '3', '8'] -> (4/3 + 4/7 * 3) * (8 - 1/8)
[9311] ['7/9', '2', '9/4', '8/3', '5'] -> 2 / (9/4 - (7/9 + 5) / 8/3)
[9312] ['3/7', '5/6', '5/6', '3', '4'] -> 4 * (3 / 3/7 - 5/6 / 5/6)
[9313] ['5/7', '5/3', '8/3', '4', '9'] -> 4 * (9 - 5/3 / 5/7) - 8/3
[9314] ['1/9', '2/5', '5/7', '2', '8'] -> 5/7 * (2/5 + 8) + 2 / 1/9
[9315] ['4/7', '9/5', '9/4', '3', '6'] -> 6 * (3 / 4/7 - 9/4 / 9/5)
[9316] ['1/9', '4/9', '7/6', '7', '9'] -> (7/6 - (1/9 - 4/9)) * (7 + 9)
[9317] ['1/4', '5/3', '3', '7/2', '7'] -> 7 / 1/4 / (5/3 + 3 - 7/2)
[9318] ['5/7', '5/3', '7/2', '4', '9'] -> 9 / (5/7 / 5/3) / (7/2 / 4)
[9319] ['1/8', '4/7', '8/5', '3', '8'] -> (4/7 + 8) * (3 - 1/8 * 8/5)
[9320] ['1/5', '1', '7/4', '7/2', '8'] -> 8 * (1 / 1/5 - 7/2 / 7/4)
[9321] ['5/7', '5/3', '4', '9/2', '9'] -> 9/2 * ((9 - 4) / 5/7 - 5/3)
[9322] ['1/9', '2/5', '6/7', '2', '8'] -> 2/5 * 6/7 * (8 / 1/9 - 2)
[9323] ['4/7', '1', '4', '9/2', '9/2'] -> 4 * (9/2 / (1 - 4/7) - 9/2)
[9324] ['1/9', '4/9', '3/2', '7', '9'] -> (4/9 * 3/2 - (7 - 9)) / 1/9
[9325] ['3/7', '5/6', '8/9', '3', '4'] -> 4 / (3 - (8/9 + 5/6 / 3/7))
[9326] ['7/9', '2', '7/3', '5/2', '5'] -> (2 + 5/2) * (5 + 7/9 / 7/3)
[9327] ['9/8', '8/7', '5/3', '3', '5'] -> (3 + 5) / (5/3 / 8/7 - 9/8)
[9328] ['3/7', '5/6', '7/5', '6', '8'] -> 7/5 * 6 * 8 * 3/7 * 5/6
[9329] ['1/9', '4/9', '8/5', '7', '9'] -> 9 / (7 / 8/5 - 4/9 / 1/9)
[9330] ['1/5', '4/9', '5/6', '3', '5'] -> (3 + 5) / (4/9 / 5/6 - 1/5)
[9331] ['9/8', '8/7', '7/4', '3', '5'] -> 7/4 * (3 * 5 - 9/8 * 8/7)
[9332] ['1/4', '9/5', '5/2', '3', '7'] -> 3 / (5/2 * (9/5 - 1/4 * 7))
[9333] ['4/7', '9/4', '9/4', '3', '6'] -> 3 * (9/4 + 9/4) + 6 / 4/7
[9334] ['1/9', '2/5', '9/8', '2', '8'] -> (8 - 2 / 2/5) / (1/9 * 9/8)
[9335] ['9/8', '8/7', '9/5', '3', '5'] -> 9/8 + 5 * (3 + 9/5 / 8/7)
[9336] ['2/9', '7/8', '7/2', '4', '6'] -> 4 / 6 / (7/8 / 7/2 - 2/9)
[9337] ['4/7', '9/4', '5/2', '3', '6'] -> (9/4 + 3) * (6 - 4/7 * 5/2)
[9338] ['3/7', '5/6', '5/3', '6', '8'] -> 6 / 3/7 + 8 + 5/3 / 5/6
[9339] ['9/8', '8/7', '9/4', '3', '5'] -> 8/7 * 3 * (5 + 9/4 / 9/8)
[9340] ['5/7', '7/4', '4', '9/2', '9'] -> 9 / 7/4 / (5/7 + 4 - 9/2)
[9341] ['9/8', '8/7', '5/2', '3', '5'] -> 3 * (9/8 + 5/2 + 5 / 8/7)
[9342] ['4/7', '5/2', '5/2', '3', '6'] -> 6 / (3 / 4/7 - (5/2 + 5/2))
[9343] ['5/8', '8/7', '5/2', '3', '3'] -> 8/7 * 3 * (3 + 5/2 / 5/8)
[9344] ['3/7', '5/6', '9/5', '6', '8'] -> 8 * (6 / 5/6 - 9/5 / 3/7)
[9345] ['7/9', '2', '8/3', '7/2', '5'] -> 5 + 7/2 * (2 + 8/3 / 7/9)
[9346] ['1/9', '1/2', '4/7', '7', '9'] -> 4/7 * 7 / (1/9 + 1/2 / 9)
[9347] ['1/5', '1', '9/4', '9/2', '8'] -> 8 * (1 / 1/5 - 9/2 / 9/4)
[9348] ['5/7', '9/5', '9/5', '4', '9'] -> (9 / 5/7 - 9/5) / (9/5 / 4)
[9349] ['5/8', '8/7', '8/3', '3', '3'] -> (3 + 3 / 8/7) / (5/8 / 8/3)
[9350] ['1/5', '4/9', '9/8', '3', '5'] -> 3 / (9/8 * (1/5 - 4/9 / 5))
[9351] ['1/9', '2/5', '9/7', '2', '8'] -> 1/9 + (8 + 2 / 9/7) / 2/5
[9352] ['2/9', '8/9', '9/5', '4', '6'] -> (4 / 2/9 + 6 / 9/5) / 8/9
[9353] ['5/7', '9/5', '9/4', '4', '9'] -> 9 / (5/7 * (9/4 - 9/5)) - 4
[9354] ['4/5', '4/5', '4/5', '2', '5'] -> (4/5 + 4/5 + 4/5) * 2 * 5
[9355] ['3/7', '5/6', '4/3', '3', '4'] -> 4 / (3/7 * (5/6 - 4/3 / 3))
[9356] ['1/5', '1', '7/3', '7/2', '8'] -> 8 / (1/5 * (1 + 7/3 / 7/2))
[9357] ['3/7', '5/6', '7/5', '3', '4'] -> 4 / (3/7 * 5/6) / (7/5 / 3)
[9358] ['2/7', '2/7', '5/9', '3', '7'] -> (2/7 + 7) / (5/9 - 2/7) - 3
[9359] ['3/5', '3/5', '1', '4/3', '4'] -> 4 / (3/5 / (1 - 3/5) - 4/3)
[9360] ['5/8', '7/6', '7/6', '3', '3'] -> 3 * 3 / (7/6 / 7/6 - 5/8)
[9361] ['3/5', '3/5', '7/9', '3', '6'] -> 6 / (3/5 / 3/5 - 7/9) - 3
[9362] ['1/9', '2/5', '5/3', '2', '8'] -> 5/3 / 2 * 8 / (1/9 / 2/5)
[9363] ['1/8', '3/5', '8/9', '3', '8'] -> (3 + 8) / (3/5 * (8/9 - 1/8))
[9364] ['1/9', '1/2', '6/7', '7', '9'] -> 6/7 + 9 / (7 * 1/9 * 1/2)
[9365] ['3/5', '3/5', '1', '7/5', '4'] -> 4 / (7/5 / (3/5 + 3/5) - 1)
[9366] ['5/8', '7/6', '6/5', '3', '3'] -> (7/6 + 3) * 3 / (5/8 / 6/5)
[9367] ['3/7', '5/6', '8/3', '6', '8'] -> 3/7 * 6 * (8/3 + 5/6 * 8)
[9368] ['9/8', '7/6', '6/5', '3', '5'] -> 5 / (3 / 6/5 - (9/8 + 7/6))
[9369] ['3/5', '3/5', '8/9', '3', '6'] -> 3 / (3/5 / 8/9) * (6 - 3/5)
[9370] ['1/5', '1', '9/2', '9/2', '8'] -> 9/2 - 8 + (1 + 9/2) / 1/5
[9371] ['5/7', '9/5', '7/2', '4', '9'] -> 4 + 7/2 * (5/7 + 9 / 9/5)
[9372] ['2/7', '2/7', '7/9', '3', '7'] -> 3 * (7 / 7/9 - 2/7 / 2/7)
[9373] ['1/5', '4/9', '5/4', '3', '5'] -> 3 / 1/5 + 5 / (4/9 * 5/4)
[9374] ['4/5', '4/5', '7/6', '2', '5'] -> 4/5 / (4/5 - 7/6 + 2 / 5)
[9375] ['1/9', '2/5', '9/8', '2', '3'] -> 2 / (1/9 * 2/5) / (3 - 9/8)
[9376] ['1/5', '4/9', '9/7', '3', '5'] -> (3 / 9/7 - 1/5) / (4/9 / 5)
[9377] ['2/9', '9/8', '8/5', '4', '6'] -> 4 / (2/9 / 9/8) + 6 / 8/5
[9378] ['9/8', '7/6', '7/5', '3', '5'] -> 5 / (7/5 * (9/8 + 7/6) - 3)
[9379] ['3/7', '5/6', '9/5', '3', '4'] -> 5/6 * 4 * (3 + 9/5 / 3/7)
[9380] ['3/7', '6/7', '8/5', '6', '8'] -> (6 + 8 * 6/7 / 8/5) / 3/7
[9381] ['2/9', '9/8', '9/5', '4', '6'] -> 9/8 * (4 / 2/9 + 6 / 9/5)
[9382] ['4/5', '4/5', '4/3', '2', '5'] -> 4/3 * 5 * (2 + 4/5 + 4/5)
[9383] ['1/8', '3/5', '3/2', '3', '8'] -> 3 + 8 * (1/8 + 3/2 / 3/5)
[9384] ['1/9', '2/5', '2', '7/2', '8'] -> 2 / 1/9 / (7/2 / 2/5 - 8)
[9385] ['9/8', '7/6', '9/5', '3', '5'] -> 9/5 / (5 / (7/6 + 3) - 9/8)
[9386] ['2/7', '2/7', '6/5', '3', '7'] -> 6/5 * (3 * 7 - 2/7 / 2/7)
[9387] ['2/9', '9/8', '5/2', '4', '6'] -> 4 / (5/2 / 6 - 2/9 * 9/8)
[9388] ['4/5', '4/5', '7/5', '2', '5'] -> (7/5 + 4/5 / 4/5) * 2 * 5
[9389] ['1/9', '2/5', '2', '9/2', '8'] -> 2 / (1/9 * 9/2) + 8 / 2/5
[9390] ['9/8', '7/6', '9/4', '3', '5'] -> 9/8 + 3 * (5 + 7/6 * 9/4)
[9391] ['3/5', '5/8', '8/9', '3', '6'] -> 8/9 * 3 * (6 / 5/8 - 3/5)
[9392] ['3/7', '5/6', '8/3', '3', '4'] -> (4 / 3/7 - 8/3) / (5/6 / 3)
[9393] ['2/9', '8/7', '6/5', '4', '6'] -> 8/7 * (6 + 4 / (2/9 * 6/5))
[9394] ['3/5', '5/8', '3/4', '1', '4'] -> 3/5 / (3/4 - 5/8) * (1 + 4)
[9395] ['5/8', '7/6', '3', '3', '7/2'] -> 3 / (7/6 / 7/2 - 5/8 / 3)
[9396] ['1/9', '2/5', '2', '9/4', '3'] -> 9/4 / 1/9 + 3 / (2/5 * 2)
[9397] ['5/7', '7/3', '5/2', '4', '9'] -> 9 * 5/7 * 7/3 / (5/2 / 4)
[9398] ['1/9', '3/7', '1/2', '2', '8'] -> 8 / (3/7 * 2) / (1/2 - 1/9)
[9399] ['9/8', '7/6', '7/3', '3', '5'] -> 3 * 5 / (9/8 - 7/6 / 7/3)
[9400] ['2/7', '2/7', '8/5', '3', '7'] -> (7 + 2/7 - 3) / (2/7 / 8/5)
[9401] ['2/9', '8/7', '5/4', '4', '6'] -> (2/9 + 6) * (5/4 * 4 - 8/7)
[9402] ['1/8', '3/5', '3', '7/2', '8'] -> 8 * (1/8 + 7/2) - 3 / 3/5
[9403] ['5/8', '6/5', '6/5', '3', '3'] -> 3 * 3 / (6/5 / 6/5 - 5/8)
[9404] ['1/9', '5/9', '7/9', '7', '9'] -> (9 - 7) / (1/9 / (5/9 + 7/9))
[9405] ['1/5', '1/2', '5/9', '3', '5'] -> 1/2 * (3 + 5 / (1/5 * 5/9))
[9406] ['1/9', '3/7', '3/5', '2', '8'] -> 8 / (3/7 - 1/9) - 3/5 * 2
[9407] ['9/8', '7/6', '3', '7/2', '5'] -> 3 + 9/8 * (7/6 + 7/2 * 5)
[9408] ['2/9', '2/9', '6/7', '1', '8'] -> (1 - 2/9) * 8 / (2/9 / 6/7)
[9409] ['1/9', '2/5', '2', '3', '7/2'] -> 2/5 * (7/2 / (1/9 / 2) - 3)
[9410] ['3/7', '7/8', '7/5', '6', '8'] -> (3/7 + 7/5) * (8 - (7/8 - 6))
[9411] ['3/7', '6/7', '9/8', '3', '4'] -> 3/7 / (4 * 6/7 / 3 - 9/8)
[9412] ['5/8', '6/5', '4/3', '3', '3'] -> 4/3 * 3 * (6/5 + 3 / 5/8)
[9413] ['9/8', '6/5', '9/7', '3', '5'] -> (6/5 + 3) * 5 / (9/8 / 9/7)
[9414] ['3/5', '5/8', '1', '8/7', '4'] -> 4 / (5/8 / 3/5 - 1 / 8/7)
[9415] ['3/7', '7/8', '3/2', '6', '8'] -> 6 * (8 - 3/2 / (3/7 * 7/8))
[9416] ['3/5', '2/3', '6/7', '3', '6'] -> 6/7 * 3 * (6 / 3/5 - 2/3)
[9417] ['1/8', '5/8', '9/7', '3', '8'] -> 8 / (5/8 - 3 * 1/8 / 9/7)
[9418] ['2/9', '2/9', '1', '9/8', '8'] -> (1 / 9/8 - 2/9) / (2/9 / 8)
[9419] ['2/7', '2/7', '7/3', '3', '7'] -> 7 * (3 + 2/7 / 2/7 / 7/3)
[9420] ['5/7', '5/2', '4', '9/2', '9'] -> (5/7 + 4) * (5/2 + 9/2) - 9
[9421] ['3/7', '6/7', '7/5', '3', '4'] -> 7/5 * 4 * (3 + 3/7 + 6/7)
[9422] ['3/7', '7/8', '8/5', '6', '8'] -> 7/8 * 6 * (8 / 8/5 - 3/7)
[9423] ['9/8', '6/5', '5/3', '3', '5'] -> (6/5 + 3 * 5) / (9/8 / 5/3)
[9424] ['2/9', '2/9', '1', '7/6', '8'] -> (1 - 2/9) * 8 / (2/9 * 7/6)
[9425] ['1/5', '1/2', '8/9', '3', '5'] -> 3 / (1/5 / 8/9 - 1/2 / 5)
[9426] ['2/7', '1/3', '2/5', '3', '7'] -> (3 + 7 * 2/7 / 2/5) / 1/3
[9427] ['1/9', '3/7', '9/8', '2', '8'] -> (8 - 2 / 9/8) / (1/9 / 3/7)
[9428] ['1/8', '2/3', '4/5', '3', '8'] -> (3 + 8 / 4/5) / (2/3 - 1/8)
[9429] ['9/8', '6/5', '7/4', '3', '5'] -> (3 + 5) / (7/4 / 6/5 - 9/8)
[9430] ['5/8', '6/5', '9/4', '3', '3'] -> (9/4 + 3) / (5/8 / 3) - 6/5
[9431] ['1/5', '1/2', '8/7', '3', '5'] -> (3 + 5 / 1/5) / 8/7 - 1/2
[9432] ['2/7', '1/3', '4/9', '3', '7'] -> (3 + 1/3 / 7) / (2/7 * 4/9)
[9433] ['3/5', '5/8', '1', '5/3', '4'] -> 1 / (5/3 / 4 - 3/5 * 5/8)
[9434] ['2/9', '8/7', '4', '9/2', '6'] -> 4 / 2/9 / (6 / 8/7 - 9/2)
[9435] ['1/9', '5/9', '8/5', '7', '9'] -> 8/5 / (1/9 / 5/9) + 7 + 9
[9436] ['5/8', '6/5', '7/3', '3', '3'] -> 3 / 5/8 / (3 - 6/5 * 7/3)
[9437] ['3/5', '5/8', '1', '7/4', '4'] -> 1 / (4 - (5/8 + 7/4) / 3/5)
[9438] ['2/7', '1/3', '5/9', '3', '7'] -> (1/3 + 7) / 2/7 - 5/9 * 3
[9439] ['9/8', '6/5', '7/3', '3', '5'] -> 5 * (9/8 * (7/3 + 3) - 6/5)
[9440] ['4/5', '5/6', '7/5', '2', '5'] -> 5 / (5/6 * (2 - 7/5 / 4/5))
[9441] ['1/9', '5/9', '7/4', '7', '9'] -> 9 * (1/9 + 5/9) / (7/4 / 7)
[9442] ['2/7', '1/3', '3/5', '3', '7'] -> 7 * (3 + 2/7 / 3/5) - 1/3
[9443] ['2/9', '2/9', '1', '9/7', '8'] -> 8 / (1 / 9/7 - (2/9 + 2/9))
[9444] ['9/8', '6/5', '3', '7/2', '5'] -> 3 / ((5 - 7/2) / 6/5 - 9/8)
[9445] ['3/7', '8/9', '7/6', '6', '8'] -> 6 + 8 / (7/6 * 3/7 * 8/9)
[9446] ['2/9', '7/6', '9/7', '4', '6'] -> 4 / (7/6 * 9/7 - 2/9 * 6)
[9447] ['1/9', '3/7', '5/6', '2', '3'] -> (3 / (3/7 * 2) - 5/6) / 1/9
[9448] ['3/5', '2/3', '2/3', '1', '4'] -> 2/3 * 4 / (2/3 / 3/5 - 1)
[9449] ['1/9', '5/9', '5/2', '7', '9'] -> (1/9 + 5/9 * 5/2) * (7 + 9)
[9450] ['3/4', '3/4', '6/7', '4', '9'] -> (4 + 9 / (3/4 * 6/7)) / 3/4
[9451] ['9/8', '6/5', '3', '9/2', '5'] -> 3 / (5 - (9/8 + 9/2 / 6/5))
[9452] ['2/7', '1/3', '4/5', '3', '7'] -> 2/7 / (3 / 7 - 1/3 / 4/5)
[9453] ['2/9', '7/6', '7/5', '4', '6'] -> 6 / (4 - 7/6 / (2/9 * 7/5))
[9454] ['9/8', '5/4', '5/4', '3', '5'] -> 3 / (9/8 - 5/4 + 5/4 / 5)
[9455] ['4/5', '6/7', '6/7', '2', '5'] -> (6/7 + 6/7) * 5 * (4/5 + 2)
[9456] ['1/8', '2/3', '3', '7/2', '8'] -> 7/2 / 1/8 - 8 / (2/3 * 3)
[9457] ['1/9', '3/7', '9/8', '2', '3'] -> (2 - 9/8) * (3/7 + 3 / 1/9)
[9458] ['1/9', '3/7', '3/2', '2', '8'] -> 8 * (2 / (3/7 * 3/2) - 1/9)
[9459] ['9/8', '5/4', '9/7', '3', '5'] -> 5 / ((3 - 9/8) / 9/7 - 5/4)
