[62658] ['1/4', '3/8', '5/9', '5', '8'] -> (5 / 5/9 - 3/8 * 8) / 1/4
[62912] ['9/5', '7/2', '7/2', '4', '7'] -> 9/5 * (7/2 + 4) + 7/2 + 7
[62913] ['3/7', '4/9', '1', '5/2', '9'] -> 4/9 * 9 / (5/2 - 1 / 3/7)
[62914] ['5/7', '3/2', '3/2', '4', '8'] -> 8 / (3/2 / 3/2 - 5/7) - 4
[62915] ['1/9', '2/7', '7/6', '7', '8'] -> (7/6 * (2/7 + 8) - 7) / 1/9
[62916] ['3/8', '4/5', '1', '4/3', '2'] -> 1 / (3/8 - 2 + 4/3 / 4/5)
[62917] ['3/7', '4/9', '1', '8/3', '9'] -> 1 + 9 + 8/3 / (3/7 * 4/9)
[62918] ['1/3', '3/7', '4/5', '4', '9'] -> 4/5 * ((4 + 9) / 3/7 - 1/3)
[62919] ['9/5', '4', '9/2', '9/2', '7'] -> 4 + (9/2 + 9/2 * 7) / 9/5
[62920] ['3/8', '3/5', '5/3', '6', '6'] -> (6 / 5/3 - (3/5 - 6)) / 3/8
[62921] ['1/8', '2/7', '1/3', '1', '6'] -> (1/8 + 1) * (1/3 + 6 / 2/7)
[62922] ['4/9', '1', '7/5', '5/3', '7'] -> 7 / (5/3 - 7/5) - 1 / 4/9
[62923] ['1/3', '3/7', '5/6', '4', '9'] -> 9 / 3/7 - (1/3 - 5/6 * 4)
[62924] ['3/7', '4/9', '1', '9/2', '9'] -> 1 + 4/9 * 9/2 + 9 / 3/7
[62925] ['3/8', '4/5', '1', '3/2', '2'] -> 3/2 / (1 - 2 * 3/8 / 4/5)
[62926] ['9/4', '9/4', '9/4', '4', '7'] -> (9/4 * 7 - 9/4) / (9/4 / 4)
[62927] ['3/8', '4/7', '5/7', '9', '9'] -> (9 + 9) * (5/7 / 3/8 - 4/7)
[62928] ['1/4', '8/5', '2', '2', '9/4'] -> 8/5 * ((2 + 9/4) / 1/4 - 2)
[62929] ['3/8', '3/5', '7/4', '6', '6'] -> 3/5 * (7/4 + 6 * (3/8 + 6))
[62930] ['1/9', '2/7', '5/4', '7', '8'] -> 2/7 / 1/9 / (5/4 - 8 / 7)
[62931] ['1/8', '2/7', '2/5', '1', '6'] -> (1 + 2/5 / 1/8) * (6 - 2/7)
[62932] ['1/8', '4/7', '7/6', '7', '7'] -> 4/7 / 7/6 * (7 / 1/8 - 7)
[62933] ['3/7', '1/2', '5/9', '1', '9'] -> (9 - 1 / 3/7) / (1/2 * 5/9)
[62934] ['1/3', '3/7', '9/8', '4', '9'] -> 4 * (1/3 + 3/7) * (9 - 9/8)
[62935] ['8/9', '8/7', '7/5', '5', '5'] -> (5 - 8/7) * 5 * 8/9 * 7/5
[62936] ['5/7', '5/7', '1', '7/2', '6'] -> 6 * (7/2 * (5/7 + 5/7) - 1)
[62937] ['4/9', '1', '7/5', '9/5', '7'] -> (1 + 7) / (7/5 / 9/5 - 4/9)
[62938] ['1/4', '5/9', '4/7', '5', '8'] -> 1/4 + 8 + 5 / (5/9 * 4/7)
[62939] ['3/8', '3/5', '8/3', '6', '6'] -> 6 / (3/5 * (8/3 - 3/8 * 6))
[62940] ['1/3', '3/7', '6/5', '4', '9'] -> 9 / 3/7 - (1/3 - 4 / 6/5)
[62941] ['7/3', '7/3', '7/3', '4', '7'] -> (7/3 * 7 - 7/3) / (7/3 / 4)
[62942] ['1/8', '2/7', '5/9', '1', '6'] -> 6 / (2/7 - 1/8) / (5/9 + 1)
[62943] ['1/4', '8/7', '8/5', '2', '5'] -> (2 - 1/4) * 5 * (8/7 + 8/5)
[62944] ['1/8', '4/7', '5/4', '7', '7'] -> (5/4 + 7 / (4/7 * 7)) / 1/8
[62945] ['1/9', '2/7', '3/2', '7', '8'] -> 8 / (1/9 * 2/7) / (3/2 * 7)
[62946] ['7/3', '5/2', '5/2', '4', '7'] -> 7/3 * (7 + 5/2 + 5/2) - 4
[62947] ['4/9', '1', '7/5', '7/3', '7'] -> (7 / (7/5 / 7/3) - 1) / 4/9
[62948] ['5/7', '8/5', '5/3', '4', '8'] -> 8/5 / (8 - (5/3 + 4) / 5/7)
[62949] ['3/7', '1/2', '4/5', '1', '9'] -> (4/5 + 1 / 1/2) * (9 - 3/7)
[62950] ['3/8', '4/5', '1', '2', '7/3'] -> 1 / ((7/3 - 2) / 4/5 - 3/8)
[62951] ['3/8', '5/8', '6/7', '6', '6'] -> 6 * (6 * 5/8 / 6/7 - 3/8)
[62952] ['8/9', '8/7', '5/3', '5', '5'] -> 5/3 / (8/9 * 5 - 5 / 8/7)
[62953] ['3/8', '4/5', '1', '2', '5/2'] -> (4/5 + 1) * 5/2 / (3/8 / 2)
[62954] ['5/7', '3/4', '7/8', '1', '6'] -> (6 + 3/4 / 7/8) / (1 - 5/7)
[62955] ['1/9', '2/7', '5/3', '7', '8'] -> (2/7 * 7 - 5/3) / (1/9 / 8)
[62956] ['8/9', '8/7', '7/4', '5', '5'] -> 8/9 * (8/7 * 7/4 + 5 * 5)
[62957] ['1/8', '4/7', '4/3', '7', '7'] -> (4/7 + 7) / (1/8 + 4/3 / 7)
[62958] ['1/4', '7/4', '2', '2', '7/3'] -> 2 / (7/3 - (7/4 + 1/4 * 2))
[62959] ['3/8', '4/5', '1', '2', '8/3'] -> 2 / (3/8 * (1 - 4/5)) - 8/3
[62960] ['1/3', '3/7', '9/5', '4', '9'] -> 4 / 9/5 + (1/3 + 9) / 3/7
[62961] ['1/8', '2/7', '5/6', '1', '6'] -> (6 - 1 / 2/7) / (1/8 * 5/6)
[62962] ['3/8', '4/7', '9/8', '9', '9'] -> 9 / 4/7 + 9 + 3/8 - 9/8
[62963] ['1/4', '8/7', '2', '8/3', '5'] -> 8/3 * (1/4 + 5 / (8/7 / 2))
[62964] ['8/3', '7/2', '7/2', '4', '7'] -> 8/3 / 7/2 * (7/2 + 4 * 7)
[62965] ['3/8', '5/8', '8/7', '6', '6'] -> (5/8 * 6 + 6 / 8/7) / 3/8
[62966] ['1/3', '3/7', '5/2', '4', '9'] -> 5/2 / (3/7 - 1/3) - 9 / 4
[62967] ['1/8', '4/7', '3/2', '7', '7'] -> 4/7 / 3/2 * (7 + 7 / 1/8)
[62968] ['3/8', '4/5', '1', '2', '9/2'] -> 9/2 * (2 + 1 / (3/8 * 4/5))
[62969] ['1/4', '5/9', '6/7', '5', '8'] -> 6/7 * (5 / (1/4 * 5/9) - 8)
[62970] ['1/9', '2/7', '9/4', '7', '8'] -> (8 - 2/7 * 7) / (1/9 * 9/4)
[62971] ['5/7', '3/4', '1', '7/6', '6'] -> 6 / (3/4 * 7/6) / (1 - 5/7)
[62972] ['3/7', '1/2', '1', '9/8', '9'] -> 9 / 3/7 / (1 / 1/2 - 9/8)
[62973] ['8/9', '8/7', '7/3', '5', '5'] -> 8/7 * 7/3 / (5 / 5 - 8/9)
[62974] ['1/8', '4/7', '8/5', '7', '7'] -> 4/7 * (7 + 7 / (1/8 * 8/5))
[62975] ['5/7', '5/3', '9/4', '4', '8'] -> 8 / 4 / (5/3 / 5/7 - 9/4)
[62976] ['3/8', '5/6', '6/7', '1', '2'] -> 1 / (2 * 3/8 / 6/7 - 5/6)
[62977] ['1/4', '9/5', '2', '2', '5/2'] -> (2 + 9/5 * 5/2) / 1/4 - 2
[62978] ['3/8', '5/8', '8/3', '6', '6'] -> 8/3 * 6 * 6 * (5/8 - 3/8)
[62979] ['1/9', '2/7', '5/2', '7', '8'] -> 1/9 * 8 * (5/2 + 7 / 2/7)
[62980] ['1/3', '4/9', '5/7', '4', '9'] -> (4 + 5/7 * (1/3 + 9)) / 4/9
[62981] ['3/7', '1/2', '1', '6/5', '9'] -> (3/7 + 1) * (9 / 1/2 - 6/5)
[62982] ['3/8', '5/8', '7/2', '6', '6'] -> (7/2 - 3/8) / (5/8 / 6) - 6
[62983] ['5/7', '3/4', '1', '5/4', '6'] -> 6 / (3/4 / 5/7 - 1 / 5/4)
[62984] ['1/9', '1/9', '5/7', '4', '8'] -> 8 / (1/9 / 1/9 - 5/7) - 4
[62985] ['5/7', '5/3', '7/2', '4', '8'] -> 4 / (7/2 / (5/7 / 5/3) - 8)
[62986] ['1/4', '9/5', '2', '2', '9/2'] -> 2 * (2 + 9/2 / (1/4 * 9/5))
[62987] ['1/8', '4/7', '9/4', '7', '7'] -> (7 / 4/7 - (9/4 + 7)) / 1/8
[62988] ['1/9', '1/3', '2/5', '7', '8'] -> 7 - 1/3 / 1/9 + 8 / 2/5
[62989] ['3/8', '5/8', '9/2', '6', '6'] -> 6 / (3/8 + 5/8 - 9/2 / 6)
[62990] ['3/8', '4/7', '3/2', '9', '9'] -> 9 * (3/8 / 9 + 3/2 / 4/7)
[62991] ['5/7', '5/3', '4', '9/2', '8'] -> 5/7 * (9/2 * 8 - 4 / 5/3)
[62992] ['1/3', '4/9', '6/7', '4', '9'] -> 6/7 * 4 * 9 * (1/3 + 4/9)
[62993] ['1/8', '2/7', '1', '4/3', '6'] -> 6 / (2/7 * (1/8 + 1 / 4/3))
[62994] ['1/8', '4/7', '7/3', '7', '7'] -> 7 * (4/7 + 7) / (7/3 - 1/8)
[62995] ['1/9', '1/9', '8/7', '4', '8'] -> 4 * (8 / 8/7 - 1/9 / 1/9)
[62996] ['1/4', '2', '2', '7/3', '7/3'] -> (2 + 7/3 / 7/3) / (1/4 / 2)
[62997] ['1/9', '1/3', '4/7', '7', '8'] -> 7 + 1/3 / 1/9 + 8 / 4/7
[62998] ['5/7', '3/4', '1', '8/5', '6'] -> (8/5 + 1 / 5/7) / (3/4 / 6)
[62999] ['1/4', '6/5', '9/7', '2', '5'] -> 9/7 * (2 + 5 / (1/4 * 6/5))
[63000] ['1/9', '1/9', '6/5', '4', '8'] -> 8 / (1/9 * 6/5) - 4 / 1/9
[63001] ['3/7', '1/2', '1', '9/5', '9'] -> (9 - 1 / 3/7) / (1/2 / 9/5)
[63002] ['5/7', '9/5', '9/5', '4', '8'] -> 8 / (9/5 / 9/5 - 5/7) - 4
[63003] ['2/7', '2/7', '2/7', '2', '2'] -> (2 / 2/7 - 2/7 / 2) / 2/7
[63004] ['1/9', '1/9', '8/5', '4', '8'] -> 4 * (1/9 / 1/9 + 8 / 8/5)
[63005] ['3/7', '1/2', '1', '9/4', '9'] -> 9 / 9/4 / (1/2 / 3/7 - 1)
[63006] ['1/9', '1/3', '5/6', '7', '8'] -> 7 / (1/9 / 8 + 1/3 * 5/6)
[63007] ['4/9', '1', '8/5', '7/4', '7'] -> 8/5 * (1 - 7/4 + 7 / 4/9)
[63008] ['1/8', '3/5', '2/3', '7', '7'] -> 7 / 3/5 + 7 + 2/3 / 1/8
[63009] ['5/7', '3/4', '1', '8/3', '6'] -> 8/3 * (5/7 + 1) * (6 - 3/4)
[63010] ['5/7', '9/5', '7/3', '4', '8'] -> 8 * (5/7 * 9/5 + 4 / 7/3)
[63011] ['5/7', '3/4', '1', '9/2', '6'] -> (9/2 + 6) / (3/4 / (5/7 + 1))
[63012] ['1/8', '1/3', '2/5', '1', '6'] -> 6 / (2/5 * (1 - 1/8 / 1/3))
[63013] ['5/7', '9/5', '5/2', '4', '8'] -> (4 + 8) / (5/7 * (5/2 - 9/5))
[63014] ['3/7', '5/9', '5/9', '1', '9'] -> (9 - 3/7) / (5/9 / (5/9 + 1))
[63015] ['1/4', '9/7', '4/3', '2', '5'] -> (4/3 * 5 - 2) / (1/4 / 9/7)
[63016] ['4/9', '1', '8/5', '9/4', '7'] -> 7 / (4/9 * (8/5 - 1)) - 9/4
[63017] ['3/8', '2/3', '9/5', '6', '6'] -> 9/5 * (2/3 + 6 / 3/8) - 6
[63018] ['1/9', '1/8', '1/4', '4', '8'] -> (4 / (1/8 + 1/4) - 8) / 1/9
[63019] ['1/8', '3/5', '3/4', '7', '7'] -> 3/4 / (1/8 * 3/5) + 7 + 7
[63020] ['1/8', '1/3', '3/7', '1', '6'] -> 6 / 1/8 / (1 / 3/7 - 1/3)
[63021] ['5/7', '9/5', '7/2', '4', '8'] -> (4 + 8 / (5/7 / 7/2)) / 9/5
[63022] ['1/9', '1/3', '3/2', '7', '8'] -> (1/9 + 7) / (1/3 / 3/2) - 8
[63023] ['5/7', '9/4', '9/4', '4', '8'] -> 8 / (9/4 / 9/4 - 5/7) - 4
[63024] ['4/9', '1', '8/5', '5/2', '7'] -> 5/2 * (8/5 / 4/9 - (1 - 7))
[63025] ['1/4', '9/7', '5/3', '2', '5'] -> (5 + 5/3 - 2) / (1/4 / 9/7)
[63026] ['1/8', '1/3', '5/7', '1', '6'] -> 5/7 / (1/3 - 1/8) * (1 + 6)
[63027] ['1/4', '4/7', '7/9', '5', '8'] -> 8 + 7/9 * (4/7 + 5 / 1/4)
[63028] ['5/7', '7/9', '8/9', '1', '6'] -> 6 / (7/9 / 8/9) / (1 - 5/7)
[63029] ['1/9', '1/3', '5/2', '7', '8'] -> 5/2 * 8 + 7 - 1/3 / 1/9
[63030] ['8/9', '7/6', '9/4', '5', '5'] -> (9/4 * (5 + 5) - 7/6) / 8/9
[63031] ['1/8', '3/5', '6/7', '7', '7'] -> (7 / (3/5 / 6/7) - 7) / 1/8
[63032] ['1/8', '1/3', '6/7', '1', '6'] -> 6 / (1/3 * 6/7) / (1 - 1/8)
[63033] ['3/7', '5/9', '7/9', '1', '9'] -> 9 * (1 + 5/9 / (3/7 * 7/9))
[63034] ['1/3', '5/9', '5/7', '4', '9'] -> 5/7 * 4 * (9 - 1/3 / 5/9)
[63035] ['3/8', '5/7', '4/5', '6', '6'] -> 3/8 * (6 / (4/5 - 5/7) - 6)
[63036] ['5/7', '7/9', '1', '9/8', '6'] -> 6 / (7/9 * 9/8) / (1 - 5/7)
[63037] ['3/7', '5/9', '4/5', '1', '9'] -> (9 / 3/7 - 1 / 5/9) / 4/5
[63038] ['8/9', '7/6', '5/2', '5', '5'] -> (5 * 5 - (7/6 + 5/2)) / 8/9
[63039] ['1/4', '9/7', '2', '9/4', '5'] -> 2 * (5 + 9/4 / (1/4 * 9/7))
[63040] ['1/9', '1/3', '9/2', '7', '8'] -> (7 - 1/3) / 1/9 - 9/2 * 8
[63041] ['4/9', '1', '8/5', '9/2', '7'] -> 8/5 * (1 + 7 * 4/9 * 9/2)
[63042] ['1/9', '1/8', '3/5', '4', '8'] -> 3/5 * (8 / 1/9 - 4 / 1/8)
[63043] ['8/9', '7/6', '8/3', '5', '5'] -> (8/3 / 8/9 + 5 * 5) / 7/6
[63044] ['1/9', '3/8', '2/5', '7', '8'] -> 2/5 * (7 / 1/9 - 3/8 * 8)
[63045] ['4/9', '1', '5/3', '7/3', '7'] -> (1 + 5/3) / (4/9 - 7/3 / 7)
[63046] ['3/8', '5/7', '6/7', '6', '6'] -> 6 + 6 * (5/7 + 6/7 / 3/8)
[63047] ['5/7', '5/2', '8/3', '4', '8'] -> 4 + 5/7 * 8/3 * (5/2 + 8)
[63048] ['1/3', '5/9', '8/5', '4', '9'] -> (9 + 1/3 / 5/9) / (8/5 / 4)
[63049] ['8/9', '7/6', '7/2', '5', '5'] -> (7/2 * 5 - (7/6 - 5)) / 8/9
[63050] ['3/8', '6/7', '1', '7/5', '2'] -> 6/7 / (3/8 * 2 - 1 / 7/5)
[63051] ['3/8', '5/7', '7/8', '6', '6'] -> (6 + 5/7 * 6) / (3/8 / 7/8)
[63052] ['1/4', '9/7', '2', '7/2', '5'] -> (5 - (9/7 + 2)) / (1/4 / 7/2)
[63053] ['5/7', '8/3', '8/3', '4', '8'] -> 8 / (8/3 / 8/3 - 5/7) - 4
[63054] ['3/8', '6/7', '1', '3/2', '2'] -> 3/2 / (1 / 2 - 3/8 / 6/7)
[63055] ['5/7', '7/9', '1', '4/3', '6'] -> 6 / (1 / (7/9 * 4/3) - 5/7)
[63056] ['1/3', '4/7', '3/5', '4', '9'] -> (9 / 3/5 - 4 / 4/7) / 1/3
[63057] ['1/4', '4/7', '4/3', '5', '8'] -> 5 + 4/3 * (1/4 + 8 / 4/7)
[63058] ['8/9', '6/5', '9/7', '5', '5'] -> (5 + 5) / (9/7 - 8/9) - 6/5
[63059] ['5/7', '4', '9/2', '9/2', '8'] -> 8 / (9/2 / 9/2 - 5/7) - 4
[63060] ['1/8', '3/5', '4/3', '7', '7'] -> (4/3 + 7 / (3/5 * 7)) / 1/8
[63061] ['2/7', '2/7', '9/7', '2', '2'] -> (2/7 + 2 * (9/7 + 2)) / 2/7
[63062] ['4/9', '1', '7/4', '7/3', '7'] -> (1 + 7) * 7/3 / (4/9 * 7/4)
[63063] ['1/3', '4/7', '8/9', '4', '9'] -> 4/7 / 8/9 * 4 * (1/3 + 9)
[63064] ['4/9', '1', '7/4', '5/2', '7'] -> (1 + 7) / (4/9 * (5/2 - 7/4))
[63065] ['3/4', '3/4', '9/5', '4', '8'] -> (4 + 3/4 * 8) / (3/4 / 9/5)
[63066] ['5/7', '7/9', '1', '5/3', '6'] -> 6 * (1 + 5/3 / (5/7 * 7/9))
[63067] ['1/9', '3/8', '7/6', '7', '8'] -> 8 / (7/6 / (3/8 * 7) - 1/9)
[63068] ['8/9', '6/5', '3/2', '5', '5'] -> 8/9 * (6/5 + 3/2) * (5 + 5)
[63069] ['1/9', '1/8', '6/5', '4', '8'] -> 4 / (6/5 * (1/8 + 1/9 / 8))
[63070] ['1/8', '3/8', '1', '7/5', '6'] -> 6 / ((1 - 1/8) / 7/5 - 3/8)
[63071] ['1/4', '7/5', '2', '8/3', '5'] -> 2 + (1/4 + 7/5) * 8/3 * 5
[63072] ['1/3', '4/7', '6/5', '4', '9'] -> 6/5 * (9 / 1/3 - 4 / 4/7)
[63073] ['4/9', '1', '7/4', '7/2', '7'] -> 7/4 - 1 / 4/9 + 7/2 * 7
[63074] ['3/4', '7/9', '4/5', '4', '8'] -> (4 + 8 / 4/5) / (3/4 * 7/9)
[63075] ['1/4', '3/5', '7/9', '5', '8'] -> 5 / (3/5 * (1/4 + 7/9 / 8))
[63076] ['1/8', '3/8', '1', '8/5', '6'] -> 8/5 / (1/8 / 3/8) * (6 - 1)
[63077] ['2/7', '2/7', '5/3', '2', '2'] -> (2/7 + 2) / (2/7 * (2 - 5/3))
[63078] ['3/8', '5/7', '5/4', '6', '6'] -> 6 * (3/8 * 6 + 5/4 / 5/7)
[63079] ['8/9', '6/5', '5/3', '5', '5'] -> 8/9 * (6/5 * 5/3 + 5 * 5)
[63080] ['1/8', '3/5', '5/3', '7', '7'] -> (7 / 3/5 - (5/3 + 7)) / 1/8
[63081] ['1/4', '7/5', '2', '9/2', '5'] -> 2 / 5 + (7/5 + 9/2) / 1/4
[63082] ['8/9', '6/5', '7/4', '5', '5'] -> 5 * (8/9 * (7/4 + 5) - 6/5)
[63083] ['3/8', '6/7', '1', '2', '7/3'] -> (2 + 6/7 + 1) / (3/8 / 7/3)
[63084] ['3/7', '5/9', '1', '7/4', '9'] -> (1 + 9) / (7/4 * 3/7 * 5/9)
[63085] ['1/8', '3/5', '9/4', '7', '7'] -> 7 * 7 / (9/4 - 1/8 / 3/5)
[63086] ['1/9', '3/8', '8/5', '7', '8'] -> 8/5 + 8 + 7 / (1/9 + 3/8)
[63087] ['2/7', '2/7', '2', '2', '7/3'] -> (2/7 + 2) / (2/7 * (7/3 - 2))
[63088] ['1/4', '3/5', '8/9', '5', '8'] -> (8 / 8/9 - 3/5 * 5) / 1/4
[63089] ['8/9', '6/5', '9/4', '5', '5'] -> 9/4 * 8/9 * 6/5 * (5 + 5)
[63090] ['5/7', '7/9', '1', '7/2', '6'] -> 6 * (5/7 + 7/2) - 1 / 7/9
[63091] ['2/7', '2/7', '2', '2', '5/2'] -> 2 - 5/2 + 2 / (2/7 * 2/7)
[63092] ['3/7', '5/9', '1', '9/4', '9'] -> 9/4 * (9 / (3/7 / 5/9) - 1)
[63093] ['4/9', '1', '9/5', '5/2', '7'] -> 5/2 * (7 + 9/5 * (4/9 + 1))
[63094] ['3/4', '7/9', '7/5', '4', '8'] -> (8 + 4 / 3/4) / (7/9 / 7/5)
[63095] ['2/7', '2/7', '2', '2', '8/3'] -> (2 + 2/7 * 2) / (2/7 / 8/3)
[63096] ['3/8', '3/5', '7/3', '9', '9'] -> 3/8 * (3/5 + 9) * (9 - 7/3)
[63097] ['8/9', '6/5', '5/2', '5', '5'] -> 8/9 * 6/5 * (5 * 5 - 5/2)
[63098] ['1/3', '3/5', '6/7', '4', '9'] -> (1/3 + 9) * (4 - 6/7 / 3/5)
[63099] ['3/4', '7/9', '3/2', '4', '8'] -> (8 + 3/2 * 4) / (3/4 * 7/9)
[63100] ['1/8', '3/5', '9/2', '7', '7'] -> 7 / ((9/2 - 1/8) / 3/5 - 7)
[63101] ['8/9', '6/5', '7/2', '5', '5'] -> 8/9 * 6/5 * (5 + 7/2 * 5)
[63102] ['1/3', '3/5', '7/8', '4', '9'] -> 9 / (7/8 / (1/3 * 3/5) - 4)
[63103] ['2/7', '1/3', '1/3', '2', '2'] -> 2 + (1/3 + 2 / 2/7) / 1/3
[63104] ['3/8', '5/7', '7/4', '6', '6'] -> (6 + 6) / (5/7 - 3/8 / 7/4)
[63105] ['1/8', '5/8', '5/8', '7', '7'] -> 7 + 7 + (5/8 + 5/8) / 1/8
[63106] ['5/7', '4/5', '7/8', '1', '6'] -> 6 / (1 / 7/8 - 5/7 / 4/5)
[63107] ['4/9', '1', '9/5', '9/2', '7'] -> 9/2 * (4/9 + 1 + 7 / 9/5)
[63108] ['2/7', '1/3', '3/8', '2', '2'] -> 2 / 2/7 / (1/3 * 2 - 3/8)
[63109] ['3/8', '7/8', '1', '5/4', '2'] -> 2 / (7/8 / 3/8 - (1 + 5/4))
[63110] ['3/7', '5/9', '1', '7/2', '9'] -> (1 - 3/7 * 5/9) * 7/2 * 9
[63111] ['1/8', '2/5', '6/7', '1', '6'] -> (6 - 1 / 2/5) / (1/8 / 6/7)
[63112] ['1/8', '5/8', '2/3', '7', '7'] -> 7 + (1/8 + 7 / 2/3) / 5/8
[63113] ['1/3', '3/5', '8/7', '4', '9'] -> (4 - 8/7) * 9 * (1/3 + 3/5)
[63114] ['1/9', '1/7', '1/4', '4', '8'] -> 1/4 + 8 + 4 / (1/9 + 1/7)
[63115] ['1/8', '2/5', '7/8', '1', '6'] -> (7/8 + 6) / (2/5 - 1/8) - 1
[63116] ['1/9', '2/5', '1/2', '7', '8'] -> 8 / (1/9 * 2/5) / (1/2 + 7)
[63117] ['1/4', '9/5', '2', '7/3', '5'] -> 2 / (7/3 - 5 * 1/4 * 9/5)
[63118] ['1/8', '5/8', '7/9', '7', '7'] -> (7 + 7) / (7/9 * (1/8 + 5/8))
[63119] ['1/3', '3/5', '3/2', '4', '9'] -> 3/2 * (1/3 + 9 + 4 / 3/5)
[63120] ['3/8', '5/7', '7/3', '6', '6'] -> 6 / (6 * 3/8 / 7/3 - 5/7)
[63121] ['1/8', '2/5', '8/9', '1', '6'] -> 1 / (1/8 * 8/9) + 6 / 2/5
[63122] ['5/7', '4/5', '1', '7/6', '6'] -> 1 / (5/7 * 7/6 - 4/5) - 6
[63123] ['1/4', '5/8', '5/7', '5', '8'] -> 5 / (5/7 - 5/8) - 8 / 1/4
[63124] ['1/8', '5/8', '4/5', '7', '7'] -> (7 - 4/5) / (1/8 / 5/8) - 7
[63125] ['3/4', '7/9', '5/2', '4', '8'] -> (8 - 5/2 / 3/4) / (7/9 / 4)
[63126] ['8/9', '5/4', '7/5', '5', '5'] -> 8/9 * 5 * (7/5 + 5 / 5/4)
[63127] ['3/7', '4/7', '7/9', '1', '9'] -> ((9 - 4/7) / 3/7 - 1) / 7/9
[63128] ['2/7', '1/3', '5/9', '2', '2'] -> (2 / 2/7 - 1/3) / (5/9 / 2)
[63129] ['1/9', '1/7', '3/8', '4', '8'] -> (8 + 4 / 3/8) / (1/9 / 1/7)
[63130] ['1/8', '5/8', '5/6', '7', '7'] -> 7 / (5/8 - 7 + 5/6 / 1/8)
[63131] ['8/9', '5/4', '3/2', '5', '5'] -> 3/2 + 5 * 5 / (8/9 * 5/4)
[63132] ['3/7', '4/7', '4/5', '1', '9'] -> 9 * (1 + 4/7 / (3/7 * 4/5))
[63133] ['1/8', '2/5', '1', '7/6', '6'] -> (6 - 1 / 2/5) / (1/8 * 7/6)
[63134] ['4/9', '1', '7/3', '7/3', '7'] -> (7/3 + 7 - (1 - 7/3)) / 4/9
[63135] ['1/3', '3/5', '4', '9/2', '9'] -> (3/5 + 9) * (4 - 1/3 * 9/2)
[63136] ['3/8', '7/8', '1', '7/4', '2'] -> (1 + 2) / (7/8 / 7/4 - 3/8)
[63137] ['3/8', '5/8', '8/9', '9', '9'] -> 8/9 * (9 / (5/8 - 3/8) - 9)
[63138] ['8/9', '5/4', '8/5', '5', '5'] -> 8/9 * (5/4 * 8/5 + 5 * 5)
[63139] ['1/8', '5/8', '8/9', '7', '7'] -> (1/8 + 7 + 7 / 8/9) / 5/8
[63140] ['4/9', '1', '7/3', '5/2', '7'] -> (5/2 * (7 - 7/3) - 1) / 4/9
[63141] ['1/9', '2/5', '2/3', '7', '8'] -> (2/3 / 2/5 - (7 - 8)) / 1/9
[63142] ['3/8', '7/8', '1', '9/5', '2'] -> 2 / (3/8 / 9/5 + 7/8 - 1)
[63143] ['8/9', '5/4', '5/3', '5', '5'] -> (5/3 + 5 * 5) / (8/9 * 5/4)
[63144] ['5/7', '4/5', '1', '4/3', '6'] -> 6 / (1 / (5/7 * 4/3) - 4/5)
[63145] ['1/3', '5/8', '7/9', '4', '9'] -> (4 - 7/9 / 1/3) / (5/8 / 9)
[63146] ['1/8', '5/8', '6/5', '7', '7'] -> (7 / 5/8 - (6/5 + 7)) / 1/8
[63147] ['1/8', '2/5', '1', '4/3', '6'] -> 6 / 2/5 / (1 / 4/3 - 1/8)
[63148] ['3/4', '4/5', '9/7', '4', '8'] -> (4 + 8 / 4/5) / (3/4 / 9/7)
[63149] ['8/9', '5/4', '7/4', '5', '5'] -> (7/4 + 5) * 5 * 8/9 / 5/4
[63150] ['5/7', '4/5', '1', '3/2', '6'] -> 6 / (1 / (5/7 * 4/5) - 3/2)
[63151] ['1/8', '5/8', '5/4', '7', '7'] -> (5/4 / 5/8 + 7 / 7) / 1/8
[63152] ['1/3', '5/8', '6/7', '4', '9'] -> (9 / 6/7 - 5/8 * 4) / 1/3
[63153] ['1/9', '1/7', '3/5', '4', '8'] -> 8 / (1/7 * 3/5) / (4 - 1/9)
[63154] ['3/8', '3/4', '8/7', '6', '6'] -> 3/8 + 3/4 / 8/7 * 6 * 6
[63155] ['1/8', '5/8', '9/7', '7', '7'] -> 9/7 / (1/8 + 5/8) * (7 + 7)
[63156] ['3/4', '4/5', '7/3', '4', '8'] -> 8 / (4 - (3/4 + 7/3 / 4/5))
[63157] ['5/7', '4/5', '1', '5/3', '6'] -> 6 / (1 / (5/3 - 5/7) - 4/5)
[63158] ['1/8', '2/5', '1', '7/3', '6'] -> 1 / (6 - (1/8 + 7/3 / 2/5))
[63159] ['3/8', '5/8', '9/7', '9', '9'] -> (5/8 + 9) / (3/8 / 9/7) - 9
[63160] ['4/9', '1', '5/2', '9/2', '7'] -> 5/2 * 7 + 9/2 * (4/9 + 1)
[63161] ['3/7', '3/5', '5/8', '1', '9'] -> 1 / 5/8 + (3/5 + 9) / 3/7
[63162] ['2/7', '2/7', '3/5', '2', '5'] -> (2/7 + 2) * 5 / (2/7 / 3/5)
[63163] ['3/8', '8/9', '1', '7/6', '2'] -> 2 / ((3/8 + 8/9) / 7/6 - 1)
[63164] ['3/7', '3/5', '2/3', '1', '9'] -> 2/3 * (1 + 9 / (3/7 * 3/5))
[63165] ['1/8', '2/5', '1', '7/2', '6'] -> 7/2 / (1/8 / 2/5 - 1 / 6)
