[1] ['4/7', '3/5', '8/5', '3', '5'] -> 3/5 + 3 * (5 + 8/5 / 4/7)
[260] ['1/9', '3/8', '9/5', '4', '6'] -> 1/9 / (3/8 - 4 / (9/5 * 6))
[261] ['2/3', '5/6', '9/7', '2', '7'] -> (2 + 2/3 * 9/7) * 7 / 5/6
[262] ['7/9', '5/3', '2', '2', '7/2'] -> (2 + 5/3 * 2) * 7/2 / 7/9
[263] ['1/8', '5/7', '3', '9/2', '7'] -> 5/7 / (1/8 - 3 / 9/2 *
)[264] ['3/7', '7/5', '3', '3', '7/2'] -> 7/2 * (3/7 + 3 * 3 / 7/5)
[265] ['5/9', '5/8', '9/7', '2', '5'] -> 5 / (5/8 / 9/7 - 5/9 / 2)
[266] ['1/9', '3/5', '1', '9/4', '8'] -> 8 / (3/5 * (1/9 + 1 / 9/4))
[267] ['5/7', '6/5', '7/4', '3', '7'] -> 6/5 * (7/4 + 7) * (3 - 5/7)
[268] ['1/9', '1/9', '5/2', '3', '5'] -> (3 - 1/9) / 1/9 - 5 / 5/2
[269] ['5/9', '5/8', '7/5', '2', '5'] -> (5 / ((5/9 * 5/8) * 2) - 7/5))
[270] ['1/9', '3/5', '1', '8/3', '8'] -> 8 * (3/5 + 8/3 / (1/9 + 1))
[271] ['5/7', '3/4', '8/9', '7', '8'] -> 8 / (7 * (5/7 - 3/4 * 8/9))
[272] ['3/7', '3/2', '8/5', '3', '3'] -> 3/2 * 8/5 * (3 + 3 / 3/7)
[273] ['1/9', '1/9', '3', '7/2', '5'] -> 3 + 7/2 * (5 + 1/9 / 1/9)
[274] ['7/9', '7/4', '2', '2', '9/4'] -> 2 / (7/4 - 7/9 - 2 / 9/4)
[275] ['5/7', '3/4', '9/8', '7', '8'] -> 8 / (7 * (5/7 - 3/4 / 9/8))
[276] ['3/7', '3/2', '7/4', '3', '3'] -> (3 / (7/4 * (3/2 / 3)) - 3/7))
[277] ['2/5', '5/9', '1', '6/5', '4'] -> 6/5 / (1 / (5/9 * 4) - 2/5)
[278] ['2/7', '5/9', '6/7', '3', '6'] -> 6 / (5/9 - 2/7 / 6/7) - 3
[279] ['1/5', '6/7', '8/9', '6', '8'] -> 8/9 * (6 / (1/5 * 6/7) - 8)
[280] ['5/9', '5/8', '7/4', '2', '5'] -> (5 / (5/9 * (5/8 + 7/4)) - 2))
[281] ['2/3', '6/7', '6/5', '2', '7'] -> (6/5 + 2) * (7 / 6/7 - 2/3)
[282] ['2/5', '8/9', '8/7', '4', '9'] -> (2/5 + 8/9 * 9) * (4 - 8/7)
[283] ['2/9', '2/7', '9/8', '3', '4'] -> (3 / (2/7 * 9/8) - 4) / 2/9
[284] ['7/9', '7/4', '2', '2', '7/2'] -> (7/4 + 7/2) * (2 + 2 / 7/9)
[285] ['1/8', '3/4', '9/5', '3', '7'] -> 3/4 / 1/8 + 9/5 * (3 + 7)
[286] ['5/7', '5/4', '3/2', '3', '7'] -> 5/4 * 3/2 * (3 + 7 / 5/7)
[287] ['5/7', '3/4', '7/5', '7', '8'] -> (7 - 7/5) * 8 * 5/7 * 3/4
[288] ['3/7', '3/2', '9/4', '3', '3'] -> 3/2 + 9/4 * (3 + 3 / 3/7)
[289] ['4/7', '3/4', '6/5', '3', '5'] -> 5 * (3/4 - 6/5 + 3 / 4/7)
[290] ['2/9', '2/7', '7/6', '3', '4'] -> (3 / 2/7 - (7/6 + 4)) / 2/9
[291] ['5/7', '3/4', '3/2', '7', '8'] -> 8 * (5/7 * 7 - 3/2 / 3/4)
[292] ['5/7', '5/4', '5/3', '3', '7'] -> (5/3 * 3 - 5/7) * 7 / 5/4
[293] ['2/5', '5/9', '1', '7/5', '4'] -> (1 + 7/5 + 4 / 5/9) / 2/5
[294] ['2/3', '6/7', '5/3', '2', '7'] -> 6/7 * 7 * (2/3 + 5/3 * 2)
[295] ['5/7', '3/4', '8/5', '7', '8'] -> 7 * 5/7 * 3/4 * (8 - 8/5)
[296] ['5/9', '5/8', '2', '7/2', '5'] -> 5 / (5/9 * (7/2 - 2) - 5/8)
[297] ['5/7', '5/4', '9/5', '3', '7'] -> (3 + 5/7 * 9/5) * 7 / 5/4
[298] ['1/9', '1/8', '4/7', '3', '5'] -> (5 / (3 * (1/9 / 4/7)) - 1/8))
[299] ['1/9', '2/5', '7/8', '4', '6'] -> (4 / 1/9 - 6 / 2/5) / 7/8
[300] ['2/9', '2/7', '5/4', '3', '4'] -> 4 / (2/7 * (5/4 - 2/9 * 3))
[301] ['2/5', '8/9', '5/3', '4', '9'] -> 9 * (4 - 8/9 / (2/5 * 5/3))
[302] ['2/7', '5/9', '5/4', '3', '6'] -> 3 / 2/7 + 6 * 5/4 / 5/9
[303] ['5/7', '5/4', '5/2', '3', '7'] -> 7 * (5/7 + 3) - 5/2 / 5/4
[304] ['1/5', '6/7', '4/3', '6', '8'] -> 8 / (6 / 6/7 - 4/3 / 1/5)
[305] ['1/9', '1/8', '3/5', '3', '5'] -> (5 / ((1/9 * 3/5) * 1/8) + 3))
[306] ['5/9', '2/3', '5/7', '2', '5'] -> (5 * 2 / 5/7 - 2/3) / 5/9
[307] ['4/7', '3/4', '5/3', '3', '5'] -> 5 * (3 / 4/7 - 3/4 / 5/3)
[308] ['3/7', '8/5', '7/4', '3', '3'] -> 8/5 * 7/4 * (3 * 3 - 3/7)
[309] ['7/9', '9/5', '2', '2', '5/2'] -> 2 / (7/9 - 5/2 / (9/5 * 2))
[310] ['2/5', '8/9', '7/4', '4', '9'] -> 4 / 2/5 + 9 * 8/9 * 7/4
[311] ['1/9', '5/8', '7/8', '1', '8'] -> 8 * 5/8 / 1/9 / (7/8 + 1)
[312] ['2/3', '7/8', '8/9', '2', '7'] -> 7 * (2/3 + 2) / (7/8 * 8/9)
[313] ['1/5', '6/7', '3/2', '6', '8'] -> 6/7 * (8 + 6 / (1/5 * 3/2))
[314] ['1/9', '2/5', '9/8', '4', '6'] -> 1/9 + (6 + 4 / 9/8) / 2/5
[315] ['2/7', '5/9', '3/2', '3', '6'] -> 3 / 2/7 + (3/2 + 6) / 5/9
[316] ['4/7', '3/4', '9/5', '3', '5'] -> 3 + 9/5 * 5 / (4/7 * 3/4)
[317] ['1/8', '7/9', '6/5', '3', '7'] -> 7 / (1/8 * (3 - 7/9)) - 6/5
[318] ['7/9', '9/5', '2', '2', '8/3'] -> 8/3 / (2 - 7/9 - 2 / 9/5)
[319] ['2/5', '8/9', '9/4', '4', '9'] -> 9 + (4 + 8/9 * 9/4) / 2/5
[320] ['1/5', '6/7', '8/5', '6', '8'] -> 8 * (8/5 + 6 * 1/5 / 6/7)
[321] ['2/5', '5/9', '1', '5/2', '4'] -> 4 / (5/9 * (5/2 - 2/5) - 1)
[322] ['1/9', '2/5', '8/7', '4', '6'] -> 8/7 * (4 / 1/9 - 6 / 2/5)
[323] ['2/9', '2/7', '8/5', '3', '4'] -> (8/5 + 4) * (3 + 2/7 / 2/9)
[324] ['5/7', '3/4', '7/2', '7', '8'] -> 8 / (5/7 * 7 - 7/2 / 3/4)
[325] ['4/7', '3/4', '7/3', '3', '5'] -> 3 * (4/7 * 7/3 + 5 / 3/4)
[326] ['3/7', '8/5', '7/3', '3', '3'] -> 8/5 * 7/3 * (3 + 3/7 + 3)
[327] ['1/8', '7/9', '4/3', '3', '7'] -> 7 / (7/9 - (1/8 + 4/3) / 3)
[328] ['1/9', '5/8', '1', '7/6', '8'] -> 8 * (7/6 / (1 - 5/8) - 1/9)
[329] ['2/5', '5/9', '1', '7/2', '4'] -> 7/2 + (1 + 4 / 5/9) / 2/5
[330] ['2/3', '7/8', '7/5', '2', '7'] -> 7 / (7/8 / 7/5 - 2/3 / 2)
[331] ['5/9', '2/3', '9/7', '2', '5'] -> 9/7 * (2/3 + 5 * 2 / 5/9)
[332] ['3/7', '8/5', '5/2', '3', '3'] -> (3/7 + 3) * (3 + 8/5 * 5/2)
[333] ['2/5', '8/9', '7/2', '4', '9'] -> (7/2 + 4) * 9 * 2/5 * 8/9
[334] ['1/9', '1/8', '5/6', '3', '5'] -> 5 / ((1/8 + 5/6) / 3 - 1/9)
[335] ['2/5', '5/9', '1', '4', '9/2'] -> 4 * 9/2 * 5/9 / 2/5 - 1
[336] ['1/9', '5/8', '1', '6/5', '8'] -> 1 / (1/9 * 5/8) + 6/5 * 8
[337] ['2/9', '2/7', '9/4', '3', '4'] -> (3 + 4) / 2/7 - 2/9 * 9/4
[338] ['5/7', '4/3', '3/2', '3', '7'] -> 7 * (5/7 + 3) - 4/3 * 3/2
[339] ['2/3', '7/8', '9/5', '2', '7'] -> (2 + 7) / (9/5 * (7/8 - 2/3))
[340] ['3/7', '8/5', '8/3', '3', '3'] -> 8/5 * (8/3 * 3 + 3 / 3/7)
[341] ['2/5', '8/9', '4', '9/2', '9'] -> (4 - 8/9 / 2/5) * (9/2 + 9)
[342] ['5/9', '2/3', '7/5', '2', '5'] -> (5 * 7/5 * 2 - 2/3) / 5/9
[343] ['2/5', '4/7', '3/5', '1', '4'] -> 4 / (2/5 / (4/7 * /5) - 1)
[344] ['1/5', '6/7', '8/3', '6', '8'] -> 6 * (8/3 / 1/5 - 8 / 6/7)
[345] ['3/7', '8/5', '3', '3', '9/2'] -> 3 / (9/2 - 3 / (3/7 * 8/5))
[346] ['5/7', '7/9', '5/6', '7', '8'] -> (5/7 + (7 + 8) / 7/9) / 5/6
[347] ['2/5', '4/7', '5/8', '1', '4'] -> (4 / 4/7 - 1) / (2/5 * 5/8)
[348] ['2/7', '5/9', '7/3', '3', '6'] -> 7/3 * (2/7 + 6 * 5/9 * 3)
[349] ['2/5', '9/8', '8/7', '4', '9'] -> (4 - 8/7) * (2/5 + 9 / 9/8)
[350] ['1/8', '7/9', '7/4', '3', '7'] -> (7 + 7/4 / 1/8) / 7/9 - 3
[351] ['1/9', '5/8', '1', '7/5', '8'] -> 8 / (1/9 * (7/5 + 1 / 5/8))
[352] ['5/7', '4/3', '7/4', '3', '7'] -> 5/7 + 3 * (7 + 4/3 / 7/4)
[353] ['3/7', '5/3', '5/3', '3', '3'] -> 3 * (5/3 / 5/3 + 3 / 3/7)
[354] ['1/9', '5/8', '1', '3/2', '8'] -> (5/8 * 8 - 1) / (1/9 * 3/2)
[355] ['3/7', '5/3', '7/4', '3', '3'] -> 7/4 * 3 * (5/3 * 3 - 3/7)
[356] ['2/3', '8/9', '9/7', '2', '7'] -> 9/7 * 2 * 7 * 8/9 / 2/3
[357] ['4/7', '7/9', '7/8', '3', '5'] -> (4/7 + 5 / 7/9) * 3 / 7/8
[358] ['5/7', '7/9', '9/8', '7', '8'] -> (7 + 8) / (9/8 * 5/7 * 7/9)
[359] ['2/9', '1/3', '7/8', '3', '4'] -> 3 / 2/9 + 4 * 7/8 / 1/3
[360] ['1/9', '2/5', '7/2', '4', '6'] -> (4 / (1/9 * 2/5) - 6) / 7/2
[361] ['5/7', '4/3', '5/2', '3', '7'] -> (3 + 7 / 5/7) * 5/2 / 4/3
[362] ['1/9', '1/8', '5/4', '3', '5'] -> 5 / (1/9 * (3 + 1/8 - 5/4))
[363] ['2/5', '4/7', '5/6', '1', '4'] -> (1 + 4 / 4/7) / (2/5 * 5/6)
[364] ['5/7', '7/9', '8/7', '7', '8'] -> 7/9 * 8 * (5/7 * 7 - 8/7)
[365] ['2/9', '1/3', '8/7', '3', '4'] -> 3 / 2/9 + 4 / (1/3 * 8/7)
[366] ['1/5', '7/8', '8/9', '6', '8'] -> (6 / 1/5 - 8 / 8/9) / 7/8
[367] ['5/7', '4/3', '3', '9/2', '7'] -> 9/2 + (5/7 + 3) * 7 / 4/3
[368] ['4/7', '7/9', '9/8', '3', '5'] -> 5 / (3 * 4/7 * 7/9 - 9/8)
[369] ['1/9', '5/8', '1', '9/5', '8'] -> 8 / (9/5 * 1/9 / 5/8) - 1
[370] ['2/3', '8/9', '8/5', '2', '7'] -> (2 * 7 - 2/3) * 8/5 / 8/9
[371] ['1/9', '1/8', '9/7', '3', '5'] -> 5 / (9/7 * (1/8 + 1/9 / 3))
[372] ['3/7', '5/3', '3', '3', '7/2'] -> 3 * 7/2 * (3 - 3/7 * 5/3)
[373] ['5/7', '7/9', '6/5', '7', '8'] -> 6/5 * (5/7 + (7 + 8) / 7/9)
[374] ['5/7', '7/5', '3/2', '3', '7'] -> 5/7 * 3/2 * (7/5 + 3 * 7)
[375] ['4/7', '7/9', '8/7', '3', '5'] -> 8/7 * 3 * (4/7 + 5 / 7/9)
[376] ['2/3', '8/9', '7/4', '2', '7'] -> 2/3 + 8/9 * 7 * (7/4 + 2)
[377] ['1/9', '1/8', '7/5', '3', '5'] -> 7/5 / (1/8 - 1/9 * 3 / 5)
[378] ['1/8', '4/5', '7/8', '3', '7'] -> 3 * (1/8 - 7/8 + 7 / 4/5)
[379] ['2/9', '1/3', '7/5', '3', '4'] -> (1/3 + (3 + 4) / 7/5) / 2/9
[380] ['1/9', '5/8', '1', '7/2', '8'] -> 8 * (5/8 + 7/2) - 1 / 1/9
[381] ['4/7', '7/9', '7/6', '3', '5'] -> 4/7 / (7/6 - 5 + 3 / 7/9)
[382] ['2/5', '9/8', '7/3', '4', '9'] -> 9/8 * (7/3 + 9 + 4 / 2/5)
[383] ['1/5', '7/8', '9/7', '6', '8'] -> 6 / (1/5 * 7/8) - 9/7 * 8
[384] ['1/9', '2/3', '5/7', '1', '8'] -> (5/7 + 1) * (8 + 2/3 / 1/9)
[385] ['2/5', '4/7', '1', '8/7', '4'] -> 4 * (1 + 8/7 / (2/5 * 4/7))
[386] ['2/3', '8/9', '2', '5/2', '7'] -> 7 * 5/2 / 2/3 - 2 / 8/9
[387] ['2/5', '9/8', '7/2', '4', '9'] -> (7/2 + 4) * 9 * 2/5 / 9/8
[388] ['5/7', '7/5', '7/3', '3', '7'] -> 7 * (3 + 5/7 * 7/5 / 7/3)
[389] ['1/9', '3/7', '4/5', '4', '6'] -> (4 / 3/7 - 6) * 4/5 / 1/9
[390] ['3/7', '7/4', '5/2', '3', '3'] -> (3 / (7/4 * 3) - (3/7 + 5/2)))
[391] ['2/7', '3/5', '7/9', '3', '6'] -> 7/9 * 3 * (2/7 + 6 / 3/5)
[392] ['7/9', '2', '2', '9/2', '9/2'] -> 2 + 9/2 * (9/2 + 7/9 / 2)
[393] ['1/9', '3/7', '5/6', '4', '6'] -> (6 / (3/7 * 4) - 5/6) / 1/9
[394] ['2/9', '3/8', '3/7', '3', '4'] -> (3 + 4 / 2/9) * 3/7 / 3/8
[395] ['3/7', '7/4', '8/3', '3', '3'] -> 8/3 * (3 + 7/4 * (3/7 + 3))
[396] ['1/9', '1/7', '1/6', '3', '5'] -> (3 / 1/7 - 5) * 1/6 / 1/9
[397] ['5/7', '7/9', '8/5', '7', '8'] -> (7 - 8/5) * 8 * 5/7 * 7/9
[398] ['2/3', '9/8', '7/6', '2', '7'] -> 7 / (2/3 / 2 + 9/8 - 7/6)
[399] ['2/5', '4/7', '1', '9/7', '4'] -> 9/7 / (1 / (2/5 * 4) - 4/7)
[400] ['3/7', '7/4', '3', '3', '9/2'] -> (3/7 + 3) * 7/4 * 9/2 - 3
[401] ['5/7', '3/2', '5/3', '3', '7'] -> (5/3 + 3) * (5/7 + 7) / 3/2
[402] ['2/9', '3/8', '4/7', '3', '4'] -> (4 / (4/7 * (2/9 * 3)) - 3/8))
[403] ['4/5', '4/5', '6/7', '2', '2'] -> 2 * (4/5 / (6/7 - 4/5) - 2)
[404] ['2/5', '8/7', '7/6', '4', '9'] -> 9 + (8/7 + 4) * 7/6 / 2/5
[405] ['1/5', '7/8', '5/3', '6', '8'] -> 6 * (8 * 7/8 / 5/3 - 1/5)
[406] ['3/7', '9/5', '9/5', '3', '3'] -> 3 * (9/5 / 9/5 + 3 / 3/7)
[407] ['5/9', '5/7', '7/6', '2', '5'] -> (5/7 + 5) * 2 * 7/6 / 5/9
[408] ['1/9', '2/3', '1', '7/5', '8'] -> (8 / (1 + 7/5) - 2/3) / 1/9
[409] ['4/5', '4/5', '7/8', '2', '2'] -> (4/5 + 2 / 2) / (7/8 - 4/5)
[410] ['2/5', '8/7', '6/5', '4', '9'] -> 8/7 * (9 + 4 * 6/5 / 2/5)
[411] ['5/7', '7/9', '9/5', '7', '8'] -> (7 + 8) * (9/5 / 7/9 - 5/7)
[412] ['1/8', '4/5', '3/2', '3', '7'] -> 3 * (3/2 / (1/8 * 4/5) - 7)
[413] ['2/7', '3/5', '8/9', '3', '6'] -> (8/9 + 3) * (6 + 2/7 * 3/5)
[414] ['1/9', '1/7', '1/4', '3', '5'] -> 1/7 / 1/4 * (5 / 1/9 - 3)
[415] ['5/7', '3/2', '9/4', '3', '7'] -> (3 - 5/7) * 7 * 9/4 / 3/2
[416] ['2/9', '3/8', '4/5', '3', '4'] -> (4 / 4/5 - 3) / (2/9 * 3/8)
[417] ['2/5', '8/7', '9/7', '4', '9'] -> 4 + 9 / (9/7 * 2/5 / 8/7)
[418] ['4/7', '7/9', '7/4', '3', '5'] -> 5 * 3 / 4/7 - 7/4 / 7/9
[419] ['3/7', '9/5', '7/3', '3', '3'] -> 9/5 * (3 * 7/3 / 3/7 - 3)
[420] ['2/3', '9/8', '9/5', '2', '7'] -> 7 / (9/8 / 9/5 - 2/3 / 2)
[421] ['5/7', '3/2', '8/3', '3', '7'] -> 8/3 * 7 * (3 / 3/2 - 5/7)
[422] ['3/7', '9/5', '5/2', '3', '3'] -> 5/2 * (3 * 9/5 / 3/7 - 3)
[423] ['1/9', '1/7', '3/8', '3', '5'] -> (5 / ((1/9 + 3/8) * 1/7) * 3))
[424] ['2/5', '8/7', '7/5', '4', '9'] -> 9 / (2/5 * 4 - 7/5 / 8/7)
[425] ['4/5', '4/5', '6/5', '2', '2'] -> 4/5 / (2 / (6/5 * 2) - 4/5)
[426] ['1/9', '3/7', '4/3', '4', '6'] -> 3/7 * 4/3 * (6 + 4 / 1/9)
[427] ['5/7', '8/5', '7/4', '3', '7'] -> 8/5 + 7/4 * (3 + 7 / 5/7)
[428] ['2/3', '8/7', '8/7', '2', '7'] -> (7 + 8/7 / 8/7) * 2 / 2/3
[429] ['5/7', '7/9', '9/2', '7', '8'] -> 8 / (7 * 5/7 / 9/2 - 7/9)
[430] ['2/5', '4/7', '1', '5/2', '4'] -> (4/7 + 4) * (5/2 / 2/5 - 1)
[431] ['5/7', '8/5', '9/4', '3', '7'] -> 3 / (5/7 / 8/5 - 9/4 / 7)
[432] ['2/5', '8/7', '5/3', '4', '9'] -> 8/7 * 5/3 * (9 - (2/5 - 4))
[433] ['2/3', '8/7', '5/4', '2', '7'] -> 2 / (7 * (5/4 - 8/7) - 2/3)
[434] ['3/7', '9/5', '3', '3', '9/2'] -> 9/2 * (3 / 3/7 - 3 / 9/5)
[435] ['1/5', '8/9', '8/7', '6', '8'] -> 8/7 * (6 / 1/5 - 8 / 8/9)
[436] ['1/9', '3/7', '3/2', '4', '6'] -> 6 / (1/9 * (3/7 + 3/2)) - 4
[437] ['1/9', '1/7', '5/9', '3', '5'] -> (3 / 1/7 - 5) / (1/9 + 5/9)
[438] ['5/7', '4/5', '5/6', '7', '8'] -> 8 / (7 * (5/7 - 4/5 * 5/6))
[439] ['2/5', '4/7', '1', '7/2', '4'] -> 4 * (1 + 7/2 * 4/7 / 2/5)
[440] ['3/7', '9/4', '7/3', '3', '3'] -> 3 + 9/4 * (7/3 + 3 / 3/7)
[441] ['1/9', '1/7', '3/5', '3', '5'] -> (3/5 + 5) * (3 + 1/7 / 1/9)
[442] ['1/9', '5/7', '8/9', '1', '8'] -> 8 * (8/9 / (1 - 5/7) - 1/9)
[443] ['4/5', '4/5', '5/3', '2', '2'] -> 4/5 * 2 / (5/3 - 4/5 * 2)
[444] ['1/8', '5/6', '6/7', '3', '7'] -> (5/6 + 7 / 6/7) / (1/8 * 3)
[445] ['2/3', '8/7', '8/5', '2', '7'] -> (2 + 8/7 * 7) * 8/5 / 2/3
[446] ['2/9', '3/8', '8/5', '3', '4'] -> 8/5 * (3/8 * 4 + 3 / 2/9)
[447] ['2/5', '4/7', '1', '4', '9/2'] -> (4 - 4/7) * (9/2 + 1 / 2/5)
[448] ['1/5', '8/9', '9/7', '6', '8'] -> 9/7 * (6 * 8/9 / 1/5 - 8)
[449] ['1/9', '3/7', '5/3', '4', '6'] -> 4 / (3/7 * (1/9 + 5/3 / 6))
[450] ['5/7', '5/3', '5/3', '3', '7'] -> (5/7 + 5/3 * 3) * 7 / 5/3
[451] ['4/7', '4/5', '4/5', '3', '5'] -> (5 + 4/5 / 4/7) * 3 / 4/5
[452] ['1/8', '5/6', '8/7', '3', '7'] -> (3 - 1/8 * 8/7) * 7 / 5/6
[453] ['1/5', '8/9', '4/3', '6', '8'] -> 6 + 8 / (1/5 * (8/9 + 4/3))
[454] ['3/7', '9/4', '3', '3', '7/2'] -> (3/7 + 3) * 9/4 * 7/2 - 3
[455] ['4/7', '4/5', '5/6', '3', '5'] -> (5/6 + 5) * 3 * (4/7 + 4/5)
[456] ['3/7', '9/4', '3', '3', '9/2'] -> 9/4 * (3 + 3) + 9/2 / 3/7
[457] ['2/5', '3/5', '7/9', '1', '4'] -> 4 / (7/9 * 3/5 / 2/5 - 1)
[458] ['5/7', '4/5', '7/6', '7', '8'] -> 5/7 * 4/5 / (7/6 - 8 / 7)
[459] ['2/9', '2/5', '3/7', '3', '4'] -> 2/9 * 3 + 4 / (2/5 * 3/7)
[460] ['5/7', '5/3', '3', '7/2', '7'] -> 7/2 * (7 - 5/7 / 5/3 *
)[461] ['2/7', '5/8', '2/3', '3', '6'] -> 6 / (2/7 * (2/3 + 5/8 / 3))
[462] ['2/5', '8/7', '7/2', '4', '9'] -> 9 / (2/5 * (4 - 7/2 / 8/7))
[463] ['2/5', '3/5', '8/9', '1', '4'] -> 4 * 2/5 / 3/5 / (1 - 8/9)
[464] ['1/8', '5/6', '7/5', '3', '7'] -> (7 / (5/6 * 7/5) - 3) / 1/8
[465] ['5/7', '4/5', '4/3', '7', '8'] -> 8 * 5/7 * 4/5 * 7 / 4/3
[466] ['1/9', '5/7', '1', '4/3', '8'] -> (4/3 + 8) * (1 - 5/7) / 1/9
[467] ['5/7', '7/4', '7/3', '3', '7'] -> (3 + 7) / (5/7 * (7/3 - 7/4))
[468] ['5/9', '5/7', '2', '7/2', '5'] -> 2 + 7/2 * (5 + 5/7 / 5/9)
[469] ['5/7', '4/5', '3/2', '7', '8'] -> 7 * 5/7 / 3/2 * (8 - 4/5)
[470] ['4/7', '4/5', '6/5', '3', '5'] -> (6/5 + 3) * (5 + 4/7 / 4/5)
[471] ['5/7', '7/4', '5/2', '3', '7'] -> 7/4 * (5/7 + 3) + 5/2 * 7
[472] ['2/3', '7/6', '9/5', '2', '7'] -> 9/5 * 2 * (2/3 + 7 / 7/6)
[473] ['1/9', '4/9', '4/7', '4', '6'] -> 4/9 / (1/9 - 4/7 / 6) - 4
[474] ['5/9', '5/7', '2', '9/2', '5'] -> 9/2 * (5 + 5/9 / 5/7) - 2
[475] ['2/9', '2/5', '7/9', '3', '4'] -> 3 * (2/9 + 4 * 7/9 / 2/5)
[476] ['1/5', '9/8', '8/7', '6', '8'] -> 8/7 * (6 / 1/5 - 9/8 * 8)
[477] ['1/8', '6/7', '8/9', '3', '7'] -> 8/9 * 7 * (6/7 / 1/8 - 3)
[478] ['5/7', '4/5', '9/4', '7', '8'] -> (7 + 8) / (5/7 * 4/5) - 9/4
[479] ['4/7', '4/5', '4/3', '3', '5'] -> 3 * (4/7 + 4/3) * (5 - 4/5)
[480] ['1/5', '9/8', '7/6', '6', '8'] -> (6 * 7/6 / 1/5 - 8) / 9/8
[481] ['1/9', '5/7', '1', '8/5', '8'] -> 8 / (1/9 * (8/5 + 1 / 5/7))
[482] ['5/9', '3/4', '4/5', '2', '5'] -> 2 * (3/4 + 5 / (5/9 * 4/5))
[483] ['2/5', '7/6', '7/3', '4', '9'] -> 9 + (4 + 7/3 / 7/6) / 2/5
[484] ['2/7', '5/8', '5/4', '3', '6'] -> 6 * (5/4 / (2/7 * 5/8) - 3)
[485] ['5/9', '3/4', '6/7', '2', '5'] -> 5 / (3/4 - 5/9) - 6/7 * 2
[486] ['5/7', '9/5', '9/4', '3', '7'] -> 9/4 * (9/5 + 7) + 3 / 5/7
[487] ['1/5', '9/8', '9/7', '6', '8'] -> 9/7 * (6 / (1/5 * 9/8) - 8)
[488] ['1/9', '5/7', '1', '7/4', '8'] -> (8 / ((1/9 * 7/4) * 5/7) + 1))
[489] ['2/7', '5/8', '4/3', '3', '6'] -> (3 / 2/7 + 6 / 4/3) / 5/8
[490] ['5/7', '9/5', '5/2', '3', '7'] -> 5/2 * 3 * (5/7 * 7 - 9/5)
[491] ['1/9', '1/7', '3/2', '3', '5'] -> (1/7 + 5) * 3/2 * (1/9 + 3)
[492] ['5/7', '5/6', '5/6', '7', '8'] -> 8 * 5/7 * 7 / (5/6 + 5/6)
[493] ['1/9', '4/9', '9/7', '4', '6'] -> 4/9 * 9/7 * (6 + 4 / 1/9)
[494] ['4/7', '4/5', '9/5', '3', '5'] -> 5 * 3 / 4/7 - 9/5 / 4/5
[495] ['2/7', '5/8', '7/5', '3', '6'] -> (6 + 3 / 7/5) / (5/8 - 2/7)
[496] ['2/3', '6/5', '2', '7/3', '7'] -> 6/5 * 2 * (7 + 2/3 + 7/3)
[497] ['5/7', '9/5', '3', '7/2', '7'] -> 5/7 * 7/2 * (9/5 * 7 - 3)
[498] ['5/7', '5/6', '6/7', '7', '8'] -> ((7 + 8) / 5/6 - 6/7) / 5/7
[499] ['5/9', '3/4', '6/5', '2', '5'] -> 6/5 / (5 - (3/4 + 2) / 5/9)
[500] ['4/9', '4/9', '7/9', '3', '3'] -> 3 / (4/9 + 4/9 - 7/9) - 3
[501] ['4/7', '4/5', '9/4', '3', '5'] -> (4/7 + 4/5 * 5) * (9/4 + 3)
[502] ['2/9', '2/5', '9/7', '3', '4'] -> 3 * (2/9 + 4 / (2/5 * 9/7))
[503] ['2/5', '5/8', '1', '7/6', '4'] -> 1 / (7/6 / 4 - 2/5 * 5/8)
[504] ['5/7', '9/5', '3', '9/2', '7'] -> (3 + 9/2) * (5/7 * 7 - 9/5)
[505] ['2/3', '5/4', '9/7', '2', '7'] -> (9/7 + 2 / 2/3) * 7 / 5/4
[506] ['1/9', '1/7', '9/5', '3', '5'] -> 5 * (3 / 1/7 - 9/5 / 1/9)
[507] ['4/7', '4/5', '5/2', '3', '5'] -> (4/7 + 4/5) * (5/2 + 3 * 5)
[508] ['4/9', '4/9', '7/8', '3', '3'] -> 3 * (4/9 + 3) / (7/8 - 4/9)
[509] ['2/5', '5/8', '1', '6/5', '4'] -> (1 + 4) * 6/5 / (2/5 * 5/8)
[510] ['4/5', '5/6', '7/4', '2', '2'] -> 2 / (5/6 + 7/4 - 2 / 4/5)
[511] ['4/9', '4/9', '8/9', '3', '3'] -> 3 / (4/9 / 4/9 - 8/9) - 3
[512] ['1/8', '6/7', '8/3', '3', '7'] -> 6/7 / (3 / (8/3 * 7) - 1/8)
[513] ['1/5', '9/8', '7/2', '6', '8'] -> 8 * 9/8 / 1/5 - 7/2 * 6
[514] ['2/9', '2/5', '7/3', '3', '4'] -> 2/9 * 3 + 4 * 7/3 / 2/5
[515] ['5/7', '9/4', '3', '7/2', '7'] -> 9/4 * 7/2 * (5/7 + 7 / 3)
[516] ['2/7', '5/8', '5/2', '3', '6'] -> 3 * (5/2 / (2/7 * 5/8) - 6)
[517] ['5/9', '3/4', '7/4', '2', '5'] -> 2 * 5 * (7/4 / 5/9 - 3/4)
[518] ['4/5', '5/6', '2', '2', '5/2'] -> 2 / ((5/2 - 5/6) / 4/5 - 2)
