[89511] ['2/7', '1', '9/7', '7/4', '3'] -> 2/7 / ((9/7 + 7/4) / 3 - 1)
[89765] ['1/8', '1/3', '5/7', '5', '6'] -> (5 / 5/7 - 6) / (1/8 * 1/3)
[89766] ['1/8', '4/9', '1', '1', '9/4'] -> (4/9 * 9/4 + 1 + 1) / 1/8
[89767] ['2/9', '5/8', '5/4', '5', '7'] -> 7 + (5 + 5/4 / 2/9) / 5/8
[89768] ['5/9', '5/8', '2', '7/3', '4'] -> (4 + 2 + 7/3) / (5/9 * 5/8)
[89769] ['9/8', '4/3', '8/5', '8', '8'] -> 8/5 * (9/8 * 8 + 8 / 4/3)
[89770] ['4/9', '9/7', '7/3', '4', '4'] -> 4 * (4 / 4/9 - 9/7 * 7/3)
[89771] ['4/9', '5/9', '7/3', '4', '4'] -> 4 + (4/9 + 7/3) / (5/9 / 4)
[89772] ['2/3', '5/6', '1', '8/5', '5'] -> 5 / ((2/3 + 1) / 8/5 - 5/6)
[89773] ['1', '5/3', '9/5', '2', '7/2'] -> 5/3 * 9/5 * (1 + 2 * 7/2)
[89774] ['1/6', '1/4', '8/5', '6', '7'] -> 7 / (1/4 * 8/5 - 1/6) - 6
[89775] ['2/7', '1', '7/4', '8/3', '3'] -> 3 / (2/7 * 7/4 - 1 / 8/3)
[89776] ['9/8', '4/3', '7/4', '8', '8'] -> 8 / (7/4 - 9/8 * 4/3) - 8
[89777] ['1/8', '1/3', '6/7', '5', '6'] -> 6 / 6/7 / (1/8 * 5 - 1/3)
[89778] ['1/8', '4/9', '1', '1', '7/2'] -> (1 + 4/9 * (1 + 7/2)) / 1/8
[89779] ['1/7', '5/9', '1', '9/8', '2'] -> (1 + 2 / 1/7) / (5/9 * 9/8)
[89780] ['5/9', '5/8', '2', '8/3', '4'] -> 2 * 8/3 * 4 / (5/9 / 5/8)
[89781] ['2/7', '1', '9/5', '9/5', '3'] -> 3 * ((1 + 9/5) / 2/7 - 9/5)
[89782] ['2/9', '3/8', '8/7', '6', '9'] -> 3/8 * 8/7 * 9 * (2/9 + 6)
[89783] ['1/6', '2/7', '2/5', '6', '7'] -> 7 / (2/5 * 1/6 / 2/7) - 6
[89784] ['5/9', '5/3', '7/2', '5', '9'] -> (5/3 + 5 * 9) / (5/9 * 7/2)
[89785] ['1/8', '1/3', '9/7', '5', '6'] -> (6 / 9/7 - 1/3 * 5) / 1/8
[89786] ['2/9', '5/8', '3/2', '5', '7'] -> (5 + 7 / 3/2) / (5/8 - 2/9)
[89787] ['5/9', '5/8', '2', '7/2', '4'] -> 4 / (5/9 * (7/2 - 2 / 5/8))
[89788] ['1/8', '1/2', '4/7', '1', '1'] -> ((1 + 1) / 4/7 - 1/2) / 1/8
[89789] ['2/3', '6/7', '8/9', '1', '5'] -> 1 / (8/9 - 6/7) - 5 / 2/3
[89790] ['1/6', '2/7', '4/9', '6', '7'] -> 4/9 * 7 * (6 + 2/7 / 1/6)
[89791] ['2/7', '1', '9/5', '7/3', '3'] -> 3 + (1 + 7/3) / (2/7 / 9/5)
[89792] ['1', '5/3', '2', '7/3', '5/2'] -> (5/3 + 7/3) * (1 + 2 * 5/2)
[89793] ['2/3', '6/7', '1', '9/8', '5'] -> 5 / 2/3 / (9/8 / 6/7 - 1)
[89794] ['1/8', '1/2', '5/7', '1', '1'] -> (1 / (1 - 5/7) - 1/2) / 1/8
[89795] ['2/9', '3/8', '9/7', '6', '9'] -> 3/8 * (2/9 + 6) * (9/7 + 9)
[89796] ['2/7', '1', '9/5', '5/2', '3'] -> 3 * (1 / 2/7 + 9/5 * 5/2)
[89797] ['1/5', '1/5', '7/9', '3', '9'] -> 3 * (1/5 / 1/5 + 7/9 * 9)
[89798] ['1', '5/3', '2', '7/3', '7/2'] -> (5/3 + 7/3) * (2 * 7/2 - 1)
[89799] ['2/9', '5/8', '9/5', '5', '7'] -> 7 / (2/9 + 5/8 / 9/5 / 5)
[89800] ['2/7', '1', '9/5', '8/3', '3'] -> 9/5 * (1 + 3 + 8/3 / 2/7)
[89801] ['5/9', '7/4', '7/3', '5', '9'] -> (9 + 5 / 5/9) / (7/4 / 7/3)
[89802] ['1/7', '5/9', '1', '4/3', '2'] -> 2 / (1/7 * (1 - 5/9 / 4/3))
[89803] ['4/9', '4/3', '9/5', '4', '4'] -> 4 * (4/9 + 4) / (4/3 / 9/5)
[89804] ['1/5', '1/5', '6/7', '3', '9'] -> 6/7 * (1/5 / 1/5 + 3 * 9)
[89805] ['4/9', '4/7', '3/4', '4', '4'] -> (4 + 4 / 4/7) / 4/9 - 3/4
[89806] ['2/9', '5/8', '9/4', '5', '7'] -> (5 + 7) / (2/9 + 5/8 / 9/4)
[89807] ['1/8', '1/2', '4/5', '1', '1'] -> (1/2 + (1 + 1) / 4/5) / 1/8
[89808] ['5/9', '7/4', '5/2', '5', '9'] -> (9 + 5 / 5/9) / (5/2 - 7/4)
[89809] ['1', '5/3', '2', '5/2', '8/3'] -> (2 + 5/2) * (8/3 + 1 + 5/3)
[89810] ['4/9', '4/7', '4/5', '4', '4'] -> (4/9 + 4) * (4 + 4/5 / 4/7)
[89811] ['1/7', '5/9', '1', '3/2', '2'] -> (2 / 1/7 - 1 / 3/2) / 5/9
[89812] ['1', '5/3', '2', '5/2', '7/2'] -> 5/2 / (7/2 / 5/3 - 2) - 1
[89813] ['1/6', '2/7', '4/5', '6', '7'] -> 4/5 * 7 * (6 - 2/7 / 1/6)
[89814] ['9/8', '7/5', '7/3', '8', '8'] -> 9/8 * (8 + 8 / (7/5 / 7/3))
[89815] ['1/5', '1/5', '9/7', '3', '9'] -> 3 * (1/5 / 1/5 + 9 / 9/7)
[89816] ['4/9', '7/5', '3/2', '4', '4'] -> 4 / (4/9 - 3/2 / (7/5 + 4))
[89817] ['2/3', '6/7', '1', '4/3', '5'] -> 5 / (1 / (6/7 * 4/3) - 2/3)
[89818] ['2/7', '1', '9/4', '9/4', '3'] -> 3 * (1 / 2/7 + 9/4 + 9/4)
[89819] ['2/9', '5/8', '8/3', '5', '7'] -> (7 + 8/3 * 5) / (2/9 + 5/8)
[89820] ['2/9', '3/8', '5/2', '6', '9'] -> 6 * 9 - 5/2 / (2/9 * 3/8)
[89821] ['9/8', '7/5', '5/2', '8', '8'] -> (7/5 + 8 / (5/2 / 8)) / 9/8
[89822] ['2/7', '1', '9/4', '7/3', '3'] -> 2/7 * 3 / (1 - 9/4 / 7/3)
[89823] ['2/3', '6/7', '1', '7/5', '5'] -> (1 + 5 / 7/5) / (6/7 - 2/3)
[89824] ['1/5', '2/9', '1/4', '3', '9'] -> 9 / (1/5 * (3 - 1/4 / 2/9))
[89825] ['4/9', '4/7', '9/8', '4', '4'] -> 4 / (9/8 * (4/7 - 4/9)) - 4
[89826] ['5/9', '9/5', '9/4', '5', '9'] -> (5 + 5/9 * 9/5) / (9/4 / 9)
[89827] ['1/6', '2/7', '9/8', '6', '7'] -> (6 + 7) / (9/8 - 1/6 / 2/7)
[89828] ['1', '7/4', '7/4', '2', '9/4'] -> 2 / (7/4 / (7/4 - 1) - 9/4)
[89829] ['1/8', '1/2', '1', '1', '9/7'] -> (1 / (9/7 - 1) - 1/2) / 1/8
[89830] ['2/7', '1', '7/3', '7/3', '3'] -> 7/3 * (2/7 + 3 * (1 + 7/3))
[89831] ['1/8', '2/5', '5/9', '5', '6'] -> (6 - 5/9 * (2/5 + 5)) / 1/8
[89832] ['5/4', '9/7', '7/3', '5', '8'] -> 8 * (9/7 + 5 / (5/4 * 7/3))
[89834] ['4/9', '4/7', '7/6', '4', '4'] -> 7/6 * 4 * 4 / (4/9 / 4/7)
[89833] ['2/9', '2/3', '4/5', '5', '7'] -> 5 * (4/5 + 7 - 2/3 / 2/9)
[89835] ['2/9', '2/5', '1/2', '6', '9'] -> 9 / (6 - 1/2 / (2/9 * 2/5))
[89836] ['2/3', '6/7', '1', '7/4', '5'] -> 5 / ((7/4 - 1) / 6/7 - 2/3)
[89837] ['1/5', '2/9', '3/8', '3', '9'] -> 3 / (2/9 * 9 - 3/8 / 1/5)
[89838] ['1/6', '2/7', '5/4', '6', '7'] -> (6 - 2/7 / 1/6) / (5/4 / 7)
[89839] ['2/7', '1', '5/2', '5/2', '3'] -> 3 + (5/2 + 1 + 5/2) / 2/7
[89840] ['1/8', '1/2', '1', '1', '8/5'] -> 8/5 * (1 / (1/8 * 1/2) - 1)
[89841] ['4/9', '7/5', '7/3', '4', '4'] -> (4 + 4 / (7/5 / 7/3)) / 4/9
[89842] ['2/9', '2/3', '6/7', '5', '7'] -> 7 * (6/7 * (5 - 2/9) - 2/3)
[89843] ['1/5', '2/9', '3/7', '3', '9'] -> 2/9 * (3 + 9 / (1/5 * 3/7))
[89844] ['9/8', '3/2', '8/5', '8', '8'] -> 9/8 * 8/5 * (8 + 8 / 3/2)
[89845] ['1/7', '5/9', '1', '2', '7/3'] -> (7/3 / 1/7 - (1 + 2)) / 5/9
[89846] ['4/9', '4/7', '5/4', '4', '4'] -> 5/4 + (4 + 4 / 4/9) / 4/7
[89847] ['4/9', '7/5', '5/2', '4', '4'] -> (7/5 + 4) * 4 * 4/9 * 5/2
[89848] ['5/4', '9/7', '9/2', '5', '8'] -> 8 / (9/7 / 9/2) - 5 / 5/4
[89849] ['2/9', '2/3', '7/8', '5', '7'] -> 5 / (2/9 / 2/3 - 7/8 / 7)
[89850] ['2/7', '1', '8/3', '3', '7/2'] -> (8/3 - 2/7) * 3 * 7/2 - 1
[89851] ['1/5', '2/9', '1/2', '3', '9'] -> 1/5 * 3 * (9 / 2/9 - 1/2)
[89852] ['4/9', '7/5', '8/3', '4', '4'] -> (7/5 + 4) * (8/3 + 4/9 * 4)
[89853] ['9/8', '3/2', '9/5', '8', '8'] -> 9/5 * (8 / (3/2 - 9/8) - 8)
[89854] ['2/9', '2/5', '5/7', '6', '9'] -> 5/7 * 6 * 9 * (2/9 + 2/5)
[89855] ['4/9', '4/7', '4/3', '4', '4'] -> (4 - 4/7) * (4 + 4/3 / 4/9)
[89856] ['1', '7/4', '9/5', '2', '7/3'] -> 9/5 * (1 + 7/3) / (2 - 7/4)
[89857] ['1/6', '2/7', '9/5', '6', '7'] -> 6 * (7 / (9/5 - 1/6) - 2/7)
[89858] ['2/9', '2/3', '7/6', '5', '7'] -> 7 * ((5 - 2/9) / 7/6 - 2/3)
[89859] ['2/7', '1', '3', '9/2', '9/2'] -> 3 * (9/2 + 9/2 / (2/7 + 1))
[89860] ['1/8', '5/9', '5/9', '1', '1'] -> (5/9 / 5/9 + 1 + 1) / 1/8
[89861] ['4/9', '7/5', '4', '4', '9/2'] -> (4/9 + 4) * 7/5 * 9/2 - 4
[89862] ['2/3', '7/8', '7/8', '1', '5'] -> 5 / (7/8 * (1 - 2/3 / 7/8))
[89863] ['1/7', '5/9', '1', '2', '9/2'] -> 2 + 9/2 * (1 + 5/9 / 1/7)
[89864] ['5/9', '8/3', '7/2', '5', '9'] -> (8/3 * 7/2 - (5 - 9)) / 5/9
[89865] ['1/8', '2/5', '8/9', '5', '6'] -> 6 + 5 / (8/9 * 1/8 / 2/5)
[89866] ['1/5', '2/9', '5/7', '3', '9'] -> 9 * (3 - 2/9 / 5/7) - 1/5
[89867] ['4/9', '4/7', '8/5', '4', '4'] -> (4/9 + 4) * (4 / 4/7 - 8/5)
[89868] ['1/7', '4/7', '4/7', '1', '2'] -> (1 + 2) / (1/7 / (4/7 + 4/7))
[89869] ['2/3', '7/8', '8/9', '1', '5'] -> (2/3 + 1) / (5 * (8/9 - 7/8))
[89870] ['5/4', '7/5', '7/3', '5', '8'] -> 8 / (5 - 5/4 * (7/5 + 7/3))
[89871] ['9/8', '8/5', '8/5', '8', '8'] -> 8/5 + 8 + 8 * 9/8 * 8/5
[89872] ['1', '7/4', '9/5', '2', '9/2'] -> 9/2 / (7/4 / (9/5 - 1) - 2)
[89873] ['4/9', '4/7', '5/3', '4', '4'] -> (4 - 5/3) / (4/9 / (4/7 + 4))
[89874] ['4/9', '3/2', '9/5', '4', '4'] -> 9/5 * 4 * (4 - 4/9 * 3/2)
[89875] ['4/7', '4/7', '4/7', '5', '9'] -> (4/7 + 4/7 + 4/7) * (5 + 9)
[89876] ['1/6', '1/3', '7/5', '6', '7'] -> 7 / (7/5 * (1/3 - 1/6)) - 6
[89877] ['1', '7/4', '2', '9/4', '5/2'] -> (7/4 + 9/4) * (1 + 2 * 5/2)
[89878] ['1/3', '1/3', '1', '9/7', '3'] -> (1 + 3 / (1/3 * 9/7)) / 1/3
[89879] ['2/9', '2/5', '7/6', '6', '9'] -> (2/5 + 6) * (9 - 7/6 / 2/9)
[89880] ['4/9', '8/5', '8/5', '4', '4'] -> 4 * (8/5 / 4/9 - (8/5 - 4))
[89881] ['9/8', '8/5', '7/3', '8', '8'] -> 9/8 * 8 * (8 / 8/5 - 7/3)
[89882] ['1/3', '1/3', '1', '7/5', '3'] -> (1 + 7/5) / (1/3 / (1/3 + 3))
[89883] ['1/8', '5/9', '4/5', '1', '1'] -> 1 / 5/9 / (1 - (1/8 + 4/5))
[89884] ['2/9', '2/5', '5/4', '6', '9'] -> 9 * 2/9 / 2/5 / (5/4 / 6)
[89885] ['1/7', '4/7', '4/5', '1', '2'] -> (1 + 4/7 / 4/5) / (1/7 / 2)
[89886] ['4/9', '4/7', '9/4', '4', '4'] -> 4 * (4 / 4/7 - 4/9 * 9/4)
[89887] ['2/3', '7/8', '1', '7/5', '5'] -> 5 / (7/8 / 7/5) / (1 - 2/3)
[89888] ['9/8', '8/5', '5/2', '8', '8'] -> 8 * (9/8 + 5/2) - 8 / 8/5
[89889] ['4/7', '4/7', '7/9', '5', '9'] -> (4/7 + 4/7 * 5) * 7/9 * 9
[89890] ['4/9', '8/5', '7/4', '4', '4'] -> (4/9 + 4) * (7/4 * 4 - 8/5)
[89891] ['1', '7/4', '2', '7/3', '8/3'] -> (8/3 + 1 + 7/3) / (2 - 7/4)
[89892] ['1/3', '1/3', '1', '9/5', '3'] -> (1 + 3 / 9/5) / (1/3 * 1/3)
[89893] ['4/9', '4/7', '5/2', '4', '4'] -> 4 / 4/9 / (5/2 / 4/7 - 4)
[89894] ['4/9', '8/5', '7/3', '4', '4'] -> (4 - 7/3) * 4 / (4/9 / 8/5)
[89895] ['4/9', '4/7', '8/3', '4', '4'] -> (8/3 + 4 * 4) / (4/9 / 4/7)
[89896] ['2/3', '7/8', '1', '9/5', '5'] -> (1 + 9/5) * 5 / (2/3 * 7/8)
[89897] ['1/6', '3/8', '5/7', '6', '7'] -> (6 - 5/7) / (1/6 + 3/8 / 7)
[89898] ['2/9', '5/7', '6/7', '5', '7'] -> (7 - 5/7) / 2/9 - 6/7 * 5
[89899] ['1/3', '1/3', '1', '5/2', '3'] -> (1/3 + 3) / (1/3 / 5/2) - 1
[89900] ['1/8', '5/9', '1', '1', '9/8'] -> 1 / 1/8 / (1 / 9/8 - 5/9)
[89901] ['9/8', '5/3', '7/4', '8', '8'] -> (7/4 - 9/8) * 8 / (5/3 / 8)
[89902] ['1/5', '2/9', '5/4', '3', '9'] -> 9 / (1/5 / 2/9) / (5/4 / 3)
[89903] ['4/9', '4/7', '4', '4', '9/2'] -> (4 - 4/9) / (4/7 / 9/2) - 4
[89904] ['1/8', '3/7', '4/9', '5', '6'] -> 4/9 * (5 / 1/8 + 6 / 3/7)
[89905] ['4/9', '8/5', '7/2', '4', '4'] -> 4 + 8/5 * (7/2 + 4 / 4/9)
[89906] ['9/8', '5/3', '7/3', '8', '8'] -> 8 * 5/3 * 7/3 - 8 / 9/8
[89907] ['2/9', '2/5', '7/2', '6', '9'] -> 9 / (6 - 7/2 / (2/9 + 2/5))
[89908] ['1/6', '3/8', '6/7', '6', '7'] -> 7 / 6/7 - (1/6 - 6 / 3/8)
[89909] ['2/9', '3/7', '3/7', '6', '9'] -> 9 * (2/9 * 3/7 + 3/7 * 6)
[89910] ['9/8', '5/3', '5/2', '8', '8'] -> 8 * 8 * (5/2 / 5/3 - 9/8)
[89911] ['4/9', '3/5', '5/7', '4', '4'] -> 5/7 * 4 * (4 / 4/9 - 3/5)
[89912] ['4/9', '5/3', '5/3', '4', '4'] -> (4 + 4 / 5/3) / (4/9 / 5/3)
[89913] ['2/9', '5/7', '8/7', '5', '7'] -> (8/7 / 2/9 + 5 + 7) / 5/7
[89914] ['1/7', '4/7', '1', '8/5', '2'] -> (1 + 4/7 * 2) / (1/7 / 8/5)
[89915] ['1/8', '5/9', '1', '1', '9/7'] -> (1 + 9/7 * (5/9 + 1)) / 1/8
[89916] ['2/3', '8/9', '1', '5/4', '5'] -> 5 * 2/3 / 5/4 / (1 - 8/9)
[89917] ['2/9', '5/7', '7/6', '5', '7'] -> (7 - 5/7) / 2/9 - 5 / 7/6
[89918] ['4/9', '5/3', '9/5', '4', '4'] -> 4 * (4 / 4/9 - 5/3 * 9/5)
[89919] ['1/6', '3/8', '5/4', '6', '7'] -> 5/4 + (1/6 + 3/8) * 6 * 7
[89920] ['2/9', '3/7', '3/5', '6', '9'] -> 6 / (2/9 * 3/5) - 9 / 3/7
[89921] ['2/3', '8/9', '1', '9/7', '5'] -> 5 / (1 / (8/9 * 9/7) - 2/3)
[89922] ['4/9', '3/5', '7/8', '4', '4'] -> 3/5 / (4 / (4/9 + 4) - 7/8)
[89923] ['1/8', '3/7', '4/5', '5', '6'] -> 3/7 * (6 + 5 / (1/8 * 4/5))
[89924] ['1/5', '2/9', '9/4', '3', '9'] -> 2/9 * 9/4 * (3 + 9 / 1/5)
[89925] ['1/8', '5/9', '1', '1', '7/4'] -> 1 / (5/9 * (1/8 + 7/4) - 1)
[89926] ['4/7', '4/7', '9/5', '5', '9'] -> 9 / (9/5 / 5) - 4/7 / 4/7
[89927] ['9/7', '9/7', '9/7', '5', '8'] -> 8 * (5 - (9/7 + 9/7) / 9/7)
[89928] ['4/9', '7/4', '7/4', '4', '4'] -> 7/4 / (4 - 7/4 / 4/9) - 4
[89929] ['5/9', '5/7', '5/3', '2', '4'] -> 4 / (5/7 - 5/9) - 2 / 5/3
[89930] ['1/8', '5/9', '1', '1', '9/5'] -> (5/9 * 9/5 + 1 + 1) / 1/8
[89931] ['1/6', '3/8', '7/4', '6', '7'] -> 7/4 * 6 / (7 * 1/6 * 3/8)
[89932] ['2/3', '8/9', '1', '8/5', '5'] -> 8/5 * 5 / (8/9 / 2/3 - 1)
[89933] ['9/8', '7/4', '8/3', '8', '8'] -> 8 / (8 - 8/3 * (9/8 + 7/4))
[89934] ['2/9', '3/7', '3/4', '6', '9'] -> 6 / (2/9 * 9 - 3/4 / 3/7)
[89935] ['2/9', '5/7', '4/3', '5', '7'] -> 7 * (5 - 5/7) - 4/3 / 2/9
[89936] ['9/8', '7/4', '7/2', '8', '8'] -> 8 * (9/8 + 8 - 7/4 * 7/2)
[89937] ['1/3', '3/8', '1', '6/5', '3'] -> 3 / (1 / 6/5 - (1/3 + 3/8))
[89938] ['9/7', '9/7', '3/2', '5', '8'] -> 8 * (5 * 9/7 / 3/2 - 9/7)
[89939] ['2/3', '8/9', '1', '7/4', '5'] -> 2/3 * 5 / (8/9 + 1 - 7/4)
[89940] ['4/9', '3/5', '5/4', '4', '4'] -> (4 + 4) / (5/4 * 4/9 * 3/5)
[89941] ['1/7', '3/5', '3/5', '1', '2'] -> (2 / 1/7 - (3/5 - 1)) / 3/5
[89942] ['1/5', '1/4', '3/7', '3', '9'] -> (9 / 3/7 - 3 / 1/5) / 1/4
[89943] ['1/3', '3/8', '1', '9/7', '3'] -> 3 / (1 - 3/8 / (1/3 * 9/7))
[89944] ['2/9', '5/7', '3/2', '5', '7'] -> (5/7 + 7) * (5 / 3/2 - 2/9)
[89945] ['2/3', '8/9', '1', '9/5', '5'] -> 5 * 8/9 * 9/5 / (1 - 2/3)
[89946] ['2/9', '3/7', '5/6', '6', '9'] -> 6 / (9 - 5/6 / (2/9 * 3/7))
[89947] ['4/7', '3/5', '5/8', '5', '9'] -> 4/7 * (3/5 + 9) * (5 - 5/8)
[89948] ['1/6', '2/5', '3/7', '6', '7'] -> 2/5 * 7 * (6 + 3/7 / 1/6)
[89949] ['1/7', '3/5', '5/7', '1', '2'] -> (3/5 * 5/7 + 1 + 2) / 1/7
[89950] ['9/7', '9/7', '9/5', '5', '8'] -> 8 * (5 - (9/7 + 9/7 / 9/5))
[89951] ['2/9', '5/7', '8/5', '5', '7'] -> 8/5 / 2/9 + (5 + 7) / 5/7
[89952] ['5/9', '5/7', '2', '7/3', '4'] -> 2 * 7/3 * 4 / (5/9 / 5/7)
[89953] ['4/9', '9/5', '7/3', '4', '4'] -> 4 + (4/9 + 7/3) * 9/5 * 4
[89954] ['1/8', '4/7', '4/7', '1', '1'] -> (4/7 / 4/7 + 1 + 1) / 1/8
[89955] ['1/3', '3/8', '1', '8/5', '3'] -> (1 + 3) / (3/8 - 1/3 / 8/5)
[89956] ['1', '9/5', '2', '7/3', '5/2'] -> 9/5 * 5/2 * (7/3 + 1 + 2)
[89957] ['2/3', '8/9', '1', '7/3', '5'] -> (7/3 / (1 - 8/9) - 5) / 2/3
[89958] ['9/7', '9/7', '9/2', '5', '8'] -> (9/7 + 9/2 * 8) / 9/7 - 5
[89959] ['5/9', '5/7', '2', '5/2', '4'] -> 4 / 5/9 / (2 / 5/7 - 5/2)
[89960] ['2/9', '3/7', '8/9', '6', '9'] -> 6 / 3/7 + 9 * (2/9 + 8/9)
[89961] ['1/6', '2/5', '5/9', '6', '7'] -> 6 + 7 / (1/6 + 2/5 * 5/9)
[89962] ['4/7', '3/5', '3/4', '5', '9'] -> 3/5 * 5 + 9 / (4/7 * 3/4)
[89963] ['1/5', '1/4', '5/6', '3', '9'] -> (3 + 9) / (1/5 + 1/4 / 5/6)
[89964] ['1/8', '4/7', '5/8', '1', '1'] -> (1 + 1 / (1/8 * 4/7)) / 5/8
[89965] ['5/9', '5/7', '2', '8/3', '4'] -> (2 + 8/3) * 4 / (5/9 / 5/7)
[89966] ['1/5', '1/4', '6/7', '3', '9'] -> 6/7 * (1/5 + 3) * (9 - 1/4)
[89967] ['1/8', '3/7', '7/5', '5', '6'] -> (6 - 5 * 3/7 * 7/5) / 1/8
[89968] ['9/8', '9/4', '7/3', '8', '8'] -> 8 * 8 * (9/8 * 7/3 - 9/4)
[89969] ['4/9', '3/5', '4', '4', '9/2'] -> 9/2 * (4 / 3/5 - 4/9) - 4
[89970] ['2/3', '1', '9/8', '7/6', '5'] -> 5 / 2/3 / (9/8 * 7/6 - 1)
[89971] ['2/9', '5/7', '7/3', '5', '7'] -> (7 + 7/3 / 5) / (2/9 / 5/7)
[89972] ['1/6', '2/5', '7/9', '6', '7'] -> 2/5 * (6 + 7 / (1/6 * 7/9))
[89973] ['1/8', '4/7', '7/9', '1', '1'] -> 1 / (1/8 * 7/9) / (1 - 4/7)
[89974] ['4/9', '5/8', '5/8', '4', '4'] -> (4 - 5/8) / (5/8 / (4/9 + 4))
[89975] ['4/9', '7/3', '7/2', '4', '4'] -> 4 / (4/9 / 7/3) / (7/2 / 4)
[89976] ['1/8', '4/7', '4/5', '1', '1'] -> (1 / 4/7 + 1 / 4/5) / 1/8
[89977] ['1/5', '1/4', '8/7', '3', '9'] -> 8/7 * (9 / 1/4 - 3 / 1/5)
[89978] ['9/8', '7/3', '5/2', '8', '8'] -> 5/2 * 8 / (9/8 - 7/3 / 8)
[89979] ['5/9', '3/4', '3/4', '2', '4'] -> 2 * 4 / (3/4 - 5/9 * 3/4)
[89980] ['4/7', '3/5', '9/8', '5', '9'] -> 9 / (5 * (9/8 - 3/5 / 4/7))
[89981] ['4/9', '7/3', '4', '4', '9/2'] -> (4 + 4) / (7/3 - 4/9 * 9/2)
[89982] ['1', '9/5', '2', '7/2', '9/2'] -> (1 + 9/2) / (2 - 9/5) - 7/2
[89983] ['1/5', '1/4', '7/6', '3', '9'] -> (9 - 1/4) / (7/6 / (1/5 + 3))
[89984] ['9/7', '4/3', '9/4', '5', '8'] -> 9/7 * (5 + 4/3 * (9/4 + 8))
[89985] ['4/9', '5/2', '5/2', '4', '4'] -> 4 / (4/9 / 5/2) - (5/2 - 4)
[89986] ['5/9', '3/4', '4/5', '2', '4'] -> 4 / (5/9 * 3/4) / (4/5 / 2)
[89987] ['2/9', '5/7', '9/2', '5', '7'] -> 7 * 5/7 * 5 - 2/9 * 9/2
[89988] ['2/9', '3/7', '7/5', '6', '9'] -> (6 / (2/9 * 7/5) - 9) / 3/7
[89989] ['9/8', '7/3', '9/2', '8', '8'] -> 8 / (7/3 - 8 * 9/8 / 9/2)
[89990] ['1/8', '4/7', '7/8', '1', '1'] -> (1 + 1 / (4/7 * 7/8)) / 1/8
[89991] ['1/8', '3/7', '9/5', '5', '6'] -> (9/5 / 3/7 - 6 / 5) / 1/8
[89992] ['1/6', '2/5', '8/9', '6', '7'] -> 8/9 * (7 / 1/6 - 6 / 2/5)
[89993] ['4/7', '3/5', '4/3', '5', '9'] -> 3/5 * 5 + 9 / (4/7 / 4/3)
[89994] ['1/7', '3/5', '1', '8/7', '2'] -> 8/7 / 1/7 / (2 - 1 / 3/5)
[89995] ['1/5', '1/4', '7/3', '3', '9'] -> (7/3 * 9 - 3 / 1/5) / 1/4
[89996] ['1/6', '2/5', '9/8', '6', '7'] -> (7 / 1/6 - 6 / 2/5) / 9/8
[89997] ['2/9', '3/4', '7/9', '5', '7'] -> (7 / 7/9 - 5) / (2/9 * 3/4)
[89998] ['1/8', '3/7', '7/3', '5', '6'] -> (3/7 + 6) / (5 * 1/8 / 7/3)
[89999] ['1/7', '3/5', '1', '7/6', '2'] -> (2 + 1 / (3/5 * 7/6)) / 1/7
[90000] ['1/8', '4/7', '1', '1', '9/8'] -> 1 + (9/8 + 1 / 4/7) / 1/8
[90001] ['1/5', '1/4', '8/3', '3', '9'] -> (3 + 9) / (1/5 + 1/4) - 8/3
[90002] ['2/3', '1', '9/8', '7/2', '5'] -> 5 / (2/3 * 7/2 - (1 + 9/8))
[90003] ['1/2', '1/2', '7/9', '4', '4'] -> 4 / (1/2 / 7/9 - 1/2) - 4
[90004] ['8/7', '8/7', '7/6', '8', '8'] -> 8 / (8/7 + 8/7) / (7/6 / 8)
[90005] ['2/9', '3/4', '4/5', '5', '7'] -> (7 / 3/4 - 4/5 * 5) / 2/9
[90006] ['1/7', '3/5', '1', '5/4', '2'] -> 5/4 * (1 + (3/5 + 2) / 1/7)
[90007] ['8/7', '8/7', '6/5', '8', '8'] -> 8/7 / (8 / 8 - 8/7 / 6/5)
[90008] ['4/7', '3/5', '8/5', '5', '9'] -> (5 + 9) / (3/5 / (8/5 - 4/7))
[90009] ['2/9', '3/7', '5/2', '6', '9'] -> 9 / 2/9 - (5/2 + 6 / 3/7)
[90010] ['1/6', '2/5', '9/7', '6', '7'] -> 2/5 * (6 + 7 / (1/6 / 9/7))
[90011] ['9/7', '7/5', '7/4', '5', '8'] -> 7/4 * (7/5 * 5 - (9/7 - 8))
[90012] ['1/7', '3/5', '1', '9/7', '2'] -> 2 + (1 + 9/7 / 3/5) / 1/7
[90013] ['5/9', '3/4', '7/6', '2', '4'] -> 4 / (7/6 / 2 - 5/9 * 3/4)
[90014] ['4/7', '3/5', '5/3', '5', '9'] -> 4/7 * 9 * (5/3 + 3/5 * 5)
[90015] ['1/8', '3/7', '7/2', '5', '6'] -> 6 / (3/7 - 5 * 1/8 / 7/2)
[90016] ['1/2', '1/2', '9/7', '4', '4'] -> 4 / (1/2 * 9/7 - 1/2) - 4
[90017] ['1/6', '2/5', '4/3', '6', '7'] -> 6 * 7 / (4/3 + 1/6 / 2/5)
[90018] ['2/3', '1', '8/7', '5/4', '5'] -> 5 / ((2/3 + 1) / 8/7 - 5/4)
