[53704] ['1/8', '2/5', '7/4', '8', '8'] -> (8 / (1/8 + (7/4 / (2/5 + 8))))
[53949] ['5/8', '5/7', '5/3', '5', '5'] -> (5 / (5/7 * (5/8 - (5/3 / 5))))
[53950] ['1/6', '1/3', '5/8', '2', '2'] -> ((2 / 2) / ((1/3 * 5/8) - 1/6))
[53951] ['1/7', '3/8', '3/2', '2', '5'] -> (2 / (3/8 - (3/2 / (1/7 + 5))))
[53952] ['1/7', '3/4', '9/5', '2', '4'] -> (((2 / 1/7) - 4) / (3/4 / 9/5))
[53953] ['3/8', '6/7', '6/5', '4', '8'] -> (6/5 * ((4 / 3/8) + (8 / 6/7)))
[53954] ['2/7', '1', '4/3', '5/3', '4'] -> (4 / (((5/3 - 4/3) / 2/7) - 1))
[53955] ['2/7', '5/6', '1', '9/4', '7'] -> (1 / ((9/4 / 2/7) - (5/6 + 7)))
[53956] ['1/5', '5/9', '2/3', '6', '6'] -> ((6 / (2/3 - 5/9)) - (6 / 1/5))
[53957] ['3/5', '3/4', '7/9', '4', '7'] -> (4 + (7 / (7/9 * (3/5 * 3/4))))
[53958] ['1/7', '3/4', '2', '9/4', '4'] -> ((2 * 4) * ((3/4 / 1/7) - 9/4))
[53959] ['1/8', '1/2', '9/5', '8', '8'] -> (9/5 * ((8 / (1/2 - 1/8)) - 8))
[53960] ['2/7', '5/6', '1', '7/3', '7'] -> ((7 / 2/7) - (7/3 - (5/6 + 1)))
[53961] ['1/7', '7/5', '7/2', '4', '9'] -> (7/2 * ((7/5 * (9 - 4)) - 1/7))
[53962] ['4/5', '8/7', '9/7', '7', '7'] -> (7 * ((4/5 * (7 - 9/7)) - 8/7))
[53963] ['1/7', '3/8', '5/3', '2', '5'] -> ((2 + 5) / (1/7 * (3/8 + 5/3)))
[53964] ['3/5', '3/4', '6/7', '4', '7'] -> ((4 - (6/7 / 3/5)) / (3/4 / 7))
[53965] ['3/8', '6/7', '7/5', '4', '8'] -> (7/5 * (8 + (4 / (3/8 / 6/7))))
[53966] ['5/6', '7/5', '7/4', '6', '9'] -> (7/4 * (6 + (9 / (5/6 * 7/5))))
[53967] ['1/5', '5/9', '3/4', '6', '6'] -> ((6 / 5/9) / ((1/5 * 6) - 3/4))
[53968] ['4/5', '8/7', '4/3', '7', '7'] -> ((8/7 * 4/3) * (7 + (7 / 4/5)))
[53969] ['1/6', '1/3', '8/9', '2', '2'] -> (2 + ((2 + (8/9 / 1/6)) / 1/3))
[53970] ['1/7', '1/5', '5/2', '5', '8'] -> (8 + (5/2 * (5 + (1/5 / 1/7))))
[53971] ['5/6', '7/5', '9/4', '6', '9'] -> ((9/4 * 6) + (9 * (5/6 * 7/5)))
[53972] ['1/7', '3/8', '2', '9/4', '5'] -> (((2 * 5) / (1/7 / 3/8)) - 9/4)
[53973] ['5/8', '5/7', '7/2', '5', '5'] -> (((7/2 * (5/7 + 5)) - 5) / 5/8)
[53974] ['2/7', '1', '7/5', '7/5', '4'] -> ((1 + 7/5) * (4 / (2/7 * 7/5)))
[53975] ['1/5', '5/9', '6/7', '6', '6'] -> ((5/9 * 6) * (1/5 + (6 / 6/7)))
[53976] ['3/8', '6/7', '9/4', '4', '8'] -> (8 * ((9/4 / (3/8 * 6/7)) - 4))
[53977] ['2/7', '6/7', '1', '6/5', '7'] -> (6/5 * ((7 / (2/7 / 6/7)) - 1))
[53978] ['5/6', '7/5', '8/3', '6', '9'] -> (9 + ((5/6 + 8/3) / (7/5 / 6)))
[53979] ['2/9', '2/7', '8/9', '9', '9'] -> (9 + (9 * (8/9 + (2/9 / 2/7))))
[53980] ['4/5', '8/7', '5/3', '7', '7'] -> ((8/7 * 5/3) * (7 + (4/5 * 7)))
[53981] ['3/5', '3/4', '8/7', '4', '7'] -> (7 * ((4 / 3/4) - (8/7 / 3/5)))
[53982] ['1/8', '5/9', '3/4', '8', '8'] -> ((8 / 3/4) / ((1/8 * 8) - 5/9))
[53983] ['2/7', '1', '7/5', '5/3', '4'] -> (5/3 * ((4 / 2/7) - (1 - 7/5)))
[53984] ['1/7', '2/9', '2/9', '5', '8'] -> (((8 - (2/9 / 1/7)) / 2/9) - 5)
[53985] ['3/5', '3/4', '7/6', '4', '7'] -> ((7 / (3/5 * (7/6 - 3/4))) - 4)
[53986] ['1/5', '5/9', '8/9', '6', '6'] -> ((6 * (5/9 + (8/9 / 1/5))) - 6)
[53987] ['5/6', '8/5', '8/5', '6', '9'] -> (8/5 + (8/5 * (9 + (5/6 * 6))))
[53988] ['1/7', '2/9', '1/4', '5', '8'] -> ((2/9 / 1/4) * ((5 / 1/7) - 8))
[53989] ['2/9', '2/7', '8/7', '9', '9'] -> ((9 * (2/9 + (2/7 * 9))) - 8/7)
[53990] ['1/8', '5/9', '5/6', '8', '8'] -> (8 / ((1/8 * 8) - (5/9 / 5/6)))
[53991] ['2/7', '6/7', '1', '5/3', '7'] -> ((7 / 2/7) - (5/3 - (1 / 6/7)))
[53992] ['3/8', '2/5', '6/7', '3', '3'] -> ((3 + (3 / 2/5)) / (3/8 / 6/7))
[53993] ['2/7', '1', '7/5', '9/5', '4'] -> ((7/5 + 9/5) * (4 + (1 / 2/7)))
[53994] ['1/7', '2/9', '2/7', '5', '8'] -> ((8 - (2/9 * (1/7 + 5))) / 2/7)
[53995] ['4/5', '8/7', '7/3', '7', '7'] -> ((4/5 * 7/3) * (7 - (8/7 - 7)))
[53996] ['3/5', '3/4', '7/4', '4', '7'] -> (4 * (3/4 + (3/5 * (7/4 + 7))))
[53997] ['1/5', '5/9', '6/5', '6', '6'] -> ((5/9 * 6/5) * (6 + (6 / 1/5)))
[53998] ['3/8', '2/5', '9/8', '3', '3'] -> ((3/8 + 9/8) + (3 / (2/5 / 3)))
[53999] ['3/8', '7/8', '9/5', '4', '8'] -> ((9/5 * 8) * (4 - (7/8 / 3/8)))
[54000] ['5/8', '3/4', '7/5', '5', '5'] -> (5 * ((3/4 / 5/8) - (7/5 - 5)))
[54001] ['2/7', '1', '7/5', '5/2', '4'] -> (((5/2 * 4) / (2/7 * 7/5)) - 1)
[54002] ['1/5', '5/9', '5/4', '6', '6'] -> (5/4 * ((6 / 1/5) - (6 / 5/9)))
[54003] ['1/6', '3/8', '2/5', '2', '2'] -> ((2 / 2) / ((1/6 / 2/5) - 3/8))
[54004] ['1/7', '8/5', '9/4', '4', '9'] -> ((9 / (1/7 * (4 - 8/5))) - 9/4)
[54005] ['2/7', '7/8', '8/9', '1', '7'] -> (8/9 * ((7 / (2/7 * 7/8)) - 1))
[54006] ['1/6', '3/8', '3/7', '2', '2'] -> (((2 / 3/7) - 1/6) / (3/8 / 2))
[54007] ['4/5', '7/6', '7/6', '7', '7'] -> (4/5 / ((7 / (7 - 7/6)) - 7/6))
[54008] ['2/9', '2/7', '4/3', '9', '9'] -> (9 * ((4/3 / 2/7) - (2/9 * 9)))
[54009] ['3/8', '2/5', '7/6', '3', '3'] -> ((3 + (3 / 2/5)) / (3/8 * 7/6))
[54010] ['3/8', '8/9', '8/7', '4', '8'] -> ((8 + (4 / 3/8)) / (8/9 / 8/7))
[54011] ['1/7', '8/5', '7/3', '4', '9'] -> ((9 - 4) / (7/3 * (1/7 / 8/5)))
[54012] ['1/7', '7/9', '9/7', '2', '4'] -> (2 / ((7/9 / 4) - (1/7 / 9/7)))
[54013] ['1/6', '3/8', '4/7', '2', '2'] -> (((2 / 4/7) - 2) / (1/6 * 3/8))
[54014] ['3/8', '8/9', '5/4', '4', '8'] -> ((8 + (4 / (3/8 / 5/4))) / 8/9)
[54015] ['3/5', '7/9', '7/9', '4', '7'] -> ((7/9 + 7) * (4 * (3/5 / 7/9)))
[54016] ['1/7', '2/9', '1/2', '5', '8'] -> (8 / (2/9 * (5 - (1/2 / 1/7))))
[54017] ['4/5', '7/6', '9/7', '7', '7'] -> (9/7 * (7/6 + ((7 + 7) / 4/5)))
[54018] ['3/8', '8/9', '9/7', '4', '8'] -> (((4 + 8) / (3/8 * 9/7)) - 8/9)
[54019] ['5/8', '3/4', '7/2', '5', '5'] -> ((5 / 5/8) / (5 - (7/2 / 3/4)))
[54020] ['1/7', '2/9', '5/9', '5', '8'] -> ((1/7 + 5) * (2/9 + (5/9 * 8)))
[54021] ['5/6', '7/3', '7/3', '6', '9'] -> ((6 * (7/3 + (5/6 + 7/3))) - 9)
[54022] ['1/5', '5/9', '5/3', '6', '6'] -> ((5/3 + (6 / 6)) / (1/5 * 5/9))
[54023] ['1/7', '8/5', '7/2', '4', '9'] -> (4 + ((1/7 + 9) / (8/5 / 7/2)))
[54024] ['5/8', '3/4', '9/2', '5', '5'] -> (5 / ((5 * (3/4 / 9/2)) - 5/8))
[54025] ['2/7', '1', '3/2', '9/4', '4'] -> (((1 + 4) / (2/7 / 3/2)) - 9/4)
[54026] ['1/7', '2/9', '4/7', '5', '8'] -> (8 / (2/9 + (4/7 / (1/7 + 5))))
[54027] ['2/7', '7/8', '1', '7/5', '7'] -> ((1 + (7 / 7/5)) / (2/7 * 7/8))
[54028] ['5/6', '7/2', '7/2', '6', '9'] -> (((5/6 * 6) * (9 - 7/2)) - 7/2)
[54029] ['3/8', '8/9', '8/5', '4', '8'] -> (4 * (3/8 + (8 / (8/9 * 8/5))))
[54030] ['4/5', '7/6', '3/2', '7', '7'] -> ((7 / 7) / (3/2 - (7/6 / 4/5)))
[54031] ['1/6', '3/8', '6/7', '2', '2'] -> (2 / ((2 / 6/7) - (3/8 / 1/6)))
[54032] ['1/7', '2/9', '3/5', '5', '8'] -> ((3/5 * (1/7 + 5)) * (8 - 2/9))
[54033] ['1/5', '5/9', '7/3', '6', '6'] -> ((6 / (5/9 / 7/3)) - (1/5 * 6))
[54034] ['6/7', '6/7', '6/7', '6', '9'] -> (6 + ((6/7 + 6/7) / (6/7 / 9)))
[54035] ['3/5', '7/9', '8/9', '4', '7'] -> (4 * (7 - (3/5 * (7/9 + 8/9))))
[54036] ['3/8', '8/9', '7/4', '4', '8'] -> (3/8 + ((4 + 8) / (8/9 / 7/4)))
[54037] ['3/8', '2/5', '8/3', '3', '3'] -> (3 + (8/3 * (3/8 + (3 / 2/5))))
[54038] ['1/5', '5/9', '7/2', '6', '6'] -> ((6 + (6 / 5/9)) / (1/5 * 7/2))
[54039] ['1/7', '5/3', '5/2', '4', '9'] -> (4 / ((5/3 / 1/7) - (5/2 + 9)))
[54040] ['1/6', '3/8', '8/7', '2', '2'] -> (2 / (3/8 - (2 * (1/6 / 8/7))))
[54041] ['6/7', '6/7', '8/7', '6', '9'] -> (8/7 / ((6/7 / 6) - (6/7 / 9)))
[54042] ['3/8', '2/5', '3', '3', '7/2'] -> (((3 + (3 / 3/8)) / 2/5) - 7/2)
[54043] ['1/7', '7/9', '2', '9/4', '4'] -> ((2 + 4) / (9/4 * (1/7 * 7/9)))
[54044] ['1/7', '5/3', '7/2', '4', '9'] -> (9 * ((4 / 7/2) - (1/7 - 5/3)))
[54045] ['6/7', '6/7', '7/6', '6', '9'] -> (6 + ((6/7 + 6/7) * (7/6 * 9)))
[54046] ['4/5', '7/6', '9/5', '7', '7'] -> (((7 * 7) - 9/5) / (4/5 + 7/6))
[54047] ['1/7', '2/5', '9/7', '2', '5'] -> ((2 * (1/7 + (5 / 2/5))) - 9/7)
[54048] ['3/8', '9/8', '9/7', '4', '8'] -> ((4 + 8) / ((9/8 / 9/7) - 3/8))
[54049] ['2/7', '7/8', '1', '9/4', '7'] -> (7 * (((1 + 9/4) / 7/8) - 2/7))
[54050] ['1/5', '4/7', '5/8', '6', '6'] -> (4/7 * ((6 / (1/5 * 5/8)) - 6))
[54051] ['1/6', '3/8', '6/5', '2', '2'] -> (((2 / 3/8) - 2) / (1/6 / 6/5))
[54052] ['3/8', '3/7', '4/9', '3', '3'] -> (((3 / 3/7) - 3) / (3/8 * 4/9))
[54053] ['1/7', '7/9', '2', '7/3', '4'] -> ((2 * (7/9 + 7/3)) * (4 - 1/7))
[54054] ['1/7', '5/3', '4', '9/2', '9'] -> ((4 / 1/7) / (5/3 - (9/2 / 9)))
[54055] ['6/7', '6/7', '4/3', '6', '9'] -> (6 + (9 * (6/7 + (6/7 * 4/3))))
[54056] ['2/9', '2/7', '7/2', '9', '9'] -> (2/7 + ((2/9 + 9) / (7/2 / 9)))
[54057] ['2/7', '7/8', '1', '8/3', '7'] -> ((7 / 2/7) - (7/8 - (1 / 8/3)))
[54058] ['1/7', '7/4', '9/5', '4', '9'] -> (4 + (9 / (9/5 * (1/7 * 7/4))))
[54059] ['3/8', '8/7', '8/7', '4', '8'] -> (8 * ((8/7 * (4 - 3/8)) - 8/7))
[54060] ['5/8', '7/9', '8/7', '5', '5'] -> ((5 - 8/7) * (5 / (5/8 / 7/9)))
[54061] ['6/7', '7/8', '8/9', '6', '9'] -> ((6 / (7/8 * 9)) / (8/9 - 6/7))
[54062] ['3/5', '7/9', '9/7', '4', '7'] -> ((7/9 + 7) * (4 * (3/5 * 9/7)))
[54063] ['1/7', '7/4', '9/4', '4', '9'] -> ((9/4 * 9) + (4 - (1/7 * 7/4)))
[54064] ['2/9', '1/3', '3/7', '9', '9'] -> ((1/3 + 3/7) * ((9 / 2/9) - 9))
[54065] ['2/7', '8/9', '1', '9/8', '7'] -> (((1 + 7) / (2/7 * 9/8)) - 8/9)
[54066] ['1/8', '4/7', '5/8', '8', '8'] -> (((1/8 * 8) + (8 / 4/7)) / 5/8)
[54067] ['3/5', '7/9', '3/2', '4', '7'] -> ((4 - 3/2) * (3/5 + (7 / 7/9)))
[54068] ['4/5', '7/6', '7/2', '7', '7'] -> ((7 * 7) / (7/2 - (7/6 / 4/5)))
[54069] ['1/6', '3/8', '9/5', '2', '2'] -> ((2 / 2) / ((3/8 / 9/5) - 1/6))
[54070] ['1/5', '4/7', '4/5', '6', '6'] -> ((4/7 * 6) * (6 + (1/5 + 4/5)))
[54071] ['2/9', '1/3', '4/7', '9', '9'] -> ((1/3 + 9) * (4/7 + (2/9 * 9)))
[54072] ['2/7', '8/9', '1', '8/7', '7'] -> (8/9 * ((7 / (2/7 / 8/7)) - 1))
[54073] ['1/8', '4/7', '2/3', '8', '8'] -> ((8 - 1/8) * (8 * (4/7 * 2/3)))
[54074] ['3/5', '7/9', '8/5', '4', '7'] -> ((3/5 + (7 / 7/9)) / (8/5 / 4))
[54075] ['4/5', '7/6', '9/2', '7', '7'] -> ((9/2 * 7) - (7 / (4/5 * 7/6)))
[54076] ['2/9', '1/3', '3/5', '9', '9'] -> (((9 - 1/3) / 2/9) - (9 / 3/5))
[54077] ['3/5', '7/9', '5/3', '4', '7'] -> (4 * (3/5 + (7 / (7/9 * 5/3))))
[54078] ['6/7', '7/8', '5/3', '6', '9'] -> ((6/7 + 6) + (9 / (7/8 / 5/3)))
[54079] ['1/7', '2/5', '2', '8/3', '5'] -> ((1/7 + 5) * ((8/3 / 2/5) - 2))
[54080] ['1/8', '4/7', '7/9', '8', '8'] -> ((8 / 7/9) / ((1/8 * 8) - 4/7))
[54081] ['2/7', '1', '5/3', '7/2', '4'] -> (((2/7 + 4) * (5/3 * 7/2)) - 1)
[54082] ['4/5', '6/5', '5/4', '7', '7'] -> ((7 + 7) / (5/4 - (4/5 / 6/5)))
[54083] ['1/7', '9/5', '7/3', '4', '9'] -> (9/5 * ((1/7 * 7/3) + (4 + 9)))
[54084] ['2/7', '1', '5/3', '4', '9/2'] -> (9/2 * (((1 + 5/3) / 2/7) - 4))
[54085] ['1/7', '2/9', '7/6', '5', '8'] -> (5 / ((1/7 / 8) + (2/9 / 7/6)))
[54086] ['1/7', '4/5', '7/6', '2', '4'] -> ((2 - 7/6) * (4/5 + (4 / 1/7)))
[54087] ['1/6', '2/5', '4/7', '2', '2'] -> ((2 + (2 / 2/5)) / (1/6 / 4/7))
[54088] ['3/8', '3/7', '4/3', '3', '3'] -> ((4/3 + (3 / 3/8)) * (3 - 3/7))
[54089] ['2/9', '1/3', '5/6', '9', '9'] -> (9 + (9 / (1/3 + (2/9 / 5/6))))
[54090] ['3/5', '7/9', '5/2', '4', '7'] -> ((7 / (3/5 * 7/9)) / (5/2 / 4))
[54091] ['1/5', '4/7', '7/6', '6', '6'] -> ((4/7 * 7/6) * (6 + (6 / 1/5)))
[54092] ['4/5', '6/5', '8/5', '7', '7'] -> ((8/5 * (7 + (7 / 4/5))) - 6/5)
[54093] ['3/8', '7/6', '7/6', '4', '8'] -> (((7/6 + (7/6 * 8)) / 3/8) - 4)
[54094] ['3/8', '3/7', '8/5', '3', '3'] -> (8/5 * ((3 / 3/8) + (3 / 3/7)))
[54095] ['3/5', '7/9', '8/3', '4', '7'] -> ((4 / (3/5 / 8/3)) - (7/9 - 7))
[54096] ['1/7', '4/5', '4/3', '2', '4'] -> ((4 / 1/7) / ((2 / 4/5) - 4/3))
[54097] ['2/7', '8/9', '1', '7/5', '7'] -> ((7 + (1 / 7/5)) / (2/7 / 8/9))
[54098] ['2/7', '1', '7/4', '9/4', '4'] -> ((7/4 * (1 + (4 / 2/7))) - 9/4)
[54099] ['4/5', '6/5', '9/4', '7', '7'] -> (((4/5 * 9/4) * (7 + 7)) - 6/5)
[54100] ['1/6', '2/5', '6/7', '2', '2'] -> (6/7 * ((2 / (1/6 * 2/5)) - 2))
[54101] ['3/5', '7/9', '7/2', '4', '7'] -> (4 / (3/5 * (7/9 - (7/2 / 7))))
[54102] ['1/8', '4/7', '9/8', '8', '8'] -> ((8 / 4/7) + (8 * (1/8 + 9/8)))
[54103] ['6/7', '8/9', '7/6', '6', '9'] -> ((6 * 9) / (8/9 + (7/6 / 6/7)))
[54104] ['3/8', '7/6', '7/5', '4', '8'] -> (7/5 * (8 + (4 / (3/8 * 7/6))))
[54105] ['5/8', '7/9', '5/3', '5', '5'] -> ((5 + (5/3 + 5)) / (5/8 * 7/9))
[54106] ['2/7', '8/9', '1', '3/2', '7'] -> (8/9 * ((1 + 3/2) + (7 / 2/7)))
[54107] ['3/5', '7/9', '4', '9/2', '7'] -> (4 / ((3/5 * (7/9 + 7)) - 9/2))
[54108] ['1/7', '3/7', '9/8', '2', '5'] -> (3/7 / ((9/8 / (2 + 5)) - 1/7))
[54109] ['1/7', '4/5', '7/4', '2', '4'] -> ((2 + (4 / 7/4)) / (1/7 / 4/5))
[54110] ['1/7', '9/4', '8/3', '4', '9'] -> ((9/4 * ((8/3 / 1/7) - 4)) - 9)
[54111] ['3/8', '3/7', '5/2', '3', '3'] -> (3 / ((3 * (3/8 / 3/7)) - 5/2))
[54112] ['4/5', '6/5', '9/2', '7', '7'] -> (7 * ((4/5 * 9/2) - (6/5 / 7)))
[54113] ['1/8', '4/7', '4/3', '8', '8'] -> ((4/7 / 4/3) * ((8 / 1/8) - 8))
[54114] ['5/8', '7/9', '9/4', '5', '5'] -> ((7/9 + (5 / 9/4)) / (5/8 / 5))
[54115] ['3/8', '4/9', '4/7', '3', '3'] -> (3/8 + ((3 + 3) / (4/9 * 4/7)))
[54116] ['6/7', '8/9', '3/2', '6', '9'] -> ((6/7 * 9) * ((6 / 3/2) - 8/9))
[54117] ['3/8', '6/5', '3/2', '4', '8'] -> ((3/8 + 3/2) * (8 + (6/5 * 4)))
[54118] ['3/8', '4/9', '3/5', '3', '3'] -> ((3 / (4/9 - 3/8)) / (3/5 * 3))
[54119] ['3/5', '5/6', '6/7', '4', '7'] -> (7 * ((3/5 * 4) + (6/7 / 5/6)))
[54120] ['1/7', '2/9', '9/5', '5', '8'] -> ((1/7 + 5) * (2/9 + (8 / 9/5)))
[54121] ['2/7', '8/9', '1', '9/4', '7'] -> ((7 / 2/7) - (1 / (8/9 * 9/4)))
[54122] ['6/7', '8/9', '8/5', '6', '9'] -> (8/5 * ((8/9 * 9) + (6 / 6/7)))
[54123] ['3/5', '5/6', '8/9', '4', '7'] -> ((4 * (5/6 / 8/9)) * (7 - 3/5))
[54124] ['1/8', '4/7', '8/5', '8', '8'] -> (8/5 * ((1/8 * 8) + (8 / 4/7)))
[54125] ['1/7', '4/9', '4/9', '2', '5'] -> (2 * (5 + (4/9 / (1/7 * 4/9))))
[54126] ['4/5', '5/4', '7/5', '7', '7'] -> (((7 / 5/4) - 4/5) / (7/5 / 7))
[54127] ['2/7', '1', '9/5', '4', '9/2'] -> (4 * ((1 / 2/7) + (9/2 / 9/5)))
[54128] ['1/6', '2/5', '7/4', '2', '2'] -> ((2 + (2 / 2/5)) / (1/6 * 7/4))
[54129] ['5/8', '7/9', '9/2', '5', '5'] -> ((5 / 5/8) / ((5 / 9/2) - 7/9))
[54130] ['1/7', '2/9', '5/2', '5', '8'] -> ((1/7 * (5/2 + 8)) + (5 / 2/9))
[54131] ['1/7', '5/6', '8/9', '2', '4'] -> (((4 / (1/7 / 5/6)) - 2) / 8/9)
[54132] ['3/8', '4/9', '7/9', '3', '3'] -> ((3 / 3) / ((3/8 + 4/9) - 7/9))
[54133] ['5/8', '4/5', '4/5', '5', '5'] -> ((5 * 5) - (5/8 * (4/5 + 4/5)))
[54134] ['1/8', '4/7', '9/5', '8', '8'] -> ((4/7 + 8) * (9/5 + (1/8 * 8)))
[54135] ['1/7', '5/6', '9/8', '2', '4'] -> (9/8 * ((4 / (1/7 / 5/6)) - 2))
[54136] ['4/5', '5/4', '5/3', '7', '7'] -> ((4/5 + (7 / (5/4 / 7))) / 5/3)
[54137] ['1/8', '4/7', '9/4', '8', '8'] -> ((8 / 4/7) - (8 - (9/4 / 1/8)))
[54138] ['1/7', '2/9', '7/2', '5', '8'] -> (7/2 * (8 - (2/9 * (1/7 + 5))))
[54139] ['1/6', '1/6', '3/7', '4', '9'] -> ((4 - (1/6 / 1/6)) + (9 / 3/7))
[54140] ['1/7', '4/9', '4/7', '2', '5'] -> (((5 - (4/7 / 4/9)) / 1/7) - 2)
[54141] ['1/5', '4/7', '7/2', '6', '6'] -> (6 * ((7/2 / (1/5 / 4/7)) - 6))
[54142] ['4/5', '5/4', '7/4', '7', '7'] -> ((7 - (4/5 * 5/4)) / (7/4 / 7))
[54143] ['1/6', '2/5', '2', '2', '7/2'] -> ((7/2 / 1/6) - (2 - (2 / 2/5)))
[54144] ['6/7', '8/9', '5/2', '6', '9'] -> ((6 - 5/2) * (9 * (6/7 * 8/9)))
[54145] ['1/7', '2/9', '9/2', '5', '8'] -> ((9/2 * (8 - (2/9 / 1/7))) - 5)
[54146] ['1/6', '1/6', '4/7', '4', '9'] -> (9 / ((1/6 * 4) - (1/6 / 4/7)))
[54147] ['2/7', '1', '7/3', '7/3', '4'] -> ((7/3 + 7/3) * (4 * (2/7 + 1)))
[54148] ['3/8', '9/7', '8/5', '4', '8'] -> ((9/7 + (3/8 * 8)) * (8/5 + 4))
[54149] ['3/8', '4/9', '8/7', '3', '3'] -> (8/7 * (3 + (3 / (3/8 * 4/9))))
[54150] ['1/7', '4/9', '5/8', '2', '5'] -> (4/9 * ((5 / (1/7 * 5/8)) - 2))
[54151] ['6/7', '8/9', '8/3', '6', '9'] -> (8/3 / (8/9 - (6 / (6/7 * 9))))
[54152] ['1/6', '3/7', '4/9', '2', '2'] -> ((2 + (2 / 3/7)) / (4/9 - 1/6))
[54153] ['1/7', '1/4', '1/3', '5', '8'] -> ((1/4 + 1/3) * (8 * (1/7 + 5)))
[54154] ['2/7', '1', '9/8', '7/5', '7'] -> ((7 + (1 / 7/5)) / (2/7 * 9/8))
[54155] ['4/5', '5/4', '7/3', '7', '7'] -> ((7 + (4/5 * 5/4)) / (7/3 / 7))
[54156] ['6/7', '8/9', '9/2', '6', '9'] -> ((6/7 + 6) * ((8/9 * 9) - 9/2))
[54157] ['5/8', '4/5', '5/4', '5', '5'] -> ((5 - 5/4) * (5 / (5/8 / 4/5)))
[54158] ['4/5', '5/4', '5/2', '7', '7'] -> (((7 / (4/5 / 7)) - 5/4) / 5/2)
[54159] ['1/6', '3/7', '1/2', '2', '2'] -> ((2 / (1/6 * 3/7)) - (2 / 1/2))
[54160] ['1/7', '4/9', '5/7', '2', '5'] -> ((5 + (5/7 + 2)) / (1/7 / 4/9))
[54161] ['2/9', '3/8', '8/9', '9', '9'] -> ((8/9 - (2/9 / 3/8)) * (9 * 9))
[54162] ['2/7', '1', '9/8', '8/5', '7'] -> ((7 / 2/7) - (9/8 - (1 / 8/5)))
[54163] ['1/6', '1/6', '7/9', '4', '9'] -> (4 * ((7/9 * 9) - (1/6 / 1/6)))
[54164] ['6/7', '9/8', '9/8', '6', '9'] -> ((6 * (9/8 + 9/8)) + (9 / 6/7))
[54165] ['1/7', '5/6', '9/5', '2', '4'] -> ((9/5 * 4) + (2 / (1/7 * 5/6)))
[54166] ['2/7', '1', '8/3', '8/3', '4'] -> ((8/3 / 2/7) + (4 * (1 + 8/3)))
[54167] ['1/6', '3/7', '3/5', '2', '2'] -> ((2 + (2 / 3/7)) / (1/6 / 3/5))
[54168] ['2/7', '1', '9/8', '5/3', '7'] -> (1 / (7 - (9/8 + (5/3 / 2/7))))
[54169] ['6/7', '9/8', '8/7', '6', '9'] -> ((9 / (6/7 + 8/7)) / (9/8 / 6))
[54170] ['1/7', '5/6', '2', '9/4', '4'] -> (9/4 * ((2 / 1/7) - (5/6 * 4)))
[54171] ['4/5', '5/4', '7/2', '7', '7'] -> (7/2 * (7 - ((4/5 * 5/4) / 7)))
[54172] ['1/7', '4/9', '7/9', '2', '5'] -> (((7/9 + 2) / 1/7) - (4/9 - 5))
[54173] ['5/8', '4/5', '9/5', '5', '5'] -> (9/5 / (((5 - 5/8) / 5) - 4/5))
[54174] ['1/7', '5/6', '2', '5/2', '4'] -> (5/6 * ((2 / 5/2) + (4 / 1/7)))
[54175] ['1/6', '1/6', '8/7', '4', '9'] -> (8/7 * (9 + (4 / (1/6 + 1/6))))
[54176] ['1/5', '5/8', '2/3', '6', '6'] -> (((6 / 2/3) - 6) / (1/5 * 5/8))
[54177] ['6/7', '9/8', '5/4', '6', '9'] -> ((9 / 6) / ((9/8 / 6/7) - 5/4))
[54178] ['1/6', '3/7', '3/4', '2', '2'] -> (2 / (2 - (1/6 + (3/4 / 3/7))))
[54179] ['1/7', '5/6', '2', '4', '9/2'] -> (9/2 * ((5/6 / 1/7) - (2 / 4)))
[54180] ['4/5', '9/7', '3/2', '7', '7'] -> (3/2 + ((7 + 7) / (4/5 / 9/7)))
[54181] ['1/5', '5/8', '5/7', '6', '6'] -> (5/8 * ((6 / 1/5) + (6 / 5/7)))
[54182] ['3/5', '6/7', '5/4', '4', '7'] -> ((6/7 / 5/4) / (3/5 - (4 / 7)))
[54183] ['6/7', '9/8', '4/3', '6', '9'] -> ((9/8 * 4/3) * (9 + (6 / 6/7)))
[54184] ['1/7', '1/4', '4/5', '5', '8'] -> ((4/5 / (1/7 * 1/4)) + (8 / 5))
[54185] ['1/6', '1/6', '9/7', '4', '9'] -> (4 * ((9 / 9/7) - (1/6 / 1/6)))
[54186] ['1/6', '3/7', '4/5', '2', '2'] -> (4/5 * (2 + (2 / (1/6 * 3/7))))
[54187] ['1/3', '1/3', '1', '8/7', '4'] -> ((4 + (1 / 1/3)) / (1/3 / 8/7))
[54188] ['1/7', '4/9', '6/7', '2', '5'] -> (6/7 + ((1/7 + 5) / (4/9 / 2)))
[54189] ['3/5', '6/7', '9/7', '4', '7'] -> (4 * (9/7 + (3/5 * (6/7 + 7))))
[54190] ['2/7', '1', '9/8', '9/2', '7'] -> (((1 + 7) / 2/7) - (9/2 / 9/8))
[54191] ['3/8', '7/5', '7/5', '4', '8'] -> (((8 * (3/8 + 4)) - 7/5) / 7/5)
[54192] ['1/6', '3/7', '5/6', '2', '2'] -> ((2 / (1/6 * 3/7)) / (2 - 5/6))
[54193] ['4/5', '9/7', '5/3', '7', '7'] -> ((5/3 * (4/5 * 9/7)) * (7 + 7))
